@relation 'nyc_listings - cleaned-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute neighbourhood_group {Brooklyn,Queens,Bronx,Manhattan,'Staten Island'}
@attribute neighbourhood {Greenpoint,Kensington,Ridgewood,'Mott Haven','Morningside Heights','East Village','Prospect Heights',Bedford-Stuyvesant,Midtown,'Sunset Park','Park Slope','Upper West Side','South Slope',Williamsburg,Gowanus,Bushwick,'Upper East Side','Crown Heights','Ditmars Steinway','Middle Village','East Harlem','Fort Greene',Harlem,Jamaica,'Hells Kitchen','Clinton Hill',Flatbush,Chelsea,'Long Island City','Brooklyn Heights','Lower East Side','Flatiron District','Rockaway Beach','Windsor Terrace',Chi0town,Tribeca,'Washington Heights','Greenwich Village','Fi0ncial District','Kips Bay','Clason Point',Eastchester,'Carroll Gardens','West Village',Nolita,'Forest Hills','Murray Hill','East Flatbush','Boerum Hill',Astoria,Sunnyside,'St. George',Gravesend,Kingsbridge,Gramercy,Allerton,'University Heights','Richmond Hill','East New York','Little Italy','Prospect-Lefferts Gardens',Arrochar,SoHo,'Stuyvesant Town',Elmhurst,'Theater District','Sheepshead Bay','Rego Park','Emerson Hill',Bayside,Bensonhurst,Woodside,'Shore Acres','Spuyten Duyvil',Briarwood,'Battery Park City',Maspeth,'Brighton Beach','Two Bridges','Fort Hamilton','Cobble Hill','Jackson Heights','New Springville',Longwood,Inwood,NoHo,Flushing,DUMBO,'Columbia St',Tottenville,'Cypress Hills','Mariners Harbor','East Elmhurst','Kew Gardens','Downtown Brooklyn',Concord,Melrose,'College Point','City Island','Bay Ridge','Red Hook','Vinegar Hill',Glendale,Concourse,'Port Morris',Flatlands,Arverne,Ca0rsie,'Queens Village',Williamsbridge,Soundview,Woodhaven,Parkchester,Bronxdale,'Ozone Park','Bay Terrace',Fordham,Norwood,Clifton,'Claremont Village','Concourse Village','Borough Park',Fieldston,Huguenot,'Mount Hope','Howard Beach',Wakefield,Midwood,'0vy Yard',Brownsville,'Civic Center','Lighthouse Hill','Roosevelt Island','South Ozone Park',Unionport,'Randall Manor','Jamaica Estates','Kew Gardens Hills',Bellerose,'Fresh Meadows','Morris Park','East Morrisania','Springfield Gardens',Tremont,'Far Rockaway','St. Albans',Coro0,'West Brighton','Manhattan Beach','Marble Hill','Dongan Hills',Belmont,'Castleton Corners',Laurelton,'Hunts Point','Great Kills','Pelham Bay','Silver Lake',Riverdale,Morrisania,'Grymes Hill',Holliswood,Tompkinsville,'Morris Heights',Edgemere,'New Brighton','Pelham Gardens',Baychester,'Mill Basin','Sea Gate','Bergen Beach',Stapleton,'Cambria Heights',Richmondtown,'Dyker Heights',Olinville,'Throgs Neck','Coney Island',Rosedale,'Howland Hook',Highbridge,'South Beach','Bath Beach','Midland Beach',Oakwood,Eltingville,Hollis,Schuylerville,Edenwald,'North Riverdale','Mount Eden',Neponsit,'Fort Wadsworth','Westchester Square','Van Nest',Rosebank,Woodlawn,'Grant City','New Dorp','Port Richmond','Country Club',Bayswater,Willowbrook,Douglaston,'New Dorp Beach','Todt Hill','West Farms','Little Neck',Whitestone,'Arden Heights','Co-op City','Jamaica Hills','Princes Bay','Bulls Head','Castle Hill','Belle Harbor',Westerleigh,'Chelsea, Staten Island','Gerritsen Beach','Breezy Point',Graniteville,Woodrow,'Hollis Hills','Port Ivory','Rockaway Park','Freshkills Park','Floral Park','Ellis Island',Bloomfield,'Ferry Point Park','Park Hill','Pelham Islands','Broad Channel','Pelham Bay Park','Van Cortlandt Park','LaGuardia Airport','Marine Park','Flushing Meadows Coro0 Park','Forest Park','Bronx Park','Croto0 Park','Green-Wood Cemetery','Prospect Park','Central Park'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
Manhattan,'Washington Heights',40.85111,-73.93009,'Private room',0,-1,0,1,0,0,0.221154,5.988541,7.10129,40
Brooklyn,'Crown Heights',40.67642,-73.95593,'Private room',0,-1,0,2,0,0,0.146596,8.310053,5.855984,55
Brooklyn,'Crown Heights',40.66947,-73.95843,'Entire home/apt',9,2362,0.1,1,0,0,0.074873,8.787325,6.284837,130
Brooklyn,Bedford-Stuyvesant,40.69279,-73.95824,'Private room',1,2510,0.01,1,0,0,0.285625,7.469105,4.739276,75
Brooklyn,'Red Hook',40.67612,-74.00676,'Private room',64,1004,0.72,1,64,0,0.617567,8.913929,5.767736,98
Manhattan,'Upper East Side',40.76402,-73.95916,'Entire home/apt',0,-1,0,3,365,0,0.332859,4.813025,1.496949,310
Manhattan,'East Village',40.72999,-73.98764,'Private room',0,-1,0,1,0,0,0.18733,7.075742,1.936219,180
Brooklyn,'Clinton Hill',40.68236,-73.964,'Entire home/apt',14,2151,0.15,1,0,0,0.118124,8.229741,5.349549,110
Queens,'Rego Park',40.72076,-73.8628,'Private room',43,80,0.51,1,76,5,0.624616,3.930857,7.175296,123
Manhattan,'Flatiron District',40.74084,-73.99247,'Entire home/apt',0,-1,0,1,0,0,0.146775,7.009409,1.243695,215
Manhattan,'Upper West Side',40.7855,-73.9745,'Entire home/apt',0,-1,0,3,365,0,0.236348,5.593308,1.990283,310
Manhattan,Midtown,40.75976,-73.96447,'Entire home/apt',0,-1,0,3,365,0,0.25799,5.158569,1.154642,330
Manhattan,Chelsea,40.74304,-73.9984,'Entire home/apt',0,-1,0,1,0,0,0.14099,7.261978,1.249646,175
Manhattan,'East Harlem',40.8084,-73.94064,'Private room',2,2866,0.02,1,0,0,0.268804,4.293852,4.253592,35
Brooklyn,Williamsburg,40.71045,-73.94579,'Private room',1,2737,0.01,1,0,0,0.299259,6.097788,3.93263,100
Brooklyn,Bushwick,40.69838,-73.92995,'Private room',5,1048,0.07,2,341,0,0.151886,6.27563,5.111013,67
Brooklyn,Williamsburg,40.71992,-73.96308,'Entire home/apt',2,1206,0.05,1,0,0,0.398223,6.326734,2.898683,249
Manhattan,Inwood,40.86347,-73.92624,'Entire home/apt',18,99,0.23,1,341,14,0.150382,6.634239,7.9643,100
Brooklyn,Bedford-Stuyvesant,40.68751,-73.922,'Private room',64,101,0.74,1,29,13,0.143359,6.750854,5.973059,69
Manhattan,'Upper West Side',40.77773,-73.97764,'Private room',1,2703,0.01,1,0,0,0.168317,5.735465,1.427411,200
Manhattan,Harlem,40.81651,-73.94319,'Private room',0,-1,0,1,0,0,0.2055,4.713137,4.651407,59
Manhattan,'Hells Kitchen',40.7629,-73.98857,'Private room',383,85,4.09,2,88,25,0.144481,6.40853,0.377371,141
Manhattan,'Lower East Side',40.71969,-73.99118,'Entire home/apt',5,2368,0.05,1,0,0,0.148487,7.593869,2.66152,180
Queens,Astoria,40.76944,-73.91939,'Entire home/apt',8,1412,0.09,1,0,0,0.081831,2.610388,3.694908,125
Manhattan,'East Harlem',40.80139,-73.93985,'Private room',64,87,0.72,3,216,15,0.213546,4.033589,3.895639,65
Brooklyn,'Crown Heights',40.67395,-73.95107,'Private room',99,776,1.11,6,2,0,0.27904,8.313361,6.09652,100
Manhattan,Chelsea,40.74141,-73.99996,'Entire home/apt',1,2825,0.01,1,0,0,0.10097,7.379467,1.390574,175
Manhattan,'Hells Kitchen',40.76431,-73.98965,'Private room',0,-1,0,1,0,0,0.237551,6.452674,0.490823,200
Manhattan,'Upper West Side',40.79923,-73.96029,'Entire home/apt',1,2435,0.01,1,0,0,0.153078,5.023557,3.160371,50
Manhattan,'Lower East Side',40.7202,-73.98667,'Entire home/apt',0,-1,0,1,0,0,0.129999,7.366189,2.608982,200
Manhattan,Chi0town,40.71626,-73.9913,'Entire home/apt',0,-1,0,1,0,0,0.176911,7.725672,2.897418,300
Manhattan,Chelsea,40.74467,-74.0059,'Entire home/apt',7,1952,0.08,1,0,0,0.347502,7.616566,1.444513,200
Manhattan,'Upper West Side',40.78983,-73.97874,'Entire home/apt',0,-1,0,1,0,0,0.160182,5.860574,2.227068,175
Manhattan,'East Harlem',40.79485,-73.93499,'Entire home/apt',7,2502,0.08,1,0,0,0.445999,3.617823,3.751104,132
Brooklyn,'Borough Park',40.61797,-73.98026,'Entire home/apt',77,84,0.93,1,193,7,0.240169,11.071116,9.666305,89
Queens,Astoria,40.77173,-73.92767,'Entire home/apt',6,292,0.06,1,0,1,0.480606,3.030572,3.296579,65
Brooklyn,'Prospect-Lefferts Gardens',40.66057,-73.95699,'Entire home/apt',44,2382,0.47,1,0,0,0.284868,9.273242,6.900539,139
Brooklyn,Williamsburg,40.70765,-73.95116,'Private room',13,2345,0.14,2,0,0,0.114856,6.436568,3.947811,40
Manhattan,Chelsea,40.74241,-73.99863,'Private room',0,-1,0,1,0,0,0.103215,7.288059,1.292708,150
Manhattan,'Stuyvesant Town',40.73018,-73.97963,'Entire home/apt',8,1554,0.1,8,68,0,0.124691,6.684154,1.946152,115
Manhattan,Gramercy,40.73301,-73.98407,'Entire home/apt',2,2210,0.03,8,306,0,0.094332,6.807439,1.726077,150
Manhattan,Nolita,40.7226,-73.99644,'Entire home/apt',163,1455,1.74,1,0,0,0.043481,7.740484,2.514576,150
Brooklyn,'Boerum Hill',40.68731,-73.98942,'Entire home/apt',2,2591,0.02,1,0,0,0.110339,8.896896,4.882304,85
Brooklyn,Bedford-Stuyvesant,40.67755,-73.92625,'Private room',16,1872,0.2,1,0,0,0.274723,7.473825,6.424928,48
Brooklyn,'Crown Heights',40.67226,-73.95669,'Private room',1,2872,0.01,1,0,0,0.128699,8.573839,6.121616,65
Manhattan,'Lower East Side',40.7191,-73.9834,'Entire home/apt',85,71,0.99,1,267,54,0.225664,7.257502,2.686548,490
Manhattan,Harlem,40.81864,-73.93819,'Entire home/apt',6,1214,0.07,1,0,0,0.162418,4.582859,4.917289,85
Manhattan,Midtown,40.75527,-73.96576,'Entire home/apt',14,2394,0.15,1,0,0,0.236043,5.306976,1.094141,225
Brooklyn,Bushwick,40.70074,-73.92895,'Private room',2,1737,0.03,2,0,0,0.218679,6.107361,5.014318,60
Manhattan,'Upper East Side',40.78118,-73.94861,'Entire home/apt',9,2576,0.1,1,0,0,0.227133,4.15939,2.571988,155
Manhattan,'Hells Kitchen',40.75552,-73.994,'Entire home/apt',10,1475,0.11,1,0,0,0.225542,6.795289,0.494642,99
Brooklyn,'Fort Greene',40.6869,-73.97713,'Entire home/apt',39,93,0.41,3,16,8,0.097007,8.449635,4.92714,165
Brooklyn,Bushwick,40.69169,-73.92351,'Private room',8,1969,0.09,1,0,0,0.163039,6.522192,5.691228,50
Brooklyn,'Boerum Hill',40.68574,-73.99055,'Entire home/apt',1,2667,0.01,1,88,0,0.027944,9.016717,4.993558,130
Brooklyn,Bedford-Stuyvesant,40.68778,-73.95209,'Entire home/apt',6,1666,0.1,1,0,0,0.149516,7.543617,5.177202,90
Brooklyn,'Sheepshead Bay',40.58414,-73.95489,'Private room',0,-1,0,1,0,0,0.172222,10.317952,12.112202,50
Brooklyn,'Crown Heights',40.67314,-73.96278,'Entire home/apt',34,1785,0.37,1,0,0,0.109734,8.706269,5.985305,98
Brooklyn,Bushwick,40.70141,-73.91782,'Private room',0,-1,0,1,0,0,0.159125,5.783069,5.376077,65
Brooklyn,Williamsburg,40.71026,-73.9509,'Entire home/apt',0,-1,0,1,0,0,0.17581,6.29379,3.797335,120
Brooklyn,'Crown Heights',40.67806,-73.94722,'Entire home/apt',15,1332,0.16,1,0,0,0.239926,7.962069,5.898574,150
Brooklyn,'Carroll Gardens',40.67725,-73.99968,'Private room',0,-1,0,1,0,0,0.323716,9.28835,5.625285,100
Manhattan,Harlem,40.80607,-73.94805,'Entire home/apt',0,-1,0,1,0,0,0.181556,4.576097,3.896466,115
Manhattan,'Greenwich Village',40.73095,-74.00016,'Entire home/apt',2,2407,0.02,1,0,0,0.090373,7.661202,2.030845,214
Manhattan,'Upper West Side',40.79671,-73.96225,'Entire home/apt',21,402,0.23,1,93,1,0.06569,5.076807,2.957311,316
Brooklyn,Greenpoint,40.73283,-73.95617,'Entire home/apt',63,73,0.68,1,242,16,0.143905,5.494934,2.362365,284
Manhattan,'Stuyvesant Town',40.73001,-73.97579,'Private room',0,-1,0,1,0,0,0.328461,6.507501,2.002757,600
Manhattan,'Hells Kitchen',40.76555,-73.9945,'Entire home/apt',5,2128,0.07,8,324,0,0.511641,6.704261,0.716144,80
Brooklyn,Greenpoint,40.72086,-73.94609,'Private room',0,-1,0,1,0,0,0.373788,5.586923,3.346253,75
Brooklyn,Bushwick,40.70017,-73.92841,'Entire home/apt',30,1779,0.32,1,0,0,0.170822,6.126648,5.063463,159
Manhattan,'East Village',40.72879,-73.97959,'Private room',1,2875,0.01,1,0,0,0.18911,6.729332,2.041158,110
Brooklyn,Williamsburg,40.72026,-73.96349,'Entire home/apt',25,123,0.3,1,287,4,0.429191,6.329642,2.867982,147
Brooklyn,'Crown Heights',40.67784,-73.94519,'Entire home/apt',18,84,0.2,1,0,5,0.276582,7.919062,5.952855,199
Manhattan,'East Harlem',40.79502,-73.93323,'Private room',177,986,1.89,1,310,0,0.52126,3.531552,3.830123,62
Brooklyn,'Prospect-Lefferts Gardens',40.65672,-73.95797,'Private room',70,74,0.77,3,242,9,0.221559,9.530748,7.148149,60
Manhattan,'Upper West Side',40.78942,-73.97513,'Private room',171,1766,1.93,2,0,0,0.079974,5.661453,2.240697,65
Brooklyn,'Crown Heights',40.66687,-73.95023,'Private room',59,1049,0.8,1,0,0,0.072636,8.713227,6.576249,275
Brooklyn,Williamsburg,40.71234,-73.96601,'Private room',0,-1,0,1,0,0,0.523379,6.785397,3.325406,80
Queens,'Rockaway Beach',40.59009,-73.81323,'Entire home/apt',327,77,3.48,1,327,50,0.139799,3.87646,14.923213,220
Queens,Astoria,40.75677,-73.91624,'Private room',8,380,0.09,1,0,4,0.151673,2.768614,3.782548,180
Manhattan,'Upper West Side',40.7855,-73.97062,'Entire home/apt',98,240,1.09,1,311,1,0.100324,5.382617,2.064117,479
Manhattan,Chi0town,40.71535,-73.99027,'Entire home/apt',43,723,0.5,1,29,0,0.10328,7.713117,2.954352,165
Manhattan,'Upper West Side',40.795,-73.963015,'Private room',358,70,4,2,292,20,0.115845,5.087336,2.832869,108
Manhattan,'Upper West Side',40.78864,-73.9677,'Private room',175,211,1.91,1,48,2,0.203902,5.252289,2.326848,100
Queens,Ridgewood,40.702,-73.90193,'Entire home/apt',50,72,4.23,1,244,50,0.177783,5.430285,5.979193,334
Manhattan,'East Village',40.72304,-73.97674,'Entire home/apt',8,87,0.09,19,230,1,0.610367,6.804257,2.459201,124
Bronx,Eastchester,40.87893,-73.83413,'Entire home/apt',30,121,0.39,6,329,12,0.244266,7.326921,11.744451,141
Bronx,Eastchester,40.881,-73.83511,'Entire home/apt',22,180,0.42,6,359,2,0.249252,7.44899,11.809086,224
Manhattan,SoHo,40.72089,-74.00171,'Private room',9,2160,0.1,1,0,0,0.098529,8.049357,2.709237,102
Manhattan,'Upper East Side',40.77232,-73.9581,'Entire home/apt',3,2424,0.04,1,0,0,0.132015,4.680586,1.792885,214
Bronx,'Morris Park',40.85456,-73.85709,'Private room',2,2822,0.02,1,0,0,0.186404,5.404641,9.671996,50
Manhattan,Harlem,40.81095,-73.95421,'Private room',1,2873,0.01,1,0,0,0.107454,5.027918,4.033259,66
Bronx,Williamsbridge,40.88054,-73.84811,'Private room',17,1061,0.19,6,219,0,0.535631,7.254791,11.303267,43
Brooklyn,'South Slope',40.65998,-73.9861,'Entire home/apt',85,182,0.91,1,257,3,0.347506,10.189388,6.763459,125
Manhattan,'Hells Kitchen',40.7666,-73.98475,'Entire home/apt',0,-1,0,1,0,0,0.191413,6.16707,0.594811,450
Queens,Astoria,40.75741,-73.92509,'Entire home/apt',0,-1,0,1,0,0,0.250869,3.174754,3.298637,125
Manhattan,'Washington Heights',40.83701,-73.94228,'Entire home/apt',15,411,0.2,1,97,1,0.14742,5.613152,5.940508,89
Manhattan,Midtown,40.75431,-73.96606,'Entire home/apt',3,1206,0.03,3,129,0,0.273025,5.341886,1.091534,79
Manhattan,'West Village',40.73397,-74.0048,'Entire home/apt',3,2584,0.03,1,0,0,0.110108,7.810296,1.964599,250
Brooklyn,Bedford-Stuyvesant,40.68232,-73.93792,'Private room',137,70,1.68,2,234,43,0.230644,7.455168,5.832441,90
Manhattan,Midtown,40.75365,-73.9919,'Private room',214,101,2.5,1,261,4,0.124387,6.713546,0.46065,257
Queens,'East Elmhurst',40.75684,-73.87709,'Private room',33,310,0.36,1,143,1,0.582391,1.42603,5.919727,50
Manhattan,Chi0town,40.71652,-73.99801,'Private room',0,-1,0,1,0,0,0.15119,8.026124,2.942496,75
Brooklyn,Williamsburg,40.71221,-73.95059,'Entire home/apt',127,91,2.84,1,245,46,0.0599,6.184055,3.689941,457
Manhattan,'Kips Bay',40.74267,-73.97995,'Private room',39,972,0.42,28,250,0,0.237156,6.327178,1.10032,98
Manhattan,Midtown,40.75496,-73.96774,'Entire home/apt',11,2396,0.12,1,0,0,0.187741,5.416705,0.992124,165
Queens,Flushing,40.757942,-73.829713,'Private room',130,71,1.96,2,155,3,0.115699,2.692212,8.505977,158
Brooklyn,Flatbush,40.65101,-73.95548,'Private room',22,168,0.23,2,34,1,0.329119,9.651533,7.562085,48
Manhattan,Inwood,40.86663,-73.92621,'Entire home/apt',5,2266,0.06,1,0,0,0.097635,6.829856,8.164665,100
Manhattan,'Lower East Side',40.71905,-73.98792,'Private room',104,187,1.13,3,0,3,0.026901,7.466326,2.690796,89
Manhattan,'Lower East Side',40.72061,-73.98775,'Entire home/apt',1,2858,0.01,1,0,0,0.134319,7.401151,2.582833,200
Manhattan,'Upper East Side',40.78335,-73.94822,'Entire home/apt',2,1847,0.03,1,0,0,0.087822,4.150771,2.683792,130
Brooklyn,Flatbush,40.64997,-73.9628,'Entire home/apt',3,2354,0.04,1,0,0,0.036384,10.04445,7.556409,86
Brooklyn,'Prospect Heights',40.6776,-73.96534,'Entire home/apt',2,2508,0.02,1,0,0,0.345452,8.536432,5.655748,288
Brooklyn,Williamsburg,40.71958,-73.95504,'Entire home/apt',72,990,0.82,1,0,0,0.188236,6.005728,3.129481,120
Brooklyn,Ca0rsie,40.6384,-73.91611,'Private room',43,94,0.49,2,327,2,0.964648,7.469247,9.080546,45
Manhattan,Harlem,40.81141,-73.93975,'Entire home/apt',120,91,1.33,2,317,28,0.202327,4.360717,4.452091,170
Manhattan,'Upper West Side',40.79067,-73.97923,'Entire home/apt',49,1003,0.54,1,0,0,0.215842,5.895891,2.280077,125
Manhattan,'East Harlem',40.79706,-73.94769,'Entire home/apt',7,164,0.08,3,64,1,0.234715,4.323038,3.394942,220
Manhattan,'Upper West Side',40.78075,-73.98359,'Entire home/apt',10,2229,0.11,1,341,0,0.181504,6.065169,1.57321,120
Brooklyn,'Prospect Heights',40.67824,-73.96514,'Private room',0,-1,0,1,0,0,0.348676,8.494421,5.614591,60
Manhattan,Harlem,40.80278,-73.95583,'Private room',19,392,0.21,1,162,1,0.166989,4.875266,3.488743,100
Brooklyn,'Prospect-Lefferts Gardens',40.65833,-73.95196,'Private room',0,-1,0,1,0,0,0.154379,9.276258,7.116874,45
Queens,'Jackson Heights',40.75394,-73.87986,'Private room',40,162,0.45,1,354,1,0.42087,1.65314,5.774743,100
Manhattan,Harlem,40.80406,-73.95494,'Private room',2,88,0.05,2,316,1,0.069307,4.862971,3.589529,85
Brooklyn,'Boerum Hill',40.68704,-73.98021,'Entire home/apt',1,2855,0.01,1,0,0,0.088326,8.557101,4.904752,180
Manhattan,'Greenwich Village',40.73238,-73.995,'Entire home/apt',34,135,0.41,1,224,1,0.189665,7.364023,1.842307,300
Brooklyn,Williamsburg,40.70687,-73.9331,'Private room',0,-1,0,1,0,0,0.049631,5.870399,4.54226,60
Manhattan,'Lower East Side',40.71785,-73.99019,'Private room',74,88,0.83,2,331,22,0.128773,7.615347,2.78216,166
Brooklyn,'Downtown Brooklyn',40.69745,-73.98367,'Private room',0,-1,0,1,0,0,0.236304,8.188938,4.179145,200
Manhattan,Gramercy,40.73351,-73.98748,'Entire home/apt',24,1143,0.27,1,0,0,0.110072,6.959391,1.693265,125
Manhattan,Midtown,40.7655,-73.98018,'Private room',1,2561,0.01,2,0,0,0.071122,5.929239,0.593448,500
Brooklyn,Greenpoint,40.73059,-73.95257,'Entire home/apt',9,182,0.2,1,84,6,0.111536,5.423038,2.609541,145
Brooklyn,'Boerum Hill',40.6832,-73.98109,'Private room',0,-1,0,1,0,0,0.128568,8.783947,5.166814,60
Brooklyn,Williamsburg,40.71396,-73.94021,'Entire home/apt',9,2311,0.1,1,0,0,0.165241,5.715635,3.917776,225
Manhattan,Chi0town,40.71633,-73.99133,'Entire home/apt',0,-1,0,1,0,0,0.182009,7.724419,2.892797,140
Queens,Astoria,40.76523,-73.92812,'Private room',51,998,0.57,1,311,0,0.290527,3.142034,3.172418,100
Manhattan,'East Harlem',40.80824,-73.93987,'Entire home/apt',0,-1,0,1,0,0,0.30895,4.251957,4.26897,125
Brooklyn,Gowanus,40.68096,-73.98209,'Private room',2,2761,0.02,1,0,0,0.257552,8.935122,5.31902,100
Manhattan,'East Village',40.73333,-73.9905,'Private room',25,97,0.28,3,332,5,0.097395,7.113645,1.723983,115
Brooklyn,Greenpoint,40.7299,-73.95143,'Private room',1,2612,0.01,1,0,0,0.18878,5.401678,2.686961,100
Manhattan,'East Village',40.72536,-73.9856,'Entire home/apt',0,-1,0,1,0,0,0.272688,7.131802,2.252167,250
Manhattan,'Lower East Side',40.72128,-73.98529,'Entire home/apt',131,1414,1.41,1,0,0,0.235244,7.262727,2.533706,300
Queens,Astoria,40.76791,-73.9204,'Entire home/apt',39,1127,0.44,1,0,0,0.097798,2.687589,3.619635,72
Brooklyn,'Crown Heights',40.67741,-73.96326,'Entire home/apt',22,2575,0.24,1,0,0,0.357541,8.480199,5.691751,91
Manhattan,'Fi0ncial District',40.7076,-74.01367,'Private room',0,-1,0,1,0,0,0.008608,8.528566,3.802552,125
Manhattan,'East Village',40.72767,-73.98335,'Entire home/apt',8,2360,0.1,1,0,0,0.24558,6.945999,2.09606,120
Brooklyn,Williamsburg,40.70829,-73.94852,'Entire home/apt',37,150,0.42,1,3,4,0.178492,6.308065,3.980154,700
Manhattan,Chelsea,40.74085,-74.00339,'Entire home/apt',82,92,0.94,1,285,26,0.086316,7.568924,1.53442,189
Brooklyn,Williamsburg,40.71109,-73.9642,'Entire home/apt',22,1166,0.26,1,55,0,0.394687,6.769248,3.43938,450
Brooklyn,Flatbush,40.64224,-73.96236,'Private room',24,1994,0.28,1,0,0,0.118915,9.996006,8.086748,75
Manhattan,'Upper West Side',40.79417,-73.96461,'Entire home/apt',0,-1,0,1,0,0,0.176033,5.158576,2.744016,225
Brooklyn,Williamsburg,40.71699,-73.96299,'Private room',16,1141,0.17,2,242,0,0.345578,6.451198,3.085077,89
Brooklyn,Midwood,40.62299,-73.9529,'Private room',27,1229,0.29,1,277,0,0.448029,9.545415,9.484215,60
Brooklyn,Williamsburg,40.70918,-73.96413,'Private room',53,982,1.05,1,0,0,0.34824,6.85596,3.564935,44
Manhattan,'Flatiron District',40.7408,-73.99065,'Entire home/apt',0,-1,0,1,0,0,0.079295,6.917713,1.219657,300
Manhattan,'Greenwich Village',40.73053,-74.00097,'Entire home/apt',46,93,0.53,3,38,5,0.124356,7.713484,2.075117,296
Manhattan,Tribeca,40.72044,-74.00399,'Entire home/apt',2,608,0.03,1,298,0,0.072653,8.173437,2.78133,1130
Queens,Ridgewood,40.70547,-73.91432,'Private room',5,2596,0.05,1,0,0,0.246286,5.448414,5.314304,65
Manhattan,'Greenwich Village',40.73382,-73.99683,'Private room',49,73,0.52,1,301,18,0.218479,7.414155,1.779414,155
Brooklyn,Greenpoint,40.72244,-73.94561,'Entire home/apt',0,-1,0,1,0,0,0.335266,5.492572,3.280855,90
Manhattan,'Upper East Side',40.77395,-73.95153,'Entire home/apt',101,94,1.12,1,290,4,0.270182,4.315569,2.156699,120
'Staten Island','Mariners Harbor',40.62914,-74.15927,'Entire home/apt',27,86,0.31,1,348,4,7.063326,4.402129,13.002887,150
Brooklyn,'Park Slope',40.67438,-73.97541,'Private room',9,2266,0.11,1,363,0,0.234041,9.046794,5.796022,110
Brooklyn,'Crown Heights',40.66906,-73.93491,'Private room',0,-1,0,1,0,0,0.108115,8.200666,6.72985,40
Manhattan,'Upper East Side',40.75966,-73.96124,'Entire home/apt',12,221,0.14,22,314,1,0.395553,4.988915,1.329539,140
Queens,'Ditmars Steinway',40.77727,-73.91761,'Private room',147,108,1.62,4,313,24,0.341259,2.457715,3.93805,50
Manhattan,'Washington Heights',40.85191,-73.93924,'Private room',9,1447,0.11,1,125,0,0.070965,6.309899,6.954662,49
Brooklyn,Williamsburg,40.71013,-73.96354,'Private room',0,-1,0,1,0,0,0.334157,6.787654,3.513922,99
Manhattan,Gramercy,40.73635,-73.98669,'Entire home/apt',0,-1,0,1,365,0,0.212348,6.837455,1.495262,1000
Manhattan,'Upper East Side',40.76902,-73.95807,'Entire home/apt',2,2142,0.03,1,0,0,0.021887,4.700825,1.679648,139
Brooklyn,Williamsburg,40.71619,-73.94156,'Entire home/apt',10,2339,0.12,1,0,0,0.171306,5.647919,3.752118,80
Queens,Sunnyside,40.74401,-73.91331,'Private room',29,1134,0.33,2,365,0,0.042643,3.191505,4.058057,90
Manhattan,'Upper East Side',40.78633,-73.95218,'Entire home/apt',0,-1,0,1,0,0,0.075726,4.390671,2.67037,150
Brooklyn,Williamsburg,40.71559,-73.95701,'Private room',0,-1,0,1,0,0,0.110907,6.270056,3.314049,90
Brooklyn,Ca0rsie,40.63841,-73.91589,'Private room',52,99,0.59,2,305,12,0.954568,7.457229,9.084937,46
Manhattan,'Upper West Side',40.79495,-73.97237,'Entire home/apt',90,107,0.98,1,1,2,0.071185,5.5836,2.648424,151
Brooklyn,Bedford-Stuyvesant,40.68487,-73.95695,'Entire home/apt',0,-1,0,1,0,0,0.240897,7.861174,5.281265,83
Brooklyn,'Bay Ridge',40.63883,-74.0276,'Entire home/apt',30,304,0.35,2,61,2,0.352455,8.547971,8.537981,200
Brooklyn,Bedford-Stuyvesant,40.6893,-73.95105,'Entire home/apt',3,2556,0.03,1,0,0,0.136844,7.425178,5.099852,110
Brooklyn,Williamsburg,40.70794,-73.93486,'Entire home/apt',67,82,0.75,1,314,30,0.154836,5.864692,4.424477,239
Brooklyn,Bedford-Stuyvesant,40.69494,-73.95507,'Private room',0,-1,0,1,0,0,0.328511,7.245188,4.657567,70
Brooklyn,'Clinton Hill',40.69657,-73.96884,'Entire home/apt',107,72,2.34,1,101,22,0.595397,7.652782,4.335177,103
Brooklyn,'Prospect Heights',40.6769,-73.96485,'Private room',2,2762,0.02,1,0,0,0.337621,8.559594,5.708356,150
Manhattan,'Upper East Side',40.77607,-73.94802,'Entire home/apt',44,360,0.51,1,0,1,0.239197,4.118833,2.396324,60
Brooklyn,Williamsburg,40.71527,-73.95001,'Entire home/apt',10,1547,0.11,1,0,0,0.083677,6.010392,3.528141,320
Brooklyn,Bushwick,40.69761,-73.92093,'Private room',0,-1,0,1,0,0,0.09805,6.092811,5.458246,40
Brooklyn,Bushwick,40.69549,-73.90979,'Private room',0,-1,0,1,0,0,0.282219,5.992499,5.974247,50
Manhattan,'Fi0ncial District',40.71095,-74.00694,'Entire home/apt',7,2365,0.08,1,0,0,0.065925,8.642904,3.451058,150
