@relation 'nyc_listings - cleaned-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute neighbourhood_group {Brooklyn,Queens,Bronx,Manhattan,'Staten Island'}
@attribute neighbourhood {Greenpoint,Kensington,Ridgewood,'Mott Haven','Morningside Heights','East Village','Prospect Heights',Bedford-Stuyvesant,Midtown,'Sunset Park','Park Slope','Upper West Side','South Slope',Williamsburg,Gowanus,Bushwick,'Upper East Side','Crown Heights','Ditmars Steinway','Middle Village','East Harlem','Fort Greene',Harlem,Jamaica,'Hells Kitchen','Clinton Hill',Flatbush,Chelsea,'Long Island City','Brooklyn Heights','Lower East Side','Flatiron District','Rockaway Beach','Windsor Terrace',Chi0town,Tribeca,'Washington Heights','Greenwich Village','Fi0ncial District','Kips Bay','Clason Point',Eastchester,'Carroll Gardens','West Village',Nolita,'Forest Hills','Murray Hill','East Flatbush','Boerum Hill',Astoria,Sunnyside,'St. George',Gravesend,Kingsbridge,Gramercy,Allerton,'University Heights','Richmond Hill','East New York','Little Italy','Prospect-Lefferts Gardens',Arrochar,SoHo,'Stuyvesant Town',Elmhurst,'Theater District','Sheepshead Bay','Rego Park','Emerson Hill',Bayside,Bensonhurst,Woodside,'Shore Acres','Spuyten Duyvil',Briarwood,'Battery Park City',Maspeth,'Brighton Beach','Two Bridges','Fort Hamilton','Cobble Hill','Jackson Heights','New Springville',Longwood,Inwood,NoHo,Flushing,DUMBO,'Columbia St',Tottenville,'Cypress Hills','Mariners Harbor','East Elmhurst','Kew Gardens','Downtown Brooklyn',Concord,Melrose,'College Point','City Island','Bay Ridge','Red Hook','Vinegar Hill',Glendale,Concourse,'Port Morris',Flatlands,Arverne,Ca0rsie,'Queens Village',Williamsbridge,Soundview,Woodhaven,Parkchester,Bronxdale,'Ozone Park','Bay Terrace',Fordham,Norwood,Clifton,'Claremont Village','Concourse Village','Borough Park',Fieldston,Huguenot,'Mount Hope','Howard Beach',Wakefield,Midwood,'0vy Yard',Brownsville,'Civic Center','Lighthouse Hill','Roosevelt Island','South Ozone Park',Unionport,'Randall Manor','Jamaica Estates','Kew Gardens Hills',Bellerose,'Fresh Meadows','Morris Park','East Morrisania','Springfield Gardens',Tremont,'Far Rockaway','St. Albans',Coro0,'West Brighton','Manhattan Beach','Marble Hill','Dongan Hills',Belmont,'Castleton Corners',Laurelton,'Hunts Point','Great Kills','Pelham Bay','Silver Lake',Riverdale,Morrisania,'Grymes Hill',Holliswood,Tompkinsville,'Morris Heights',Edgemere,'New Brighton','Pelham Gardens',Baychester,'Mill Basin','Sea Gate','Bergen Beach',Stapleton,'Cambria Heights',Richmondtown,'Dyker Heights',Olinville,'Throgs Neck','Coney Island',Rosedale,'Howland Hook',Highbridge,'South Beach','Bath Beach','Midland Beach',Oakwood,Eltingville,Hollis,Schuylerville,Edenwald,'North Riverdale','Mount Eden',Neponsit,'Fort Wadsworth','Westchester Square','Van Nest',Rosebank,Woodlawn,'Grant City','New Dorp','Port Richmond','Country Club',Bayswater,Willowbrook,Douglaston,'New Dorp Beach','Todt Hill','West Farms','Little Neck',Whitestone,'Arden Heights','Co-op City','Jamaica Hills','Princes Bay','Bulls Head','Castle Hill','Belle Harbor',Westerleigh,'Chelsea, Staten Island','Gerritsen Beach','Breezy Point',Graniteville,Woodrow,'Hollis Hills','Port Ivory','Rockaway Park','Freshkills Park','Floral Park','Ellis Island',Bloomfield,'Ferry Point Park','Park Hill','Pelham Islands','Broad Channel','Pelham Bay Park','Van Cortlandt Park','LaGuardia Airport','Marine Park','Flushing Meadows Coro0 Park','Forest Park','Bronx Park','Croto0 Park','Green-Wood Cemetery','Prospect Park','Central Park'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
Manhattan,'Hells Kitchen',40.76116,-73.99774,'Entire home/apt',0,44880,0,453,301,0,0.463302,6.921851,0.702973,298
'Staten Island','St. George',40.64412,-74.08442,'Entire home/apt',41,44797,1.54,3,159,29,3.366015,5.685086,9.534931,125
Queens,Flushing,40.74435,-73.82452,'Entire home/apt',6,44611,0.21,9,65,2,1.094412,3.468146,8.839826,170
Manhattan,'Upper West Side',40.77187,-73.9916,'Entire home/apt',0,44880,0,1,0,0,0.524067,6.50796,1.013329,69
Manhattan,'Upper West Side',40.80018,-73.96813,'Private room',0,44880,0,1,0,0,0.052439,5.4518,3.061047,75
Manhattan,'Hells Kitchen',40.76891,-73.98872,'Private room',1,43906,0.03,1,0,0,0.3736,6.36606,0.773048,100
Queens,Woodside,40.74445,-73.89126,'Private room',2,44075,0.08,175,0,0,0.144204,2.478814,5.229756,39
Brooklyn,Bushwick,40.6874,-73.91385,'Private room',1,44107,0.04,175,0,0,0.166745,6.59283,6.247799,47
Brooklyn,Bushwick,40.68733,-73.91381,'Private room',0,44880,0,175,40,0,0.166855,6.596624,6.252932,43
Brooklyn,Bushwick,40.68711,-73.91328,'Private room',0,44880,0,175,51,0,0.189556,6.601102,6.282898,62
Manhattan,'Upper East Side',40.76816,-73.95469,'Private room',0,44880,0,1,0,0,0.205323,4.525462,1.822455,75
Manhattan,Nolita,40.72301,-73.99547,'Entire home/apt',0,44880,0,9,0,0,0.103525,7.68045,2.474919,185
Manhattan,'Upper East Side',40.76962,-73.95769,'Private room',0,44880,0,1,0,0,0.067284,4.675416,1.717111,200
Manhattan,Midtown,40.75737,-73.96477,'Private room',4,44107,0.15,2,0,0,0.235007,5.215314,1.132692,70
Manhattan,'Hells Kitchen',40.75787,-73.99402,'Private room',0,44880,0,1,0,0,0.237153,6.762516,0.465278,80
Queens,'Long Island City',40.75211,-73.93683,'Entire home/apt',18,44788,0.63,7,140,6,0.208512,3.911106,2.68828,200
Manhattan,Midtown,40.75171,-73.96715,'Private room',0,44880,0,3,0,0,0.410953,5.453948,1.091874,110
Queens,Astoria,40.77224,-73.93123,'Private room',0,44880,0,1,0,0,0.652271,3.219596,3.1218,100
Bronx,'Mount Hope',40.8501,-73.90125,'Entire home/apt',4,44774,0.15,2,180,2,0.218195,5.267838,7.845076,250
Brooklyn,'Carroll Gardens',40.68116,-73.99799,'Entire home/apt',93,44712,3.82,1,0,36,0.177055,9.353612,5.345638,190
Queens,'Rockaway Beach',40.58841,-73.81472,'Private room',15,44809,6.72,1,361,15,0.062346,4.017193,14.962552,150
Brooklyn,Bedford-Stuyvesant,40.68551,-73.95812,'Entire home/apt',7,44802,0.59,1,124,7,0.254527,7.863197,5.220438,425
Brooklyn,'Carroll Gardens',40.68324,-73.99268,'Entire home/apt',0,44880,0,1,0,0,0.224189,9.220608,5.173315,100
Manhattan,'Hells Kitchen',40.7593,-73.99556,'Entire home/apt',0,44880,0,1,0,0,0.346474,6.82643,0.556552,135
Manhattan,Chelsea,40.74408,-74.0027,'Entire home/apt',1,44471,0.09,1,0,1,0.226712,7.462149,1.343305,259
Manhattan,'Upper East Side',40.77342,-73.95161,'Entire home/apt',7,44635,0.26,60,311,2,0.306558,4.321983,2.134482,240
Queens,'Ditmars Steinway',40.77033,-73.9147,'Private room',117,44806,3.87,7,49,45,0.186466,2.347175,3.958193,163
Manhattan,Harlem,40.82566,-73.95043,'Private room',0,44880,0,2,92,0,0.061598,5.407481,5.04597,67
Bronx,'Van Nest',40.84322,-73.8619,'Private room',0,44880,0,4,0,0,0.520421,4.592737,8.950954,199
Manhattan,'Two Bridges',40.71094,-73.99556,'Private room',50,44796,2.91,1,63,36,0.356145,8.122613,3.293269,85
Bronx,Allerton,40.87081,-73.84735,'Entire home/apt',101,44807,3.37,1,163,33,0.103107,6.604617,10.839079,152
Brooklyn,Williamsburg,40.70577,-73.93833,'Private room',1,43938,0.03,1,0,0,0.137443,6.0969,4.429558,65
Brooklyn,'South Slope',40.66549,-73.98654,'Entire home/apt',0,44880,0,8,0,0,0.345767,9.905376,6.383443,200
Brooklyn,'Fort Greene',40.69217,-73.97219,'Entire home/apt',10,44772,0.45,2,281,6,0.389496,7.999445,4.600038,118
Manhattan,'East Village',40.73044,-73.9807,'Entire home/apt',0,44880,0,1,0,0,0.065045,6.726669,1.919615,214
Manhattan,'Upper West Side',40.77662,-73.97875,'Private room',2,44611,0.18,5,300,2,0.152089,5.796091,1.336596,266
Brooklyn,Bedford-Stuyvesant,40.6842,-73.92997,'Private room',6,44804,0.2,3,120,5,0.336248,7.140726,5.926479,63
Bronx,'Van Nest',40.84515,-73.86415,'Private room',109,44664,4,4,0,30,0.339241,4.711248,8.947648,65
Bronx,'Van Nest',40.84484,-73.86203,'Private room',109,44665,3.86,4,0,52,0.439076,4.702755,9.019473,55
Manhattan,'Washington Heights',40.83365,-73.94143,'Private room',1,44479,0.09,1,162,1,0.183401,5.412637,5.747759,40
Queens,'Rego Park',40.72368,-73.85846,'Entire home/apt',2,43976,0.07,1,0,0,0.362604,3.772619,7.329477,368
Bronx,'Van Nest',40.84304,-73.86202,'Private room',96,44665,3.55,4,0,40,0.525287,4.579588,8.937857,60
Queens,'Forest Hills',40.72636,-73.85291,'Private room',146,44795,4.88,2,42,36,0.010396,3.668887,7.561435,144
Brooklyn,'Fort Greene',40.69201,-73.97183,'Entire home/apt',7,44774,0.27,2,297,5,0.38543,7.994211,4.614078,194
Brooklyn,'East Flatbush',40.66296,-73.93161,'Entire home/apt',0,44880,0,1,0,0,0.421495,8.471994,7.187621,1550
Manhattan,'Upper East Side',40.78329,-73.95061,'Private room',1,44619,0.16,58,250,1,0.166266,4.280194,2.583421,65
Bronx,Bronxdale,40.85209,-73.86588,'Private room',0,44880,0,1,4,0,0.266078,5.180477,9.20902,40
Manhattan,'Lower East Side',40.72091,-73.99012,'Entire home/apt',147,44810,4.9,1,38,54,0.172212,7.50065,2.571612,165
Manhattan,'Lower East Side',40.72128,-73.98578,'Private room',0,44880,0,1,0,0,0.218883,7.285407,2.533726,200
Manhattan,Chi0town,40.71698,-73.99401,'Entire home/apt',1,43982,0.04,1,0,0,0.089905,7.823719,2.868265,95
Queens,Elmhurst,40.73094,-73.88241,'Entire home/apt',1,44012,0.04,1,0,0,0.494484,3.236528,5.930315,40
Brooklyn,Bedford-Stuyvesant,40.68908,-73.93674,'Entire home/apt',15,44067,0.54,1,0,0,0.530747,7.016725,5.449992,300
Manhattan,Nolita,40.72206,-73.9937,'Entire home/apt',0,44880,0,28,0,0,0.125241,7.628658,2.519952,324
Brooklyn,Bedford-Stuyvesant,40.6856,-73.91541,'Private room',0,44880,0,175,0,0,0.087558,6.738762,6.292956,42
Brooklyn,Bushwick,40.6874,-73.9149,'Private room',1,43987,0.04,175,0,0,0.116751,6.612636,6.212062,38
Brooklyn,'Brighton Beach',40.57574,-73.96294,'Private room',7,44592,0.25,3,59,1,0.161188,10.947141,12.63612,50
Queens,Bayswater,40.60787,-73.75635,'Private room',4,44801,0.16,1,90,1,0.272308,2.513909,16.243403,60
Brooklyn,'Carroll Gardens',40.68195,-73.99448,'Private room',0,44880,0,1,0,0,0.118465,9.353079,5.270307,86
Manhattan,'Upper East Side',40.77328,-73.95003,'Entire home/apt',6,44348,0.24,60,310,0,0.330075,4.236481,2.205051,260
Brooklyn,Bushwick,40.68703,-73.91545,'Private room',0,44880,0,157,0,0,0.077542,6.647075,6.213572,55
Brooklyn,Bushwick,40.68716,-73.9153,'Private room',0,44880,0,157,0,0,0.089357,6.635798,6.211556,35
Brooklyn,Bushwick,40.68556,-73.91331,'Private room',2,44500,0.16,157,0,1,0.191097,6.702455,6.365501,45
Brooklyn,Bushwick,40.68605,-73.91323,'Private room',0,44880,0,157,0,0,0.187824,6.669113,6.341704,48
Brooklyn,Bushwick,40.68524,-73.91362,'Private room',0,44880,0,157,0,0,0.183699,6.728904,6.372416,38
Manhattan,Nolita,40.72192,-73.99392,'Entire home/apt',0,44880,0,28,0,0,0.11561,7.643887,2.531613,465
Brooklyn,Bushwick,40.68753,-73.9138,'Private room',0,44880,0,157,0,0,0.173038,6.583467,6.242519,32
Manhattan,'Lower East Side',40.72038,-73.99361,'Entire home/apt',0,44880,0,28,0,0,0.014141,7.6829,2.633278,180
Manhattan,Nolita,40.7223,-73.9944,'Entire home/apt',0,44880,0,28,0,0,0.145319,7.653599,2.510774,180
Manhattan,'Upper East Side',40.770316,-73.955988,'Private room',4,44804,0.14,4,250,3,0.166426,4.577862,1.821694,50
Brooklyn,'Clinton Hill',40.68213,-73.96168,'Entire home/apt',1,44222,0.05,1,0,0,0.24011,8.16629,5.394166,100
Manhattan,'Hells Kitchen',40.76153,-73.99878,'Entire home/apt',1,44711,0.29,95,363,1,0.459366,6.973907,0.764905,469
Manhattan,'Hells Kitchen',40.76153,-73.99878,'Entire home/apt',0,44880,0,95,363,0,0.459366,6.973907,0.764905,469
Manhattan,'Hells Kitchen',40.76153,-73.99878,'Entire home/apt',0,44880,0,95,335,0,0.459366,6.973907,0.764905,669
Manhattan,'Hells Kitchen',40.76153,-73.99878,'Entire home/apt',1,44150,0.05,95,335,0,0.459366,6.973907,0.764905,669
Brooklyn,Bedford-Stuyvesant,40.69968,-73.94481,'Private room',2,44074,0.07,1,0,0,0.193973,6.644974,4.596635,65
Manhattan,Harlem,40.80625,-73.94978,'Entire home/apt',8,44794,0.29,3,254,4,0.255944,4.666638,3.858448,270
Manhattan,'Murray Hill',40.74456,-73.97199,'Entire home/apt',2,44027,0.07,12,350,0,0.523156,5.875602,1.184955,210
Manhattan,Midtown,40.760436,-73.968523,'Entire home/apt',0,44880,0,453,0,0,0.147364,5.363753,0.942062,368
Bronx,Fordham,40.86303,-73.89839,'Entire home/apt',10,44805,0.33,1,115,3,0.12466,6.087479,8.668421,81
Queens,'Ditmars Steinway',40.76851,-73.89596,'Private room',0,44880,0,1,0,0,0.986406,1.409488,4.942377,95
Brooklyn,Bushwick,40.69955,-73.93716,'Entire home/apt',0,44880,0,1,0,0,0.182886,6.413457,4.819931,85
Bronx,'Morris Park',40.85046,-73.86112,'Private room',46,44792,1.54,6,230,34,0.271529,5.093702,9.317767,42
Manhattan,Midtown,40.7569,-73.9678,'Private room',0,44880,0,2,0,0,0.079774,5.383479,0.969396,95
Queens,'Kew Gardens Hills',40.73497,-73.82279,'Private room',0,44880,0,1,0,0,1.399783,3.985688,9.024965,69
Brooklyn,Flatlands,40.62208,-73.92569,'Private room',3,44418,0.1,2,341,0,1.405309,8.081305,9.93077,40
Manhattan,'Theater District',40.75694,-73.98436,'Private room',19,44794,0.86,6,325,5,0.121548,6.260321,0.09604,466
Queens,Astoria,40.76005,-73.91763,'Entire home/apt',2,44059,0.07,1,0,0,0.263946,2.72871,3.708401,70
Brooklyn,'Downtown Brooklyn',40.69125,-73.98392,'Entire home/apt',0,44880,0,1,0,0,0.079196,8.492088,4.606558,122
Brooklyn,'Carroll Gardens',40.68412,-73.99278,'Entire home/apt',0,44880,0,1,251,0,0.17627,9.181918,5.113193,380
Brooklyn,'Brighton Beach',40.58027,-73.96173,'Private room',10,44795,1.2,2,362,10,0.177817,10.764258,12.331855,124
Manhattan,Chelsea,40.75146,-73.99647,'Entire home/apt',6,44736,0.22,1,145,4,0.177534,6.992754,0.749927,212
Brooklyn,Williamsburg,40.71756,-73.94192,'Entire home/apt',64,44793,2.23,2,76,23,0.233679,5.591106,3.667148,219
Queens,'Springfield Gardens',40.67964,-73.75473,'Shared room',1,43951,0.03,1,0,0,2.77646,3.081146,13.711126,200
Manhattan,'Upper West Side',40.77513,-73.98445,'Entire home/apt',0,44880,0,1,261,0,0.169025,6.108842,1.18336,150
Manhattan,Gramercy,40.73411,-73.98882,'Entire home/apt',109,44795,3.78,1,48,45,0.072955,7.007741,1.658347,95
Manhattan,'Fi0ncial District',40.70484,-74.00701,'Private room',0,44880,0,1,0,0,0.178061,8.869287,3.851473,50
'Staten Island','West Brighton',40.63304,-74.12164,'Private room',8,44683,0.46,1,359,3,5.083551,4.841026,11.38403,54
Queens,Astoria,40.76702,-73.92252,'Shared room',0,44880,0,2,0,0,0.059228,2.814829,3.494577,89
Queens,Astoria,40.76929,-73.92067,'Shared room',0,44880,0,2,0,0,0.149745,2.680916,3.624425,89
Queens,Astoria,40.76018,-73.91695,'Private room',0,44880,0,175,0,0,0.294383,2.691377,3.745851,43
Queens,Astoria,40.7622,-73.91872,'Private room',0,44880,0,175,31,0,0.350005,2.722682,3.657687,49
Queens,Astoria,40.76071,-73.91702,'Private room',0,44880,0,175,0,0,0.320363,2.679083,3.743681,45
Manhattan,'Hells Kitchen',40.75976,-73.99657,'Private room',0,44880,0,6,0,0,0.409751,6.875047,0.616501,99
Manhattan,'Hells Kitchen',40.75915,-73.99677,'Private room',1,44367,0.07,6,0,0,0.391295,6.893278,0.620437,110
Manhattan,'Upper East Side',40.77316,-73.94999,'Entire home/apt',5,44682,0.2,60,311,2,0.338633,4.234838,2.203026,200
Brooklyn,Williamsburg,40.71723,-73.95707,'Entire home/apt',3,44787,0.51,4,34,3,0.022448,6.196331,3.212984,213
Brooklyn,Flatlands,40.62071,-73.92749,'Private room',0,44880,0,2,341,0,1.378178,8.192896,9.988493,60
Manhattan,Harlem,40.80651,-73.94965,'Entire home/apt',10,44804,0.36,3,266,4,0.242559,4.667974,3.877517,375
Manhattan,'Hells Kitchen',40.76047,-73.99088,'Entire home/apt',3,44043,0.1,3,0,0,0.226958,6.560597,0.339609,80
Brooklyn,Williamsburg,40.70456,-73.94207,'Private room',5,44713,0.25,157,0,3,0.231554,6.285668,4.384014,50
Brooklyn,Williamsburg,40.70261,-73.94373,'Private room',2,44742,0.14,157,4,1,0.199151,6.447658,4.450654,63
Brooklyn,'Brooklyn Heights',40.70157,-73.99299,'Private room',1,43915,0.03,1,90,0,0.204367,8.392977,3.915087,79
Brooklyn,Williamsburg,40.70384,-73.94196,'Private room',0,44880,0,157,50,0,0.239181,6.321753,4.429102,57
Brooklyn,Williamsburg,40.70261,-73.94338,'Private room',4,44347,0.17,157,0,0,0.187395,6.436165,4.460477,73
Manhattan,'Washington Heights',40.83551,-73.94613,'Private room',1,43983,0.04,1,249,0,0.121893,5.683983,5.76402,89
Queens,'Kew Gardens',40.70919,-73.82727,'Private room',0,44880,0,1,89,0,0.359129,5.305242,9.272604,130
Queens,'Howard Beach',40.66844,-73.85106,'Entire home/apt',88,44780,2.95,2,157,19,0.787125,4.39844,9.5953,92
Manhattan,Nolita,40.72106,-73.99392,'Entire home/apt',0,44880,0,9,0,0,0.056444,7.67367,2.589989,193
Manhattan,Nolita,40.723,-73.9938,'Private room',0,44880,0,9,0,0,0.188687,7.601271,2.457152,164
Brooklyn,Ca0rsie,40.63921,-73.91181,'Private room',6,44808,2.81,1,171,6,0.74802,7.234136,9.130779,62
Manhattan,Chi0town,40.71619,-73.99201,'Entire home/apt',0,44880,0,1,0,0,0.172034,7.760841,2.906705,130
Manhattan,'Kips Bay',40.741096,-73.978252,'Entire home/apt',1,44212,0.05,453,343,0,0.355374,6.283661,1.231672,465
Queens,'Ditmars Steinway',40.7696,-73.90916,'Private room',1,44686,0.24,4,28,1,0.406565,2.064048,4.244318,42
Manhattan,'Murray Hill',40.74778,-73.97772,'Private room',0,44880,0,4,249,0,0.26516,6.088093,0.82324,160
Manhattan,'Murray Hill',40.74743,-73.97938,'Entire home/apt',0,44880,0,4,298,0,0.174162,6.181599,0.802234,219
Bronx,Fordham,40.85849,-73.90234,'Private room',0,44880,0,1,0,0,0.084224,5.839438,8.288196,30
Queens,'Springfield Gardens',40.66557,-73.75661,'Entire home/apt',80,44803,2.9,3,44,31,3.49882,2.187709,14.030664,121
Brooklyn,Williamsburg,40.70264,-73.94418,'Private room',1,44088,0.04,157,0,0,0.192233,6.46084,4.436332,72
Brooklyn,Williamsburg,40.70437,-73.94405,'Private room',1,44742,0.42,157,0,1,0.184067,6.361843,4.337674,73
Brooklyn,Williamsburg,40.70401,-73.94213,'Private room',0,44880,0,157,0,0,0.252158,6.317938,4.414223,75
Brooklyn,Williamsburg,40.70429,-73.94384,'Private room',2,44653,0.27,157,0,2,0.194371,6.359184,4.348371,75
Manhattan,'Roosevelt Island',40.76274,-73.95073,'Entire home/apt',0,44880,0,2,157,0,0.281633,4.381168,1.926409,126
Manhattan,Nolita,40.72288,-73.99449,'Entire home/apt',0,44880,0,9,0,0,0.150157,7.638153,2.472493,164
Brooklyn,'Boerum Hill',40.68582,-73.98677,'Entire home/apt',9,44762,0.31,5,295,1,0.202141,8.866553,4.980903,780
Manhattan,'Roosevelt Island',40.76281,-73.94896,'Entire home/apt',1,44014,0.04,2,323,0,0.342775,4.286,2.022501,126
Brooklyn,Williamsburg,40.7074,-73.96202,'Entire home/apt',7,44793,0.24,4,260,2,0.238512,6.858125,3.71933,160
Manhattan,Chelsea,40.75139,-74.00395,'Private room',192,44794,9.5,4,225,150,0.295801,7.389662,1.105808,598
Brooklyn,'Brooklyn Heights',40.70207,-73.99487,'Entire home/apt',0,44880,0,1,0,0,0.302799,8.452409,3.892933,230
Brooklyn,Williamsburg,40.71646,-73.94859,'Private room',0,44880,0,1,0,0,0.188002,5.897492,3.50383,94
Brooklyn,Bushwick,40.68596,-73.91334,'Private room',0,44880,0,158,0,0,0.182838,6.676969,6.342835,48
Manhattan,Chelsea,40.74969,-74.00264,'Private room',46,44711,2.36,4,230,15,0.36225,7.34968,1.097534,628
Manhattan,Chelsea,40.75144,-74.00449,'Private room',10,44534,0.41,4,215,2,0.303466,7.417453,1.131348,848
Queens,Arverne,40.59152,-73.78752,'Private room',0,44880,0,1,0,0,0.080408,3.337155,15.773513,50
Manhattan,'Hells Kitchen',40.75732,-73.99053,'Entire home/apt',0,44880,0,1,0,0,0.043415,6.583614,0.278617,120
Brooklyn,Bedford-Stuyvesant,40.68525,-73.91523,'Private room',1,44651,0.19,158,51,1,0.111275,6.758026,6.318107,53
Brooklyn,Bushwick,40.68542,-73.91312,'Private room',0,44880,0,158,0,0,0.204035,6.70814,6.379511,42
Brooklyn,Bushwick,40.6872,-73.91374,'Private room',1,44664,0.2,158,0,1,0.167284,6.603756,6.26232,52
Manhattan,'Greenwich Village',40.73388,-73.99843,'Entire home/apt',6,44075,0.2,1,0,0,0.151973,7.49251,1.807825,75
Manhattan,'Hells Kitchen',40.7585,-73.99144,'Entire home/apt',0,44880,0,1,0,0,0.124222,6.615858,0.326154,123
Queens,'Springfield Gardens',40.66221,-73.75462,'Private room',0,44880,0,3,0,0,3.742035,2.070088,14.233695,55
Queens,'Springfield Gardens',40.66526,-73.75673,'Private room',1,44500,0.1,3,0,1,3.509722,2.166382,14.034568,55
Brooklyn,Bedford-Stuyvesant,40.6854,-73.91532,'Private room',0,44880,0,158,0,0,0.100464,6.750007,6.306901,38
Brooklyn,Bushwick,40.68535,-73.91458,'Private room',0,44880,0,158,0,0,0.134313,6.739395,6.33426,35
Brooklyn,Greenpoint,40.72999,-73.95301,'Entire home/apt',3,44696,0.1,1,63,2,0.117187,5.466966,2.623395,77
Manhattan,'East Village',40.72309,-73.9861,'Entire home/apt',33,44796,2.08,1,122,26,0.210655,7.235002,2.409013,195
Manhattan,'Upper East Side',40.77357,-73.95748,'Entire home/apt',1,43982,0.04,1,89,0,0.130758,4.641371,1.869426,9999
Manhattan,Nolita,40.72289,-73.99464,'Private room',0,44880,0,9,0,0,0.142474,7.644952,2.473457,59
Manhattan,Nolita,40.72292,-73.99443,'Entire home/apt',0,44880,0,9,0,0,0.154059,7.633944,2.469139,180
Manhattan,Nolita,40.72166,-73.99585,'Private room',0,44880,0,9,0,0,0.083216,7.744249,2.570351,59
Brooklyn,'Cobble Hill',40.68748,-73.99103,'Private room',0,44880,0,1,0,0,0.095665,8.952013,4.875239,72
Manhattan,'Hells Kitchen',40.75615,-73.99657,'Private room',0,44880,0,10,365,0,0.311052,6.922988,0.617754,199
Brooklyn,Flatlands,40.62071,-73.93633,'Entire home/apt',0,44880,0,1,0,0,1.037065,8.669847,9.846087,232
Bronx,Tremont,40.8459,-73.89161,'Private room',2,44393,0.07,2,0,0,0.637538,4.852708,7.94137,38
Brooklyn,Bedford-Stuyvesant,40.69497,-73.93234,'Entire home/apt',14,44792,4.62,3,132,14,0.236011,6.544651,5.228683,161
Brooklyn,Bedford-Stuyvesant,40.68323,-73.93751,'Entire home/apt',0,44880,0,1,0,0,0.292625,7.389327,5.786394,60
Manhattan,'West Village',40.72952,-74.00409,'Private room',55,44808,2.05,1,268,27,0.11193,7.897379,2.211775,300
Brooklyn,Flatbush,40.65481,-73.95482,'Entire home/apt',0,44880,0,1,0,0,0.288583,9.563986,7.314508,100
Manhattan,'Stuyvesant Town',40.73254,-73.97868,'Private room',0,44880,0,1,0,0,0.196232,6.560812,1.795772,68
Queens,Astoria,40.75658,-73.91853,'Private room',0,44880,0,1,0,0,0.112573,2.88338,3.657874,50
Manhattan,'Upper West Side',40.78328,-73.97485,'Entire home/apt',4,44628,0.32,116,347,3,0.20096,5.598759,1.838691,142
Manhattan,'Hells Kitchen',40.76164,-73.9924,'Private room',2,44009,0.07,3,0,0,0.332444,6.628757,0.452785,49
Brooklyn,'East Flatbush',40.65472,-73.92054,'Entire home/apt',97,44793,3.59,1,106,27,0.523082,7.782457,7.960172,144
Brooklyn,'East Flatbush',40.64406,-73.92319,'Entire home/apt',7,44809,4.88,1,58,7,1.178828,7.861912,8.566406,253
'Staten Island','St. George',40.64557,-74.08443,'Entire home/apt',31,44809,1.93,3,361,23,3.397366,5.626473,9.452962,160
Queens,'Long Island City',40.74775,-73.9423,'Entire home/apt',7,44761,0.24,1,224,2,0.129571,4.314271,2.462471,249
Manhattan,'Kips Bay',40.74097,-73.98339,'Hotel room',0,44880,0,1,0,0,0.152556,6.545457,1.180704,0
Manhattan,'Washington Heights',40.84588,-73.93871,'Private room',0,44880,0,1,0,0,0.117539,5.957219,6.579921,40
Manhattan,Nolita,40.72257,-73.99403,'Private room',0,44880,0,9,0,0,0.160757,7.626827,2.488639,185
Manhattan,Nolita,40.72155,-73.99599,'Private room',0,44880,0,9,0,0,0.081453,7.754648,2.579443,223
Manhattan,'Lower East Side',40.72214,-73.98857,'Hotel room',65,44752,2.24,1,0,5,0.114707,7.384359,2.480011,0
Brooklyn,Williamsburg,40.71223,-73.96272,'Entire home/apt',12,44531,0.42,1,130,1,0.376414,6.656537,3.394229,250
Queens,Jamaica,40.67195,-73.77816,'Entire home/apt',66,44795,2.37,2,159,29,2.426275,2.243597,12.78331,184
Brooklyn,Bedford-Stuyvesant,40.68743,-73.9197,'Private room',1,43929,0.03,1,0,0,0.18121,6.706763,6.051258,40
Manhattan,Midtown,40.75028,-73.98547,'Hotel room',0,44880,0,1,0,0,0.130162,6.436683,0.532683,0
Queens,'Jamaica Hills',40.7168,-73.79817,'Private room',0,44880,0,3,125,0,0.503639,5.435714,10.615929,75
Manhattan,'Upper West Side',40.78958,-73.96861,'Entire home/apt',1,44396,0.07,1,342,0,0.259504,5.311461,2.36613,800
Brooklyn,Flatlands,40.62398,-73.94075,'Private room',0,44880,0,1,358,0,0.715145,8.878616,9.564727,55
Manhattan,'Hells Kitchen',40.76148,-73.99424,'Private room',1,43942,0.03,3,0,0,0.378643,6.729685,0.534211,49
Brooklyn,Greenpoint,40.7229,-73.94317,'Private room',0,44880,0,1,0,0,0.450888,5.374482,3.347735,60
Manhattan,Harlem,40.80338,-73.94978,'Entire home/apt',1,44535,0.11,3,98,1,0.088862,4.585064,3.688937,210
Brooklyn,Gravesend,40.60185,-73.97554,'Entire home/apt',0,44880,0,7,0,0,0.199198,11.023376,10.788065,140
