@relation 'chicago_listings - full-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute host_is_superhost {t,f}
@attribute host_listings_count numeric
@attribute host_total_listings_count numeric
@attribute host_has_profile_pic {t,f}
@attribute host_identity_verified {t,f}
@attribute neighbourhood_cleansed {'Hyde Park','West Town','Lincoln Park','Logan Square',Uptown,'Near South Side',Edgewater,'North Center',Pullman,'West Ridge','Near West Side',Bridgeport,Kenwood,'Lake View',Loop,'Lincoln Square','Grand Boulevard','Forest Glen','Near North Side','Lower West Side','East Garfield Park','Rogers Park','North Lawndale',Beverly,Chatham,Woodlawn,Avondale,'Humboldt Park','Portage Park','Washington Park','South Lawndale','South Shore','Morgan Park',Dunning,'West Lawn','Irving Park','Armour Square','Albany Park','South Deering','West Garfield Park',Hermosa,'Mckinley Park',Douglas,Hegewisch,'West Elsdon',Ashburn,'Greater Grand Crossing','Norwood Park','Garfield Ridge',Austin,'North Park','Belmont Cragin',Oakland,'West Pullman','Archer Heights','Jefferson Park','Edison Park','Brighton Park',Englewood,'Chicago Lawn','South Chicago','Mount Greenwood',Montclare,'West Englewood',Roseland,'Calumet Heights','Fuller Park',Ohare,'Auburn Gresham','New City','Avalon Park',Burnside,Clearing,'Gage Park','Washington Heights','East Side',Riverdale}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Private room','Entire home/apt','Shared room','Hotel room'}
@attribute accommodates numeric
@attribute bedrooms numeric
@attribute beds numeric
@attribute minimum_nights numeric
@attribute maximum_nights numeric
@attribute has_availability {t,f}
@attribute availability_30 numeric
@attribute availability_60 numeric
@attribute availability_90 numeric
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute number_of_reviews_l30d numeric
@attribute review_scores_rating numeric
@attribute review_scores_accuracy numeric
@attribute review_scores_cleanliness numeric
@attribute review_scores_checkin numeric
@attribute review_scores_communication numeric
@attribute review_scores_location numeric
@attribute review_scores_value numeric
@attribute instant_bookable {t,f}
@attribute calculated_host_listings_count numeric
@attribute calculated_host_listings_count_entire_homes numeric
@attribute calculated_host_listings_count_private_rooms numeric
@attribute calculated_host_listings_count_shared_rooms numeric
@attribute reviews_per_month numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
t,6,6,t,t,'Hyde Park',41.79346,-87.59767,'Private room',4,1,4,2,1124,t,5,30,54,310,64,12,2,4.92,4.84,5,4.98,4.95,4.98,4.91,t,6,1,5,0,1.03,0.541435,8.464092,6.097953,189
t,6,6,t,t,'Hyde Park',41.7942,-87.59702,'Private room',2,1,1,1,1125,t,9,32,54,216,67,11,0,4.93,5,4.96,4.94,4.93,4.96,4.81,t,6,1,5,0,1.1,0.515078,8.502762,6.059457,135
f,8,16,t,t,Edgewater,41.98532,-87.67212,'Private room',2,1,1,32,1125,t,12,12,12,12,51,4,0,4.57,4.51,4.39,4.66,4.5,4.74,4.72,t,7,0,7,0,0.82,0.41398,12.712787,7.75063,55
t,2,2,t,f,'West Ridge',42.00834,-87.68953,'Private room',2,1,2,32,1125,t,1,1,1,257,36,7,0,4.97,4.94,5,4.97,4.94,4.97,4.97,f,2,0,2,0,0.58,0.761151,11.93153,9.560024,59
f,2,2,t,t,'West Town',41.9001,-87.67019,'Private room',2,1,1,1,1125,t,2,9,21,269,149,39,4,4.61,4.7,4.62,4.86,4.76,4.88,4.75,t,2,0,2,0,2.44,0.287586,9.062739,2.677246,53
t,3,3,t,t,'Lower West Side',41.85527,-87.67665,'Entire home/apt',4,3,3,32,95,t,0,0,0,258,139,12,1,4.85,4.87,4.85,4.94,4.94,4.78,4.83,f,3,2,1,0,2.3,0.057737,6.320835,3.004146,80
t,2,2,t,f,'West Ridge',42.00834,-87.6903,'Private room',2,1,1,4,1125,t,13,37,67,145,29,15,2,4.97,4.97,4.97,4.97,4.97,4.97,4.97,f,2,0,2,0,0.73,0.803112,11.890116,9.574448,65
f,2,2,t,t,'West Town',41.90717,-87.66837,'Entire home/apt',4,2,2,1,28,t,18,48,66,66,290,48,4,4.82,4.9,4.83,4.96,4.94,4.89,4.73,f,1,1,0,0,4.74,0.226164,9.53701,2.908309,271
f,1,1,t,f,'South Lawndale',41.8438,-87.72759,'Entire home/apt',4,2,2,2,1125,t,5,7,7,15,140,0,0,4.72,4.76,4.77,4.91,4.89,4.42,4.66,f,1,1,0,0,2.3,0.704492,4.212095,5.840356,80
f,1,3,t,t,'Logan Square',41.91658,-87.70586,'Entire home/apt',4,3,3,4,356,t,12,36,66,97,92,15,2,4.52,4.76,4.6,4.89,4.78,4.79,4.67,t,1,1,0,0,1.5,0.611533,9.361605,4.929101,112
t,6,6,t,t,'Hyde Park',41.79486,-87.59768,'Private room',2,1,1,1,1125,t,11,31,55,216,42,5,0,4.9,4.98,4.98,4.88,4.83,5,4.76,t,6,1,5,0,0.69,0.558275,8.469972,6.005342,153
t,2,3,t,t,Edgewater,41.98546,-87.65906,'Entire home/apt',3,1,1,1,30,t,4,13,23,38,94,24,2,4.97,4.97,4.97,4.98,4.96,4.99,4.85,t,2,2,0,0,1.62,0.117474,13.425751,7.578153,115
t,3,3,t,f,'Lake View',41.9456,-87.65285,'Entire home/apt',7,3,3,32,1125,t,0,0,0,0,69,0,0,4.97,4.97,4.91,5,5,4.93,4.87,f,3,3,0,0,1.12,0.116667,12.280886,4.824542,200
t,2,3,t,t,'Lake View',41.94678,-87.66642,'Entire home/apt',6,3,3,1,1125,t,4,21,51,141,170,37,4,4.91,4.9,4.84,4.95,4.94,4.98,4.84,t,2,2,0,0,2.74,0.241438,12.04634,5.143459,211
t,23,23,t,t,'West Town',41.89484,-87.65493,'Entire home/apt',5,?,3,1,1125,t,11,34,59,334,260,46,1,4.91,4.97,4.87,4.95,4.96,4.81,4.83,t,19,19,0,0,4.27,0.088743,9.204591,1.793549,165
f,1,1,t,t,'Lake View',41.93741,-87.65639,'Entire home/apt',5,2,2,2,17,t,7,16,46,46,216,66,6,4.69,4.78,4.44,4.88,4.91,4.92,4.61,t,1,1,0,0,3.59,0.168295,11.688846,4.342283,159
f,1,1,t,t,'West Town',41.90238,-87.67771,'Private room',2,1,1,1,28,t,0,0,0,0,129,0,0,4.91,4.95,4.79,4.95,4.98,4.97,4.91,t,1,0,1,0,2.08,0.515658,9.006529,3.106374,45
t,4,5,t,t,'Albany Park',41.96796,-87.70787,'Entire home/apt',5,3,3,2,1125,t,5,21,48,132,342,67,5,4.82,4.9,4.84,4.86,4.89,4.79,4.83,t,4,2,2,0,5.68,0.132794,10.777413,7.524238,112
t,1,1,t,t,'Logan Square',41.92234,-87.68441,'Entire home/apt',4,2,2,2,30,t,5,18,42,113,350,66,3,4.94,4.96,4.91,4.95,4.98,4.87,4.88,t,1,1,0,0,5.72,0.4339,10.113538,4.267165,157
f,2,3,t,t,'Lake View',41.93476,-87.6504,'Entire home/apt',4,2,2,5,28,t,16,34,59,59,121,18,2,4.84,4.89,4.9,4.88,4.88,4.91,4.69,f,1,1,0,0,1.98,0.188086,11.678097,4.068118,364
t,2,2,t,t,'Humboldt Park',41.90927,-87.71204,'Entire home/apt',6,2,3,2,90,t,0,0,0,12,230,26,1,4.93,4.95,4.88,4.97,4.98,4.78,4.89,f,2,2,0,0,3.85,1.205017,8.786566,4.978802,138
f,1,6,t,t,Uptown,41.96229,-87.66529,'Private room',2,1,1,2,1125,t,0,0,0,0,20,0,0,4.9,5,4.8,5,5,4.85,4.85,t,1,0,1,0,0.33,0.434729,13.060929,6.123777,73
t,12,12,t,t,'Near West Side',41.87757,-87.67584,'Entire home/apt',8,3,4,3,31,t,5,19,46,119,323,69,6,4.8,4.91,4.79,4.95,4.95,4.69,4.81,t,2,2,0,0,5.27,0.137626,7.576108,2.51405,183
t,1,1,t,t,'Lake View',41.95227,-87.66934,'Private room',2,1,2,2,1125,t,9,32,50,140,278,38,7,4.87,4.87,4.94,4.96,4.97,4.95,4.86,t,1,0,1,0,4.54,0.330039,12.336581,5.554452,80
t,1,1,t,t,Edgewater,41.98025,-87.67236,'Entire home/apt',2,1,1,2,1125,t,5,25,55,230,196,51,7,4.98,4.99,4.98,4.99,4.99,4.95,4.95,f,1,1,0,0,3.36,0.747883,12.691735,7.421534,115
f,1,1,t,t,'West Town',41.90175,-87.66801,'Entire home/apt',2,1,?,32,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.133012,9.220718,2.648668,1200
t,4,7,t,t,Hermosa,41.92047,-87.7297,'Entire home/apt',6,2,3,5,1125,t,9,39,69,159,35,7,1,4.66,4.83,4.54,4.91,4.97,4.4,4.71,f,1,1,0,0,0.57,0.302201,9.360935,6.188621,144
f,1,1,t,t,Avondale,41.93787,-87.69883,'Entire home/apt',5,2,4,1,1124,t,7,37,67,342,173,41,2,4.46,4.58,4.5,4.89,4.91,4.62,4.44,f,1,1,0,0,3.03,0.739052,10.879689,5.586958,63
f,2,2,t,t,'Norwood Park',41.97479,-87.79015,'Entire home/apt',8,2,4,1,25,t,9,17,41,41,228,67,2,4.87,4.91,4.88,4.97,4.93,4.86,4.87,t,1,1,0,0,4.95,0.735504,6.265408,11.007376,81
t,6,6,t,t,'Logan Square',41.91451,-87.71061,'Entire home/apt',5,3,3,1,30,t,4,16,16,16,195,22,2,4.91,4.97,4.92,5,5,4.65,4.93,f,6,6,0,0,3.17,0.904337,9.156164,5.077336,219
f,5,8,t,t,'North Lawndale',41.85885,-87.69301,'Private room',1,1,1,2,1125,t,23,48,78,353,124,13,2,4.31,4.6,4.37,4.56,4.65,4.37,4.49,t,5,0,5,0,2.01,0.339377,5.981975,3.698038,119
f,1,1,t,t,'Logan Square',41.92608,-87.7046,'Private room',2,1,1,32,1125,f,0,0,0,0,3,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.05,0.278734,10.01179,5.257368,108
f,2,3,t,t,'Logan Square',41.92993,-87.71919,'Private room',2,1,1,32,1125,t,0,0,0,0,84,0,0,4.81,4.87,4.71,4.91,4.95,4.78,4.87,t,1,0,1,0,1.37,0.465241,10.095446,6.050693,29
t,2,2,t,t,'Logan Square',41.92169,-87.72111,'Entire home/apt',6,3,3,1,1125,t,1,3,16,253,225,79,4,4.91,4.93,4.92,4.9,4.87,4.79,4.86,f,1,1,0,0,3.67,0.413572,9.517303,5.822524,98
f,1,1,t,t,'North Center',41.95332,-87.67951,'Private room',2,1,1,1,4,t,0,0,0,0,22,0,0,4.95,4.91,4.95,4.95,5,4.71,4.81,t,1,0,1,0,0.36,0.254115,12.211901,5.857018,70
t,2,3,t,t,'Grand Boulevard',41.8126,-87.61295,'Entire home/apt',4,1,2,2,90,t,7,23,53,328,195,36,1,4.88,4.92,4.95,4.94,4.84,4.72,4.84,f,2,2,0,0,3.19,0.38453,7.83224,4.61219,117
f,1,1,t,f,Beverly,41.71909,-87.67636,'Private room',1,1,1,2,30,t,0,0,0,0,45,1,0,5,5,4.98,5,5,4.84,4.96,f,1,0,1,0,0.74,0.502838,6.209089,11.262355,45
f,1,4,t,t,'Lower West Side',41.85874,-87.66146,'Private room',4,2,2,2,1125,t,0,0,0,0,29,0,0,4.93,4.9,4.9,4.9,4.9,4.62,4.9,f,1,0,1,0,0.48,0.424027,7.060292,2.18464,75
t,1,1,t,t,'North Center',41.94552,-87.68531,'Entire home/apt',5,2,2,3,1123,t,5,18,42,132,93,28,3,4.99,4.99,4.98,5,5,4.96,4.87,f,1,1,0,0,1.71,0.583868,11.60054,5.552202,146
t,1,3,t,t,'Lincoln Square',41.96998,-87.6818,'Entire home/apt',2,1,1,2,1125,t,5,12,35,118,211,61,5,5,4.99,4.99,4.99,4.99,4.98,4.92,f,1,1,0,0,3.63,0.279732,12.190319,6.946446,125
f,6,14,t,f,'West Town',41.89752,-87.66363,'Entire home/apt',14,4,6,1,1125,t,1,3,26,301,59,11,0,4.88,4.85,4.92,4.75,4.92,4.86,4.76,f,6,2,4,0,1.13,0.446646,9.094268,2.281971,916
t,1,1,t,t,'Logan Square',41.92658,-87.71973,'Entire home/apt',3,1,1,3,30,t,0,12,42,62,189,31,3,4.99,4.98,4.98,5,5,4.88,4.94,t,1,1,0,0,3.22,0.456797,9.862768,5.941353,200
t,1,1,t,t,'North Center',41.95371,-87.67784,'Entire home/apt',5,3,3,1,150,t,0,0,0,0,134,25,0,4.99,4.99,4.99,4.98,4.98,4.93,4.85,t,1,1,0,0,2.37,0.159613,12.267303,5.839356,306
t,6,6,t,t,'Hyde Park',41.79327,-87.59678,'Private room',3,1,2,1,1125,t,6,6,6,147,40,3,0,5,4.95,4.95,4.98,4.98,5,4.88,t,6,1,5,0,0.68,0.491136,8.511814,6.124638,150
f,1,1,t,f,'North Center',41.93533,-87.67542,'Entire home/apt',7,3,3,3,1125,t,14,25,46,309,173,35,3,4.83,4.91,4.52,4.97,4.95,4.94,4.82,f,1,1,0,0,2.84,0.61444,11.128189,4.668824,219
f,3,5,t,t,'West Town',41.91237,-87.69812,'Entire home/apt',6,3,3,32,300,t,4,23,45,123,34,3,0,4.41,4.53,4.29,4.65,4.68,4.74,4.53,f,3,3,0,0,0.56,0.630977,9.209551,4.416606,99
f,2,2,t,t,Avondale,41.93557,-87.70507,'Entire home/apt',4,2,2,32,1125,t,0,0,0,0,21,4,0,4.9,4.9,4.86,5,5,4.9,4.7,f,1,1,0,0,0.35,0.429254,10.639063,5.710921,126
t,2,2,t,f,'Lower West Side',41.85849,-87.64372,'Entire home/apt',5,2,2,1,365,t,0,0,0,0,144,0,0,4.72,4.83,4.77,4.93,4.88,4.53,4.74,f,1,1,0,0,2.38,0.212405,7.760943,1.551935,159
t,1,1,t,t,Avondale,41.93812,-87.72454,'Entire home/apt',5,3,3,1,365,t,10,34,60,60,309,47,4,4.96,4.98,4.96,4.99,4.99,4.86,4.93,f,1,1,0,0,5.06,0.673233,10.230852,6.626381,139
f,3,4,t,f,'West Town',41.89771,-87.66813,'Entire home/apt',4,2,3,32,1125,t,0,12,42,42,205,30,0,4.87,4.93,4.91,4.97,4.93,4.85,4.83,f,1,1,0,0,3.36,0.408865,8.976981,2.492136,115
t,3,5,t,f,'Lower West Side',41.853252,-87.682693,'Entire home/apt',10,4,5,2,1125,t,9,23,47,223,195,48,4,4.86,4.83,4.8,4.93,4.95,4.7,4.79,f,3,3,0,0,3.65,0.172908,6.001728,3.358549,151
t,1,1,t,t,'West Town',41.90145,-87.6675,'Entire home/apt',4,2,2,2,30,t,5,20,39,39,263,73,4,4.87,4.89,4.92,4.95,4.92,4.92,4.85,t,1,1,0,0,4.57,0.148764,9.216767,2.613981,155
f,5,8,t,t,'North Lawndale',41.85704,-87.69476,'Private room',1,1,1,1,2,t,25,55,85,360,131,17,1,4.52,4.62,4.59,4.64,4.72,4.57,4.6,t,5,0,5,0,2.15,0.191708,5.825245,3.832952,83
t,1,1,t,t,'West Town',41.89589,-87.66303,'Entire home/apt',4,1,1,2,30,t,7,32,62,65,187,61,7,4.88,4.93,4.74,4.96,4.95,4.89,4.73,f,1,1,0,0,3.08,0.404832,9.01699,2.190588,160
t,1,1,t,f,'North Center',41.95977,-87.6766,'Entire home/apt',4,1,1,1,1125,t,3,16,45,45,155,25,0,4.88,4.95,4.9,4.95,4.96,4.94,4.81,f,1,1,0,0,2.57,0.138038,12.527279,6.187509,136
f,8,16,t,t,'Rogers Park',42.00629,-87.66827,'Private room',2,1,1,32,1125,t,21,51,81,356,36,2,0,4.25,4.44,4.31,4.51,4.09,4.54,4.31,t,7,0,7,0,0.59,0.173172,13.055103,9.09109,45
f,1,1,t,t,'West Town',41.91153,-87.67516,'Shared room',3,1,2,32,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,0,1,0.02,0.177451,9.633848,3.384457,75
f,1,1,t,t,'Near South Side',41.86272,-87.62512,'Entire home/apt',5,2,3,32,1125,f,0,0,0,0,1,0,0,0,?,?,?,?,?,?,f,1,1,0,0,0.02,0.325187,8.736214,1.09155,250
f,1,4,t,t,'Near South Side',41.86135,-87.62617,'Entire home/apt',4,2,2,90,1125,t,30,60,90,365,71,0,0,4.73,4.86,4.85,4.82,4.86,4.72,4.73,f,1,1,0,0,1.18,0.409555,8.633422,1.172621,199
f,1,1,t,f,'Irving Park',41.95818,-87.7219,'Entire home/apt',4,2,2,32,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.526739,10.085247,7.471198,90
f,1,1,t,t,'Chicago Lawn',41.77799,-87.68958,'Private room',1,1,1,32,1125,f,0,0,0,0,1,0,0,0,?,?,?,?,?,?,f,1,0,1,0,0.02,1.370865,3.474366,7.639923,35
t,6,8,t,t,Bridgeport,41.84093,-87.66093,'Private room',1,1,1,2,1125,t,22,52,82,357,5,3,1,4.8,4.4,4.4,5,5,4.2,4.8,f,6,1,5,0,0.08,0.27863,6.269785,3.076819,57
f,1,1,t,f,'Logan Square',41.920656,-87.681332,'Entire home/apt',2,1,1,2,18,t,26,56,56,56,261,13,3,4.92,4.94,4.95,4.94,4.94,4.89,4.84,f,1,1,0,0,4.36,0.441734,10.06911,4.066798,200
f,2,6,t,t,'Logan Square',41.91393,-87.71776,'Private room',2,1,1,7,30,t,0,1,31,306,135,11,1,4.88,4.98,4.96,4.95,4.94,4.57,4.88,f,2,0,2,0,2.25,0.916242,9.027622,5.401596,99
f,4,6,t,t,'West Town',41.89355,-87.66209,'Entire home/apt',14,3,5,32,345,t,16,46,76,320,166,24,0,4.77,4.77,4.72,4.84,4.86,4.91,4.72,t,2,2,0,0,3.03,0.397125,8.909948,2.060279,453
f,1,1,t,f,'Near West Side',41.88406,-87.64277,'Entire home/apt',2,1,1,32,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.088736,9.034009,0.818909,139
t,1,1,t,t,'Lincoln Park',41.9133,-87.63506,'Entire home/apt',3,1,2,1,1125,t,5,22,49,315,204,45,5,4.88,4.91,4.92,4.93,4.94,4.98,4.65,f,1,1,0,0,3.41,0.280246,10.872135,2.445721,90
f,1,2,t,t,'Lake View',41.9373,-87.65194,'Entire home/apt',4,1,1,32,180,t,30,60,90,90,3,1,0,5,5,5,5,5,5,5,f,1,1,0,0,0.07,0.076937,11.793094,4.259917,400
t,1,1,t,t,'Logan Square',41.91489,-87.69734,'Private room',4,1,1,1,7,t,11,15,15,29,80,14,0,4.86,4.79,4.95,4.9,4.94,4.93,4.84,t,1,0,1,0,1.42,0.503427,9.387899,4.476946,85
t,1,1,t,t,'Lincoln Park',41.92876,-87.65427,'Entire home/apt',2,1,1,5,1125,t,5,22,52,327,64,22,1,4.98,4.97,4.94,5,5,4.97,4.91,t,1,1,0,0,1.07,0.237761,11.213445,3.742173,125
f,1,2,t,t,'North Center',41.93945,-87.68456,'Entire home/apt',4,2,2,1,1125,t,13,39,48,310,205,41,4,4.75,4.83,4.76,4.92,4.93,4.89,4.68,f,1,1,0,0,3.42,0.738761,11.217378,5.182571,66
f,1,1,t,t,'Logan Square',41.92066,-87.68531,'Entire home/apt',11,4,5,3,14,t,0,0,0,0,5,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.1,0.307997,9.987673,4.220176,599
f,2,4,t,t,'Lake View',41.93316,-87.66783,'Shared room',1,1,1,1,2,f,0,0,0,0,1,0,0,4,5,5,4,5,5,4,f,2,0,1,1,0.02,0.746285,11.154773,4.329557,21
f,1,2,t,t,'Rogers Park',42.00192,-87.66794,'Private room',2,1,1,32,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.364888,13.032273,8.79371,50
t,2,3,t,f,'South Chicago',41.74643,-87.5724,'Private room',2,1,1,3,5,t,9,35,61,333,51,13,0,4.98,4.94,4.98,5,5,4.71,4.96,f,2,0,2,0,0.87,1.077863,10.200349,9.610599,88
f,1,2,t,t,'Garfield Ridge',41.80686,-87.74087,'Entire home/apt',4,2,2,32,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.997359,1.571121,7.806404,200
f,1,2,t,t,Uptown,41.95781,-87.64595,'Entire home/apt',3,1,2,32,1125,t,0,0,0,0,3,0,0,5,5,5,5,5,5,5,t,1,1,0,0,0.05,0.548814,13.203154,5.570228,86
f,1,2,t,t,'West Town',41.90914,-87.68252,'Entire home/apt',4,2,2,12,1125,t,0,0,0,0,109,3,0,4.89,4.97,4.77,4.85,4.76,4.98,4.82,f,1,1,0,0,1.81,0.237802,9.314145,3.587892,188
f,7,9,t,t,'Rogers Park',42.0114,-87.66417,'Private room',2,1,1,1,32,t,8,8,8,8,126,14,0,4.79,4.79,4.85,4.95,4.86,4.87,4.79,t,7,1,6,0,2.1,0.196953,13.331901,9.387189,79
t,8,8,t,t,'West Town',41.8936,-87.66118,'Entire home/apt',7,2,3,1,1125,t,17,45,75,165,162,37,2,4.9,4.91,4.77,4.99,4.98,4.96,4.78,t,5,5,0,0,2.72,0.351932,8.940406,2.01975,295
f,7,9,t,t,'Rogers Park',42.01042,-87.66443,'Entire home/apt',12,6,8,2,60,t,14,36,62,320,54,16,1,4.98,4.87,4.72,4.98,4.91,4.96,4.89,f,7,1,6,0,0.92,0.133382,13.306587,9.323812,594
t,2,2,t,t,'Logan Square',41.92208,-87.71408,'Entire home/apt',4,2,2,2,1125,t,10,30,49,49,283,60,3,4.96,4.97,4.99,4.95,4.97,4.94,4.88,f,1,1,0,0,4.98,0.592392,9.61991,5.512209,219
t,3,5,t,t,Kenwood,41.80398,-87.60258,'Private room',2,1,1,1,180,t,13,43,73,253,147,29,0,4.88,4.88,4.98,4.93,4.9,4.76,4.81,t,3,0,3,0,2.55,0.731772,8.273887,5.325851,120
t,3,5,t,t,Kenwood,41.80384,-87.60391,'Private room',2,1,1,1,180,t,9,39,69,344,192,29,3,4.91,4.89,4.96,4.94,4.9,4.65,4.88,t,3,0,3,0,3.19,0.793197,8.200641,5.315356,123
t,3,5,t,t,Kenwood,41.80238,-87.60217,'Private room',2,1,1,1,180,t,4,34,64,244,143,31,2,4.83,4.92,4.97,4.94,4.91,4.64,4.75,t,3,0,3,0,2.43,0.780679,8.280229,5.43812,112
f,1,1,t,f,'Lincoln Park',41.93193,-87.66927,'Entire home/apt',4,2,4,32,1125,t,0,0,0,0,2,0,0,3.5,3,4.5,5,5,5,3,t,1,1,0,0,0.03,0.817518,11.045029,4.294193,150
t,1,1,t,t,'West Town',41.89579,-87.67312,'Entire home/apt',4,1,1,32,90,t,11,15,33,33,149,24,0,4.91,4.95,4.95,4.95,4.96,4.84,4.97,f,1,1,0,0,2.77,0.624783,8.725156,2.661654,71
f,1,1,t,t,'Logan Square',41.91682,-87.68023,'Entire home/apt',6,3,4,7,180,t,0,0,0,0,26,0,0,4.92,4.85,5,5,5,5,4.85,f,1,1,0,0,0.44,0.381078,9.849319,3.836602,129
f,1,1,t,t,'Lincoln Park',41.92314,-87.63722,'Entire home/apt',2,?,1,32,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.02,0.856026,11.361983,3.134056,75
f,2,6,t,t,'Logan Square',41.91438,-87.71637,'Private room',2,1,1,3,28,t,3,3,31,306,141,11,3,4.86,4.89,4.82,4.89,4.89,4.5,4.83,f,2,0,2,0,2.35,0.939668,9.074137,5.348693,107
f,7,9,t,t,'Rogers Park',42.00976,-87.66234,'Private room',1,1,1,1,32,t,6,6,6,6,154,13,1,4.84,4.87,4.85,4.88,4.75,4.8,4.85,t,7,1,6,0,2.56,0.20795,13.411774,9.256645,53
f,7,9,t,t,'Rogers Park',42.01142,-87.66278,'Private room',2,1,1,1,32,t,5,5,5,5,159,3,1,4.79,4.86,4.78,4.92,4.88,4.84,4.87,t,7,1,6,0,2.65,0.245431,13.406932,9.373666,81
f,7,9,t,t,'Rogers Park',42.01034,-87.66452,'Private room',3,1,1,1,32,t,6,6,6,6,63,5,0,4.75,4.83,4.7,4.94,4.79,4.92,4.83,t,7,1,6,0,1.11,0.125994,13.30083,9.319406,77
t,1,6,t,f,Uptown,41.96961,-87.65239,'Entire home/apt',5,2,2,2,1125,t,5,12,30,201,93,39,4,4.96,4.96,4.97,4.97,4.94,4.88,4.86,f,1,1,0,0,1.56,0.337329,13.795539,6.43353,139
f,7,9,t,t,'Rogers Park',42.01007,-87.66417,'Private room',2,1,2,1,32,t,5,5,5,5,113,5,1,4.73,4.79,4.69,4.88,4.73,4.75,4.82,t,7,1,6,0,1.89,0.126871,13.316629,9.29729,64
f,7,9,t,t,'Rogers Park',42.01036,-87.66248,'Private room',2,1,2,1,32,t,8,8,8,8,165,8,0,4.79,4.93,4.88,4.9,4.8,4.87,4.89,t,7,1,6,0,2.76,0.215924,13.410932,9.298742,71
f,2,2,t,t,'Logan Square',41.92298,-87.67894,'Private room',2,1,1,1,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,2,1,1,0,0.03,0.645896,10.267579,4.097365,60
t,1,2,t,t,'Logan Square',41.92994,-87.70468,'Entire home/apt',2,1,1,2,14,t,6,28,54,226,160,60,5,4.96,4.96,4.97,4.97,5,5,4.94,f,1,1,0,0,3.75,0.166721,10.268046,5.432315,135
t,5,5,t,f,'Irving Park',41.94196,-87.7307,'Entire home/apt',2,1,1,1,1124,t,5,33,63,338,449,69,4,4.89,4.9,4.9,4.95,4.96,4.63,4.84,t,5,5,0,0,7.49,0.667656,9.836309,7.054534,78
t,3,3,t,t,'Lower West Side',41.85591,-87.67467,'Entire home/apt',4,2,2,32,96,t,0,0,19,128,13,4,1,4.92,4.85,4.62,4.85,4.85,4.77,4.69,f,3,2,1,0,0.25,0.11753,6.425187,2.888999,60
t,2,2,t,t,'Logan Square',41.92581,-87.69508,'Entire home/apt',4,2,2,2,4,t,18,48,78,78,26,2,2,4.92,5,4.88,4.96,5,4.96,4.77,f,2,2,0,0,0.47,0.275245,10.141977,4.851943,259
t,1,1,t,t,'Lake View',41.94015,-87.65986,'Entire home/apt',2,1,1,2,1124,t,4,14,14,86,152,44,5,4.98,4.99,4.96,4.99,5,5,4.87,f,1,1,0,0,2.54,0.331477,11.775597,4.585259,142
f,1,1,t,f,'Lake View',41.93771,-87.64665,'Entire home/apt',4,2,4,168,1125,t,0,0,0,0,1,0,0,5,5,3,5,5,5,5,t,1,1,0,0,0.02,0.367016,11.954942,4.214727,100
f,16,27,t,t,'Near North Side',41.90114,-87.62405,'Entire home/apt',2,?,1,32,98,t,13,43,72,298,113,41,0,4.67,4.77,4.44,4.78,4.88,4.91,4.65,t,11,2,1,8,1.89,0.368008,10.593952,1.620463,109
t,1,1,t,t,'Lake View',41.94798,-87.66147,'Private room',4,1,1,1,5,t,27,53,83,358,110,25,2,4.93,4.96,4.94,4.95,4.96,4.94,4.78,f,1,0,1,0,1.84,0.312608,12.229842,5.122407,154
f,1,1,t,t,'Lake View',41.93292,-87.64661,'Entire home/apt',2,?,1,32,1125,f,0,0,0,0,7,0,0,4.67,4.67,4.17,5,5,5,4.83,f,1,1,0,0,0.12,0.357877,11.667713,3.892341,70
f,2,2,t,t,'Grand Boulevard',41.81742,-87.61744,'Entire home/apt',6,3,3,2,1125,t,12,39,69,159,112,26,2,4.72,4.83,4.67,4.9,4.89,4.52,4.71,t,2,2,0,0,1.89,0.093577,7.681295,4.240959,156
f,2,2,t,f,'West Town',41.8961,-87.67091,'Entire home/apt',4,2,2,2,30,t,1,6,21,182,61,21,0,4.92,4.93,4.78,4.95,4.98,4.97,4.85,f,1,1,0,0,1.02,0.553237,8.804098,2.565311,180
