@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R6-8-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute host_is_superhost {FALSE,TRUE}
@attribute host_listings_count numeric
@attribute host_total_listings_count numeric
@attribute host_has_profile_pic {TRUE,FALSE}
@attribute host_identity_verified {TRUE,FALSE}
@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute accommodates numeric
@attribute bedrooms numeric
@attribute beds numeric
@attribute minimum_nights numeric
@attribute maximum_nights numeric
@attribute has_availability {TRUE,FALSE}
@attribute availability_30 numeric
@attribute availability_60 numeric
@attribute availability_90 numeric
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute number_of_reviews_l30d numeric
@attribute review_scores_rating numeric
@attribute review_scores_accuracy numeric
@attribute review_scores_cleanliness numeric
@attribute review_scores_checkin numeric
@attribute review_scores_communication numeric
@attribute review_scores_location numeric
@attribute review_scores_value numeric
@attribute instant_bookable {FALSE,TRUE}
@attribute calculated_host_listings_count numeric
@attribute calculated_host_listings_count_entire_homes numeric
@attribute calculated_host_listings_count_private_rooms numeric
@attribute calculated_host_listings_count_shared_rooms numeric
@attribute reviews_per_month numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
FALSE,1,1,TRUE,TRUE,'Entire home/apt',4,2,2,31,1125,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.433726,5.754625,1.965866,50
FALSE,327,383,TRUE,TRUE,'Entire home/apt',3,1,2,31,1125,TRUE,23,52,82,356,0,0,0,?,?,?,?,?,?,?,TRUE,13,13,0,0,?,0.102028,3.308033,0.540986,294
FALSE,283,320,TRUE,TRUE,'Entire home/apt',5,2,2,31,1125,TRUE,28,58,88,362,0,0,0,?,?,?,?,?,?,?,TRUE,11,11,0,0,?,0.10207,3.308045,0.541044,424
FALSE,1,6,TRUE,TRUE,'Private room',1,1,1,31,105,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.97283,4.637241,2.765597,85
FALSE,1,1,TRUE,TRUE,'Private room',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,1.599713,6.693473,4.510281,220
FALSE,1,1,TRUE,TRUE,'Entire home/apt',4,2,3,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.398869,4.127964,1.145733,45
FALSE,53,78,TRUE,TRUE,'Entire home/apt',4,1,1,1,7,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.292196,3.875445,0.606128,514
FALSE,47,86,TRUE,TRUE,'Entire home/apt',3,1,1,31,1125,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,TRUE,4,4,0,0,?,0.124083,3.176458,1.03181,149
FALSE,1,2,TRUE,TRUE,'Entire home/apt',1,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.473535,3.557366,2.164279,150
FALSE,1,1,TRUE,FALSE,'Private room',2,1,2,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.297563,3.699349,0.678226,150
FALSE,2,5,TRUE,TRUE,'Private room',2,1,2,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.491189,4.041068,1.280587,200
FALSE,1,2,TRUE,TRUE,'Private room',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.858593,4.102765,2.760128,180
FALSE,1,1,TRUE,TRUE,'Entire home/apt',4,1,2,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.149575,5.73418,4.666757,80
FALSE,1,1,TRUE,TRUE,'Private room',1,?,1,180,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,1.051031,5.453243,2.365517,1100
FALSE,1,1,TRUE,FALSE,'Entire home/apt',1,1,1,40,40,TRUE,2,2,2,2,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.228988,3.82564,3.260169,10
FALSE,1,3,TRUE,FALSE,'Private room',1,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.200851,3.720708,0.628851,50
FALSE,1,2,TRUE,FALSE,'Entire home/apt',4,?,1,31,365,TRUE,30,60,90,365,0,0,0,?,?,?,?,?,?,?,TRUE,1,1,0,0,?,0.785621,4.665736,2.578587,119
FALSE,2,2,TRUE,TRUE,'Entire home/apt',2,2,2,45,360,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.640531,3.900469,1.539891,450
FALSE,1,2,TRUE,FALSE,'Private room',1,1,1,31,750,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.616336,4.562819,0.768637,99
FALSE,2,2,TRUE,TRUE,'Shared room',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,0,1,?,0.358179,3.762346,0.187576,29
FALSE,2,2,TRUE,TRUE,'Entire home/apt',4,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,2,2,0,0,?,0.98193,4.443119,2.745259,77
FALSE,2,2,TRUE,FALSE,'Private room',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,2,0,2,0,?,0.721383,6.421417,2.939446,38
FALSE,1,2,TRUE,TRUE,'Entire home/apt',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.496646,4.457653,0.6942,70
FALSE,2,2,TRUE,TRUE,'Entire home/apt',6,3,4,31,1125,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,2,2,0,0,?,0.298536,3.726223,1.949242,450
FALSE,4,5,TRUE,FALSE,'Entire home/apt',4,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,4,4,0,0,?,0.358886,3.764989,0.885743,600
FALSE,35,158,TRUE,TRUE,'Entire home/apt',6,5,5,31,210,TRUE,0,0,12,287,0,0,0,?,?,?,?,?,?,?,TRUE,32,32,0,0,?,2.21221,5.784467,3.47756,300
FALSE,1,1,TRUE,FALSE,'Entire home/apt',1,?,2,186,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.179064,3.887768,0.493386,70
FALSE,1,1,TRUE,FALSE,'Private room',1,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.308989,5.617274,4.504665,65
FALSE,1,1,TRUE,FALSE,'Entire home/apt',3,2,1,40,120,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.692137,6.177135,2.841166,98
FALSE,100,200,TRUE,TRUE,'Entire home/apt',6,1,2,31,1125,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,96,96,0,0,?,0.305886,4.189539,0.685515,109
FALSE,4,16,TRUE,TRUE,'Entire home/apt',16,5,10,2,15,TRUE,1,15,37,37,0,0,0,?,?,?,?,?,?,?,TRUE,4,4,0,0,?,0.217965,4.112691,0.854555,873
FALSE,?,?,?,?,'Entire home/apt',2,1,1,31,731,TRUE,0,0,0,167,0,0,0,?,?,?,?,?,?,?,TRUE,157,157,0,0,?,0.386361,4.363307,0.642403,164
FALSE,1,1,TRUE,FALSE,'Private room',2,3,2,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.866922,5.703255,5.712605,26
FALSE,2,2,TRUE,TRUE,'Private room',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,2,1,1,0,?,0.31106,3.739022,1.957343,200
FALSE,3,3,TRUE,TRUE,'Entire home/apt',2,?,1,356,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,1.302942,4.896169,3.176089,37
FALSE,1,3,TRUE,FALSE,'Entire home/apt',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.176762,6.105147,2.360351,125
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,51,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.310161,3.729265,0.79853,265
FALSE,3,3,TRUE,TRUE,'Entire home/apt',4,1,2,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,2,1,1,0,?,0.671184,5.180601,4.500067,100
FALSE,1,1,TRUE,FALSE,'Entire home/apt',4,1,2,31,1125,TRUE,30,60,89,89,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.624322,4.728049,1.529082,130
FALSE,1,1,TRUE,FALSE,'Entire home/apt',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,1.043589,5.400285,2.309174,98
FALSE,1,1,TRUE,TRUE,'Entire home/apt',2,1,2,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.650506,4.689589,1.551398,99
FALSE,1,2,TRUE,FALSE,'Entire home/apt',6,3,5,31,1125,TRUE,30,60,90,180,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.437701,5.542416,4.83428,3100
FALSE,1,1,TRUE,TRUE,'Entire home/apt',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.075676,3.508355,1.620812,120
FALSE,4,6,TRUE,TRUE,'Entire home/apt',3,1,1,14,1125,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,4,4,0,0,?,1.334697,1.919724,5.20543,70
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,2,2,2,241,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.18815,3.466425,1.032337,118
FALSE,1,1,TRUE,TRUE,'Entire home/apt',4,3,3,3,1125,TRUE,11,21,47,47,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.373317,7.512532,4.061281,275
FALSE,1,7,TRUE,TRUE,'Entire home/apt',6,3,3,45,100,TRUE,0,0,0,271,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.434336,3.414393,2.096475,190
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,138,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.042174,3.431981,0.796795,255
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,114,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.326974,3.760861,1.099908,195
FALSE,5,5,TRUE,TRUE,'Private room',4,2,2,31,89,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,TRUE,5,0,5,0,?,0.675116,6.52571,2.850896,200
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,107,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.248789,3.460697,1.171564,199
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,241,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.276438,3.942552,0.157073,160
FALSE,1,7,TRUE,FALSE,'Entire home/apt',6,3,3,2,1125,TRUE,1,26,56,146,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,1.591472,6.000627,3.851353,203
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',4,2,2,32,1125,TRUE,0,4,34,309,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.135202,3.098941,1.100385,231
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,268,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.310161,3.729265,0.79853,192
FALSE,1,1,TRUE,TRUE,'Entire home/apt',4,4,4,360,720,TRUE,30,60,90,365,0,0,0,?,?,?,?,?,?,?,TRUE,1,1,0,0,?,1.267249,4.900553,2.093987,200
FALSE,2,4,TRUE,TRUE,'Entire home/apt',5,2,3,365,720,TRUE,23,53,83,358,0,0,0,?,?,?,?,?,?,?,FALSE,2,2,0,0,?,1.252469,4.814603,2.021319,250
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,135,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.302162,3.73767,1.065983,178
FALSE,?,?,?,?,'Entire home/apt',2,?,?,31,731,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,TRUE,157,157,0,0,?,0.357496,3.652138,1.084498,134
FALSE,1,1,TRUE,TRUE,'Private room',1,1,1,31,1125,TRUE,30,60,90,365,0,0,0,?,?,?,?,?,?,?,TRUE,1,0,1,0,?,1.20031,6.167666,3.616601,65
FALSE,1,10,TRUE,TRUE,'Private room',2,1,1,31,365,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.259072,3.761192,0.056162,75
FALSE,?,?,?,?,'Entire home/apt',2,1,1,31,731,TRUE,30,60,90,365,0,0,0,?,?,?,?,?,?,?,TRUE,157,157,0,0,?,0.887642,4.113943,2.555086,89
FALSE,8,10,TRUE,TRUE,'Private room',2,1,2,31,1125,TRUE,30,60,90,326,0,0,0,?,?,?,?,?,?,?,TRUE,8,0,8,0,?,0.205434,3.059423,2.287441,365
FALSE,8,10,TRUE,TRUE,'Private room',2,1,1,31,1125,TRUE,30,60,90,326,0,0,0,?,?,?,?,?,?,?,TRUE,8,0,8,0,?,0.167572,2.95899,2.399804,395
FALSE,2,2,TRUE,TRUE,'Entire home/apt',4,2,2,31,365,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.109242,3.315846,3.196968,140
FALSE,2,2,TRUE,FALSE,'Private room',1,1,2,60,90,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.716174,3.620207,3.966093,50
FALSE,1,1,TRUE,FALSE,'Entire home/apt',4,?,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.262968,8.36321,4.60863,100
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,105,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.276438,3.942552,0.157073,197
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,61,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.276438,3.942552,0.157073,204
FALSE,14,16,TRUE,TRUE,'Private room',2,1,1,31,1125,TRUE,30,60,90,326,0,0,0,?,?,?,?,?,?,?,TRUE,14,0,14,0,?,0.355028,3.683687,0.538832,500
FALSE,14,16,TRUE,TRUE,'Private room',2,1,1,31,1125,TRUE,30,60,90,326,0,0,0,?,?,?,?,?,?,?,TRUE,14,0,14,0,?,0.319807,3.685934,0.465591,442
FALSE,1,1,TRUE,FALSE,'Entire home/apt',2,?,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.246743,5.068231,2.125737,100
FALSE,14,16,TRUE,TRUE,'Private room',2,1,1,31,1125,TRUE,30,60,90,323,0,0,0,?,?,?,?,?,?,?,TRUE,14,0,14,0,?,0.355333,3.697823,0.55417,437
FALSE,14,16,TRUE,TRUE,'Private room',2,1,2,31,1125,TRUE,30,60,90,326,0,0,0,?,?,?,?,?,?,?,TRUE,14,0,14,0,?,0.339283,3.677086,0.492874,422
FALSE,14,16,TRUE,TRUE,'Private room',2,1,1,31,1125,TRUE,30,60,90,326,0,0,0,?,?,?,?,?,?,?,TRUE,14,0,14,0,?,0.255025,3.751907,0.445081,437
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,114,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.948866,4.310632,1.321589,200
FALSE,14,16,TRUE,TRUE,'Private room',2,1,1,31,1125,TRUE,28,58,88,324,0,0,0,?,?,?,?,?,?,?,TRUE,14,0,14,0,?,0.22069,3.800493,0.458027,359
FALSE,14,16,TRUE,TRUE,'Private room',2,1,2,31,1125,TRUE,30,60,90,326,0,0,0,?,?,?,?,?,?,?,TRUE,14,0,14,0,?,0.232338,3.787519,0.459433,562
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,156,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.588355,7.275119,3.594344,45
TRUE,9,18,TRUE,TRUE,'Private room',1,1,1,1,365,TRUE,8,34,61,312,0,0,0,?,?,?,?,?,?,?,TRUE,4,0,4,0,?,0.572102,4.544892,0.867468,199
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,133,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.581112,7.411721,3.740915,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,156,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.58395,7.411777,3.740362,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,133,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.574032,7.274411,3.596391,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,131,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.53321,7.329695,3.662681,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,232,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.661984,7.390692,3.701687,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,233,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.567478,7.280278,3.603767,35
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,172,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.182069,3.258743,0.982365,213
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,233,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.544835,7.29273,3.621274,45
FALSE,2,3,TRUE,FALSE,'Private room',1,1,1,60,360,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,2,0,2,0,?,0.174405,6.092474,2.34358,95
FALSE,2,3,TRUE,FALSE,'Private room',1,1,1,60,365,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,2,0,2,0,?,0.16466,6.059773,2.306143,90
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,233,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.585667,7.400243,3.727439,35
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,232,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.621334,7.30027,3.614156,45
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,196,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.135202,3.098941,1.100385,185
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,233,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.612184,7.42041,3.743736,35
FALSE,1,1,TRUE,FALSE,'Private room',1,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,1.430485,4.903632,2.80791,55
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,233,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.604461,7.425559,3.750993,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,232,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.578499,7.403656,3.732686,35
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,232,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.64725,7.424354,3.740757,35
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,12,287,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.235593,3.501849,1.060785,154
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,232,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.631518,7.319848,3.632663,35
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,264,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.182069,3.258743,0.982365,205
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,1,31,61,336,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.182069,3.258743,0.982365,203
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,13,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.182069,3.258743,0.982365,265
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,3,33,63,338,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.182069,3.258743,0.982365,204
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,268,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.182069,3.258743,0.982365,205
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,26,56,331,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.182069,3.258743,0.982365,207
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,114,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.948866,4.310632,1.321589,200
FALSE,1,1,TRUE,FALSE,'Entire home/apt',2,1,1,7,90,TRUE,0,2,2,259,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.093895,4.45489,0.832789,150
FALSE,40,50,TRUE,TRUE,'Private room',6,1,6,31,1125,TRUE,0,0,0,233,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.678436,7.425581,3.735858,160
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,266,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.608776,7.418106,3.741949,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,133,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.663515,7.428292,3.741735,45
FALSE,1,5,TRUE,FALSE,'Entire home/apt',4,2,2,31,1125,TRUE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,TRUE,1,1,0,0,?,0.956506,4.211162,2.655267,175
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,133,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.512929,7.316085,3.652491,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,133,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.540171,7.349681,3.68256,45
FALSE,40,50,TRUE,TRUE,'Shared room',1,1,1,31,1125,TRUE,0,0,0,133,0,0,0,?,?,?,?,?,?,?,TRUE,22,0,2,20,?,0.676806,7.408151,3.717471,45
FALSE,4,9,TRUE,TRUE,'Entire home/apt',10,4,5,31,90,TRUE,15,45,75,164,0,0,0,?,?,?,?,?,?,?,TRUE,4,1,3,0,?,0.655391,5.29828,1.668877,800
FALSE,99,387,TRUE,TRUE,'Private room',1,1,1,91,365,TRUE,30,60,90,364,0,0,0,?,?,?,?,?,?,?,TRUE,63,4,59,0,?,0.499342,5.228393,1.550462,112
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,0,0,0,255,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.212759,2.432914,2.495475,167
FALSE,2,11,TRUE,TRUE,'Private room',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.769529,3.993115,1.480117,260
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',2,1,1,32,1125,TRUE,9,39,69,344,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.376361,3.724595,1.138193,145
FALSE,1,1,TRUE,FALSE,'Entire home/apt',4,1,2,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,1,0,0,?,0.238121,6.660223,3.085429,110
FALSE,1,1,TRUE,TRUE,'Private room',1,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.661781,6.465109,2.809153,237
FALSE,1,1,TRUE,FALSE,'Private room',2,1,1,31,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,1.043221,4.541846,2.415726,90
FALSE,3,3,TRUE,TRUE,'Entire home/apt',4,2,2,90,1125,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,2,2,0,0,?,0.71546,7.515509,4.33526,120
FALSE,4057,4369,TRUE,TRUE,'Entire home/apt',4,2,2,32,1125,TRUE,0,0,0,76,0,0,0,?,?,?,?,?,?,?,TRUE,235,235,0,0,?,0.182069,3.258743,0.982365,257
FALSE,99,387,TRUE,TRUE,'Private room',1,1,1,91,365,TRUE,21,51,81,356,0,0,0,?,?,?,?,?,?,?,TRUE,63,4,59,0,?,0.331152,3.018434,2.946304,55
FALSE,14,16,TRUE,TRUE,'Private room',2,1,1,31,1125,TRUE,25,55,85,321,0,0,0,?,?,?,?,?,?,?,TRUE,14,0,14,0,?,0.355946,3.695961,0.550923,437
FALSE,1,3,TRUE,TRUE,'Private room',2,1,1,31,365,FALSE,0,0,0,0,0,0,0,?,?,?,?,?,?,?,FALSE,1,0,1,0,?,0.474926,2.5902,4.235275,150
FALSE,99,387,TRUE,TRUE,'Private room',1,1,1,91,365,TRUE,16,35,65,340,0,0,0,?,?,?,?,?,?,?,TRUE,63,4,59,0,?,0.335174,3.00998,2.945752,55
