neighbourhood_group,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
NA,"Union Station, Stanton Park, Kingman Park",38.8969,-76.98716,Private room,34,0.58,2,0,0,1240,0.892149273,4.143593296,2.80725593,82
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92641,-77.10285,Entire home/apt,152,2.65,4,334,29,52,2.003080741,6.240584449,3.837080726,97
NA,"Brightwood Park, Crestwood, Petworth",38.93662,-77.0294,Entire home/apt,188,3.31,1,145,41,44,0.329079518,5.849448522,2.070871568,94
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91187,-77.04554,Private room,27,0.47,12,321,3,67,0.194544534,4.146302848,0.571292022,140
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90512,-76.98877,Entire home/apt,147,2.5,1,231,57,37,0.789210636,4.529922522,2.631814182,476
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89776,-77.01941,Entire home/apt,0,NA,4,0,0,-1,0.142353194,3.304972773,1.155944199,157
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91464,-77.03771,Entire home/apt,0,NA,1,0,0,-1,0.466626677,4.315260058,0.515261515,212
NA,"Sheridan, Barry Farm, Buena Vista",38.85829,-76.9916,Entire home/apt,9,0.15,1,0,0,1742,0.383087525,2.552878656,4.184114741,58
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91825,-77.01396,Entire home/apt,214,3.68,1,0,25,43,0.544720978,4.744787785,1.466337742,96
NA,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86408,-76.94798,Entire home/apt,1,0.03,20,0,0,1101,0.99051563,4.96780385,5.694174813,134
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92647,-77.02754,Entire home/apt,145,2.51,2,293,30,44,0.289776505,5.161409736,1.424462766,109
NA,"Woodridge, Fort Lincoln, Gateway",38.92133,-76.95899,Private room,4,0.07,1,0,0,1613,1.581569504,6.425430154,4.364185216,65
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96141,-77.00045,Entire home/apt,39,0.65,1,155,27,69,0.666254332,7.811755659,4.236985021,78
NA,"Brightwood Park, Crestwood, Petworth",38.94358,-77.03729,Entire home/apt,59,1.03,1,58,11,87,0.865613377,6.312159117,2.510310316,150
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86674,-76.94832,Entire home/apt,73,1.32,4,51,5,95,1.149706069,4.983439477,5.584374176,88
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91174,-77.00617,Entire home/apt,187,3.27,1,149,1,325,0.367990588,4.460680549,1.706850695,73
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90508,-77.0281,Private room,14,0.24,6,268,6,65,0.350493945,3.692983835,0.502253789,59
NA,"Union Station, Stanton Park, Kingman Park",38.90459,-77.0056,Entire home/apt,6,0.11,1,0,0,1404,0.219106548,4.02352465,1.718442623,130
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91019,-77.03943,Entire home/apt,201,3.35,1,9,40,39,0.221371419,4.009326713,0.24828597,202
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91221,-77.0376,Entire home/apt,0,NA,1,0,0,-1,0.364897266,4.147593381,0.347796412,94
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9216,-77.04326,Private room,188,3.37,7,77,40,40,0.555193986,4.805109584,1.052533937,125
NA,"Mayfair, Hillbrook, Mahaning Heights",38.8943,-76.94136,Private room,31,0.52,3,87,3,81,0.281196337,6.012169437,5.291878998,56
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91902,-77.00926,Entire home/apt,216,5.01,1,46,51,50,0.740910139,4.871537257,1.715425996,85
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9233,-77.04176,Entire home/apt,178,3.16,7,280,16,44,0.592463582,4.91780609,1.142152624,120
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91798,-77.01433,Entire home/apt,174,3.06,1,13,22,80,0.517375851,4.721369868,1.439404635,134
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92032,-77.03317,Entire home/apt,14,0.25,1,0,0,1289,0.384783778,4.713665096,0.927905415,99
NA,"Shaw, Logan Circle",38.91306,-77.03339,Entire home/apt,310,5.45,1,227,69,40,0.421636425,4.212808588,0.447458406,137
NA,"West End, Foggy Bottom, GWU",38.90763,-77.0479,Entire home/apt,384,6.42,8,328,71,62,0.280195385,3.871856276,0.601332411,80
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.922131,-77.042191,Entire home/apt,255,4.52,7,120,62,40,0.594738562,4.838364903,1.069976177,114
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92881,-76.9943,Private room,42,0.74,1,0,0,1018,0.304480588,5.799151714,2.76286795,35
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90443,-77.02746,Private room,128,2.25,6,350,35,69,0.333061037,3.653775327,0.549720453,59
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92657,-77.02817,Entire home/apt,99,1.76,1,0,0,1118,0.255060426,5.164692059,1.418983893,70
NA,"Union Station, Stanton Park, Kingman Park",38.89379,-76.9917,Entire home/apt,264,4.62,2,102,75,39,0.674298934,3.818664279,2.635676519,97
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92707,-77.02331,Private room,110,1.87,10,258,10,66,0.507575104,5.23223303,1.558944527,54
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91236,-77.03591,Entire home/apt,87,1.57,1,0,0,1151,0.451776014,4.159084633,0.360119864,125
NA,"Capitol Hill, Lincoln Park",38.88129,-76.98822,Entire home/apt,55,1,1,0,0,795,0.148649331,3.369634974,3.203244346,79
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9189,-76.99995,Private room,2,0.04,1,0,0,1711,0.265186259,5.048998788,2.172997582,33
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90004,-77.025681,Entire home/apt,3,0.06,11,13,0,1292,0.176661068,3.372294523,0.786957489,616
NA,"Shaw, Logan Circle",38.90799,-77.01886,Entire home/apt,254,4.58,1,133,73,40,0.198050951,3.991204173,0.986491166,135
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92134,-77.00943,Entire home/apt,29,0.6,1,0,0,1144,0.7368382,5.02066687,1.789273164,95
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93619,-77.0308,Entire home/apt,105,1.91,1,303,34,57,0.409804957,5.81441747,2.027848382,90
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92916,-77.02942,Private room,0,NA,1,0,0,-1,0.19367966,5.336310829,1.569314931,80
NA,Historic Anacostia,38.86076,-76.97742,Private room,6,0.11,1,0,0,1613,0.99203403,3.344929379,4.562332817,50
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91803,-77.00115,Entire home/apt,60,1.05,5,167,11,156,0.353372906,4.967578187,2.090100776,265
NA,"Near Southeast, Navy Yard",38.87856,-77.00041,Private room,13,0.24,2,176,6,78,0.292676441,2.734610396,2.806186524,109
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91172,-77.0456,Private room,12,0.23,12,240,4,156,0.188390951,4.136348803,0.568254463,125
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94306,-77.00496,Private room,1,0.02,2,0,0,1709,0.62518649,6.525805008,3.027148717,80
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,0,NA,13,356,0,-1,0.102244457,3.3085761,0.543242491,294
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91715,-77.05081,Entire home/apt,23,0.43,4,325,2,170,0.555069977,4.545194843,1.023801683,595
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91486,-77.01074,Entire home/apt,122,2.2,2,61,10,52,0.617436272,4.573735835,1.522989908,105
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86904,-76.96532,Entire home/apt,1,0.02,1,0,0,1765,1.319549893,4.121023182,4.712479008,125
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89878,-77.023,Entire home/apt,76,1.66,1,0,14,192,0.066929998,3.319376688,0.955786422,115
NA,"Capitol View, Marshall Heights, Benning Heights",38.88447,-76.92891,Private room,39,0.69,2,299,1,74,0.684553224,6.104700613,6.101278201,49
NA,"Friendship Heights, American University Park, Tenleytown",38.95028,-77.07556,Entire home/apt,51,0.92,1,175,1,49,0.240869936,7.082836825,3.645751468,340
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91475,-77.03476,Private room,175,3.11,2,62,38,36,0.42606332,4.325823334,0.533892707,99
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9249,-77.00871,Entire home/apt,30,0.54,1,0,0,1238,0.745747039,5.266635217,1.964848669,98
NA,"Union Station, Stanton Park, Kingman Park",38.89569,-76.97086,Entire home/apt,199,3.63,1,12,52,40,0.7064643,4.729028589,3.69221018,69
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86809,-76.9836,Entire home/apt,194,3.86,6,178,53,52,0.733459531,3.15303254,3.968820432,89
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93066,-77.08801,Entire home/apt,12,0.23,2,269,4,59,1.337262984,6.076992708,3.226112372,750
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,1,0.03,13,356,0,1101,0.102244457,3.3085761,0.543242491,294
NA,"River Terrace, Benning, Greenway, Dupont Park",38.89123,-76.94888,Entire home/apt,157,2.83,1,156,33,52,0.562026005,5.550369167,4.930603172,80
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93535,-77.03118,Entire home/apt,0,NA,1,0,0,-1,0.445387782,5.755260356,1.967298225,50
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90292,-77.02084,Private room,16,0.29,2,0,0,1317,0.2502015,3.625358616,0.925270459,100
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92217,-77.00045,Private room,20,0.35,1,0,0,476,0.257771431,5.245136861,2.242258017,20
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91173,-77.00584,Private room,2,0.04,1,0,0,1648,0.35930583,4.467029058,1.724440609,50
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90379,-76.97801,Entire home/apt,402,7.21,1,167,85,107,1.179113023,4.831273392,3.223991309,78
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93421,-77.02645,Entire home/apt,206,3.71,4,101,34,68,0.27629789,5.698772842,1.949074278,89
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91172,-77.04573,Private room,16,0.3,12,270,1,184,0.192960748,4.137095289,0.574201097,200
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,12,0.23,13,362,3,172,0.102244457,3.3085761,0.543242491,364
NA,"Brightwood Park, Crestwood, Petworth",38.94575,-77.02735,Entire home/apt,33,0.6,1,179,13,113,0.611246174,6.486499027,2.710576184,350
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,1,0.07,13,362,0,471,0.102244457,3.3085761,0.543242491,364
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93175,-77.03918,Entire home/apt,2,0.03,1,0,0,1752,0.451043937,5.496446457,1.698518138,40
NA,"Capitol Hill, Lincoln Park",38.87746,-76.9877,Shared room,13,0.24,33,341,3,50,0.289154037,3.242521504,3.380423847,29
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91568,-77.03716,Entire home/apt,37,0.69,6,0,13,131,0.535460277,4.387117978,0.585292184,350
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91885,-77.0091,Entire home/apt,435,7.78,1,66,115,44,0.734689332,4.863218189,1.717595563,125
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92491,-77.10088,Entire home/apt,242,4.23,4,289,68,53,2.020407305,6.094303422,3.700872916,109
NA,"Mayfair, Hillbrook, Mahaning Heights",38.89837,-76.93648,Private room,104,1.89,1,71,17,121,0.51998219,6.382359754,5.516679549,50
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91925,-77.00666,Private room,15,0.27,3,0,2,71,0.598638962,4.933525093,1.848635584,70
NA,"Capitol Hill, Lincoln Park",38.87729,-76.98831,Hotel room,39,0.74,33,357,3,51,0.31470026,3.2081617,3.361206993,25
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92637,-77.10271,Entire home/apt,204,3.56,4,341,49,63,2.000383203,6.233961205,3.82895387,89
NA,"Brookland, Brentwood, Langdon",38.92665,-76.993,Private room,18,0.33,1,274,0,440,0.417286572,5.693509293,2.747074729,62
NA,"Brightwood Park, Crestwood, Petworth",38.9584,-77.02913,Entire home/apt,1,0.02,1,0,0,1738,1.358964726,7.349600113,3.558181715,55
NA,"Union Station, Stanton Park, Kingman Park",38.89878,-76.98836,Private room,2,0.04,2,0,0,1676,0.982095123,4.19891476,2.713216365,65
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91552,-77.01748,Entire home/apt,98,1.76,79,155,21,47,0.279880981,4.513056814,1.205766062,80
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91498,-77.03383,Private room,206,3.69,2,56,47,37,0.37301981,4.343854346,0.562381407,79
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93691,-77.03247,Entire home/apt,210,3.64,1,92,62,42,0.493142104,5.858845144,2.064210253,114
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93526,-77.05287,Entire home/apt,190,3.45,2,105,41,64,0.284555302,5.797536156,2.123430203,115
NA,"Union Station, Stanton Park, Kingman Park",38.89259,-76.98943,Entire home/apt,232,4.03,1,130,52,38,0.656106304,3.84065002,2.781005947,186
NA,"Shaw, Logan Circle",38.91144,-77.03014,Entire home/apt,138,2.46,1,86,30,37,0.410518911,4.115197628,0.470981115,176
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91953,-77.00268,Entire home/apt,46,0.84,5,309,12,162,0.383032324,5.030189616,2.052991231,303
NA,"Capitol Hill, Lincoln Park",38.87752,-76.98912,Hotel room,14,0.26,33,349,5,108,0.325741868,3.179805562,3.316587275,29
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91245,-77.01701,Entire home/apt,118,2.13,2,292,1,53,0.277111927,4.314619162,1.144817903,130
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92024,-77.04684,Shared room,1,0.02,1,0,0,1754,0.452724213,4.728087899,1.050769907,28
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90889,-76.98569,Entire home/apt,170,3.1,2,0,0,1019,0.955085442,4.839209408,2.798496555,110
NA,"Shaw, Logan Circle",38.90883,-77.02642,Entire home/apt,313,5.63,2,129,96,59,0.295886114,3.96250032,0.583156494,132
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91808,-77.01128,Private room,94,1.7,5,316,24,38,0.661553868,4.775643924,1.587566514,62
NA,"Congress Heights, Bellevue, Washington Highlands",38.83984,-76.99093,Entire home/apt,31,0.64,2,139,3,292,0.423046862,2.689956394,5.282265225,98
NA,"Congress Heights, Bellevue, Washington Highlands",38.8376,-76.99908,Entire home/apt,147,2.66,2,351,55,52,0.801571944,2.333821488,5.227538151,226
NA,"Capitol View, Marshall Heights, Benning Heights",38.87995,-76.9287,Entire home/apt,21,0.37,1,0,0,1387,0.926385742,5.840932384,6.199717386,115
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,6,0.22,11,356,1,295,0.102288879,3.308588449,0.543304578,342
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,35,0.64,11,362,1,206,0.102288879,3.308588449,0.543304578,424
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9069,-76.98743,Entire home/apt,25,0.45,1,68,4,310,0.85140605,4.672278131,2.701141318,119
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91946,-77.00534,Entire home/apt,236,4.26,3,35,38,37,0.525131491,4.972284987,1.919622361,89
NA,"Takoma, Brightwood, Manor Park",38.9577,-77.01281,Entire home/apt,214,3.92,1,106,47,40,0.705645314,7.412020269,3.724485356,77
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,0,NA,11,362,0,-1,0.102288879,3.308588449,0.543304578,424
NA,"Union Station, Stanton Park, Kingman Park",38.89431,-76.98435,Entire home/apt,148,2.63,1,46,42,40,0.656945087,4.119064023,3.003919263,131
NA,"Union Station, Stanton Park, Kingman Park",38.89661,-76.98743,Entire home/apt,67,1.24,1,305,19,73,0.885797751,4.118849052,2.798155291,122
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93797,-77.01725,Entire home/apt,9,0.16,3,248,0,1296,0.341187742,6.029290448,2.378817763,120
NA,"Brightwood Park, Crestwood, Petworth",38.9451,-77.02653,Entire home/apt,23,0.42,2,99,0,942,0.554271434,6.445901433,2.675692941,60
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90349,-77.01974,Entire home/apt,203,3.56,1,46,46,45,0.235979516,3.678962387,0.971277483,132
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91467,-77.0442,Entire home/apt,218,3.94,156,352,29,38,0.352034267,4.331905889,0.651562815,183
NA,Historic Anacostia,38.86156,-76.988,Entire home/apt,126,2.2,2,0,0,1070,0.414170369,2.790862601,4.12865454,50
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93535,-77.03761,Entire home/apt,4,0.07,1,0,0,1662,0.586774722,5.744251964,1.942736813,45
NA,"Union Station, Stanton Park, Kingman Park",38.89429,-76.99356,Private room,297,5.32,1,55,37,40,0.679756651,3.779164459,2.528474917,124
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92878,-77.0401,Entire home/apt,72,1.31,1,147,20,94,0.417001839,5.292546541,1.499235685,107
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.917244,-77.011879,Private room,169,3.08,5,313,57,40,0.606210649,4.710795989,1.531879705,62
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92507,-77.02408,Entire home/apt,122,2.16,1,167,23,73,0.500776026,5.089527955,1.417858872,84
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93245,-77.03811,Entire home/apt,241,4.37,1,280,63,36,0.439250287,5.544195858,1.743502159,111
NA,"Capitol Hill, Lincoln Park",38.88993,-76.99099,Entire home/apt,14,0.26,1,0,0,1605,0.456796429,3.649252079,2.77551018,140
NA,"North Cleveland Park, Forest Hills, Van Ness",38.94828,-77.05701,Entire home/apt,21,0.38,1,212,7,86,0.475297775,6.719674036,3.039756702,80
NA,"Shaw, Logan Circle",38.91395,-77.02558,Entire home/apt,173,3.17,4,206,42,45,0.202723059,4.318626572,0.773909594,815
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.8679,-76.96761,Entire home/apt,147,2.6,2,19,40,45,1.301613579,3.979014091,4.654694017,125
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92114,-77.00313,Entire home/apt,265,4.7,1,128,52,43,0.392650112,5.124015058,2.079646119,80
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91173,-77.04162,Entire home/apt,1,0.64,1,226,1,80,0.176365342,4.120041653,0.405111688,70
NA,"Shaw, Logan Circle",38.91063265,-77.02461324,Entire home/apt,185,3.36,10,290,5,228,0.245858441,4.101445329,0.711441154,520
NA,"Takoma, Brightwood, Manor Park",38.96737,-77.03123,Entire home/apt,3,0.06,3,0,0,1564,0.932465415,7.961463968,4.163256299,159
NA,"Capitol Hill, Lincoln Park",38.88287,-77.00113,Entire home/apt,72,1.26,1,0,0,1330,0.266509119,2.914434018,2.575391575,65
NA,"Union Station, Stanton Park, Kingman Park",38.89335,-76.99677,Private room,68,1.3,3,194,2,66,0.603130687,3.618651639,2.390434556,50
NA,"Union Station, Stanton Park, Kingman Park",38.89703,-77.00186,Entire home/apt,59,1.04,5,257,10,136,0.307699362,3.666023691,2.037816972,211
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93459,-77.03253,Private room,12,0.22,4,326,0,494,0.465354469,5.698797395,1.904912261,65
NA,"Takoma, Brightwood, Manor Park",38.9692,-77.02507,Private room,3,0.1,8,162,2,185,0.606083638,8.109260356,4.326487497,48
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95895,-76.99432,Private room,326,5.92,1,355,47,43,0.651965034,7.743720794,4.260899762,71
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93503,-77.03137,Private room,182,3.23,4,344,38,40,0.462691071,5.732588256,1.943863017,75
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93434,-77.05842,Entire home/apt,127,2.25,3,346,12,74,0.036093261,5.786265521,2.210760429,75
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90561,-76.98476,Private room,0,NA,1,0,0,-1,1.001906877,4.688971005,2.848957185,85
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88045,-77.02455,Entire home/apt,11,0.38,1,204,0,423,0.335783135,2.083697981,1.965066675,100
NA,"Shaw, Logan Circle",38.91208,-77.03017,Entire home/apt,195,3.57,1,9,49,50,0.370143112,4.15897527,0.49840319,146
NA,"Brightwood Park, Crestwood, Petworth",38.93899,-77.02758,Entire home/apt,22,0.39,1,316,0,970,0.248852736,6.020803417,2.25176305,69
