@relation 'nyc_listings - full-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R6-8'

@attribute host_is_superhost {f,t}
@attribute host_listings_count numeric
@attribute host_total_listings_count numeric
@attribute host_has_profile_pic {t,f}
@attribute host_identity_verified {t,f}
@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute accommodates numeric
@attribute bedrooms numeric
@attribute beds numeric
@attribute minimum_nights numeric
@attribute maximum_nights numeric
@attribute has_availability {t,f}
@attribute availability_30 numeric
@attribute availability_60 numeric
@attribute availability_90 numeric
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute number_of_reviews_l30d numeric
@attribute review_scores_rating numeric
@attribute review_scores_accuracy numeric
@attribute review_scores_cleanliness numeric
@attribute review_scores_checkin numeric
@attribute review_scores_communication numeric
@attribute review_scores_location numeric
@attribute review_scores_value numeric
@attribute instant_bookable {f,t}
@attribute calculated_host_listings_count numeric
@attribute calculated_host_listings_count_entire_homes numeric
@attribute calculated_host_listings_count_private_rooms numeric
@attribute calculated_host_listings_count_shared_rooms numeric
@attribute reviews_per_month numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.086042,8.77834,3.832522,394
t,1,1,t,t,'Entire home/apt',4,?,2,2,1125,t,7,13,25,106,125,42,3,4.96,4.99,4.9,4.99,5,4.94,4.9,t,1,1,0,0,2.74,0.292911,9.961041,6.656488,173
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,0,201,3,0,0,5,5,5,5,5,5,5,t,453,453,0,0,0.11,0.117115,6.300492,0.193384,345
f,1,1,t,f,'Entire home/apt',3,1,1,30,1125,f,0,0,0,0,69,0,0,4.74,4.72,4.62,4.79,4.91,4.51,4.49,f,1,1,0,0,1.51,0.363757,8.87223,8.56375,100
f,1,3,t,t,'Private room',2,1,?,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.232929,5.181747,4.779054,60
f,1,1,t,t,'Shared room',1,1,2,1,15,f,0,0,0,0,18,0,0,4.17,4.5,3.17,4.72,4.67,4.89,4.22,f,1,0,0,1,0.4,0.315677,6.609505,1.474996,91
f,1,1,t,t,'Entire home/apt',2,1,2,30,1125,t,0,2,29,103,13,4,0,4.82,4.91,4.18,5,5,4.91,4.64,f,1,1,0,0,0.31,0.127576,5.883377,0.485973,295
f,1,2,t,f,'Private room',2,1,2,1,8,f,0,0,0,0,3,0,0,5,5,4.67,5,5,4.67,4.67,f,1,0,1,0,0.07,0.207359,7.925506,5.854259,150
f,1,1,t,t,'Entire home/apt',2,1,1,30,1125,f,0,0,0,0,11,0,0,4.18,4.82,4.27,4.36,4.64,4.91,4.36,f,1,1,0,0,0.24,0.2677,7.074949,2.039145,185
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,0,176,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.244398,4.532237,2.049628,408
f,1,1,t,f,'Private room',1,1,1,30,30,f,0,0,0,0,3,0,0,0,?,?,?,?,?,?,f,1,0,1,0,0.07,0.476533,5.080345,5.320989,100
f,16,20,t,t,'Entire home/apt',4,?,3,2,21,t,3,13,37,307,90,29,1,4.31,4.51,4.4,4.63,4.63,4.87,4.44,f,16,16,0,0,2.03,0.133098,6.653277,0.72451,280
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,0,131,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.102299,6.053109,1.353752,382
f,1,1,t,t,'Entire home/apt',3,1,2,30,1125,t,0,0,0,0,8,0,0,5,5,5,5,5,5,4.63,f,1,1,0,0,0.18,0.091049,8.459218,5.080645,185
f,1,1,t,f,'Entire home/apt',5,2,3,3,9,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,t,1,1,0,0,0.02,0.193406,9.168571,5.15988,175
f,4,4,t,t,'Private room',2,1,1,3,29,t,25,55,85,175,6,4,0,5,5,5,5,5,5,5,t,4,0,4,0,0.13,0.186778,5.183978,4.989644,175
f,1,2,t,t,'Entire home/apt',4,2,2,30,1125,f,0,0,0,0,4,0,0,4,4.5,3,5,4.5,4.5,4.25,f,1,1,0,0,0.09,0.269365,4.844396,4.846371,240
f,1,2,t,f,'Entire home/apt',2,1,2,3,28,t,4,5,14,94,47,31,4,4.98,4.94,4.94,5,5,4.91,4.94,f,1,1,0,0,1.5,0.490567,7.167847,5.705202,145
f,1,4,t,f,'Entire home/apt',1,1,1,30,60,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.128066,6.666778,0.758147,250
f,1,1,t,t,'Entire home/apt',2,1,1,30,40,t,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.04,0.273599,4.228097,2.239324,115
f,4022,4338,t,t,'Entire home/apt',4,2,2,31,1125,t,16,46,76,351,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.102299,6.053109,1.353752,812
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,0,248,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.031323,7.28905,1.487092,492
t,119,280,t,t,'Private room',2,1,1,30,1125,t,2,17,47,322,5,4,1,4.4,5,4,5,4.2,4.2,4.4,f,111,5,106,0,0.24,0.109547,2.770047,4.666996,72
f,4022,4338,t,t,'Entire home/apt',2,?,1,31,1125,t,0,25,55,330,1,0,0,5,5,5,5,5,5,5,t,453,453,0,0,0.05,0.106838,8.720356,3.636178,253
f,2,2,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,2,1,1,0,?,0.084652,7.380754,2.452029,110
t,3,8,t,t,'Entire home/apt',2,1,1,31,1125,t,4,4,4,164,12,5,0,4.75,4.67,4.5,4.83,4.83,4.92,4.58,f,1,1,0,0,0.29,1.860605,7.904921,10.416695,71
t,3,3,t,t,'Entire home/apt',2,1,1,30,1125,t,0,20,38,38,25,7,1,4.84,4.88,4.8,4.88,4.96,4.92,4.84,f,3,3,0,0,0.58,0.133214,6.352246,4.027922,244
f,1,1,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.04,0.205566,5.573798,5.577159,60
f,4022,4338,t,t,'Entire home/apt',2,?,1,31,1125,t,0,0,0,161,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.117115,6.300492,0.193384,351
f,1,1,t,t,'Private room',2,1,1,2,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,4,5,f,1,0,1,0,0.02,0.243076,9.814059,7.437044,85
f,1,1,t,t,'Entire home/apt',1,1,1,61,80,t,0,2,2,2,7,4,0,4.29,4.57,4.57,5,5,4,4.86,f,1,1,0,0,0.45,0.397859,7.280672,5.706758,45
f,1,2,t,f,'Private room',2,1,1,30,1125,f,0,0,0,0,2,0,0,3,3,3,3.5,4.5,3,3,f,1,0,1,0,0.04,0.157153,7.120083,6.912415,25
f,3,3,t,t,'Private room',1,1,1,7,61,t,6,36,66,156,0,0,0,?,?,?,?,?,?,?,f,3,0,3,0,?,0.07967,8.748225,5.612692,110
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,3,278,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.291138,7.213693,2.478029,425
t,11,11,t,t,'Entire home/apt',3,2,2,29,1125,t,30,60,90,90,30,1,0,4.7,4.6,4.8,4.9,4.9,4.63,4.57,t,7,7,0,0,0.73,0.179766,3.876027,2.742712,225
f,4022,4338,t,t,'Entire home/apt',2,?,1,31,1125,t,0,0,0,208,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.155792,7.841615,2.19869,333
f,1,1,t,f,'Entire home/apt',2,1,2,30,50,f,0,0,0,0,1,0,0,4,5,3,5,5,5,5,f,1,1,0,0,0.03,0.274959,9.313383,5.669796,79
f,13,14,t,t,'Shared room',4,1,3,1,1125,t,17,40,70,345,47,7,0,4.13,4.19,4.19,4.32,4.36,4.19,4.21,f,5,1,0,4,1.03,0.108809,5.580256,5.801694,189
f,29,30,t,t,'Hotel room',2,1,1,1,29,t,23,51,81,217,35,2,0,4.12,3.97,4.15,4.44,4.21,4.59,4.06,t,29,0,1,0,0.77,0.307816,6.926191,0.62096,285
f,1,4,t,t,'Entire home/apt',3,1,1,30,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.200013,8.215393,4.170057,175
f,1,1,t,t,'Entire home/apt',2,1,1,30,1125,f,0,0,0,0,5,0,0,5,5,4.8,5,5,5,5,f,1,1,0,0,0.11,0.208692,6.669127,5.697307,130
f,4022,4338,t,t,'Entire home/apt',2,?,1,31,1125,t,0,0,19,294,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.09433,8.800025,3.826668,270
f,15,20,t,t,'Private room',2,1,1,1,1125,t,7,37,67,342,67,33,4,4.67,4.67,4.64,4.87,4.67,4.69,4.55,t,6,0,6,0,1.47,1.003928,3.142357,8.296718,73
t,2,3,t,t,'Private room',1,1,1,3,1125,t,1,6,7,183,64,28,1,4.91,4.98,4.66,4.98,4.97,4.84,4.91,f,2,0,2,0,1.43,0.199949,6.659246,5.648451,50
f,1,2,t,t,'Entire home/apt',6,2,3,1,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.02,0.263035,5.156985,3.953138,189
f,1,1,t,t,'Entire home/apt',5,3,3,3,30,t,3,9,23,23,120,30,1,4.51,4.58,4.46,4.82,4.7,4.58,4.48,t,1,1,0,0,2.66,0.055154,6.80441,6.819059,123
f,2,2,t,t,'Private room',2,1,1,30,1125,t,0,0,0,0,9,0,0,4.44,5,4.44,5,5,4.78,4.89,t,2,0,2,0,0.2,0.142866,10.696569,8.943741,30
f,1,1,t,t,'Entire home/apt',4,1,1,30,30,t,0,0,0,0,3,0,0,5,5,5,5,5,5,4.5,f,1,1,0,0,0.07,0.138333,6.404741,0.369009,175
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,0,156,1,0,0,5,5,4,4,4,5,5,t,453,453,0,0,0.02,0.383708,4.292904,2.128526,348
f,1,4,t,t,'Entire home/apt',3,2,2,30,1125,t,0,0,0,0,13,0,0,4.69,4.77,4.62,4.85,4.92,4.92,4.69,t,1,1,0,0,0.29,0.231052,7.716645,5.164883,180
f,1,1,t,f,'Private room',2,1,1,30,30,t,0,0,0,0,10,0,0,4.9,5,4.8,5,5,4.8,5,t,1,0,1,0,0.22,0.339406,5.24252,8.699077,60
t,1,1,t,t,'Entire home/apt',4,1,2,30,1125,t,0,15,15,77,22,7,1,5,4.95,5,5,5,5,4.91,f,1,1,0,0,0.49,0.364764,9.224671,5.859045,250
f,1,2,t,f,'Entire home/apt',2,1,1,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.140603,7.824328,2.684967,200
f,1,2,t,f,'Entire home/apt',4,2,2,30,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,t,1,1,0,0,?,0.273891,8.599187,3.050051,300
t,5,5,t,t,'Entire home/apt',4,1,1,3,90,t,16,46,76,166,55,10,1,4.78,4.87,4.75,4.91,4.95,4.89,4.8,t,4,4,0,0,1.21,0.192095,7.887192,5.335991,250
f,1,1,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.03,0.09484,7.149953,4.881961,49
f,1,1,t,t,'Private room',2,1,1,1,28,t,0,0,0,0,54,0,0,4.81,4.72,4.59,4.91,4.94,4.7,4.74,f,1,0,1,0,1.2,0.162621,6.362224,7.515342,65
f,2,2,t,f,'Private room',2,1,1,2,1125,t,0,0,0,0,60,0,0,4.73,4.9,4.33,4.98,4.98,4.92,4.75,f,2,0,2,0,1.31,0.342284,6.78601,3.504276,80
f,1,1,t,f,'Entire home/apt',3,?,1,30,30,f,0,0,0,0,6,0,0,4.83,4.67,4.5,5,5,4.83,4.83,f,1,1,0,0,0.13,0.174279,6.009785,3.170305,99
f,3,3,t,t,'Entire home/apt',2,1,1,30,365,t,9,39,69,314,2,1,0,5,5,5,5,5,5,5,f,2,2,0,0,0.12,0.120331,7.63296,2.525094,350
f,1,2,t,t,'Entire home/apt',3,1,2,30,1125,f,0,0,0,0,2,0,0,3,3,3,3,3,3,3,f,1,1,0,0,0.04,0.419361,7.039135,2.382936,100
f,1,2,t,t,'Entire home/apt',3,2,2,30,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.02,0.116473,4.25602,2.795955,96
f,2,2,t,t,'Private room',1,1,1,5,45,f,0,0,0,0,3,0,0,3.67,3.67,3.33,4.67,4.67,4,3.33,f,2,0,2,0,0.07,0.362255,5.58056,3.33376,90
f,1,1,t,t,'Entire home/apt',2,1,1,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.084012,7.174304,1.957015,120
f,1,1,t,t,'Private room',2,1,1,30,90,t,0,0,0,0,18,0,0,5,5,4.89,5,5,5,4.89,f,1,0,1,0,0.4,0.23235,4.400563,2.108729,118
f,1,1,t,t,'Private room',1,1,1,5,90,t,8,38,68,68,2,0,0,5,5,4.5,5,5,5,4.5,f,1,0,1,0,0.06,0.428083,6.646253,3.341865,69
f,1,2,t,t,'Entire home/apt',2,?,1,30,1125,f,0,0,0,0,1,0,0,1,1,1,1,1,1,1,f,1,1,0,0,0.02,0.18729,6.663141,4.492406,90
t,6,6,t,f,'Private room',2,1,1,1,1125,t,6,27,55,143,341,112,17,4.94,4.97,4.94,4.97,4.98,4.84,4.94,f,6,0,6,0,8.46,3.658646,2.314606,15.020203,49
t,6,8,t,t,'Private room',2,1,1,30,1125,t,0,6,36,126,39,1,0,4.74,4.87,4.62,4.79,4.9,4.79,4.74,t,6,2,4,0,0.87,0.265036,4.29716,4.251393,90
f,3,4,t,t,'Private room',2,1,1,30,1125,t,0,0,0,0,37,0,0,4.84,4.81,5,4.97,5,4.89,4.76,f,1,0,1,0,0.82,0.121969,9.776459,5.998698,79
f,2,6,t,t,'Entire home/apt',3,?,2,1,14,t,11,33,63,63,237,51,2,4.42,4.7,4.54,4.85,4.64,4.69,4.48,f,1,1,0,0,5.22,0.626782,9.628526,12.049771,72
f,2,2,t,t,'Private room',1,1,1,2,1125,t,0,0,0,0,1,0,0,3,3,4,5,5,4,3,t,1,0,1,0,0.02,0.334814,6.324907,2.965182,100
f,1,4,t,t,'Entire home/apt',2,1,1,2,1125,t,0,0,0,0,4,1,0,4.75,4.75,5,5,5,4.5,4.5,f,1,1,0,0,0.1,0.457043,7.009209,5.688285,95
f,1,1,t,f,'Entire home/apt',2,?,1,30,30,f,0,0,0,0,4,0,0,5,5,5,4,4,5,4.67,f,1,1,0,0,0.09,0.199821,6.030067,3.070864,150
f,3,6,t,f,'Private room',1,1,1,31,1125,t,13,19,49,324,6,2,0,4.6,4.6,4,4.8,5,4.6,4.2,f,3,0,3,0,0.17,0.275134,7.494439,6.494938,29
t,2,2,t,t,'Entire home/apt',4,2,2,2,10,t,0,0,0,69,2,0,0,5,5,5,5,5,5,5,f,2,2,0,0,0.06,0.196629,9.757115,6.591407,200
t,6,8,t,t,'Private room',2,1,1,30,1125,t,5,35,65,155,48,2,0,4.81,4.79,4.63,4.92,4.98,4.9,4.83,t,6,2,4,0,1.06,0.24314,4.222768,4.193932,90
f,1,1,t,f,'Entire home/apt',11,3,3,2,500,t,30,60,90,365,138,21,0,4.78,4.82,4.86,4.86,4.89,4.68,4.75,f,1,1,0,0,3.04,2.702657,5.088989,14.145627,336
t,6,8,t,t,'Entire home/apt',6,2,2,30,1125,t,0,5,35,125,2,1,1,5,5,5,5,5,4.5,4.5,t,6,2,4,0,0.14,0.27797,4.28362,4.256443,180
f,1,1,t,t,'Entire home/apt',2,?,1,30,1125,f,0,0,0,0,3,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.07,0.174164,7.365128,2.515928,75
f,1,1,t,f,'Private room',2,1,1,30,1125,f,0,0,0,0,6,0,0,4.83,5,5,4.83,5,4.83,4.83,f,1,0,1,0,0.13,0.28858,5.511232,5.438312,60
f,1,2,t,t,'Entire home/apt',7,3,3,30,35,t,0,0,0,0,5,0,0,5,5,5,5,5,5,5,t,1,1,0,0,0.11,0.401281,6.388216,1.016622,600
f,1,1,t,f,'Private room',2,1,1,2,30,t,0,0,0,0,92,0,0,4.57,4.83,4.16,4.83,4.89,4.85,4.62,t,1,0,1,0,2.01,0.188979,4.78188,3.426731,44
f,29,30,t,t,'Hotel room',4,1,2,1,29,t,26,55,85,220,32,2,1,4.22,4.03,4.09,4.44,4.44,4.41,3.94,t,29,0,1,0,0.7,0.26312,6.970511,0.670344,307
f,1,1,t,t,'Entire home/apt',2,1,1,5,1125,t,1,1,1,61,43,6,1,4.93,4.98,4.9,4.9,4.95,5,4.79,f,1,1,0,0,0.96,0.15584,5.812726,1.305575,250
t,1,1,t,t,'Entire home/apt',2,1,1,6,28,t,4,13,37,37,90,21,1,4.93,4.96,4.96,4.96,4.99,4.83,4.79,f,1,1,0,0,2.03,0.14824,7.633675,5.119937,246
f,29,30,t,t,'Hotel room',4,1,2,1,29,t,26,55,85,220,57,4,2,4.32,4.39,4.43,4.79,4.59,4.71,4.29,t,29,0,1,0,1.24,0.223767,7.010752,0.706467,307
f,1,1,t,t,'Entire home/apt',4,2,2,1,30,f,0,0,0,0,2,0,0,5,5,5,5,5,4.5,4.5,f,1,1,0,0,0.04,0.158681,4.894719,5.250548,200
f,29,30,t,t,'Hotel room',2,1,1,1,29,t,23,51,81,217,33,5,0,4.21,4.52,4.3,4.7,4.61,4.73,4.15,t,29,0,1,0,0.72,0.190463,7.046375,0.741287,285
f,29,30,t,t,'Hotel room',2,1,1,1,14,t,23,51,81,217,29,0,0,4.07,4.17,4.07,4.38,4.31,4.55,3.93,t,29,0,1,0,0.63,0.273299,6.922322,0.618643,285
t,1,1,t,t,'Entire home/apt',2,?,1,45,160,t,0,0,0,31,6,2,0,5,5,4.67,5,5,5,4.67,f,1,1,0,0,0.2,0.079262,7.241009,1.276811,98
f,29,30,t,t,'Hotel room',2,1,1,1,29,t,23,51,81,217,43,0,0,4.3,4.47,4.47,4.65,4.6,4.65,4.37,t,29,0,1,0,0.94,0.229688,7.012699,0.711583,285
f,1,2,t,f,'Entire home/apt',4,1,1,30,1125,t,0,0,0,0,4,0,0,4.67,5,5,4.67,5,4.33,5,t,1,1,0,0,0.09,0.078562,5.448219,4.697298,100
f,1,2,t,t,'Private room',2,1,1,1,3,t,17,47,77,77,17,10,6,4.53,4.59,4.35,4.71,4.71,4.76,4.59,f,1,0,1,0,0.37,0.130846,6.207214,6.425217,82
t,3,3,t,t,'Entire home/apt',4,2,2,1,10,t,3,14,40,74,37,20,0,4.81,4.73,4.68,4.89,4.89,4.89,4.76,f,3,1,2,0,0.9,0.258679,4.821347,1.890458,399
f,2,9,t,t,'Private room',1,2,1,30,60,t,29,59,89,89,3,0,0,3.67,3.67,3.33,4.67,4.33,5,3.67,t,2,1,1,0,0.07,0.357418,6.568224,3.387802,100
f,32,53,t,t,'Private room',2,1,1,3,1125,t,7,37,67,67,3,2,0,4.67,5,5,5,5,3.67,4.33,t,32,0,32,0,0.07,0.578564,5.473852,8.784317,68
f,1,2,t,t,'Entire home/apt',2,1,1,30,30,t,0,0,0,0,13,0,0,5,5,4.67,4.83,4.92,5,5,f,1,1,0,0,0.29,0.243422,6.25342,5.01297,120
t,119,280,t,t,'Private room',1,1,1,30,1125,t,2,21,51,77,3,1,0,4.33,3.67,4.67,4.33,4.67,5,4,f,111,5,106,0,0.08,0.30303,2.989525,4.643174,85
f,2,2,t,t,'Entire home/apt',6,2,4,30,1125,f,0,0,0,0,93,0,0,4.92,4.97,4.97,4.92,4.96,4.9,4.86,f,2,2,0,0,2.1,0.400983,2.424154,3.985975,250
f,1,1,t,t,'Entire home/apt',4,2,2,30,1125,f,0,0,0,0,1,0,0,0,?,?,?,?,?,?,f,1,1,0,0,0.03,0.23211,5.696465,2.756834,150
t,119,280,t,t,'Private room',1,1,1,30,1125,t,0,4,34,309,6,3,0,4.67,4.83,4.67,4.83,5,5,5,f,111,5,106,0,0.15,0.144134,4.50588,4.440457,69
f,1,1,t,f,'Private room',1,1,1,90,180,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.02,0.186527,4.41218,1.906891,55
f,1,1,t,t,'Entire home/apt',2,1,1,3,14,t,0,0,0,0,4,1,0,4.5,4.5,4.25,4.5,4.5,4.5,3.75,f,1,1,0,0,0.09,0.173634,7.905788,5.026765,170
f,1,1,t,t,'Entire home/apt',2,1,1,30,1125,f,0,0,0,0,4,0,0,4.5,5,5,5,5,4.5,4.5,f,1,1,0,0,0.09,0.219394,6.296649,4.854914,75
t,119,280,t,t,'Private room',1,1,1,30,1125,t,12,42,72,347,11,3,0,4.91,4.82,4.55,4.82,4.91,5,4.82,f,111,5,106,0,0.25,0.32934,2.90418,4.063543,70
t,119,280,t,t,'Private room',1,1,1,30,1125,t,0,0,0,157,4,2,0,5,4.75,4.5,5,5,4.75,4.75,f,111,5,106,0,0.16,0.401484,3.88508,3.649384,69
t,4,4,t,t,'Private room',2,1,1,3,1125,t,0,0,30,83,54,18,1,4.69,4.91,4.65,4.94,4.85,4.56,4.67,f,4,1,3,0,1.2,0.380026,7.003121,6.061921,60
f,1,1,t,t,'Private room',1,1,1,30,1125,f,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.04,0.21967,7.289782,1.660014,33
f,1,1,t,t,'Entire home/apt',3,2,2,365,365,t,27,57,87,362,1,0,0,4,5,5,5,5,5,5,f,1,1,0,0,0.03,0.193767,5.214597,1.984176,400
f,1,4,t,t,'Entire home/apt',2,?,1,30,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,t,1,1,0,0,0.02,0.098001,6.99904,1.038261,200
f,1,1,t,f,'Entire home/apt',2,?,2,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.185545,6.350281,1.027396,300
t,119,280,t,t,'Private room',1,1,1,30,1125,t,6,36,66,341,4,2,1,4.75,4.75,4.5,5,5,4.25,4.25,f,111,5,106,0,0.11,0.430099,3.893073,3.674543,70
t,1,2,t,t,'Entire home/apt',2,1,1,5,15,t,1,2,6,253,92,49,2,4.95,4.92,4.92,4.98,4.99,4.85,4.93,f,1,1,0,0,2.03,0.137842,6.538836,5.564233,126
f,1,1,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,6,0,0,4.83,4.83,4.33,4.67,4.83,4.83,4.5,f,1,0,1,0,0.13,0.091083,5.844251,5.649303,55
f,7,7,t,t,'Private room',2,1,1,3,28,t,6,28,58,333,24,11,0,4.75,4.79,4.38,4.88,4.96,4.54,4.83,t,5,0,5,0,0.53,0.997989,8.281161,9.460185,50
f,2,2,t,t,'Entire home/apt',2,1,1,2,1125,t,0,6,18,108,18,14,1,4.67,4.78,4.67,4.78,4.78,4.56,4.5,f,2,2,0,0,1.24,0.168814,6.397586,3.838856,280
f,1,1,t,t,'Entire home/apt',4,1,2,30,30,t,1,6,36,62,22,2,1,4.86,5,4.68,5,4.73,4.77,4.77,f,1,1,0,0,0.49,0.232392,6.287234,4.361196,130
f,1,1,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,6,0,0,4.5,5,3.83,5,5,4.83,4.83,f,1,0,1,0,0.13,0.374336,7.11682,5.151817,40
f,1,1,t,t,'Entire home/apt',1,1,1,30,120,f,0,0,0,0,11,0,0,5,5,5,5,5,4.9,4.9,f,1,1,0,0,0.25,0.361367,5.244565,1.201184,182
f,215,222,t,t,'Private room',1,1,1,30,1125,t,1,1,1,1,1,0,0,5,5,4,5,5,5,5,f,158,5,153,0,0.04,0.149577,2.493813,5.200709,48
f,7,7,t,t,'Private room',4,1,2,3,28,t,13,38,68,343,69,21,1,4.43,4.49,4.32,4.67,4.48,4.2,4.45,t,5,0,5,0,1.52,1.101887,8.178217,9.507791,61
f,1,1,t,t,'Entire home/apt',3,1,1,1,1125,t,0,0,0,0,3,0,0,4,4.5,4.5,4,5,4,4.5,f,1,1,0,0,0.07,0.257292,6.265637,4.668432,180
f,1,1,t,t,'Private room',2,1,1,30,1125,t,0,0,0,0,2,0,0,5,5,4,5,5,5,5,f,1,0,1,0,0.05,0.217739,7.062381,1.960217,110
f,1,1,t,f,'Entire home/apt',4,2,4,2,14,t,13,43,73,348,56,18,3,4.98,5,5,5,4.98,4.96,4.89,t,1,1,0,0,1.25,2.443658,1.602564,7.778618,189
t,2,3,t,f,'Entire home/apt',2,1,1,5,1125,t,14,16,16,96,80,20,2,4.8,4.91,4.79,4.99,4.99,4.79,4.84,f,2,2,0,0,1.76,3.675867,2.888027,14.548635,99
f,2,4,t,t,'Entire home/apt',4,2,3,2,90,t,0,0,0,0,15,0,0,5,4.87,5,5,4.87,4.93,4.8,f,2,1,1,0,0.33,0.120924,4.980886,5.125128,414
t,119,280,t,t,'Private room',1,1,1,30,1125,t,0,0,0,263,7,4,0,4.71,4.86,4.57,4.86,5,4.86,4.29,f,111,5,106,0,0.18,0.106023,2.869945,3.442878,82
f,1,5,t,t,'Entire home/apt',2,2,1,14,31,t,0,0,0,0,4,0,0,5,5,5,5,5,5,4.67,f,1,1,0,0,0.11,0.101101,6.147805,3.71263,125
f,1,5,t,t,'Entire home/apt',4,1,2,30,30,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.158756,4.861578,2.023828,90
f,1,1,t,f,'Entire home/apt',2,1,1,30,1125,t,0,0,0,0,20,0,0,4.9,5,4.95,4.85,5,4.85,4.9,f,1,1,0,0,0.44,0.218311,7.960649,5.880589,110
t,119,280,t,t,'Private room',1,1,1,30,1125,t,12,42,72,347,2,1,0,5,5,5,5,5,5,5,f,111,5,106,0,0.16,0.179358,2.943466,3.369091,75
f,5,5,t,t,'Private room',1,1,1,30,1125,t,1,31,61,87,4,3,3,4.25,3.75,4.5,4.25,4.25,4.75,4,f,5,0,5,0,0.16,0.213989,6.103539,4.546669,94
t,3,3,t,t,'Private room',2,2,1,1,5,t,0,12,20,20,107,46,5,4.88,4.86,4.72,4.92,4.92,4.99,4.88,f,3,1,2,0,2.36,0.232224,4.842099,1.852324,130
f,1,1,t,t,'Entire home/apt',2,?,1,4,1125,t,0,0,1,1,7,7,1,5,5,4.86,4.71,5,5,4.86,f,1,1,0,0,0.66,0.170667,5.899127,1.241265,195
f,1,1,t,t,'Entire home/apt',4,1,2,3,45,t,7,15,19,19,2,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.04,0.237528,6.009038,3.353857,135
f,1,1,t,f,'Entire home/apt',4,2,2,90,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.195716,4.950171,4.283008,3200
t,119,280,t,t,'Private room',1,1,1,30,1125,t,0,23,53,328,1,0,0,5,5,5,5,5,5,5,f,111,5,106,0,0.06,0.358124,2.946839,3.979572,72
f,4,4,t,t,'Hotel room',2,?,1,30,90,f,0,0,0,0,1,0,0,5,5,5,5,5,4,5,f,2,1,0,0,0.02,0.24006,5.238669,1.131118,180
