@relation 'nyc_listings - full-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R6-8'

@attribute host_is_superhost {f,t}
@attribute host_listings_count numeric
@attribute host_total_listings_count numeric
@attribute host_has_profile_pic {t,f}
@attribute host_identity_verified {t,f}
@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute accommodates numeric
@attribute bedrooms numeric
@attribute beds numeric
@attribute minimum_nights numeric
@attribute maximum_nights numeric
@attribute has_availability {t,f}
@attribute availability_30 numeric
@attribute availability_60 numeric
@attribute availability_90 numeric
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute number_of_reviews_l30d numeric
@attribute review_scores_rating numeric
@attribute review_scores_accuracy numeric
@attribute review_scores_cleanliness numeric
@attribute review_scores_checkin numeric
@attribute review_scores_communication numeric
@attribute review_scores_location numeric
@attribute review_scores_value numeric
@attribute instant_bookable {f,t}
@attribute calculated_host_listings_count numeric
@attribute calculated_host_listings_count_entire_homes numeric
@attribute calculated_host_listings_count_private_rooms numeric
@attribute calculated_host_listings_count_shared_rooms numeric
@attribute reviews_per_month numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
f,1,2,t,t,'Entire home/apt',3,2,2,30,1125,t,0,0,0,0,5,0,0,3.8,4.4,4.2,4.6,4.8,4.2,4,f,1,1,0,0,0.05,0.107909,5.672023,5.729072,130
f,3,3,t,t,'Entire home/apt',2,1,1,4,1125,t,2,2,2,2,10,6,0,4.9,4.9,4.8,4.9,5,4.2,4.8,f,2,2,0,0,0.1,0.290805,9.787574,7.471907,119
f,3,3,t,t,'Private room',1,1,1,30,30,t,0,0,0,0,74,0,0,4.85,4.93,4.85,4.84,4.95,4.92,4.78,t,2,0,2,0,0.94,0.050756,6.169061,3.271829,68
f,1,1,t,t,'Entire home/apt',2,2,2,30,1125,f,0,0,0,0,1,0,0,5,5,4,5,5,5,5,f,1,1,0,0,0.02,0.130898,5.539308,3.07393,100
f,33,52,t,t,'Entire home/apt',4,1,1,30,180,t,1,1,1,160,5,1,0,4.6,4.8,4.8,4.6,4.8,4.8,4.2,t,33,32,0,0,0.08,0.564534,5.085302,3.168553,169
f,2,2,t,t,'Entire home/apt',4,2,2,30,1125,f,0,0,0,0,38,0,0,4.66,4.7,4.47,4.78,4.97,4.89,4.57,f,2,1,1,0,0.39,0.342534,8.002807,4.652997,175
f,1,1,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,2,0,0,3.5,4,3.5,3,4.5,4.5,3.5,f,1,0,1,0,0.02,0.378957,4.066012,2.373911,55
f,1,1,t,t,'Entire home/apt',4,1,2,30,1125,t,0,0,0,0,4,0,0,4.5,4.5,4.5,5,5,4.75,4.5,f,1,1,0,0,0.04,0.268261,4.491335,2.038003,150
f,1,1,t,f,'Entire home/apt',2,1,1,30,45,f,0,0,0,0,5,0,0,5,4.75,5,5,5,5,5,f,1,1,0,0,0.05,0.084497,7.919658,2.239859,120
f,2,3,t,t,'Entire home/apt',3,1,1,30,30,t,0,0,0,0,1,0,0,4,5,5,4,5,5,5,f,2,2,0,0,0.01,0.213132,3.61855,7.708851,100
f,2,3,t,t,'Entire home/apt',5,2,3,30,90,t,0,2,32,93,34,0,0,4.91,4.88,4.97,4.97,4.97,4.82,4.7,f,2,2,0,0,0.7,0.696928,8.853912,5.678453,250
f,1,1,t,t,'Private room',1,1,1,30,365,t,0,13,43,318,2,0,0,5,5,4.5,5,5,5,5,f,1,0,1,0,0.02,0.246201,5.115097,4.840454,50
f,327,383,t,t,'Entire home/apt',5,2,3,29,1125,t,27,57,87,362,0,0,0,?,?,?,?,?,?,?,t,79,79,0,0,?,0.11621,6.046828,0.553609,619
f,6,6,t,t,'Private room',1,1,1,31,365,t,0,0,4,170,6,1,0,5,5,5,5,5,5,5,f,6,0,6,0,0.12,0.108673,5.616591,5.804145,45
t,6,6,t,t,'Entire home/apt',2,1,1,10,480,t,2,2,2,2,40,6,0,4.78,4.79,4.69,4.9,4.9,4.26,4.69,f,3,3,0,0,0.46,0.212961,2.880801,4.928174,92
f,2,4,t,f,'Private room',2,1,1,30,1125,f,0,0,0,0,18,0,0,4.59,4.82,4.35,4.88,5,5,4.65,f,2,0,2,0,0.26,0.098691,7.720685,2.587675,125
f,1,1,t,t,'Entire home/apt',4,2,3,30,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.217711,4.598229,1.98378,750
f,1,6,t,t,'Entire home/apt',3,1,2,30,1125,t,0,0,0,0,4,0,0,5,5,5,5,5,4.75,4.75,f,1,1,0,0,0.04,0.19199,8.656989,6.015797,135
f,1,4,t,t,'Entire home/apt',2,1,1,30,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.01,0.224525,6.168416,0.527971,250
t,19,24,t,t,'Entire home/apt',2,?,1,110,730,t,28,58,88,363,21,1,1,4.38,4.52,4.1,4.52,4.52,4.67,4.14,f,19,19,0,0,0.23,0.257674,7.058189,0.840016,107
t,1,1,t,t,'Entire home/apt',2,1,1,30,1125,t,0,0,4,215,6,2,0,4.83,5,4.83,5,4.83,4.83,5,f,1,1,0,0,0.08,0.284863,9.429299,7.147948,125
f,1,1,t,t,'Entire home/apt',2,?,1,30,1125,f,0,0,0,0,3,0,0,5,5,4.67,5,4.67,5,4.67,f,1,1,0,0,0.04,0.11069,6.83501,1.978516,150
f,1,1,t,t,'Private room',1,1,1,30,64,t,0,0,0,0,1,0,0,3,3,1,3,5,4,3,f,1,0,1,0,0.01,0.117732,4.151062,3.287781,28
t,2,2,t,t,'Private room',1,1,1,30,1125,t,19,49,79,354,2,0,0,5,5,5,5,5,5,5,f,2,0,2,0,0.02,0.096774,9.268061,7.660448,75
f,2,3,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,2,0,0,5,5,4.5,5,5,4,4.5,f,2,0,2,0,0.03,0.175561,6.689029,5.610818,45
f,33,52,t,t,'Entire home/apt',4,1,1,30,180,t,0,0,5,280,7,1,0,4.86,5,5,5,4.71,4.57,4.29,t,33,32,0,0,0.08,0.523367,5.141072,3.193761,169
f,2,2,t,t,'Private room',1,1,1,90,180,t,0,0,0,0,12,0,0,4.42,4.75,4.67,5,4.92,4.42,4.25,t,2,0,2,0,0.12,0.127234,5.806785,3.880645,100
f,1,1,t,t,'Entire home/apt',1,?,1,30,30,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.038417,7.259589,1.453557,110
f,1,4,t,t,'Entire home/apt',2,?,2,30,30,t,0,0,0,0,13,0,0,5,5,5,5,4.83,5,4.92,f,1,1,0,0,0.28,0.058723,7.185693,1.937978,207
f,6,9,t,t,'Entire home/apt',2,1,1,90,300,t,0,0,0,217,18,2,0,4.11,4.5,3.83,4.61,4.61,4.06,4.06,f,1,1,0,0,0.18,0.205944,7.32016,2.77487,107
f,1,1,t,t,'Entire home/apt',5,2,5,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.294768,5.431922,2.336389,200
f,1,1,t,t,'Private room',2,1,1,30,180,t,28,58,88,363,35,0,0,4.77,4.8,4.77,4.83,4.94,4.57,4.74,f,1,0,1,0,0.36,0.340117,2.337559,8.32142,59
t,1,1,t,t,'Entire home/apt',3,?,1,30,1125,t,7,17,35,56,53,5,1,4.71,4.69,4.73,4.94,4.92,4.66,4.64,t,1,1,0,0,0.53,0.163712,9.310082,6.849143,130
f,31,31,t,t,'Entire home/apt',2,1,1,30,360,t,6,8,25,270,20,4,0,4.53,4.53,4.53,4.89,4.68,4.84,4.16,f,31,31,0,0,0.2,0.157109,4.620731,1.79498,100
f,1,2,t,t,'Private room',1,1,1,30,100,t,0,0,0,0,12,0,0,4.75,4.83,4.75,4.75,4.75,4.92,4.75,t,1,0,1,0,0.12,0.185785,8.634067,5.8864,57
f,31,31,t,t,'Entire home/apt',2,1,1,30,360,t,8,8,8,270,12,5,0,4.75,4.75,4.92,4.92,5,4.82,4.42,f,31,31,0,0,0.14,0.164993,4.614223,1.80292,117
f,1,1,t,t,'Entire home/apt',2,1,1,30,1125,t,0,0,0,0,29,0,0,4.59,4.72,4.62,4.93,4.93,4.79,4.55,f,1,1,0,0,0.29,0.039907,9.136659,5.529621,68
f,2,2,t,t,'Entire home/apt',2,1,1,30,1125,t,0,0,0,0,10,0,0,4.3,4.5,4.3,4.5,4.9,3.8,4.6,f,2,2,0,0,0.1,0.156823,6.486174,5.851359,77
f,1,1,t,t,'Entire home/apt',2,?,1,30,1125,f,0,0,0,0,8,0,0,5,5,5,4.83,5,5,4.83,f,1,1,0,0,0.08,0.156497,6.028988,1.223419,215
t,1,2,t,t,'Entire home/apt',4,2,2,2,30,t,0,0,0,0,79,11,0,4.96,4.99,4.99,4.96,4.97,4.99,4.95,f,1,1,0,0,0.91,0.221215,8.943993,5.443847,425
f,1,4,t,t,'Entire home/apt',4,2,1,30,1125,t,0,0,0,0,2,0,0,5,5,5,5,5,4,5,f,1,1,0,0,0.04,0.16564,4.592697,4.915946,150
f,1,1,t,t,'Entire home/apt',2,?,1,30,1125,t,0,0,0,0,6,0,0,4,4.5,3.17,4.5,4.5,4.83,3.83,f,1,1,0,0,0.06,0.255171,7.260112,2.493682,160
f,1,1,t,t,'Private room',1,1,1,30,30,t,0,0,0,0,6,0,0,5,5,4.83,5,4.83,4.67,4.83,f,1,0,1,0,0.07,0.098821,6.659181,3.979861,75
f,1,2,t,t,'Entire home/apt',4,1,2,30,360,t,0,0,0,0,4,0,0,4.75,5,5,4.75,5,4.5,4.5,f,1,1,0,0,0.04,0.277941,6.216584,4.042067,220
t,3,3,t,t,'Entire home/apt',5,3,3,3,1125,t,0,0,0,44,32,11,4,4.9,4.97,4.97,5,4.97,5,4.87,f,2,2,0,0,0.32,0.029492,9.147486,5.577464,250
f,1,1,t,t,'Shared room',2,1,1,30,1125,f,0,0,0,0,8,0,0,5,4.88,5,5,5,4.88,5,f,1,0,0,1,0.08,0.252357,4.311048,4.246949,207
f,1,1,t,t,'Entire home/apt',2,1,1,30,1125,t,0,0,0,256,14,0,0,4.57,4.79,4.64,5,4.93,5,4.36,f,1,1,0,0,0.14,0.328228,7.989135,2.047315,220
f,1,2,t,t,'Entire home/apt',2,1,1,30,1125,t,0,0,0,0,4,0,0,5,4.67,5,5,5,5,4.67,f,1,1,0,0,0.04,0.166601,6.341574,3.217939,50
f,1,1,t,f,'Private room',1,1,1,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.205339,4.75898,4.577222,125
t,2,6,t,f,'Entire home/apt',6,1,3,2,30,t,1,26,56,236,257,25,2,4.75,4.85,4.83,4.88,4.82,4.31,4.72,f,2,2,0,0,2.85,0.291187,7.440895,6.956141,113
f,1,1,t,t,'Entire home/apt',3,1,1,30,30,t,0,0,0,0,5,0,0,4.75,5,5,4.75,5,4.75,4.75,f,1,1,0,0,0.05,0.312596,8.400697,5.575073,125
t,1,2,t,t,'Private room',6,2,3,5,90,t,10,14,44,124,12,12,1,4.92,4.92,5,4.58,5,4.75,4.92,f,1,0,1,0,1.84,0.098464,2.462177,3.846751,216
t,1,2,t,t,'Entire home/apt',8,4,6,3,1125,t,2,10,20,25,90,25,2,4.96,4.98,4.81,4.94,4.99,4.87,4.82,f,1,1,0,0,0.9,0.35435,6.825703,2.224233,1294
f,1,1,t,f,'Entire home/apt',4,2,2,10,1125,t,0,0,0,0,4,2,0,5,5,5,5,5,5,5,f,1,1,0,0,0.08,0.195362,8.881226,5.484686,250
f,1,1,t,t,'Entire home/apt',1,1,1,30,60,t,0,0,0,0,3,0,0,5,5,5,5,5,5,4.33,f,1,1,0,0,0.04,0.205273,8.99133,5.525677,105
f,1,2,t,t,'Entire home/apt',2,?,1,5,10,t,0,0,0,0,10,0,0,4.8,5,4.1,4.9,5,4.8,4.8,f,1,1,0,0,0.1,0.372469,4.851856,1.453948,150
f,1,1,t,t,'Entire home/apt',2,?,1,30,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.01,0.233074,5.767121,1.628664,120
f,2,4,t,t,'Private room',2,1,1,30,1125,t,0,0,0,0,6,0,0,5,5,4.83,5,5,5,5,f,1,0,1,0,0.08,0.209057,6.287125,3.932686,60
f,1,1,t,t,'Entire home/apt',4,1,2,30,1125,t,0,0,0,0,5,0,0,4.6,5,4.6,4.8,4.8,4.8,4.6,f,1,1,0,0,0.05,0.258679,5.237002,3.793011,100
f,1,2,t,t,'Entire home/apt',4,2,1,360,1125,t,30,60,90,365,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.38819,6.477981,1.442541,5143
f,1,1,t,t,'Private room',2,1,2,30,1125,f,0,0,0,0,3,0,0,4.5,5,5,5,5,5,5,f,1,0,1,0,0.03,0.220063,4.226497,3.760544,136
f,1,2,t,t,'Entire home/apt',3,1,1,30,1125,t,0,0,14,261,10,0,0,4.9,4.9,4.8,4.9,5,4.7,5,f,1,1,0,0,0.1,0.036897,5.087163,5.162368,129
f,2,4,t,t,'Private room',1,1,1,30,1125,f,0,0,0,0,4,0,0,3.67,3.67,3.33,4,3.33,3.33,3.67,f,1,0,1,0,0.04,0.246138,10.778294,11.22651,45
f,1,2,t,t,'Entire home/apt',6,2,4,30,30,t,29,59,89,364,4,0,0,4.75,5,5,4.5,5,4.5,5,f,1,1,0,0,0.05,0.082761,10.828596,10.251091,219
f,1,1,t,t,'Private room',2,1,1,30,1125,t,0,0,0,84,64,4,0,4.66,4.77,4.44,4.94,4.94,4.75,4.63,t,1,0,1,0,0.64,0.147757,6.448564,3.806691,65
f,1,2,t,t,'Entire home/apt',2,1,1,30,365,t,6,6,16,87,196,4,0,4.63,4.75,4.67,4.82,4.92,4.88,4.51,f,1,1,0,0,2.02,0.252384,7.067904,0.818568,150
f,1,1,t,t,'Private room',1,1,1,30,40,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.14082,10.175969,8.243627,40
f,1,2,t,t,'Entire home/apt',2,1,1,30,30,t,0,0,0,0,1,0,0,4,5,4,5,5,5,5,f,1,1,0,0,0.02,0.205741,4.970364,1.573358,195
f,1,1,t,t,'Entire home/apt',2,1,1,30,1125,t,0,0,0,0,10,0,0,4.8,5,4.67,4.78,4.9,5,4.8,f,1,1,0,0,0.1,0.30994,9.089177,5.723611,88
f,1,1,t,t,'Entire home/apt',2,?,1,30,1125,t,0,0,0,0,12,0,0,4.75,4.83,4.92,5,5,5,4.67,f,1,1,0,0,0.12,0.150562,8.810776,4.942552,167
f,2,2,t,t,'Entire home/apt',4,2,3,30,1125,t,0,0,0,0,13,0,0,4.92,4.92,4.85,4.92,5,4.85,4.77,f,2,1,1,0,0.2,0.251407,4.796575,1.523327,274
f,1,2,t,t,'Entire home/apt',4,?,1,30,30,t,29,59,89,364,29,0,0,4.83,4.83,4.86,4.89,4.96,4.81,4.74,f,1,1,0,0,0.37,0.29608,7.739511,5.3004,700
t,1,1,t,t,'Entire home/apt',2,1,1,2,14,t,4,8,23,182,171,30,2,4.96,4.95,5,4.99,4.98,4.5,4.87,f,1,1,0,0,1.75,0.168635,6.790317,5.915675,195
f,1,2,t,t,'Entire home/apt',2,?,1,30,1125,t,0,0,0,0,2,0,0,4.5,5,5,5,5,5,4,f,1,1,0,0,0.02,0.070892,7.935357,2.251554,125
f,1,1,t,t,'Entire home/apt',4,3,6,30,30,t,0,0,0,0,13,0,0,4.77,4.85,4.69,4.62,4.54,4.69,4.69,f,1,1,0,0,0.13,0.314406,8.555054,5.64291,170
f,1,6,t,t,'Entire home/apt',6,4,3,30,30,t,28,58,88,363,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.174493,5.991715,3.80834,1200
f,1,1,t,t,'Entire home/apt',2,?,1,30,1125,f,0,0,0,0,7,0,0,4.86,4.86,4.71,4.86,5,5,5,f,1,1,0,0,0.07,0.039912,4.283238,2.328052,125
t,3,3,t,t,'Entire home/apt',7,3,3,3,1125,t,15,45,74,161,74,1,1,4.5,4.76,4.43,4.63,4.6,3.91,4.56,t,3,3,0,0,0.75,0.423588,6.923684,5.135086,446
f,6,9,t,t,'Entire home/apt',2,1,1,30,1125,t,0,5,35,125,10,1,1,4.6,4.6,4.6,5,4.9,5,4.4,f,6,6,0,0,0.1,0.115471,7.510393,2.638826,118
f,1,1,t,t,'Entire home/apt',2,1,1,30,365,t,0,0,0,0,5,0,0,4.6,4.8,4.8,4.8,5,4.6,4.8,f,1,1,0,0,0.05,0.227568,6.483153,7.119988,175
f,1,1,t,t,'Entire home/apt',2,1,1,21,75,t,0,0,0,117,9,1,0,4.78,5,4.78,4.89,5,4.78,4.67,f,1,1,0,0,0.09,0.116378,8.8275,5.971427,105
f,2,2,t,t,'Private room',1,1,1,30,1125,f,0,0,0,0,5,0,0,4.8,4.8,4.6,5,5,5,4.6,f,2,1,1,0,0.05,0.387799,7.909086,4.57002,100
f,1,6,t,t,'Entire home/apt',2,1,1,30,90,t,0,0,26,301,46,6,0,4.78,4.82,4.53,4.96,4.98,4.8,4.64,f,1,1,0,0,0.48,0.082799,8.678711,6.243751,160
t,1,3,t,t,'Entire home/apt',4,1,2,2,1125,t,3,23,53,315,319,41,0,4.94,4.96,4.98,4.96,4.95,4.87,4.91,f,1,1,0,0,3.17,0.175409,4.29706,15.062797,145
f,1,1,t,t,'Entire home/apt',2,?,1,5,1125,t,12,30,55,132,2,1,0,5,5,5,5,5,5,5,f,1,1,0,0,0.02,0.149563,4.249254,2.626561,299
f,3,3,t,t,'Private room',2,1,1,30,1125,t,0,0,0,0,4,0,0,5,4.5,4.5,5,5,5,5,t,2,0,2,0,0.04,0.232843,6.050592,3.809001,75
f,2,6,t,t,'Private room',2,1,1,30,1125,t,0,0,0,250,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.214338,5.613175,3.149476,135
f,1,1,t,t,'Entire home/apt',4,2,3,30,1125,t,0,0,0,0,2,0,0,4.5,5,5,5,5,4.5,5,f,1,1,0,0,0.02,0.20581,8.881334,5.271762,190
f,1,2,t,t,'Entire home/apt',4,2,3,30,1125,t,0,0,0,0,1,0,0,0,?,?,?,?,?,?,f,1,1,0,0,0.01,0.545019,7.117218,5.300066,75
f,1,9,t,t,'Entire home/apt',5,3,4,30,30,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.241051,5.226431,8.771097,250
f,2,5,t,t,'Entire home/apt',2,1,1,5,120,t,1,3,5,74,67,7,1,4.63,4.91,4.77,4.8,4.91,4.27,4.65,f,1,1,0,0,0.68,0.147415,7.191231,4.803275,125
f,1,1,t,f,'Entire home/apt',3,?,1,30,1125,f,0,0,0,0,12,0,0,4.83,4.92,5,5,5,4.92,4.92,f,1,1,0,0,0.16,0.086354,6.124229,3.276693,175
f,3,6,t,t,'Entire home/apt',5,2,3,5,60,t,0,0,0,0,33,7,0,4.94,4.97,4.88,5,5,4.91,4.75,f,2,2,0,0,0.35,0.34187,9.148478,5.819516,545
f,1,1,t,t,'Entire home/apt',4,1,3,2,14,t,4,9,27,94,216,23,2,4.56,4.72,4.6,4.87,4.83,4.18,4.6,f,1,1,0,0,2.19,0.161115,7.210237,7.100273,105
f,1,1,t,t,'Entire home/apt',2,1,1,20,1125,t,0,0,0,249,11,0,0,4.63,4.5,4.5,4.63,4.88,4.75,4.75,f,1,1,0,0,0.11,0.105477,8.559761,5.997295,98
f,1,1,t,t,'Entire home/apt',6,3,3,4,60,t,0,0,0,0,40,7,3,4.98,4.95,4.9,4.95,5,4.72,4.74,f,1,1,0,0,0.41,0.321636,8.473475,5.713643,400
f,1,2,t,f,'Entire home/apt',2,1,1,30,1125,f,0,0,0,0,1,0,0,5,5,4,5,5,5,5,f,1,1,0,0,0.01,0.098659,6.854853,1.916586,171
f,1,3,t,f,'Entire home/apt',6,3,3,30,1125,t,0,20,22,285,71,1,0,4.75,4.71,4.63,4.88,4.9,4.74,4.61,f,1,1,0,0,0.72,0.152166,7.915109,5.804719,220
f,1,4,t,t,'Entire home/apt',8,3,4,120,240,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.273597,6.373457,3.08341,250
f,1,1,t,t,'Entire home/apt',3,1,1,30,30,t,0,0,0,0,4,0,0,5,5,5,5,5,5,4.67,f,1,1,0,0,0.04,0.132229,7.667598,1.823928,200
f,1,3,t,t,'Entire home/apt',4,2,?,30,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.053863,6.236259,3.242367,250
t,1,1,t,t,'Entire home/apt',3,1,1,14,1125,t,7,7,7,7,188,14,0,4.91,4.95,4.92,4.98,4.96,4.89,4.83,f,1,1,0,0,1.92,0.137719,5.0089,3.591982,275
f,3,4,t,f,'Entire home/apt',4,2,3,30,1125,t,0,0,0,249,81,0,0,4.24,4.42,4.37,4.66,4.76,3.94,4.41,f,3,3,0,0,0.81,0.529769,7.052952,5.543305,81
f,1,2,t,f,'Entire home/apt',4,2,4,30,1125,t,0,0,0,78,22,0,0,4.68,4.86,4.45,4.91,4.95,4.68,4.41,f,1,1,0,0,0.22,0.301764,6.456278,3.457848,130
t,1,2,t,t,'Entire home/apt',2,?,1,1,25,t,4,9,22,274,143,21,3,4.48,4.73,4.42,4.74,4.72,4.66,4.6,t,1,1,0,0,1.44,0.182374,3.920059,5.198182,80
f,1,1,t,t,'Entire home/apt',3,?,2,30,31,t,0,0,0,0,45,0,0,4.76,4.95,4.88,4.98,4.98,4.83,4.76,f,1,1,0,0,0.53,0.101326,8.149795,5.176073,100
f,1,1,t,t,'Entire home/apt',4,1,2,30,60,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.226566,6.340459,3.51428,200
f,1,1,t,t,'Entire home/apt',4,2,3,30,1125,t,0,0,0,0,4,0,0,5,5,4.75,5,5,5,5,f,1,1,0,0,0.04,0.005161,4.713712,1.663812,250
f,1,2,t,t,'Entire home/apt',5,3,3,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.302466,5.171691,4.425515,200
t,3,6,t,t,'Entire home/apt',2,1,1,7,1125,t,0,0,0,30,104,17,0,4.7,4.79,4.64,4.8,4.77,4.92,4.69,f,1,1,0,0,1.04,0.074465,7.035888,1.123127,182
t,8,11,t,f,'Entire home/apt',6,2,3,30,1125,t,9,15,45,320,51,0,0,4.27,4.47,4.39,4.84,4.92,4.63,4.29,f,4,4,0,0,0.51,0.24877,7.687869,5.630534,161
f,1,3,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,2,0,0,4,5,3,5,5,4.5,4,f,1,0,1,0,0.03,0.138258,5.357757,3.114605,31
f,1,1,t,t,'Entire home/apt',3,1,1,30,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.01,0.223288,6.51632,7.682073,100
f,1,1,t,t,'Entire home/apt',3,1,2,30,1125,f,0,0,0,0,1,0,0,4,5,4,4,4,5,5,f,1,1,0,0,0.01,0.161577,7.434722,2.546097,110
f,3,3,t,t,'Entire home/apt',3,1,2,30,1125,t,0,0,0,0,11,0,0,4.78,4.89,4.44,4.67,4.78,4.33,4.89,f,1,1,0,0,0.12,0.132166,9.824412,7.354469,79
t,1,1,t,t,'Entire home/apt',6,3,4,4,365,t,0,0,1,132,118,10,1,4.84,4.85,4.68,4.92,4.91,4.84,4.72,f,1,1,0,0,1.25,0.143739,7.77789,2.895484,635
f,2,2,t,t,'Entire home/apt',2,1,1,3,35,t,3,14,38,297,94,15,2,4.2,4.53,4.21,4.77,4.85,4.49,4.26,f,2,2,0,0,0.95,0.169664,4.679285,4.551681,138
f,1,4,t,t,'Private room',2,1,1,30,1125,t,0,0,0,0,3,0,0,4.67,4.33,5,5,5,4.33,4.67,f,1,0,1,0,0.03,0.224862,4.072003,3.8959,75
f,6,7,t,t,'Entire home/apt',4,2,3,4,1125,t,13,43,73,348,78,7,1,4.38,4.6,4.51,4.78,4.74,4.29,4.33,t,6,1,5,0,0.79,0.570375,7.283164,11.310882,90
f,2,2,t,t,'Private room',2,1,1,30,365,f,0,0,0,0,4,0,0,4.5,5,4,5,5,3,5,f,2,0,2,0,0.04,0.025734,10.060259,7.5319,60
t,2,5,t,t,'Entire home/apt',3,?,1,4,21,t,4,19,40,306,251,35,2,4.93,4.93,4.92,4.98,4.97,4.74,4.9,f,2,2,0,0,2.54,0.488387,4.284794,6.348136,110
f,3,4,t,t,'Private room',2,1,1,30,1125,t,0,6,36,311,43,2,0,4.63,4.79,4.81,4.93,4.79,4.74,4.81,f,3,1,2,0,0.47,0.547441,8.407375,10.675282,80
f,1,1,t,t,'Entire home/apt',2,1,1,30,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.181482,6.156903,0.599006,150
t,1,1,t,t,'Entire home/apt',2,1,1,2,1125,t,1,1,1,1,287,29,1,4.82,4.93,4.68,4.96,4.95,4.77,4.82,f,1,1,0,0,2.88,0.22381,2.960604,4.288665,115
f,1,1,t,t,'Entire home/apt',4,2,2,30,1125,t,0,0,0,218,7,0,0,4.75,5,4.75,5,5,5,4.75,t,1,1,0,0,0.07,0.059328,8.361847,5.035853,375
t,3,4,t,t,'Entire home/apt',4,2,2,3,90,t,1,3,3,3,153,31,1,4.83,4.89,4.73,4.92,4.93,4.97,4.75,f,2,2,0,0,1.79,0.273329,9.038137,5.676275,325
f,1,1,t,f,'Entire home/apt',2,1,1,30,1125,t,0,0,0,0,1,0,0,5,5,4,5,5,4,5,f,1,1,0,0,0.01,0.154754,4.168019,2.943808,100
f,1,4,t,t,'Entire home/apt',2,1,1,2,1125,t,8,37,67,342,190,23,1,4.57,4.73,4.46,4.91,4.93,4.62,4.46,f,1,1,0,0,1.94,0.111411,4.870951,3.395436,310
f,1,1,t,t,'Entire home/apt',6,3,2,30,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.114269,8.61109,4.869884,1057
f,1,1,t,t,'Entire home/apt',3,1,3,3,1125,t,0,0,0,244,52,9,2,4.38,4.43,3.98,4.66,4.62,4.85,4.34,f,1,1,0,0,0.55,0.129351,7.816742,2.687727,181
f,2,2,t,t,'Private room',2,1,1,30,1125,f,0,0,0,0,2,0,0,4,5,3,5,5,4,4,f,2,0,2,0,0.04,0.479321,3.135848,7.331914,35
t,2,4,t,t,'Private room',3,1,1,1,5,t,19,48,78,258,206,21,0,4.86,4.95,4.92,4.94,4.96,4.88,4.86,f,1,0,1,0,2.07,8.94495,10.419621,17.847435,73
f,1,1,t,t,'Entire home/apt',4,2,2,30,1125,f,0,0,0,0,1,0,0,4,5,4,4,5,4,4,f,1,1,0,0,0.01,0.116522,3.992108,4.010622,70
t,19,24,t,t,'Entire home/apt',2,?,1,180,730,t,0,0,0,96,18,4,1,4.72,4.83,4.44,4.67,4.83,4.94,4.61,f,19,19,0,0,0.21,0.259493,7.057728,0.842367,115
f,37,48,t,t,'Entire home/apt',3,1,2,30,365,t,11,11,11,225,20,3,1,4.75,4.6,4.7,4.85,4.9,4.95,4.4,f,22,22,0,0,0.22,0.231312,7.960753,2.135055,150
f,3,5,t,t,'Entire home/apt',9,3,4,5,1125,t,4,15,40,214,224,18,2,4.74,4.89,4.85,4.92,4.95,4.18,4.75,f,3,3,0,0,2.25,0.300657,7.5788,6.658351,147
