host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
f,6,7,t,t,West Town,41.89257,-87.66186,Private room,2,1,1,60,1125,t,0,0,0,46,49,2,0,4.8,4.73,4.71,4.92,4.9,4.9,4.73,f,5,3,2,0,0.85,0.422113667,8.860707106,2.015199417,62
t,1,1,t,t,Avondale,41.93246,-87.71063,Entire home/apt,4,1,2,1,1125,t,3,15,45,45,117,51,2,4.78,4.96,5,4.98,4.98,4.92,4.82,f,1,1,0,0,2.1,0.108138551,10.35999279,5.791906118,145
t,1,5,t,f,North Center,41.95834,-87.69176,Entire home/apt,2,1,1,20,1125,t,8,28,51,51,89,4,0,4.9,4.9,4.84,4.97,4.99,4.91,4.89,f,1,1,0,0,1.54,0.556493583,11.71568555,6.488319805,85
t,2,3,t,t,West Town,41.8957,-87.65648,Entire home/apt,10,4,5,32,1124,t,9,39,66,341,178,33,0,4.81,4.87,4.78,4.94,4.92,4.79,4.69,f,2,2,0,0,3.11,0.05751925,9.204654357,1.896529416,159
t,2,3,t,t,West Town,41.89579,-87.65884,Entire home/apt,7,3,4,32,1125,t,11,11,18,293,140,5,1,4.81,4.88,4.8,4.93,4.94,4.64,4.68,f,2,2,0,0,2.45,0.177663494,9.137098887,2.000991103,119
f,1,3,t,t,Logan Square,41.93112,-87.7165,Entire home/apt,5,2,2,32,1125,t,0,0,0,0,0,0,0,,,,,,,,t,1,1,0,0,,0.313948488,10.20342831,5.982708084,85
f,1,1,t,t,Woodlawn,41.78445,-87.61164,Entire home/apt,6,3,3,2,1125,t,20,48,78,353,100,9,2,4.77,4.86,4.71,4.93,4.89,4.54,4.82,f,1,1,0,0,1.8,0.341047469,7.686402937,6.53748033,200
t,2,2,t,t,Lincoln Park,41.91126,-87.64307,Entire home/apt,6,3,3,2,31,t,0,0,0,0,159,3,0,4.87,4.88,4.86,4.96,4.96,4.94,4.74,f,2,2,0,0,2.83,0.195716757,10.50416638,2.400018365,243
f,1,2,t,t,Hyde Park,41.79742,-87.59016,Entire home/apt,5,3,3,32,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.04,0.225283481,8.893451129,5.97285386,125
f,57,172,t,t,Logan Square,41.91558,-87.67206,Entire home/apt,4,2,2,1,1125,t,2,13,42,317,267,39,2,4.61,4.71,4.66,4.63,4.63,4.84,4.57,f,57,57,0,0,4.68,0.234380509,9.959239594,3.465846643,143
t,1,1,t,f,Lake View,41.95135,-87.67268,Entire home/apt,3,1,1,2,29,t,0,0,0,0,143,10,0,4.96,4.99,4.98,4.98,4.99,4.96,4.92,f,1,1,0,0,2.52,0.223903883,12.21138018,5.570178207,115
t,3,4,t,f,Hyde Park,41.79512,-87.59733,Entire home/apt,2,1,1,21,1125,t,3,3,3,85,29,11,6,4.97,4.86,4.86,4.93,4.9,4.93,4.79,t,3,2,1,0,0.77,0.543637991,8.490343262,5.993810479,84
f,1,2,t,t,Chatham,41.74874,-87.60714,Entire home/apt,6,3,4,3,1125,t,15,45,75,350,124,20,0,4.77,4.86,4.92,4.97,4.98,4.48,4.81,t,1,1,0,0,2.16,0.557075983,8.337616325,9.011180424,118
t,2,2,t,t,Uptown,41.96091,-87.65628,Entire home/apt,4,1,2,30,1124,t,0,0,24,217,38,2,0,4.95,4.87,4.95,4.92,4.97,4.87,4.71,f,1,1,0,0,0.66,0.195652729,13.16062978,5.893971471,485
f,5,13,t,t,South Shore,41.76956,-87.57354,Entire home/apt,8,3,2,60,365,t,30,60,90,365,24,0,0,4.64,4.64,4.57,4.86,4.86,4.43,4.71,t,2,1,1,0,0.42,0.283069328,9.831571879,8.094748051,199
f,1,2,t,t,West Garfield Park,41.87649,-87.72936,Entire home/apt,8,2,3,32,60,t,29,59,89,179,83,0,0,4.3,4.58,4.52,4.67,4.81,3.55,4.25,f,1,1,0,0,1.66,0.274198176,6.369376803,5.437111003,250
t,1,1,t,t,Edgewater,41.97914,-87.65662,Entire home/apt,6,3,4,1,1124,t,13,34,34,185,123,25,5,4.89,4.93,4.9,4.93,4.96,4.91,4.72,f,1,1,0,0,2.18,0.135710871,13.55067923,7.123890991,99
t,2,2,t,t,Lincoln Park,41.91579,-87.63686,Entire home/apt,2,1,1,2,30,t,7,18,40,107,285,80,9,4.96,4.94,4.97,4.95,5,5,4.89,f,2,2,0,0,4.98,0.384342956,10.95451652,2.629023415,218
t,1,1,t,t,Avondale,41.93305,-87.71301,Entire home/apt,6,2,4,2,1125,t,0,0,1,1,102,33,3,4.98,4.99,4.97,4.98,4.99,4.98,4.9,f,1,1,0,0,1.94,0.192930254,10.37198328,5.917526286,134
t,2,3,t,t,Edgewater,41.98491,-87.66175,Entire home/apt,3,1,1,1,30,t,0,6,24,35,79,23,2,4.97,4.96,4.94,4.99,4.94,4.94,4.92,t,2,2,0,0,1.43,0.176565032,13.27767039,7.573536439,115
t,1,2,t,t,Hyde Park,41.80176,-87.60216,Entire home/apt,10,5,6,2,45,t,2,15,29,96,322,61,3,4.94,4.97,4.87,4.95,4.96,4.87,4.95,f,1,1,0,0,5.62,0.800811399,8.275039482,5.479384132,189
t,18,21,t,t,West Ridge,42.01653,-87.68778,Private room,3,1,2,1,900,t,26,56,86,176,23,14,0,4.83,4.78,4.61,4.78,4.91,4.74,4.65,f,17,0,4,13,0.49,0.798127289,12.13487947,10.06260935,54
f,1,2,t,t,Near North Side,41.89107,-87.61864,Entire home/apt,4,2,2,35,90,t,23,53,83,173,3,0,0,5,5,5,5,5,4.5,4.5,f,1,1,0,0,0.06,0.494957365,10.29084839,1.082677268,200
f,1,1,t,t,Logan Square,41.91942,-87.71275,Entire home/apt,6,2,2,2,1125,t,10,33,56,69,159,27,7,4.96,4.96,4.96,4.98,4.94,4.86,4.88,f,1,1,0,0,3.53,0.721159335,9.457208687,5.351741047,255
f,1,1,t,t,Lincoln Square,41.96915,-87.69253,Private room,1,1,1,1,1125,t,5,6,34,309,44,7,2,4.73,4.75,4.64,4.91,4.93,4.8,4.82,f,1,0,1,0,0.77,0.216338308,11.60826967,7.155431525,45
t,18,21,t,t,West Ridge,42.01653,-87.68778,Shared room,2,1,1,1,900,t,26,56,86,176,62,7,1,4.79,4.85,4.63,4.84,4.95,4.74,4.79,f,17,0,4,13,1.16,0.798127289,12.13487947,10.06260935,27
f,1,2,t,t,Lower West Side,41.85023,-87.68187,Private room,2,1,1,3,7,f,0,0,0,0,1,0,0,0,,,,,,,f,1,0,1,0,0.02,0.349742948,5.871377042,3.432319693,30
f,1,2,t,f,West Town,41.90018,-87.66736,Entire home/apt,8,2,4,32,1124,f,0,0,0,0,34,0,0,4.62,4.79,4.79,4.79,4.76,4.74,4.71,f,1,1,0,0,0.63,0.236122267,9.14501327,2.554759361,363
f,1,1,t,t,West Town,41.90362,-87.67185,Entire home/apt,6,2,3,3,1125,t,6,29,49,324,132,22,5,4.83,4.86,4.73,4.95,4.92,4.93,4.76,f,1,1,0,0,2.37,0.228295442,9.230986605,2.893439638,243
t,2,2,t,t,Hyde Park,41.80153,-87.59061,Private room,1,1,1,1,30,t,0,12,42,317,29,11,0,4.66,4.69,4.79,4.93,4.93,4.83,4.52,t,2,1,1,0,0.56,0.178904433,8.898660601,5.700193739,79
t,3,5,t,t,Mckinley Park,41.829,-87.67647,Private room,2,1,1,1,1125,t,21,51,81,356,58,15,4,4.79,4.95,4.74,4.98,4.98,4.78,4.83,t,3,0,3,0,1.1,0.2280303,5.098267535,4.239233175,75
t,3,5,t,t,Mckinley Park,41.83135,-87.67662,Private room,1,1,1,32,1125,t,29,59,89,179,31,3,0,4.94,5,4.9,5,5,4.87,4.81,t,3,0,3,0,0.56,0.261732734,5.187774235,4.115883971,65
t,3,5,t,t,Mckinley Park,41.82909,-87.67677,Private room,1,1,1,32,1125,t,29,59,89,179,32,3,0,4.72,4.75,4.88,4.78,4.91,4.78,4.69,f,3,0,3,0,0.6,0.211247061,5.088582187,4.244149562,65
t,5,8,t,t,Norwood Park,41.98294,-87.8196,Private room,1,1,1,5,1125,t,0,0,22,112,187,23,2,4.81,4.87,4.84,4.88,4.88,4.82,4.83,f,5,0,5,0,3.34,0.633326815,4.661548667,12.63818042,37
t,2,3,t,f,North Center,41.9464,-87.68028,Entire home/apt,4,2,2,3,1125,t,6,22,41,313,13,5,1,4.85,4.92,4.62,4.92,4.85,4.85,4.69,f,2,2,0,0,0.24,0.303692878,11.74736047,5.459507654,199
f,1,1,t,t,Bridgeport,41.83897,-87.65606,Private room,1,1,1,32,1125,t,0,0,0,0,23,0,0,4.52,4.74,4.57,4.87,4.83,4.65,4.61,f,1,0,1,0,0.44,0.516576705,6.405471587,3.057058876,50
t,18,21,t,t,West Ridge,42.01653,-87.68778,Private room,3,1,2,1,900,t,8,38,68,158,10,2,0,4.6,4.7,4.8,4.8,5,4.7,4.4,f,17,0,4,13,0.19,0.798127289,12.13487947,10.06260935,54
f,1,1,t,f,Uptown,41.95689,-87.64718,Private room,3,1,2,32,1125,f,0,0,0,0,4,0,0,5,5,4.75,5,5,5,5,f,1,0,1,0,0.07,0.459707046,13.1166315,5.51870848,26
f,12,30,t,t,West Englewood,41.77686,-87.65524,Shared room,4,1,3,33,1125,t,4,26,56,331,27,1,0,4.04,4.19,3.74,4.56,4.74,3.3,3.96,f,12,0,2,10,0.47,0.485442644,5.342445966,7.122319579,25
t,2,2,t,t,Near West Side,41.87868,-87.68661,Private room,4,1,1,2,1125,t,19,44,74,164,148,39,5,4.75,4.76,4.87,4.9,4.88,4.64,4.73,f,2,0,2,0,2.69,0.215305791,7.33488158,3.10208416,76
t,5,5,t,t,Avondale,41.93237,-87.69158,Entire home/apt,2,1,1,32,1125,t,12,21,42,132,94,12,0,4.84,4.94,4.93,4.87,4.95,4.87,4.86,f,3,2,1,0,1.68,0.766486416,10.631581,5.039905864,65
t,8,16,t,f,South Lawndale,41.8524,-87.69648,Private room,1,1,1,5,213,t,16,46,76,95,7,1,0,4.86,5,4.86,5,5,4.43,4.71,f,8,1,7,0,0.15,0.138261447,5.505898359,4.049628781,52
f,1,2,t,t,Norwood Park,41.98696,-87.80674,Private room,2,1,1,32,1125,t,28,58,88,363,5,0,0,3.75,4,5,5,4,5,4,f,1,0,1,0,0.09,0.319396313,5.385060278,12.23738866,100
f,1,1,t,t,Bridgeport,41.83485,-87.65227,Entire home/apt,4,2,2,1,30,t,12,38,61,61,263,26,1,4.88,4.92,4.93,4.95,4.93,4.78,4.85,f,1,1,0,0,4.65,0.782141179,6.422826338,3.226598585,153
f,1,1,t,t,East Garfield Park,41.88219,-87.70706,Entire home/apt,6,2,2,32,180,f,0,0,0,0,37,0,0,4.56,4.72,4.64,4.92,4.83,4.19,4.61,f,1,1,0,0,0.68,0.136709616,7.083881226,4.227825363,68
t,1,1,t,t,Bridgeport,41.83357,-87.64838,Entire home/apt,3,,1,2,30,t,8,14,22,182,276,48,2,4.94,4.97,4.92,4.96,4.97,4.89,4.95,t,1,1,0,0,4.96,0.911465453,6.559926311,3.235711935,104
f,31,66,t,t,Lake View,41.94666,-87.64938,Private room,2,1,1,32,1125,t,0,0,0,0,40,0,0,4.75,4.9,4.6,5,4.93,4.88,4.85,f,21,14,7,0,0.71,0.238042108,12.43108924,4.849934144,26
f,31,66,t,t,Lake View,41.94629,-87.64919,Private room,2,1,1,32,1125,t,0,0,0,0,34,0,0,4.61,4.71,4.5,4.82,4.76,4.82,4.71,f,21,14,7,0,0.6,0.253078174,12.41303414,4.822747464,26
f,2,2,t,f,Lake View,41.9456,-87.65497,Entire home/apt,10,5,5,32,1125,t,23,53,83,173,149,16,0,4.9,4.96,4.88,4.88,4.87,4.97,4.93,f,2,2,0,0,2.7,0.12778447,12.23009363,4.856022783,300
t,4,4,t,t,Avondale,41.93493,-87.71985,Entire home/apt,2,1,1,14,1125,t,0,27,57,332,26,5,0,4.84,4.84,4.72,4.88,4.92,4.84,4.44,f,4,4,0,0,0.46,0.504471225,10.42881665,6.288926165,199
f,1,1,t,t,North Center,41.94427,-87.68007,Entire home/apt,10,3,5,32,1124,t,12,42,72,347,129,14,0,4.68,4.74,4.67,4.92,4.91,4.94,4.7,f,1,1,0,0,2.44,0.339861773,11.61289298,5.327241226,149
f,31,66,t,t,Lake View,41.94652,-87.65114,Private room,1,1,1,32,1125,t,0,0,0,0,46,0,0,4.65,4.85,4.7,4.98,4.85,5,4.78,f,21,14,7,0,0.82,0.146180598,12.37925857,4.86263913,21
f,18,30,t,t,Lincoln Park,41.92798,-87.64014,Entire home/apt,2,1,1,1,1125,t,13,41,71,71,297,70,3,4.53,4.77,4.45,4.78,4.71,4.96,4.6,t,18,15,3,0,5.32,0.714825313,11.55623722,3.487716885,113
t,1,2,t,t,Irving Park,41.95619,-87.69927,Entire home/apt,6,3,3,4,4,t,0,25,55,231,63,30,5,4.78,4.81,4.67,4.89,4.9,4.86,4.73,t,1,1,0,0,1.21,0.696158148,11.32797004,6.58939499,172
f,31,66,t,t,Lake View,41.94481,-87.65001,Private room,2,1,1,32,1125,t,0,0,0,0,23,0,0,4.7,4.87,4.65,5,4.91,5,4.83,f,21,14,7,0,0.41,0.258104749,12.30172021,4.733408302,20
t,3,4,t,t,Lake View,41.94298,-87.64762,Entire home/apt,4,2,2,2,100,t,6,22,44,122,151,61,5,4.78,4.93,4.74,4.91,4.92,4.98,4.78,f,3,3,0,0,2.69,0.374291677,12.24977814,4.581233073,236
t,2,2,t,t,Lower West Side,41.85606,-87.66262,Private room,6,1,1,2,120,t,3,11,33,111,268,74,5,4.79,4.81,4.46,4.96,4.95,4.85,4.84,f,2,0,2,0,4.75,0.376992745,6.884814371,2.350292456,70
t,1,1,t,t,West Town,41.8989,-87.68397,Entire home/apt,4,2,2,2,28,t,0,1,7,58,79,28,4,4.9,4.99,4.82,5,5,4.96,4.94,t,1,1,0,0,1.42,0.707862149,8.639891803,3.287503894,100
f,1,2,t,f,Albany Park,41.97366,-87.70872,Private room,2,1,1,32,1125,t,30,60,89,172,48,15,0,4.94,4.94,4.94,4.94,4.94,4.85,4.92,f,1,0,1,0,1.13,0.433874029,10.71139283,7.876791557,69
f,31,66,t,t,Lake View,41.9453,-87.65118,Private room,2,1,1,32,1125,t,0,0,0,0,30,0,0,4.7,4.83,4.5,5,4.93,4.9,4.77,f,21,14,7,0,0.54,0.187627077,12.30301737,4.781486756,21
t,1,1,t,f,Edgewater,41.98594,-87.66255,Entire home/apt,4,1,1,2,200,t,0,21,43,314,129,35,4,4.97,4.98,4.99,4.99,4.99,4.91,4.89,f,1,1,0,0,2.44,0.251313136,13.2365427,7.652801196,133
t,2,2,t,t,Hyde Park,41.80151,-87.59275,Entire home/apt,4,4,4,2,31,t,18,45,67,322,24,16,4,4.83,4.88,4.75,4.88,4.88,4.92,4.54,t,2,1,1,0,0.44,0.29210597,8.782509965,5.658657577,319
t,2,2,t,t,Lincoln Park,41.91227,-87.64275,Entire home/apt,2,1,1,32,1125,t,0,0,0,0,25,0,0,5,5,5,5,5,4.89,5,f,2,2,0,0,0.45,0.210720894,10.57146807,2.461470848,139
f,1,1,t,f,Avondale,41.93774,-87.72884,Entire home/apt,3,1,1,32,1125,f,0,0,0,0,1,0,0,0,,,,,,,f,1,1,0,0,0.02,0.835839769,10.01254814,6.79532976,50
f,2,2,t,t,Bridgeport,41.83541,-87.65635,Entire home/apt,2,2,2,14,1125,t,29,59,89,364,15,1,0,4.27,4.53,4.2,4.73,4.6,4.73,4.47,f,2,2,0,0,0.27,0.563556674,6.255273296,3.282993361,98
f,1,1,t,f,Albany Park,41.96743,-87.70647,Private room,1,1,1,32,1125,f,0,0,0,0,0,0,0,,,,,,,,f,1,0,1,0,,0.144731982,10.85621131,7.450918088,70
f,2,2,t,t,Douglas,41.83751,-87.61532,Entire home/apt,4,1,1,1,30,t,0,0,0,0,46,0,0,4.55,4.57,4.55,4.48,4.5,4.59,4.39,f,1,1,0,0,0.82,0.492857093,8.285768954,2.91016108,100
t,18,21,t,t,West Ridge,42.01653,-87.68778,Shared room,5,1,4,32,900,t,7,37,67,157,1,0,0,5,5,5,5,5,5,5,f,17,0,4,13,0.02,0.798127289,12.13487947,10.06260935,81
t,18,21,t,t,West Ridge,42.01653,-87.68778,Shared room,2,1,1,1,900,t,26,56,86,176,118,18,2,4.82,4.86,4.65,4.89,4.88,4.62,4.86,f,17,0,4,13,2.12,0.798127289,12.13487947,10.06260935,27
t,18,21,t,t,West Ridge,42.01653,-87.68778,Shared room,1,1,1,1,900,t,27,57,87,177,92,12,2,4.84,4.89,4.7,4.9,4.95,4.83,4.85,f,17,0,4,13,1.66,0.798127289,12.13487947,10.06260935,27
t,18,21,t,t,West Ridge,42.01653,-87.68778,Shared room,1,1,1,1,1125,t,8,38,68,158,41,10,1,4.88,4.88,4.78,4.95,4.95,4.85,4.93,t,17,0,4,13,0.8,0.798127289,12.13487947,10.06260935,27
t,1,3,t,f,Logan Square,41.9155,-87.70285,Entire home/apt,4,2,2,2,14,t,4,24,50,311,195,49,3,4.97,4.97,4.88,4.96,4.97,4.85,4.92,f,1,1,0,0,3.49,0.55540187,9.336200039,4.750565011,108
t,2,2,t,t,Lower West Side,41.85601,-87.65456,Entire home/apt,4,2,2,2,1125,t,5,11,29,287,236,69,6,4.87,4.97,4.92,4.98,4.97,4.8,4.89,f,2,2,0,0,4.31,0.514199054,7.202473907,2.037360773,124
f,1,1,t,f,West Town,41.89522,-87.69415,Private room,3,1,1,32,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.02,0.521508148,8.17993601,3.706774198,44
f,3,3,t,t,West Town,41.89074,-87.6788,Entire home/apt,3,1,2,32,1125,t,8,37,67,342,216,34,0,4.81,4.81,4.83,4.96,4.97,4.81,4.71,f,3,3,0,0,3.9,0.516328794,8.269312823,2.813970189,69
t,2,2,t,f,Lake View,41.94031,-87.64319,Entire home/apt,3,,2,1,14,t,22,32,32,32,243,49,0,4.85,4.96,4.9,4.95,4.97,4.98,4.81,f,2,2,0,0,4.59,0.556740392,12.20352849,4.354304633,243
t,1,1,t,t,North Center,41.95428,-87.6743,Entire home/apt,6,2,3,4,1125,t,7,26,51,231,126,33,0,4.87,4.94,4.94,4.99,4.98,4.82,4.82,f,1,1,0,0,2.29,0.035152125,12.36970755,5.790802475,125
f,12,14,t,t,Lake View,41.93279,-87.65803,Entire home/apt,16,4,4,2,365,t,17,43,73,253,118,40,0,4.69,4.78,4.41,4.94,4.95,4.96,4.64,f,12,12,0,0,2.21,0.265861727,11.36393893,4.076262616,464
f,1,3,t,t,Lincoln Park,41.91266,-87.64101,Entire home/apt,4,2,2,1,1124,t,10,37,67,337,144,24,3,4.73,4.73,4.78,4.94,4.93,4.97,4.63,f,1,1,0,0,2.61,0.168445052,10.64763789,2.461936782,95
f,1,1,t,t,Lincoln Park,41.92164,-87.6616,Entire home/apt,3,1,2,2,31,t,3,20,43,119,412,76,4,4.78,4.89,4.87,4.87,4.91,4.97,4.84,f,1,1,0,0,7.43,0.456753372,10.59128805,3.469905818,124
f,31,66,t,t,Lake View,41.94613,-87.6495,Private room,2,1,1,32,1125,t,0,0,0,0,31,4,0,4.61,4.81,4.55,4.9,4.87,4.9,4.61,f,21,14,7,0,0.56,0.239676976,12.39551725,4.815729597,30
f,3,3,t,t,West Ridge,42.01496,-87.69537,Private room,2,1,,28,28,f,0,0,0,0,11,0,0,4.45,4.55,4.45,4.91,4.64,4.45,4.55,f,3,0,3,0,0.21,1.128681299,11.70686606,10.09920511,50
f,5,13,t,t,South Shore,41.76944,-87.57338,Private room,2,1,2,32,1125,t,29,59,89,364,2,0,0,5,5,5,5,5,5,5,f,2,1,1,0,0.05,0.281351498,9.841207472,8.10572535,89
f,1,2,t,t,North Center,41.96059,-87.69151,Entire home/apt,2,1,1,2,10,t,0,0,0,0,89,6,0,4.96,4.97,5,4.97,4.99,4.98,4.92,t,1,1,0,0,1.65,0.410384393,11.71174922,6.614327503,100
f,12,30,t,t,West Englewood,41.77243,-87.67379,Shared room,4,1,,3,1125,t,20,50,80,355,28,1,0,4.68,4.89,4.43,4.96,4.89,4.21,4.89,f,12,0,2,10,0.53,0.677268616,4.393195272,7.676648849,25
f,2,2,t,t,Mckinley Park,41.83416,-87.68495,Entire home/apt,4,3,3,7,1125,t,28,58,88,363,5,0,0,3.8,3.8,4,4.8,4,4.4,3.6,f,2,2,0,0,0.09,0.411392066,4.960549849,4.273106631,189
f,1,3,t,t,Irving Park,41.96042,-87.72471,Entire home/apt,4,1,1,4,1125,t,5,35,65,65,65,11,1,4.75,4.92,4.63,4.97,4.92,4.75,4.83,f,1,1,0,0,1.18,0.561757335,9.912606482,7.688779104,93
t,2,2,t,t,Lake View,41.94989,-87.65431,Entire home/apt,10,2,5,1,1125,t,20,45,75,255,286,43,4,4.93,4.93,4.9,4.95,4.97,4.98,4.9,f,2,2,0,0,5.23,0.177070004,12.51267854,5.131097707,325
t,1,3,t,t,Portage Park,41.95895,-87.76753,Entire home/apt,4,2,2,2,15,t,8,30,60,60,105,35,2,4.86,4.9,4.9,4.88,4.96,4.85,4.8,f,1,1,0,0,1.92,0.844366436,7.616592729,9.363365215,116
f,31,66,t,t,Lake View,41.94666,-87.64921,Private room,2,1,1,32,1125,t,0,0,0,0,31,0,0,4.77,4.77,4.65,4.87,4.81,4.9,4.68,f,21,14,7,0,0.56,0.247232402,12.43529209,4.847896572,25
f,1,1,t,t,West Town,41.90619,-87.66436,Entire home/apt,4,2,2,32,1125,t,0,0,0,0,48,0,0,4.79,4.85,4.71,5,4.98,4.92,4.81,t,1,1,0,0,0.9,0.239133784,9.585691832,2.705057565,50
f,2,4,t,t,Near South Side,41.85402,-87.6222,Private room,1,1,1,32,1125,t,27,57,87,177,13,1,0,4.56,4.56,4.56,5,4.33,4.88,4.75,t,2,1,1,0,0.24,0.240684603,8.51865811,1.712553798,200
f,2,4,t,t,Logan Square,41.92123,-87.68397,Entire home/apt,5,2,2,2,1125,t,2,11,34,140,118,3,1,4.82,4.91,4.82,4.81,4.96,4.88,4.74,f,1,1,0,0,2.22,0.376728672,10.05123972,4.195745494,112
f,8,8,t,t,Near North Side,41.89222,-87.627487,Hotel room,2,1,1,1,1125,t,20,50,80,80,181,20,1,4.81,4.87,4.8,4.98,4.84,4.98,4.82,t,8,0,7,0,3.34,0.036458574,10.01178968,0.982430981,249
t,2,2,t,f,West Town,41.90129,-87.68252,Entire home/apt,6,3,5,32,1125,t,1,30,60,321,52,8,0,4.94,4.94,4.96,5,5,5,4.92,t,2,2,0,0,0.96,0.648506758,8.822821278,3.293354422,184
t,6,6,t,t,Irving Park,41.95942,-87.71171,Entire home/apt,5,3,3,1,30,t,11,23,23,23,161,33,2,4.93,4.99,4.9,5,5,4.72,4.96,f,6,6,0,0,2.93,0.462891566,10.62545335,7.175343952,199
f,1,1,t,t,Lake View,41.94661,-87.65398,Entire home/apt,6,2,4,7,1125,t,0,0,0,13,36,0,0,4.94,5,4.94,4.97,5,4.94,4.83,f,1,1,0,0,0.68,0.04056995,12.31637139,4.908087944,329
t,1,1,t,f,West Town,41.89629,-87.67131,Entire home/apt,4,1,2,2,30,t,5,35,65,155,89,23,2,4.94,4.94,4.88,4.98,4.97,4.94,4.9,f,1,1,0,0,1.63,0.54925076,8.804409866,2.590767952,179
f,3,5,t,t,Jefferson Park,41.97851,-87.76757,Entire home/apt,2,1,1,2,29,t,16,44,70,70,176,44,3,4.74,4.8,4.89,4.89,4.89,4.8,4.71,f,3,3,0,0,3.37,0.515136115,7.492760573,10.22669678,96
f,1,1,t,t,East Garfield Park,41.88514,-87.7027,Entire home/apt,3,1,2,7,1125,t,0,0,0,0,90,0,0,4.66,4.83,4.79,4.9,4.97,4.44,4.67,f,1,1,0,0,1.65,0.185827827,7.359361098,4.009871481,42
f,1,5,t,t,Uptown,41.96381,-87.65589,Private room,2,1,1,32,60,t,0,0,0,0,100,0,0,4.96,4.95,5,4.95,4.98,4.88,4.97,t,1,0,1,0,2.02,0.088802147,13.35275786,6.083133884,75
f,1,1,t,t,Lincoln Square,41.97049,-87.69239,Private room,4,1,2,2,1125,t,12,42,72,162,78,36,4,4.9,4.94,4.96,4.99,5,4.94,4.81,f,1,0,1,0,1.93,0.306564903,11.61107842,7.233131822,118
f,2,3,t,f,West Town,41.90838,-87.68801,Entire home/apt,4,1,2,3,30,t,10,27,57,107,274,63,6,4.8,4.91,4.74,4.92,4.97,4.82,4.73,t,2,2,0,0,5.05,0.52769236,9.146981622,3.803502705,103
t,9,35,t,t,Loop,41.88627,-87.63384,Entire home/apt,6,2,3,1,1125,t,2,7,7,8,245,50,3,4.66,4.76,4.74,4.78,4.74,4.86,4.61,t,9,9,0,0,4.48,0.123254198,9.474973002,0.605350158,166
f,1,5,t,t,West Town,41.90962,-87.67477,Entire home/apt,6,2,3,32,95,t,0,12,35,303,182,53,4,4.92,4.97,4.97,4.95,4.97,4.98,4.78,f,1,1,0,0,3.32,0.156655546,9.524989531,3.280077067,202
t,75,216,t,t,Jefferson Park,41.97732,-87.76459,Entire home/apt,1,1,1,32,1125,t,25,50,76,351,7,0,0,4.57,4.71,4.86,5,5,5,4.71,f,68,68,0,0,0.15,0.386847296,7.655975451,10.05151338,80
f,8,8,t,t,Near North Side,41.89251,-87.61617,Private room,4,1,2,1,1125,t,12,36,66,245,152,40,3,4.78,4.81,4.83,4.93,4.83,4.94,4.74,t,8,0,7,0,2.8,0.631547603,10.45658831,1.241951395,279
f,1,3,t,t,Grand Boulevard,41.81183,-87.61685,Entire home/apt,5,2,2,32,180,t,30,60,90,365,52,0,0,4.76,4.8,4.75,4.82,4.82,4.76,4.8,f,1,1,0,0,0.98,0.197583147,7.61277886,4.626974508,165
t,2,3,t,t,Near West Side,41.88555,-87.64192,Entire home/apt,2,1,1,2,1125,t,10,31,60,335,30,4,0,5,4.87,4.9,4.9,4.97,5,4.87,f,2,2,0,0,0.57,0.027588679,9.141823207,0.837951736,249
f,17,18,t,f,Loop,41.88555,-87.61779,Entire home/apt,4,,2,32,1124,f,0,0,0,0,12,0,0,4.73,4.64,4.55,4.27,4.36,4.91,4.55,f,1,1,0,0,0.22,0.383746782,10.06002028,0.83321679,400
f,3,4,t,t,Lake View,41.934,-87.65164,Entire home/apt,2,1,1,2,1125,t,3,25,43,47,101,39,1,4.96,4.98,4.97,4.99,4.94,4.99,4.93,f,2,2,0,0,2.21,0.119732202,11.59976783,4.037225632,153
f,7,7,t,t,Logan Square,41.91526,-87.68751,Entire home/apt,4,2,2,5,95,t,6,22,52,52,217,39,1,4.78,4.89,4.88,4.93,4.88,4.89,4.74,f,2,2,0,0,3.96,0.052306816,9.597014574,4.062374657,216
f,1,1,t,t,Logan Square,41.92436,-87.69817,Entire home/apt,5,2,3,1,1125,t,5,30,60,335,111,25,2,4.65,4.76,4.77,4.78,4.89,4.76,4.57,f,1,1,0,0,2.03,0.159438946,9.995584714,4.91159698,75
f,2,2,t,t,Irving Park,41.95829,-87.7207,Entire home/apt,7,4,4,32,1125,f,0,0,0,0,8,0,0,4.75,4.88,4.75,5,5,4.88,4.88,f,2,1,1,0,0.15,0.574993105,10.14907796,7.432904206,115
