neighbourhood_group,latitude,longitude,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,dist_from_airport_in_miles,dist_from_subway_in_miles,dist_from_city_center,price
NA,41.87868,-87.68661,Private room,148,2.69,2,164,39,43,7.33488158,0.215305791,3.10208416,76
NA,41.93237,-87.69158,Entire home/apt,94,1.68,3,132,12,318,10.631581,0.766486416,5.039905864,65
NA,41.8524,-87.69648,Private room,7,0.15,8,95,1,73,5.505898359,0.138261447,4.049628781,52
NA,41.98696,-87.80674,Private room,5,0.09,1,363,0,1101,5.385060278,0.319396313,12.23738866,100
NA,41.83485,-87.65227,Entire home/apt,263,4.65,1,61,26,45,6.422826338,0.782141179,3.226598585,153
NA,41.88219,-87.70706,Entire home/apt,37,0.68,1,0,0,1095,7.083881226,0.136709616,4.227825363,68
NA,41.83357,-87.64838,Entire home/apt,276,4.96,1,182,48,52,6.559926311,0.911465453,3.235711935,104
NA,41.94666,-87.64938,Private room,40,0.71,21,0,0,532,12.43108924,0.238042108,4.849934144,26
NA,41.94629,-87.64919,Private room,34,0.6,21,0,0,749,12.41303414,0.253078174,4.822747464,26
NA,41.9456,-87.65497,Entire home/apt,149,2.7,2,173,16,255,12.23009363,0.12778447,4.856022783,300
NA,41.93493,-87.71985,Entire home/apt,26,0.46,4,332,5,184,10.42881665,0.504471225,6.288926165,199
NA,41.94427,-87.68007,Entire home/apt,129,2.44,1,347,14,246,11.61289298,0.339861773,5.327241226,149
NA,41.94652,-87.65114,Private room,46,0.82,21,0,0,536,12.37925857,0.146180598,4.86263913,21
NA,41.92798,-87.64014,Entire home/apt,297,5.32,18,71,70,50,11.55623722,0.714825313,3.487716885,113
NA,41.95619,-87.69927,Entire home/apt,63,1.21,1,231,30,44,11.32797004,0.696158148,6.58939499,172
NA,41.94481,-87.65001,Private room,23,0.41,21,0,0,567,12.30172021,0.258104749,4.733408302,20
NA,41.94298,-87.64762,Entire home/apt,151,2.69,3,122,61,37,12.24977814,0.374291677,4.581233073,236
NA,41.85606,-87.66262,Private room,268,4.75,2,111,74,49,6.884814371,0.376992745,2.350292456,70
NA,41.8989,-87.68397,Entire home/apt,79,1.42,1,58,28,38,8.639891803,0.707862149,3.287503894,100
NA,41.97366,-87.70872,Private room,48,1.13,1,172,15,115,10.71139283,0.433874029,7.876791557,69
NA,41.9453,-87.65118,Private room,30,0.54,21,0,0,567,12.30301737,0.187627077,4.781486756,21
NA,41.98594,-87.66255,Entire home/apt,129,2.44,1,314,35,38,13.2365427,0.251313136,7.652801196,133
NA,41.80151,-87.59275,Entire home/apt,24,0.44,2,322,16,43,8.782509965,0.29210597,5.658657577,319
NA,41.91227,-87.64275,Entire home/apt,25,0.45,2,0,0,1085,10.57146807,0.210720894,2.461470848,139
NA,41.93774,-87.72884,Entire home/apt,1,0.02,1,0,0,1707,10.01254814,0.835839769,6.79532976,50
NA,41.83541,-87.65635,Entire home/apt,15,0.27,2,364,1,392,6.255273296,0.563556674,3.282993361,98
NA,41.96743,-87.70647,Private room,0,NA,1,0,0,-1,10.85621131,0.144731982,7.450918088,70
NA,41.83751,-87.61532,Entire home/apt,46,0.82,1,0,0,1333,8.285768954,0.492857093,2.91016108,100
NA,42.01653,-87.68778,Shared room,1,0.02,17,157,0,1460,12.13487947,0.798127289,10.06260935,81
NA,42.01653,-87.68778,Shared room,118,2.12,17,176,18,57,12.13487947,0.798127289,10.06260935,27
NA,42.01653,-87.68778,Shared room,92,1.66,17,177,12,57,12.13487947,0.798127289,10.06260935,27
NA,42.01653,-87.68778,Shared room,41,0.8,17,158,10,49,12.13487947,0.798127289,10.06260935,27
NA,41.9155,-87.70285,Entire home/apt,195,3.49,1,311,49,50,9.336200039,0.55540187,4.750565011,108
NA,41.85601,-87.65456,Entire home/apt,236,4.31,2,287,69,42,7.202473907,0.514199054,2.037360773,124
NA,41.89522,-87.69415,Private room,1,0.02,1,0,0,1683,8.17993601,0.521508148,3.706774198,44
NA,41.89074,-87.6788,Entire home/apt,216,3.9,3,342,34,130,8.269312823,0.516328794,2.813970189,69
NA,41.94031,-87.64319,Entire home/apt,243,4.59,2,32,49,73,12.20352849,0.556740392,4.354304633,243
NA,41.95428,-87.6743,Entire home/apt,126,2.29,1,231,33,72,12.36970755,0.035152125,5.790802475,125
NA,41.93279,-87.65803,Entire home/apt,118,2.21,12,253,40,66,11.36393893,0.265861727,4.076262616,464
NA,41.91266,-87.64101,Entire home/apt,144,2.61,1,337,24,42,10.64763789,0.168445052,2.461936782,95
NA,41.92164,-87.6616,Entire home/apt,412,7.43,1,119,76,54,10.59128805,0.456753372,3.469905818,124
NA,41.94613,-87.6495,Private room,31,0.56,21,0,4,206,12.39551725,0.239676976,4.815729597,30
NA,42.01496,-87.69537,Private room,11,0.21,3,0,0,1053,11.70686606,1.128681299,10.09920511,50
NA,41.76944,-87.57338,Private room,2,0.05,2,364,0,1093,9.841207472,0.281351498,8.10572535,89
NA,41.96059,-87.69151,Entire home/apt,89,1.65,1,0,6,339,11.71174922,0.410384393,6.614327503,100
NA,41.77243,-87.67379,Shared room,28,0.53,12,355,1,79,4.393195272,0.677268616,7.676648849,25
NA,41.83416,-87.68495,Entire home/apt,5,0.09,2,363,0,1132,4.960549849,0.411392066,4.273106631,189
NA,41.96042,-87.72471,Entire home/apt,65,1.18,1,65,11,57,9.912606482,0.561757335,7.688779104,93
NA,41.94989,-87.65431,Entire home/apt,286,5.23,2,255,43,45,12.51267854,0.177070004,5.131097707,325
NA,41.95895,-87.76753,Entire home/apt,105,1.92,1,60,35,43,7.616592729,0.844366436,9.363365215,116
NA,41.94666,-87.64921,Private room,31,0.56,21,0,0,688,12.43529209,0.247232402,4.847896572,25
NA,41.90619,-87.66436,Entire home/apt,48,0.9,1,0,0,927,9.585691832,0.239133784,2.705057565,50
NA,41.85402,-87.6222,Private room,13,0.24,2,177,1,316,8.51865811,0.240684603,1.712553798,200
NA,41.92123,-87.68397,Entire home/apt,118,2.22,1,140,3,65,10.05123972,0.376728672,4.195745494,112
NA,41.89222,-87.627487,Hotel room,181,3.34,8,80,20,45,10.01178968,0.036458574,0.982430981,249
NA,41.90129,-87.68252,Entire home/apt,52,0.96,2,321,8,137,8.822821278,0.648506758,3.293354422,184
NA,41.95942,-87.71171,Entire home/apt,161,2.93,6,23,33,37,10.62545335,0.462891566,7.175343952,199
NA,41.94661,-87.65398,Entire home/apt,36,0.68,1,13,0,693,12.31637139,0.04056995,4.908087944,329
NA,41.89629,-87.67131,Entire home/apt,89,1.63,1,155,23,43,8.804409866,0.54925076,2.590767952,179
NA,41.97851,-87.76757,Entire home/apt,176,3.37,3,70,44,52,7.492760573,0.515136115,10.22669678,96
NA,41.88514,-87.7027,Entire home/apt,90,1.65,1,0,0,567,7.359361098,0.185827827,4.009871481,42
NA,41.96381,-87.65589,Private room,100,2.02,1,0,0,815,13.35275786,0.088802147,6.083133884,75
NA,41.97049,-87.69239,Private room,78,1.93,1,162,36,38,11.61107842,0.306564903,7.233131822,118
NA,41.90838,-87.68801,Entire home/apt,274,5.05,2,107,63,41,9.146981622,0.52769236,3.803502705,103
NA,41.88627,-87.63384,Entire home/apt,245,4.48,9,8,50,54,9.474973002,0.123254198,0.605350158,166
NA,41.90962,-87.67477,Entire home/apt,182,3.32,1,303,53,43,9.524989531,0.156655546,3.280077067,202
NA,41.97732,-87.76459,Entire home/apt,7,0.15,68,351,0,949,7.655975451,0.386847296,10.05151338,80
NA,41.89251,-87.61617,Private room,152,2.8,8,245,40,45,10.45658831,0.631547603,1.241951395,279
NA,41.81183,-87.61685,Entire home/apt,52,0.98,1,365,0,437,7.61277886,0.197583147,4.626974508,165
NA,41.88555,-87.64192,Entire home/apt,30,0.57,2,335,4,89,9.141823207,0.027588679,0.837951736,249
NA,41.88555,-87.61779,Entire home/apt,12,0.22,1,0,0,1154,10.06002028,0.383746782,0.83321679,400
NA,41.934,-87.65164,Entire home/apt,101,2.21,2,47,39,44,11.59976783,0.119732202,4.037225632,153
NA,41.91526,-87.68751,Entire home/apt,217,3.96,2,52,39,45,9.597014574,0.052306816,4.062374657,216
NA,41.92436,-87.69817,Entire home/apt,111,2.03,1,335,25,44,9.995584714,0.159438946,4.91159698,75
NA,41.95829,-87.7207,Entire home/apt,8,0.15,2,0,0,1151,10.14907796,0.574993105,7.432904206,115
NA,41.89495,-87.6326,Entire home/apt,11,0.2,5,0,0,1152,9.965062262,0.157063475,1.172658227,400
NA,41.96143,-87.66714,Entire home/apt,180,3.29,6,318,50,39,12.96908174,0.436586186,6.100525691,155
NA,41.94257,-87.65434,Entire home/apt,15,0.28,2,0,0,1605,12.05741738,0.182253672,4.645838848,140
NA,41.85313,-87.63256,Entire home/apt,108,2.08,17,326,35,52,8.016996487,0.086058608,1.729507753,233
NA,41.94232,-87.6699,Entire home/apt,20,0.38,1,312,6,80,11.6890122,0.108397544,4.942579416,175
NA,41.90881,-87.63284,Entire home/apt,197,3.61,12,49,50,47,10.69694304,0.333203577,2.125480959,273
NA,41.89759,-87.63667,Shared room,1,0.02,1,0,0,1655,9.960754648,0.082523745,1.396143061,60
NA,41.81699,-87.69214,Entire home/apt,24,2.16,2,361,24,58,3.924172825,0.945680444,5.418970437,375
NA,41.95875,-87.7124,Entire home/apt,47,0.89,1,198,15,43,10.59395141,0.513999403,7.162911051,121
NA,41.90996,-87.64311,Private room,0,NA,1,0,0,-1,10.42923446,0.191918396,2.315346504,90
NA,41.92117,-87.69249,Entire home/apt,184,3.41,1,69,18,73,9.883838062,0.265689096,4.532972531,152
NA,41.89004,-87.63176,Private room,36,0.68,1,179,17,89,9.742975674,0.124858725,0.830781394,111
NA,41.83282,-87.61973,Entire home/apt,87,1.67,2,0,0,947,7.931698665,0.337345,3.172330325,175
NA,41.87593,-87.72124,Private room,27,0.5,6,147,2,136,6.434290374,0.272624768,4.994868715,35
NA,41.97269,-87.71863,Entire home/apt,147,2.88,2,18,25,51,10.17305848,0.424993249,8.131518188,177
NA,41.91787,-87.72725,Entire home/apt,174,3.4,1,0,0,949,9.202157534,0.466136063,5.986722213,95
NA,41.85399,-87.67582,Entire home/apt,220,4.05,12,356,44,45,6.284378157,0.043054189,3.013495109,79
NA,41.96122,-87.66743,Entire home/apt,188,3.48,6,314,50,40,12.94987724,0.420932914,6.092192513,155
NA,41.90839,-87.66906,Entire home/apt,85,1.62,2,313,35,52,9.592964796,0.316257098,2.993851301,805
NA,41.89823,-87.68656,Private room,78,1.49,1,160,18,44,8.537728979,0.628025171,3.396120386,100
NA,41.95384,-87.72547,Entire home/apt,80,1.5,1,49,23,47,9.939347749,0.173536126,7.389012927,311
NA,41.92657,-87.68916,Entire home/apt,210,3.88,1,308,39,38,10.29572815,0.532434317,4.657215479,126
NA,41.85474,-87.69646,Private room,3,0.08,8,99,1,67,5.64155727,0.051870348,3.980575134,69
NA,41.84976,-87.63126,Private room,164,3.05,6,164,21,38,7.943932904,0.204931079,1.957084171,75
NA,41.9365,-87.71977,Entire home/apt,20,0.38,1,321,0,1151,10.51198072,0.447289858,6.353658519,109
NA,41.91244,-87.67855,Entire home/apt,165,3.08,1,172,23,77,9.611227801,0.130755559,3.563601234,169
NA,41.892208,-87.627495,Private room,179,3.34,8,156,41,58,10.01088597,0.035526102,0.981553755,229
NA,41.81899,-87.69867,Shared room,0,NA,1,0,0,-1,3.713382785,1.046154028,5.547501016,39
NA,41.72657,-87.61708,Private room,0,NA,1,90,0,-1,8.450258431,0.480015436,10.47861112,105
NA,41.91497,-87.68288,Entire home/apt,131,2.46,3,276,19,44,9.67478494,0.244430259,3.856354029,99
NA,42.01813,-87.67454,Entire home/apt,81,1.51,3,346,14,59,12.86467063,0.094887109,9.966086898,275
NA,41.9008081,-87.6627956,Entire home/apt,0,NA,1,359,0,-1,9.310882888,0.313953748,2.387606413,153
NA,41.95852,-87.75121,Entire home/apt,21,0.4,2,146,17,115,8.499699788,0.290675236,8.644919573,93
NA,41.93514,-87.64845,Entire home/apt,5,0.09,1,0,0,1585,11.75219948,0.275803662,4.065356233,120
NA,41.9008,-87.66636,Entire home/apt,40,0.77,2,0,0,902,9.209626274,0.20051867,2.537324243,99
NA,41.97132,-87.69051,Entire home/apt,228,4.37,1,122,73,38,11.71101196,0.362988592,7.236063376,141
NA,41.9185,-87.70978,Entire home/apt,73,1.38,1,44,13,44,9.4341137,0.733238841,5.180791372,137
NA,41.89749,-87.63495,Entire home/apt,201,3.74,24,57,37,52,10.01529367,0.072921847,1.367139709,286
NA,41.90394,-87.67599,Entire home/apt,48,1.5,1,312,34,52,9.145092802,0.417637544,3.088575597,245
NA,41.91018,-87.71506,Entire home/apt,54,1.3,1,19,26,38,8.807736958,1.212488353,5.154660085,192
NA,41.84407,-87.64257,Entire home/apt,42,0.78,2,141,9,59,7.212338797,0.352537473,2.449403832,252
NA,41.90004,-87.69215,Entire home/apt,123,2.34,4,82,28,37,8.528853655,0.774361814,3.725734649,338
NA,41.72805,-87.57747,Private room,140,2.6,23,259,16,53,10.35451498,1.34780981,10.74046654,35
NA,41.72966,-87.57827,Private room,88,1.64,23,59,4,51,10.27168154,1.300097828,10.62176701,27
NA,42.00225,-87.67511,Private room,4,0.08,1,0,0,1186,12.64679689,0.469674718,8.916426536,60
NA,41.85555,-87.67569,Entire home/apt,58,1.09,1,0,0,975,6.369801037,0.068755288,2.949403617,200
NA,41.87074,-87.72274,Entire home/apt,58,1.09,1,82,12,44,6.06729108,0.2669883,5.099872086,122
NA,41.94264,-87.67616,Entire home/apt,182,3.51,1,210,26,112,11.58219679,0.25816857,5.122380459,106
NA,41.97208,-87.73109,Private room,213,3.98,3,224,2,107,9.495229551,1.006869347,8.522675447,51
NA,41.92526,-87.7153,Entire home/apt,162,3.11,1,256,9,323,9.820235029,0.461257495,5.690500963,250
NA,41.9249,-87.68287,Entire home/apt,11,0.21,1,103,4,74,10.30872065,0.62943738,4.338657153,400
NA,41.86918,-87.68579,Private room,17,0.33,3,0,0,1424,6.79485178,0.441958957,3.118396189,49
NA,41.86944,-87.6842,Private room,86,1.61,3,0,0,1100,6.856770322,0.440514661,3.029749117,59
NA,41.84348,-87.64545,Entire home/apt,162,3.06,2,194,17,73,7.059176871,0.268036837,2.537010652,193
NA,41.85202,-87.63834,Private room,64,1.2,4,281,15,54,7.716093841,0.407727813,1.858949434,114
NA,41.94717,-87.65357,Entire home/apt,344,6.61,1,256,78,54,12.36090723,0.006925067,4.939385533,194
NA,41.87563,-87.75342,Entire home/apt,142,2.72,2,359,33,44,6.184788276,0.531590688,6.751803352,184
NA,41.81453,-87.61156,Entire home/apt,108,2.12,2,337,38,80,7.938014051,0.415968977,4.497967946,115
NA,41.95612,-87.71586,Entire home/apt,83,1.56,1,79,22,48,10.43208453,0.671157983,7.14564314,196
NA,41.89861,-87.66268,Entire home/apt,149,2.86,2,134,37,43,9.185551425,0.419920045,2.285974216,176
NA,41.93896,-87.6515,Entire home/apt,280,5.27,4,326,53,61,11.90570732,0.102321135,4.363284871,117
NA,41.73448,-87.58775,Entire home/apt,26,0.49,2,364,1,394,9.667354787,0.711460206,10.1722679,300
NA,41.89397,-87.65329,Entire home/apt,52,1,5,340,14,83,9.208016768,0.175519326,1.686426833,921
NA,41.85098,-87.63868,Private room,67,1.26,4,248,15,37,7.658888497,0.440899474,1.933071758,73
NA,42.01684,-87.67415,Entire home/apt,69,1.31,3,345,19,51,12.86693395,0.131193405,9.874572823,285
NA,41.87899,-87.68663,Private room,137,2.57,2,158,27,37,7.353004731,0.236719215,3.103525625,92
NA,41.90819,-87.69037,Entire home/apt,19,0.37,4,188,4,156,9.086064083,0.562055245,3.90483084,214
NA,41.95899,-87.6574,Entire home/apt,122,2.3,6,103,30,38,13.01475363,0.316679128,5.781268548,87
NA,41.87612,-87.67926,Private room,247,4.64,8,37,46,56,7.390315795,0.163918292,2.703969617,70
NA,41.97208,-87.73109,Private room,40,0.75,3,235,0,942,9.495229551,1.006869347,8.522675447,75
NA,41.96785,-87.69573,Entire home/apt,29,0.56,1,135,6,136,11.43929571,0.149161006,7.162998968,90
NA,41.97208,-87.73109,Private room,121,2.27,3,225,1,373,9.495229551,1.006869347,8.522675447,45
NA,41.92065,-87.65291,Entire home/apt,51,0.96,1,12,13,44,10.76249286,0.169743839,3.195615243,325
NA,41.90123,-87.66899,Private room,53,1,2,0,0,1080,9.162943473,0.186982771,2.669410611,94
NA,41.87842,-87.69659,Entire home/apt,76,1.47,1,162,11,44,7.067767578,0.383077872,3.646800844,214
NA,41.88941,-87.77036,Private room,57,1.07,3,252,6,39,7.202404777,0.276844226,7.714150979,39
NA,41.91273,-87.64739,Entire home/apt,131,2.67,3,286,38,38,10.45660755,0.163271059,2.575259585,218
NA,41.97114,-87.6613,Entire home/apt,194,3.7,1,305,24,89,13.30506074,0.214064199,6.646154863,99
NA,41.91093,-87.6842,Entire home/apt,176,3.33,3,336,32,39,9.390198665,0.310012476,3.735475048,100
NA,41.94407,-87.76,Entire home/apt,135,2.55,1,71,37,42,8.257284104,1.116154187,8.441374905,165
NA,41.88809,-87.77038,Private room,149,2.88,3,226,4,172,7.112334051,0.238472764,7.706557437,30
NA,41.90333,-87.66571,Private room,2,0.04,2,0,0,1604,9.378061768,0.090634859,2.622006474,65
NA,41.91018,-87.68956,Entire home/apt,25,0.48,4,153,9,106,9.229969012,0.417894121,3.942862044,1157
NA,41.9345,-87.72006,Entire home/apt,30,0.58,4,349,7,45,10.39762844,0.531153577,6.27946386,280
NA,41.9345,-87.72006,Entire home/apt,31,0.59,4,349,9,67,10.39762844,0.531153577,6.27946386,249
NA,41.9244,-87.65234,Entire home/apt,21,0.41,1,329,6,44,11.00206128,0.026256006,3.423549503,789
NA,41.92987,-87.7022,Entire home/apt,280,5.3,1,198,69,43,10.29858412,0.301586624,5.327911221,148
NA,41.98015,-87.76916,Entire home/apt,133,3.51,3,58,47,50,7.406716198,0.483318278,10.36724415,100
NA,41.9795,-87.76978,Entire home/apt,199,3.78,3,61,41,62,7.37235355,0.450105979,10.36177853,100
NA,41.94959,-87.66193,Entire home/apt,60,1.16,1,33,6,101,12.32135681,0.409927681,5.235472851,536
NA,41.92295,-87.69962,Private room,99,2.13,1,298,49,38,9.879319077,0.143096981,4.910143988,52
NA,41.94306,-87.68128,Entire home/apt,167,3.17,2,324,33,54,11.51196076,0.441168399,5.290663194,148
NA,41.90762,-87.66768,Entire home/apt,125,2.4,2,72,16,142,9.582372178,0.254127375,2.902848588,124
NA,41.92489,-87.7255,Private room,40,0.82,1,163,19,36,9.695398296,0.122666954,6.142165813,121
NA,41.88153,-87.65736,Entire home/apt,159,3.07,1,166,35,61,8.389221376,0.387821362,1.523273941,308
NA,41.962902,-87.735336,Entire home/apt,30,0.6,10,258,27,44,9.315918301,0.428189822,8.212299388,206
NA,41.83596,-87.65344,Entire home/apt,151,2.89,1,133,26,43,6.409403452,0.695485089,3.181274391,94
NA,41.97059,-87.75333,Entire home/apt,167,3.34,2,326,43,52,8.288709175,0.451420858,9.285418115,108
NA,41.87701,-87.64534,Entire home/apt,0,NA,3,200,0,-1,8.579445074,0.148672412,0.851810802,299
NA,41.91108,-87.66765,Entire home/apt,128,2.43,5,187,33,45,9.792903066,0.395021133,3.073975159,198
NA,41.96113,-87.65023,Entire home/apt,71,1.34,2,76,20,58,13.30959381,0.43091109,5.83665437,354
NA,41.86876,-87.65965,Entire home/apt,146,2.96,1,334,32,37,7.632639603,0.502844355,1.752600733,492
NA,41.9159,-87.68878,Entire home/apt,131,2.48,1,139,27,42,9.612793285,0.069113465,4.144042815,224
NA,41.89057,-87.66552,Private room,22,0.42,1,0,0,1437,8.635145229,0.355350004,2.13167931,71
NA,41.9356,-87.78526,Entire home/apt,4,0.08,2,362,2,120,7.169609735,1.229657157,9.369587476,100
NA,41.93684,-87.64743,Entire home/apt,403,8,1,63,105,37,11.88181197,0.322706502,4.165800076,131
NA,41.87134,-87.68856,Entire home/apt,14,0.28,1,0,0,975,6.842935718,0.31235069,3.242025524,95
NA,41.93312,-87.71976,Entire home/apt,28,0.55,3,85,17,38,10.30662445,0.514959914,6.207933434,123
NA,41.962902,-87.735336,Private room,14,0.28,10,258,1,369,9.315918301,0.428189822,8.212299388,64
NA,41.94308,-87.72137,Entire home/apt,27,0.56,1,113,6,66,10.31080046,0.292087681,6.715658447,68
NA,41.94154,-87.73602,Entire home/apt,19,0.36,1,7,13,43,9.563594563,0.507334115,7.266139272,132
NA,42.01544,-87.69487,Private room,4,0.08,3,0,0,1535,11.74065949,1.113179172,10.12056512,36
NA,41.962902,-87.735336,Private room,11,0.22,10,258,2,202,9.315918301,0.428189822,8.212299388,64
NA,41.962902,-87.735336,Private room,13,0.26,10,258,3,333,9.315918301,0.428189822,8.212299388,76
NA,41.962902,-87.735336,Private room,9,0.18,10,168,1,369,9.315918301,0.428189822,8.212299388,76
NA,41.9001,-87.68791,Entire home/apt,278,5.5,1,56,63,44,8.624576507,0.750014283,3.517246354,101
NA,41.90052,-87.62846,Entire home/apt,58,1.11,1,0,0,1269,10.40370041,0.258487286,1.548709169,75
NA,41.95696,-87.67864,Entire home/apt,175,3.5,1,0,41,45,12.4382848,0.270199677,6.059643379,137
NA,41.9603,-87.7123,Entire home/apt,167,3.17,6,19,34,39,10.58607678,0.407915104,7.242916228,199
NA,41.95097,-87.67327,Entire home/apt,36,2.73,12,167,33,53,12.17541723,0.208969171,5.560072621,404
NA,41.94586,-87.65865,Entire home/apt,116,2.28,12,148,30,48,12.16031255,0.284873986,4.933662507,254
NA,41.65634,-87.5375,Entire home/apt,4,0.09,9,363,0,843,7.347648512,0.740041213,16.10997929,200
NA,41.87633,-87.67921,Private room,227,4.35,8,38,38,54,7.403985265,0.165003189,2.700549025,70
NA,41.87772,-87.67912,Private room,181,3.47,8,34,20,51,7.487528289,0.210693606,2.692999647,70
NA,41.8943,-87.66034,Entire home/apt,152,2.93,1,306,46,42,9.00607485,0.288492045,2.007480941,91
NA,41.83682,-87.61674,Entire home/apt,124,2.4,1,114,39,38,8.195315496,0.555866099,2.936222778,135
NA,41.86014,-87.6286,Entire home/apt,1,0.02,1,0,0,1600,8.477232302,0.418888955,1.240970849,550
NA,41.87569,-87.67904,Private room,226,4.32,8,36,35,56,7.371888343,0.148225051,2.693641795,68
NA,41.9345,-87.72006,Entire home/apt,36,0.71,4,353,9,52,10.39762844,0.531153577,6.27946386,258
NA,41.93926,-87.72058,Entire home/apt,77,1.48,1,238,27,51,10.41825058,0.453617949,6.509723666,629
NA,41.87632,-87.68113,Private room,244,4.69,8,39,35,53,7.347346361,0.266742557,2.805307899,66
NA,41.9064,-87.63715,Entire home/apt,106,2.11,3,282,38,38,10.42194174,0.288381521,1.993511225,518
NA,41.90285,-87.69069,Entire home/apt,37,0.73,1,0,0,1106,8.738487784,0.849577662,3.737557401,94
NA,41.87566,-87.68038,Private room,5,0.12,8,35,2,103,7.330643869,0.221317561,2.766795119,58
NA,41.89315,-87.67845,Entire home/apt,81,1.76,1,72,25,38,8.424176298,0.593704751,2.852061529,204
NA,41.77483,-87.58943,Entire home/apt,64,1.27,1,180,1,76,8.931635932,0.288042135,7.458760578,534
NA,41.93413,-87.70511,Entire home/apt,372,7.32,1,34,58,52,10.54217168,0.336443965,5.643973128,109
NA,41.94472,-87.65031,Entire home/apt,91,1.75,4,264,19,72,12.28875011,0.249682777,4.731219867,283
NA,41.89283,-87.6742,Entire home/apt,18,0.35,5,170,5,59,8.51871741,0.632200463,2.62867791,450
NA,41.9371,-87.66278,Entire home/apt,112,2.21,1,70,36,45,11.51721962,0.467399128,4.451470577,145
NA,41.96549,-87.6592,Entire home/apt,406,7.85,8,335,69,37,13.38962158,0.063349567,6.239920678,82
NA,41.96549,-87.6592,Entire home/apt,413,8.01,8,346,79,38,13.38962158,0.063349567,6.239920678,75
NA,41.91066,-87.68914,Entire home/apt,47,0.96,4,287,15,44,9.2692447,0.380097849,3.942684112,1186
NA,41.93994,-87.70073,Entire home/apt,147,2.92,2,353,38,44,10.99023966,0.632867736,5.762408965,121
NA,41.85414,-87.67204,Entire home/apt,121,2.33,2,162,31,59,6.431113293,0.220173451,2.837647025,107
NA,41.91353,-87.64256,Entire home/apt,67,1.31,1,0,0,1086,10.64907445,0.264605621,2.542006437,258
NA,41.97115,-87.68683,Entire home/apt,36,2.54,1,248,33,44,11.91225857,0.337876357,7.135696553,215
NA,41.77774,-87.59255,Entire home/apt,97,1.94,2,87,26,43,8.746558158,0.11724635,7.217337102,204
NA,41.90238,-87.68262,Entire home/apt,223,4.29,57,308,38,62,8.888351825,0.583344938,3.335264847,151
NA,41.91896,-87.69002,Entire home/apt,15,0.29,1,25,6,86,9.786191456,0.213127694,4.331247043,300
NA,41.97831,-87.65496,Private room,1,0.04,1,0,0,766,13.64127868,0.20529315,7.049632796,60
NA,41.92098,-87.68216,Entire home/apt,135,2.59,1,222,33,94,10.0724417,0.423759603,4.114253476,125
NA,41.76665,-87.58659,Entire home/apt,27,0.53,1,83,4,134,9.151300899,0.040682929,8.043817816,143
NA,41.95701,-87.6982,Entire home/apt,117,2.26,2,210,11,78,11.37830205,0.652311951,6.602520282,110
NA,41.87026,-87.6861,Private room,27,0.52,3,0,0,1424,6.848951875,0.366397869,3.121216231,49
NA,41.91539,-87.68254,Entire home/apt,109,2.09,3,166,16,142,9.708726504,0.255412053,3.861670579,92
NA,42.01346,-87.68516,Entire home/apt,27,0.52,1,14,1,205,12.23118862,0.569619451,9.816774446,90
NA,42.0198,-87.66409,Private room,5,0.1,1,0,0,1522,13.44670257,0.385723729,9.954941258,72
NA,41.86014,-87.65944,Entire home/apt,165,3.18,1,303,21,51,7.206540347,0.552917444,2.038321142,115
NA,41.89565,-87.65181,Entire home/apt,95,1.83,1,345,18,84,9.349296455,0.177123559,1.706046116,1328
NA,41.84473,-87.63945,Entire home/apt,59,1.15,1,59,10,43,7.379500972,0.49013378,2.362045189,186
NA,41.87572,-87.67888,Private room,15,0.32,8,40,10,38,7.378375544,0.139589184,2.684795102,66
NA,41.746983,-87.571312,Private room,19,1.59,2,151,19,43,10.24750881,1.008830483,9.594145067,93
NA,41.94613,-87.65335,Private room,117,2.25,1,0,22,51,12.30166268,0.073057218,4.866996194,110
NA,41.9061,-87.68924,Entire home/apt,157,3.04,1,65,30,53,8.975933685,0.659689019,3.776956571,121
NA,41.77962,-87.60265,Entire home/apt,56,1.12,1,80,20,52,8.188352143,0.176029304,6.954936084,236
NA,41.95332,-87.75309,Entire home/apt,132,2.54,1,111,19,53,8.465034232,0.592629419,8.500168513,63
NA,41.96204,-87.6669,Entire home/apt,182,3.54,3,332,47,44,13.0130707,0.451841958,6.135873263,99
NA,41.94472,-87.65031,Entire home/apt,86,1.69,4,205,21,64,12.28875011,0.249682777,4.731219867,310
NA,41.91915,-87.68264,Entire home/apt,75,1.45,1,149,16,178,9.945732977,0.3222276,4.043064096,624
NA,41.93445,-87.7184,Entire home/apt,173,3.93,3,344,45,52,10.41001037,0.464205295,6.206423864,158
NA,41.79067,-87.63154,Shared room,1,0.02,1,0,0,1571,6.606985605,0.273655195,6.033418027,80
NA,41.97043,-87.7456,Private room,197,3.88,4,159,39,57,8.710580836,0.674086701,8.975688986,131
NA,41.91915,-87.71338,Entire home/apt,138,2.69,2,278,40,38,9.431243927,0.751498621,5.371034648,146
NA,41.87691,-87.68536,Entire home/apt,222,4.35,3,107,52,59,7.262807324,0.11176294,3.034687035,386
NA,41.94739,-87.65251,Entire home/apt,22,0.46,1,337,6,52,12.39991394,0.066735598,4.939187413,253
NA,41.87268,-87.66202,Entire home/apt,102,1.98,1,0,0,948,7.75406886,0.220744786,1.798523812,168
