neighbourhood_group,latitude,longitude,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,dist_from_airport_in_miles,dist_from_subway_in_miles,dist_from_city_center,price
NA,41.89478,-87.65269,Entire home/apt,0,NA,525,353,0,-1,9.272491394,0.156502402,1.699000262,177
NA,41.909867,-87.677158,Entire home/apt,0,NA,525,357,0,-1,9.483044049,0.025461931,3.389780664,274
NA,41.96718,-87.76845,Entire home/apt,3,0.14,1,73,1,323,7.486295443,0.40934792,9.751358818,75
NA,41.90276,-87.633,Entire home/apt,10,0.48,5,269,6,57,10.36387781,0.065624073,1.710486904,122
NA,41.9451758,-87.6558201,Entire home/apt,0,NA,525,305,0,-1,12.18358281,0.179095894,4.841373365,181
NA,41.94776,-87.66044,Entire home/apt,98,5.57,12,151,65,54,12.23893499,0.326357718,5.089358348,714
NA,41.94714,-87.653389,Entire home/apt,61,2.76,2,121,34,52,12.36336314,0.016731662,4.934799768,237
NA,41.78149,-87.6043,Entire home/apt,66,3.03,1,156,45,45,8.092406697,0.097617878,6.809937972,122
NA,41.88645,-87.71073,Entire home/apt,53,2.44,1,89,30,59,7.295040034,0.251952145,4.456180858,183
NA,41.95694,-87.73084,Entire home/apt,13,0.61,1,8,3,360,9.615079667,0.220245887,7.747778424,229
NA,41.93868,-87.65362,Entire home/apt,4,0.26,1,191,2,81,11.83538737,0.029376839,4.377676864,126
NA,41.77003,-87.58651,Private room,21,1.35,1,317,14,79,9.124531441,0.273723545,7.822472712,58
NA,41.83347,-87.61779,Private room,28,1.31,6,172,16,38,8.046706145,0.444769105,3.148513665,70
NA,41.90705,-87.63306,Entire home/apt,5,0.26,12,65,3,128,10.59360633,0.212179658,2.005464679,998
NA,41.87077,-87.62994,Entire home/apt,116,5.28,19,293,70,44,8.88381343,0.152272251,0.505827761,278
NA,41.8695,-87.63214,Entire home/apt,110,5.19,19,293,68,38,8.735717393,0.275352494,0.606998517,260
NA,41.8711,-87.63049,Entire home/apt,10,0.46,19,290,8,67,8.876279844,0.164517536,0.484467058,232
NA,41.8711,-87.63057,Entire home/apt,252,11.49,19,295,117,41,8.873004689,0.168403102,0.484826288,416
NA,41.87127,-87.63172,Entire home/apt,106,4.85,19,297,63,39,8.833837238,0.22254321,0.482788941,560
NA,41.86943,-87.62987,Entire home/apt,65,2.96,19,294,39,37,8.826107981,0.16782324,0.598242209,250
NA,41.8712,-87.63032,Entire home/apt,146,6.64,19,295,77,40,8.887805193,0.153108251,0.47694582,283
NA,41.89478,-87.65269,Entire home/apt,0,NA,525,352,0,-1,9.272491394,0.156502402,1.699000262,179
NA,41.9304689,-87.6467995,Entire home/apt,1,0.05,525,339,0,648,11.5158869,0.37705792,3.730757978,199
NA,41.90369,-87.62778,Entire home/apt,71,3.88,1,295,56,41,10.59459776,0.194641418,1.769151245,97
NA,41.91747,-87.72312,Entire home/apt,61,2.8,1,79,31,38,9.211320274,0.553417893,5.774195355,306
NA,41.89439,-87.62719,Entire home/apt,3,0.27,18,73,3,109,10.13284925,0.15604555,1.133007696,95
NA,42.02211,-87.66518,Entire home/apt,36,1.87,1,360,17,67,13.42328677,0.468693011,10.12271992,165
NA,41.86943,-87.65618,Private room,1,0.05,1,0,0,686,7.793728509,0.450344422,1.559641463,48
NA,41.9733,-87.65292,Entire home/apt,2,0.13,1,365,0,471,13.75750935,0.308536944,6.68899589,77
NA,41.87719,-87.70246,Private room,6,0.34,49,0,1,254,6.857655112,0.274638891,3.967732862,31
NA,41.91768,-87.65261,Entire home/apt,32,2.16,1,254,23,59,10.59450347,0.025456485,3.001592271,493
NA,41.93855,-87.66497,Entire home/apt,3,0.15,68,298,1,211,11.55796875,0.368243829,4.59185595,114
NA,41.94874,-87.64785,Entire home/apt,4,0.2,1,0,0,619,12.59687982,0.335211634,4.972796506,56
NA,41.94931,-87.66378,Entire home/apt,1,0.05,525,289,0,642,12.2634541,0.378025484,5.252099747,216
NA,41.91586,-87.67329,Entire home/apt,25,1.15,2,102,14,38,9.947241462,0.283525066,3.525170108,158
NA,41.90294,-87.67646,Entire home/apt,57,2.92,19,318,40,51,9.071988552,0.481212323,3.070522443,285
NA,41.8485,-87.67706,Entire home/apt,65,3.05,4,353,22,45,5.959950318,0.418352524,3.290872419,110
NA,41.86737,-87.62341,Entire home/apt,14,0.96,1,0,6,177,9.007098404,0.159877451,0.818458771,225
NA,41.93883,-87.78852,Private room,41,1.89,6,358,23,66,6.916547426,1.362120406,9.626042693,105
NA,41.90281,-87.62816,Entire home/apt,3,0.14,2,346,1,374,10.53475619,0.185599867,1.707339752,3000
NA,41.76047,-87.59092,Entire home/apt,58,2.79,1,126,41,38,8.991211125,0.269341297,8.389491575,203
NA,41.8945286,-87.6334052,Entire home/apt,0,NA,525,297,0,-1,9.914278245,0.128053337,1.150537345,185
NA,41.93435,-87.70474,Entire home/apt,0,NA,2,22,0,-1,10.56184947,0.358948207,5.639708047,150
NA,41.88735,-87.63402,Entire home/apt,38,1.88,1,88,7,367,9.52285053,0.09396227,0.67856669,250
NA,41.82267,-87.6104,Private room,9,0.42,12,126,4,43,8.155799363,0.601228662,3.968638304,40
NA,41.82248,-87.60903,Private room,9,0.59,12,78,6,58,8.222920421,0.670292087,4.001825407,36
NA,41.82212,-87.60958,Private room,17,0.81,12,77,12,79,8.186740835,0.63134256,4.017297071,37
NA,41.899882,-87.6207482,Entire home/apt,1,0.06,525,269,0,521,10.64985551,0.446568578,1.582132846,227
NA,41.899882,-87.6207482,Entire home/apt,0,NA,525,320,0,-1,10.64985551,0.446568578,1.582132846,213
NA,42.01502,-87.66814,Entire home/apt,0,NA,1,25,0,-1,13.1637284,0.082361186,9.676623956,40
NA,41.89483,-87.71087,Entire home/apt,0,NA,1,0,0,-1,7.844274579,0.513519615,4.57447066,420
NA,41.90346,-87.62462,Entire home/apt,66,3.1,1,89,40,51,10.694194,0.367682842,1.772549492,207
NA,41.75497,-87.58308,Private room,10,0.53,12,76,7,79,9.489708753,0.723633413,8.870662787,26
NA,41.89633,-87.63775,Entire home/apt,61,2.95,1,245,30,56,9.856144846,0.092694314,1.330659123,757
NA,41.96185,-87.65439,Entire home/apt,1,0.05,1,0,0,653,13.26144011,0.207078913,5.932669207,109
NA,42.01208,-87.68072,Entire home/apt,25,1.21,1,14,15,45,12.45095187,0.309666213,9.653636046,117
NA,41.76265,-87.61429,Private room,6,0.29,4,166,3,263,7.711148262,0.760756766,8.010936322,49
NA,41.9176,-87.67468,Entire home/apt,3,0.63,1,278,3,67,10.02315826,0.334950238,3.665111956,120
NA,41.94507,-87.64893,Private room,167,7.94,10,53,113,48,12.34457899,0.297229472,4.737506743,126
NA,41.89046,-87.6803,Entire home/apt,41,1.93,3,316,7,48,8.21286139,0.432181973,2.886180756,79
NA,41.94669,-87.65532,Entire home/apt,46,2.21,2,136,26,46,12.28960468,0.094301307,4.933567189,245
NA,41.9468864,-87.6649941,Entire home/apt,13,6.61,6,323,13,41,12.08363872,0.217000786,5.120501685,113
NA,41.88453,-87.63541,Entire home/apt,68,3.32,2,113,36,48,9.328757071,0.134703016,0.539134895,158
NA,41.94124,-87.73253,Entire home/apt,30,1.42,2,296,16,79,9.752794675,0.630868384,7.102254431,65
NA,41.892509,-87.616173,Private room,74,3.85,8,161,40,45,10.45642329,0.63137778,1.241798006,229
NA,41.892208,-87.627495,Private room,81,3.91,8,335,43,40,10.01088597,0.035526102,0.981553755,229
NA,41.92918,-87.70099,Entire home/apt,101,5,2,329,70,38,10.27055952,0.369293825,5.246980856,135
NA,41.89525,-87.65417,Entire home/apt,28,1.72,5,321,21,52,9.251681979,0.075425302,1.780679338,975
NA,41.89621,-87.62775,Entire home/apt,0,NA,18,87,0,-1,10.20547333,0.02684092,1.254592959,120
NA,41.90138,-87.67707,Entire home/apt,48,2.5,1,224,32,37,8.961048324,0.541789666,3.039987755,254
NA,41.91325,-87.67087,Entire home/apt,1,0.05,1,0,0,639,9.844371522,0.289701657,3.30314684,50
NA,41.90422,-87.72477,Entire home/apt,0,NA,1,35,0,-1,8.295605669,1.288300334,5.489644093,125
NA,41.88176,-87.65969,Entire home/apt,0,NA,1,365,0,-1,8.323721121,0.400063981,1.651417836,300
NA,41.90431,-87.64201,Entire home/apt,10,0.48,4,0,7,46,10.1475273,0.436994298,1.927454185,429
NA,41.8859198,-87.6440705,Entire home/apt,2,0.13,525,285,1,67,9.084123643,0.144903836,0.947753387,141
NA,41.8859198,-87.6440705,Entire home/apt,0,NA,525,177,0,-1,9.084123643,0.144903836,0.947753387,168
NA,41.93888,-87.6665,Entire home/apt,0,NA,31,365,0,-1,11.54451814,0.367492188,4.647948019,250
NA,41.92874,-87.66016,Entire home/apt,11,0.74,1,365,7,115,11.06215847,0.457309301,3.86742518,350
NA,41.90298,-87.69481,Entire home/apt,34,1.72,6,41,24,52,8.662593887,0.983676999,3.942892893,74
NA,41.89141,-87.62828,Private room,75,3.62,8,164,43,45,9.941380674,0.01371779,0.922132238,229
NA,41.892208,-87.627495,Private room,39,1.88,8,163,30,83,10.01088597,0.035526102,0.981553755,279
NA,41.892208,-87.627495,Private room,21,1.09,8,169,13,45,10.01088597,0.035526102,0.981553755,329
NA,41.84894,-87.68243,Private room,2,0.12,1,365,1,394,5.784241496,0.412669491,3.50797241,91
NA,41.91709,-87.65408,Entire home/apt,25,1.21,1,161,22,38,10.51842075,0.100628821,2.999202656,192
NA,41.92073,-87.71874,Entire home/apt,35,1.69,2,351,24,52,9.476392845,0.558869201,5.677515836,162
NA,42.00974,-87.66602,Entire home/apt,62,3,6,0,35,50,13.21325946,0.054998312,9.295953141,138
NA,41.9316,-87.65908,Entire home/apt,36,1.92,57,313,24,66,11.26476832,0.329993753,4.022806927,197
NA,41.7949,-87.58444,Entire home/apt,38,1.82,57,266,26,51,9.191322304,0.145022196,6.252248362,142
NA,41.90656,-87.6867,Entire home/apt,0,NA,2,0,0,-1,9.059262771,0.523413935,3.675337837,55
NA,41.88624,-87.63543,Entire home/apt,70,3.43,2,103,32,60,9.414351978,0.184116738,0.640277663,268
NA,41.777,-87.60959,Entire home/apt,44,2.13,1,161,25,38,7.822273454,0.293035175,7.062635345,131
NA,41.88345,-87.64352,Entire home/apt,4,0.21,3,89,3,79,8.975351894,0.135915083,0.835129039,208
NA,41.85685,-87.667717,Private room,11,2.8,2,85,11,44,6.72901286,0.104029348,2.536907464,94
NA,41.75502,-87.58534,Private room,11,0.53,12,0,6,44,9.368747884,0.609124881,8.832651351,29
NA,41.76578,-87.58799,Entire home/apt,54,3.23,1,340,36,43,9.084710365,0.075467447,8.079296662,111
NA,41.98024,-87.65812,Private room,0,NA,4,0,0,-1,13.46920336,0.152930853,7.215294074,300
NA,42.01001,-87.68157,Entire home/apt,64,3.21,1,176,39,36,12.37954832,0.324157421,9.530607861,106
NA,41.91483,-87.68923,Entire home/apt,28,1.83,1,333,16,52,9.535074433,0.124121146,4.11731278,545
NA,41.8963074,-87.666343,Entire home/apt,1,0.23,525,286,1,166,8.944887524,0.506227431,2.357823171,241
NA,42.00933,-87.67828,Entire home/apt,49,3.11,1,334,39,38,12.54843397,0.14666949,9.433839201,300
NA,41.94174,-87.64841,Entire home/apt,55,3.5,1,243,37,43,12.15397773,0.295679321,4.50718954,289
NA,41.89183,-87.62621,Entire home/apt,0,NA,1,0,0,-1,10.03982837,0.081762837,0.967435479,189
NA,41.83469,-87.64365,Entire home/apt,3,0.15,1,0,0,443,6.822482193,0.703671087,3.089274308,150
NA,41.90245,-87.6908,Entire home/apt,49,2.41,1,316,30,44,8.710707761,0.871696866,3.730388771,487
NA,41.96362,-87.69931,Entire home/apt,99,4.89,1,240,48,45,11.26726454,0.203052948,7.016001495,102
NA,41.945072,-87.648926,Private room,179,8.85,10,60,132,49,12.34480165,0.297353996,4.737593202,106
NA,41.90738,-87.64833,Entire home/apt,9,0.45,3,57,2,199,10.12101646,0.233331651,2.259492572,655
NA,41.77012,-87.57767,Entire home/apt,13,0.7,2,365,1,380,9.603129658,0.276194379,7.975785271,652
NA,41.81761,-87.61904,Entire home/apt,45,2.52,1,148,29,37,7.601278938,0.061690084,4.214954503,99
NA,41.94299,-87.64104,Entire home/apt,42,2.26,11,0,26,58,12.4222357,0.703892114,4.519273493,77
NA,41.93279,-87.71163,Entire home/apt,44,3.59,1,74,43,37,10.37034738,0.139107365,5.848283824,257
NA,41.83269,-87.61029,Private room,54,3.27,5,257,35,45,8.401609088,0.844239397,3.309419173,97
NA,41.83289,-87.61055,Private room,45,2.22,5,255,18,115,8.393809716,0.827521113,3.291796464,122
NA,41.83346,-87.60964,Private room,66,3.27,5,258,34,38,8.454833723,0.802480171,3.270933409,174
NA,41.89973,-87.75925,Entire home/apt,7,0.35,1,119,0,429,7.856338832,0.870129981,7.223826314,125
NA,41.82971,-87.62657,Private room,9,0.45,1,0,0,576,7.503341393,0.11596573,3.343564286,37
NA,41.88358,-87.67784,Entire home/apt,12,0.63,1,353,3,42,7.86820607,0.555895454,2.650098073,125
NA,41.83307,-87.61,Private room,34,1.76,5,261,18,56,8.426306548,0.822831268,3.289774757,145
NA,41.95249,-87.80522,Entire home/apt,26,1.42,1,355,7,52,5.727777489,1.967563997,10.86662535,190
NA,41.89851,-87.67059,Entire home/apt,61,3.13,1,312,28,59,8.956683994,0.39376426,2.635034455,308
NA,41.89507,-87.66892,Entire home/apt,14,0.77,6,42,1,80,8.79864114,0.595042778,2.435850572,290
NA,41.89951,-87.62179,Entire home/apt,9,0.51,12,51,7,76,10.59255128,0.384377128,1.540667799,1013
NA,41.91749,-87.69184,Entire home/apt,28,1.45,2,18,17,67,9.656689984,0.242510577,4.342971924,150
NA,41.945988,-87.660011,Entire home/apt,2,0.18,1,145,2,326,12.13725106,0.253341714,4.966218116,210
NA,41.934971,-87.716469,Entire home/apt,46,2.35,2,1,17,261,10.46463897,0.366363104,6.147485884,526
NA,41.88966,-87.71567,Private room,3,0.19,3,121,2,267,7.428481292,0.311668642,4.755868015,44
NA,41.89681,-87.67606,Entire home/apt,17,0.89,1,2,4,156,8.708366418,0.668300561,2.836600186,176
NA,41.85554,-87.70335,Entire home/apt,55,2.86,2,109,32,58,5.495199621,0.137440846,4.306973262,119
NA,41.84408,-87.72292,Entire home/apt,26,3.42,1,149,26,51,4.318811739,0.67335937,5.600073939,232
NA,41.82328,-87.69663,Private room,7,0.6,8,330,7,50,3.986284427,0.966457219,5.255712514,47
NA,42.00507,-87.67183,Entire home/apt,59,3.06,3,332,35,41,12.85061741,0.339055751,9.056499098,65
NA,42.00661,-87.67193,Entire home/apt,50,2.6,3,352,29,39,12.86075183,0.256197421,9.160700267,65
NA,41.8023,-87.61743,Entire home/apt,30,2.95,1,68,30,37,7.454865245,0.047542332,5.273628722,192
NA,41.80427,-87.58428,Entire home/apt,1,0.05,24,334,0,633,9.265682505,0.211894886,5.668223728,214
NA,41.93435,-87.65255,Entire home/apt,37,2.16,11,78,25,44,11.59759448,0.11533035,4.075173393,196
NA,41.94148,-87.64586,Entire home/apt,60,3.44,12,328,45,51,12.2038687,0.422496201,4.460265092,173
NA,41.90841,-87.67208,Entire home/apt,20,1.08,1,45,5,288,9.517078424,0.318657073,3.114968536,198
NA,41.94577,-87.6502,Entire home/apt,45,2.59,12,357,33,43,12.35607263,0.21335711,4.800244612,130
NA,41.94486,-87.67059,Entire home/apt,46,2.7,12,358,35,43,11.83665853,0.079937727,5.116582387,134
NA,41.94327,-87.67001,Entire home/apt,62,3.77,12,71,49,47,11.74722491,0.053526403,5.004063514,158
NA,41.94494,-87.67077,Entire home/apt,122,7.09,12,85,91,44,11.83806669,0.0845576,5.125833984,125
NA,41.94424,-87.64674,Entire home/apt,52,3.2,12,338,39,45,12.34909412,0.429656305,4.656444674,131
NA,41.9444,-87.6453,Entire home/apt,29,1.67,12,82,24,44,12.39575361,0.496169294,4.652322407,239
NA,41.94996,-87.65753,Entire home/apt,49,2.97,10,80,38,44,12.44283096,0.273774166,5.184352147,340
NA,41.93023,-87.66241,Entire home/apt,46,2.83,1,154,30,52,11.09886164,0.530256311,4.013526479,394
NA,41.76627,-87.58076,Entire home/apt,0,NA,1,0,0,-1,9.470060586,0.13891486,8.167636059,179
NA,41.90547,-87.62741,Entire home/apt,2,0.11,1,37,0,473,10.70190095,0.235825914,1.893033081,70
NA,41.87737,-87.71382,Private room,41,2.21,6,75,25,45,6.647245,0.281847728,4.587768519,50
NA,41.95231,-87.67748,Entire home/apt,81,4.84,10,360,61,40,12.18280631,0.18319756,5.744278416,145
NA,41.95257,-87.67756,Entire home/apt,98,5.62,10,351,70,40,12.1982422,0.17548316,5.762251408,255
NA,41.9517,-87.65651,Entire home/apt,37,2.18,10,70,21,44,12.57517739,0.181445523,5.283651952,300
NA,41.8670646,-87.6231114,Entire home/apt,0,NA,525,352,0,-1,9.00675056,0.172202256,0.844490433,198
NA,41.77806,-87.61441,Entire home/apt,38,2,1,154,25,45,7.554305168,0.145975863,6.953717684,210
NA,41.89987,-87.63282,Entire home/apt,6,0.45,4,331,3,59,10.21591271,0.264066816,1.511153172,1400
NA,41.78866,-87.63274,Private room,12,0.76,9,83,10,42,6.536179206,0.420329406,6.173447352,69
NA,41.8670646,-87.6231114,Entire home/apt,0,NA,525,358,0,-1,9.00675056,0.172202256,0.844490433,244
NA,41.8670646,-87.6231114,Entire home/apt,1,0.16,525,325,1,227,9.00675056,0.172202256,0.844490433,138
NA,41.944618,-87.652596,Entire home/apt,68,4.45,4,307,48,45,12.22633785,0.184921349,4.755514076,269
NA,41.96567,-87.67238,Entire home/apt,79,4.11,1,84,45,52,12.72145501,0.144482372,6.474161185,258
NA,41.89621,-87.62632,Entire home/apt,7,0.39,1,180,4,110,10.25770872,0.086889903,1.263953404,141
NA,41.93825,-87.64123,Entire home/apt,85,4.51,3,265,63,38,12.13289674,0.665178747,4.197008276,324
NA,41.88462,-87.62491,Entire home/apt,2,0.16,1,0,1,388,9.734635635,0.010509512,0.523142247,131
NA,41.76009,-87.5544,Entire home/apt,2,0.1,24,334,0,574,10.95777736,0.284158499,9.124240901,199
NA,41.92562,-87.65223,Entire home/apt,39,2.03,2,192,18,51,11.07817151,0.034923563,3.500127177,264
NA,41.8670646,-87.6231114,Entire home/apt,0,NA,525,165,0,-1,9.00675056,0.172202256,0.844490433,260
NA,41.8670646,-87.6231114,Entire home/apt,0,NA,525,0,0,-1,9.00675056,0.172202256,0.844490433,381
NA,41.97071,-87.71236,Private room,18,1.46,1,46,16,151,10.52131828,0.167441547,7.820057204,80
NA,41.91888,-87.70954,Entire home/apt,56,3.18,1,67,37,37,9.462757975,0.712137917,5.183935982,141
NA,41.90919,-87.63557,Entire home/apt,98,5.24,1,345,65,38,10.62759275,0.188395119,2.16821987,99
NA,41.90164,-87.67239,Entire home/apt,34,2,1,176,21,52,9.096907208,0.301711639,2.836506799,512
NA,41.78173,-87.74035,Entire home/apt,12,0.65,11,176,10,179,0.72100876,0.351630388,8.980529349,216
NA,41.90106,-87.61987,Entire home/apt,5,0.48,13,7,5,80,10.74221128,0.52985699,1.674447181,245
NA,41.89479,-87.69336,Entire home/apt,52,2.71,3,80,32,57,8.169533534,0.471944348,3.656462112,201
NA,41.8670646,-87.6231114,Entire home/apt,0,NA,525,353,0,-1,9.00675056,0.172202256,0.844490433,177
NA,41.8670646,-87.6231114,Entire home/apt,1,0.08,525,264,1,387,9.00675056,0.172202256,0.844490433,191
NA,41.9969,-87.69312,Entire home/apt,28,1.45,8,348,11,109,11.62649938,1.063991157,8.896449714,83
NA,41.94341,-87.64636,Entire home/apt,13,0.71,1,77,8,164,12.30823362,0.448357911,4.596203332,399
NA,41.86851,-87.62746,Entire home/apt,89,4.8,2,336,53,44,8.885457287,0.035759795,0.673931572,177
NA,41.91884,-87.73608,Private room,2,0.11,2,179,0,584,9.209255609,0.598873331,6.447911869,130
NA,41.87047,-87.62798,Entire home/apt,34,1.79,1,361,13,269,8.951144384,0.119834885,0.535766232,210
NA,41.93038,-87.64263,Entire home/apt,39,2.68,1,139,29,58,11.62628542,0.595062696,3.674708567,292
NA,41.8670646,-87.6231114,Entire home/apt,0,NA,525,365,0,-1,9.00675056,0.172202256,0.844490433,373
NA,41.93781,-87.67783,Entire home/apt,49,2.69,1,166,31,38,11.23847816,0.529688828,4.883799613,131
NA,41.84616,-87.64165,Entire home/apt,5,1.52,2,357,5,66,7.334800014,0.35180703,2.296871969,178
NA,41.87928,-87.65092,Entire home/apt,1,0.06,1,0,0,549,8.492907149,0.266943437,1.156022816,75
NA,41.92851,-87.71457,Entire home/apt,59,3.18,1,6,39,49,10.04788654,0.265419191,5.789730276,247
NA,41.86087,-87.65671,Private room,0,NA,1,0,0,-1,7.347619268,0.539062753,1.890029954,80
NA,41.91468,-87.70439,Entire home/apt,0,NA,19,333,0,-1,9.257902532,0.650357177,4.791331939,297
NA,41.91404,-87.70622,Entire home/apt,53,2.85,19,344,31,58,9.187634552,0.747836369,4.853836515,122
NA,41.97526676,-87.69218221,Entire home/apt,32,1.8,1,229,26,38,11.6112094,0.631604818,7.520087125,101
NA,41.89525,-87.62664,Entire home/apt,3,0.17,3,41,1,52,10.19692454,0.113364332,1.195861988,110
NA,41.89525,-87.62664,Entire home/apt,1,0.06,18,0,0,520,10.19692454,0.113364332,1.195861988,95
NA,41.92021,-87.72021,Entire home/apt,80,4.31,3,319,53,38,9.425900231,0.510494068,5.72803282,392
NA,41.883,-87.76337,Entire home/apt,4,0.3,1,365,1,394,6.719801479,0.317109048,7.300754955,75
NA,41.92826,-87.64384,Entire home/apt,56,3.05,1,136,23,80,11.46689848,0.527572906,3.544918745,124
NA,41.95627,-87.64957,Entire home/apt,48,3.85,12,164,46,59,13.02138932,0.3244782,5.500683443,150
NA,41.95526,-87.6498,Entire home/apt,28,1.49,12,90,7,249,12.95310937,0.28383702,5.434874968,90
NA,41.94977,-87.65721,Entire home/apt,70,3.87,3,317,49,39,12.43820311,0.251987873,5.166727147,293
NA,41.89769,-87.63165,Entire home/apt,2,0.13,10,320,1,251,10.14209302,0.187752888,1.355478862,160
NA,41.90356,-87.69423,Entire home/apt,32,1.73,6,85,14,142,8.711392557,0.934355205,3.932124241,81
NA,41.88748,-87.61921,Entire home/apt,0,NA,10,363,0,-1,10.09542212,0.358194103,0.867885452,255
NA,41.88628,-87.61911,Entire home/apt,0,NA,10,348,0,-1,10.04212552,0.326252721,0.811939206,167
NA,41.89679,-87.63173,Entire home/apt,0,NA,525,297,0,-1,10.09213354,0.179749187,1.293908217,183
NA,41.89679,-87.63173,Entire home/apt,0,NA,525,348,0,-1,10.09213354,0.179749187,1.293908217,178
NA,41.89182,-87.63606,Entire home/apt,29,1.54,7,177,20,52,9.678127226,0.192001467,1.006492687,389
NA,41.85343,-87.67526,Entire home/apt,14,0.74,1,0,0,422,6.276064843,0.090521685,3.009732016,65
NA,41.918316,-87.702812,Entire home/apt,34,2.34,1,135,26,52,9.522922358,0.407055994,4.857151148,269
NA,41.89525,-87.62664,Entire home/apt,6,0.47,3,149,5,49,10.19692454,0.113364332,1.195861988,130
NA,41.98809,-87.66368,Entire home/apt,0,NA,6,0,0,-1,13.18142645,0.288912652,7.811502026,893
NA,41.98789,-87.66369,Private room,27,1.76,6,335,18,69,13.18020277,0.296369341,7.79822478,164
NA,41.89409,-87.6206,Entire home/apt,0,NA,1,0,0,-1,10.36410773,0.422916932,1.212278161,268
NA,41.98763,-87.66532,Private room,23,1.5,6,347,19,50,13.09044464,0.382881672,7.802442287,153
NA,41.98781,-87.66588,Private room,14,0.97,6,336,10,91,13.06050181,0.405313186,7.822117522,200
NA,41.98902,-87.66584,Private room,15,1.09,6,330,13,40,13.06701104,0.377912361,7.902400267,164
NA,41.98906,-87.66399,Private room,7,0.48,6,330,6,156,13.16802018,0.279037074,7.880536537,224
NA,41.8973,-87.6282,Entire home/apt,21,1.23,57,327,11,79,10.24535868,0.03809514,1.327677223,179
NA,41.8973,-87.62633,Entire home/apt,34,1.95,57,325,22,54,10.31322478,0.094219893,1.338279078,182
NA,41.91975,-87.73593,Private room,4,0.26,2,179,0,406,9.272543713,0.552590975,6.468194395,100
NA,41.90848,-87.67934,Entire home/apt,8,0.47,3,50,4,44,9.345406877,0.133242598,3.422066005,399
NA,41.97203,-87.84572,Entire home/apt,12,0.66,1,0,0,480,3.25746639,0.8564289,13.45331021,95
NA,41.88366,-87.66862,Entire home/apt,78,4.16,2,34,43,40,8.14465318,0.130127979,2.1540114,180
NA,41.89679,-87.63173,Entire home/apt,1,0.58,525,339,1,86,10.09213354,0.179749187,1.293908217,169
NA,41.89679,-87.63173,Entire home/apt,0,NA,525,255,0,-1,10.09213354,0.179749187,1.293908217,191
NA,41.8342,-87.65075,Private room,40,2.23,4,62,27,44,6.470449895,0.876011004,3.237882856,57
NA,41.80693,-87.60622,Private room,28,1.51,6,335,12,136,8.111204223,0.695996848,5.07669607,65
NA,41.80643,-87.60399,Private room,33,1.85,6,350,19,137,8.225061825,0.726919184,5.142102456,66
NA,41.80637,-87.60613,Private room,17,1,6,358,9,129,8.109252952,0.710741268,5.115321557,60
NA,41.89679,-87.63173,Entire home/apt,0,NA,525,309,0,-1,10.09213354,0.179749187,1.293908217,195
NA,41.89679,-87.63173,Entire home/apt,3,0.22,525,196,2,157,10.09213354,0.179749187,1.293908217,193
NA,41.83322,-87.65115,Private room,42,2.32,4,73,33,45,6.417129085,0.885170782,3.30886001,57
NA,42.01891,-87.66585,Entire home/apt,54,2.91,2,341,32,53,13.33985489,0.274977236,9.913265934,111
NA,41.94428,-87.72801,Entire home/apt,46,2.65,1,332,32,52,9.93896758,0.54421131,7.04315897,150
NA,41.89362,-87.660095,Entire home/apt,63,3.71,1,157,40,51,8.974686775,0.301560636,1.970495862,356
NA,41.76019,-87.60024,Entire home/apt,1,0.08,2,363,1,393,8.496813857,0.280292489,8.294335263,180
NA,41.70502,-87.62867,Entire home/apt,19,1.07,1,317,10,91,8.767089276,1.13545375,11.94267937,56
NA,41.88442,-87.62465,Entire home/apt,103,5.82,20,199,69,38,9.735160457,0.007768612,0.518877233,401
NA,41.8852,-87.62673,Entire home/apt,99,5.58,20,218,67,54,9.692047619,0.058453676,0.517782913,333
NA,41.88666,-87.6263,Entire home/apt,89,5.03,20,194,57,38,9.779968873,0.092184498,0.620785647,354
NA,41.94492,-87.65675,Entire home/apt,88,5,13,313,56,43,12.14575554,0.227074795,4.839697501,158
NA,41.87432,-87.62371,Private room,74,4.03,5,348,42,44,9.301198353,0.184376475,0.422602216,344
NA,41.87599,-87.62539,Private room,4,0.33,5,350,4,59,9.30856388,0.105750807,0.281379363,344
NA,41.87596,-87.6251,Private room,112,6.12,5,348,81,40,9.318987305,0.095810075,0.296069755,232
NA,41.80734,-87.60564,Entire home/apt,7,0.41,24,350,6,145,8.147433601,0.721019679,5.05750335,193
NA,41.89679,-87.63173,Entire home/apt,0,NA,525,323,0,-1,10.09213354,0.179749187,1.293908217,177
NA,41.89679,-87.63173,Entire home/apt,1,0.22,525,348,1,169,10.09213354,0.179749187,1.293908217,177
NA,41.85061,-87.68172,Entire home/apt,8,0.59,1,0,4,374,5.896551099,0.329684314,3.410888542,269
NA,41.92834,-87.652,Entire home/apt,71,4.1,11,16,54,40,11.24787969,0.201271686,3.672366148,157
NA,41.82725,-87.61862,Entire home/apt,21,2.48,1,74,21,37,7.839515856,0.403906232,3.561354681,106
NA,41.72829,-87.57865,Shared room,14,0.81,23,43,8,150,10.2886942,1.282344431,10.70751936,26
NA,41.91823,-87.73634,Entire home/apt,56,3.08,4,349,35,37,9.165994855,0.578863743,6.442488737,107
NA,41.8995,-87.67231,Entire home/apt,44,4.04,1,77,44,38,8.96979835,0.39233372,2.750927497,311
