@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute host_is_superhost {FALSE,TRUE}
@attribute host_listings_count numeric
@attribute host_total_listings_count numeric
@attribute host_has_profile_pic {TRUE,FALSE}
@attribute host_identity_verified {TRUE,FALSE}
@attribute neighbourhood_cleansed {'Historic Anacostia','Cathedral Heights, McLean Gardens, Glover Park','Edgewood, Bloomingdale, Truxton Circle, Eckington','Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View','River Terrace, Benning, Greenway, Dupont Park','Fairfax Village, Naylor Gardens, Hillcrest, Summit Park','Near Southeast, Navy Yard','Dupont Circle, Connecticut Avenue/K Street','Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill','Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir','Takoma, Brightwood, Manor Park','Friendship Heights, American University Park, Tenleytown','Brightwood Park, Crestwood, Petworth','Colonial Village, Shepherd Park, North Portal Estates','Georgetown, Burleith/Hillandale','Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace','Capitol Hill, Lincoln Park','Ivy City, Arboretum, Trinidad, Carver Langston','Shaw, Logan Circle','Union Station, Stanton Park, Kingman Park','Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street','Howard University, Le Droit Park, Cardozo/Shaw','Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights','North Michigan Park, Michigan Park, University Heights','North Cleveland Park, Forest Hills, Van Ness','Douglas, Shipley Terrace','West End, Foggy Bottom, GWU','Congress Heights, Bellevue, Washington Highlands','Kalorama Heights, Adams Morgan, Lanier Heights','Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point','Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont','Woodridge, Fort Lincoln, Gateway','Mayfair, Hillbrook, Mahaning Heights','Eastland Gardens, Kenilworth','Brookland, Brentwood, Langdon','Capitol View, Marshall Heights, Benning Heights','Hawthorne, Barnaby Woods, Chevy Chase','Woodland/Fort Stanton, Garfield Heights, Knox Hill','Sheridan, Barry Farm, Buena Vista'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute accommodates numeric
@attribute bedrooms numeric
@attribute beds numeric
@attribute minimum_nights numeric
@attribute maximum_nights numeric
@attribute has_availability {TRUE,FALSE}
@attribute availability_30 numeric
@attribute availability_60 numeric
@attribute availability_90 numeric
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute number_of_reviews_l30d numeric
@attribute review_scores_rating numeric
@attribute review_scores_accuracy numeric
@attribute review_scores_cleanliness numeric
@attribute review_scores_checkin numeric
@attribute review_scores_communication numeric
@attribute review_scores_location numeric
@attribute review_scores_value numeric
@attribute instant_bookable {FALSE,TRUE}
@attribute calculated_host_listings_count numeric
@attribute calculated_host_listings_count_entire_homes numeric
@attribute calculated_host_listings_count_private_rooms numeric
@attribute calculated_host_listings_count_shared_rooms numeric
@attribute reviews_per_month numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
FALSE,1,1,TRUE,TRUE,'Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace',38.93435,-77.05844,'Entire home/apt',2,?,1,31,35,FALSE,0,0,0,0,9,0,0,5,5,4.89,5,5,4.89,4.89,FALSE,1,1,0,0,0.12,0.035794,5.780752,2.193795,85
TRUE,23,30,TRUE,TRUE,'Capitol Hill, Lincoln Park',38.89053,-77.00139,'Entire home/apt',4,1,2,31,500,TRUE,30,60,90,365,9,0,0,4.67,5,4.78,5,5,5,4.78,FALSE,19,19,0,0,0.12,0.425976,3.276305,2.205689,265
FALSE,1,3,TRUE,TRUE,'Ivy City, Arboretum, Trinidad, Carver Langston',38.90269,-76.98784,'Private room',2,?,1,31,1125,TRUE,0,0,0,0,9,0,0,4.38,4.43,4.29,4.29,4.75,4.88,4.63,FALSE,1,0,1,0,0.12,0.858456,4.378064,2.618735,40
FALSE,68,147,TRUE,TRUE,'Shaw, Logan Circle',38.90748,-77.02939,'Entire home/apt',5,2,2,30,365,TRUE,2,3,3,3,6,0,0,4,4,3.67,4.67,4.67,5,3.67,FALSE,17,17,0,0,0.12,0.402478,3.8465,0.398499,298
FALSE,1,1,TRUE,TRUE,'Union Station, Stanton Park, Kingman Park',38.90058,-77.00288,'Entire home/apt',4,2,2,31,1125,TRUE,13,43,72,72,9,3,0,4.75,5,4.75,5,5,5,4.75,FALSE,1,1,0,0,0.12,0.308709,3.820336,1.86002,199
TRUE,2,3,TRUE,TRUE,'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.89976,-77.02695,'Entire home/apt',2,1,1,3,28,TRUE,10,26,56,62,8,7,1,5,5,5,4.88,5,5,4.86,FALSE,1,1,0,0,0.12,0.115888,3.337503,0.73596,300
TRUE,2,4,TRUE,TRUE,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91534,-77.01273,'Entire home/apt',4,2,3,31,1125,TRUE,0,0,0,113,6,3,0,4.83,4.83,5,5,5,4.67,4.33,FALSE,2,2,0,0,0.12,0.503305,4.559786,1.398731,201
FALSE,2,2,TRUE,FALSE,'Dupont Circle, Connecticut Avenue/K Street',38.90747,-77.04633,'Private room',2,2,2,31,365,TRUE,0,0,0,0,5,1,0,5,5,5,5,5,5,5,FALSE,2,1,1,0,0.12,0.213449,3.847831,0.500137,157
FALSE,1,3,TRUE,TRUE,'Howard University, Le Droit Park, Cardozo/Shaw',38.92149,-77.01564,'Entire home/apt',6,3,4,31,1125,FALSE,0,0,0,0,7,0,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.12,0.644734,4.928559,1.49728,99
FALSE,1,1,TRUE,FALSE,'Ivy City, Arboretum, Trinidad, Carver Langston',38.9159,-76.9836,'Entire home/apt',3,?,2,31,1125,FALSE,0,0,0,0,7,0,0,4.86,5,4.86,5,5,4.71,5,FALSE,1,1,0,0,0.12,0.744861,5.253557,2.887979,32
FALSE,1,2,TRUE,TRUE,'Union Station, Stanton Park, Kingman Park',38.89395,-76.99399,'Entire home/apt',4,2,2,31,1125,TRUE,21,51,81,170,2,1,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.12,0.65187,3.701967,2.451117,156
FALSE,1,2,TRUE,TRUE,'Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights',38.89768,-76.91772,'Private room',2,1,1,2,50,TRUE,27,57,87,87,6,4,0,4.8,4.8,4.8,5,5,4.8,5,FALSE,1,0,1,0,0.12,0.647091,6.569974,6.350604,73
FALSE,?,?,?,?,'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.90431,-77.01483,'Entire home/apt',4,2,2,31,731,TRUE,7,37,67,342,4,0,0,4.5,5,5,4.75,4.75,4.75,4.25,TRUE,157,157,0,0,0.12,0.40344,3.800889,1.186586,164
FALSE,3,3,TRUE,FALSE,'Ivy City, Arboretum, Trinidad, Carver Langston',38.90137,-76.97872,'Entire home/apt',8,3,4,2,365,TRUE,10,29,59,238,5,1,0,4.4,4.6,5,4.8,4.4,3.8,4.4,FALSE,3,3,0,0,0.12,1.014744,4.618224,3.109669,242
TRUE,2,2,TRUE,FALSE,'North Michigan Park, Michigan Park, University Heights',38.93921,-76.99347,'Private room',2,?,1,20,360,TRUE,1,16,46,136,5,3,0,5,5,5,5,5,5,5,FALSE,2,1,1,0,0.12,0.41724,6.451486,3.19007,56
FALSE,?,?,?,?,'North Cleveland Park, Forest Hills, Van Ness',38.93982,-77.05973,'Entire home/apt',4,2,2,31,731,TRUE,1,1,16,291,4,0,0,4.75,4.75,5,5,5,5,5,TRUE,157,157,0,0,0.12,0.294269,6.164298,2.555403,125
FALSE,8,10,TRUE,TRUE,'Capitol Hill, Lincoln Park',38.88731,-77.00208,'Private room',2,1,1,31,1125,TRUE,30,60,90,326,4,1,0,3.5,3.5,4.5,4,4,4,3,TRUE,8,0,8,0,0.12,0.224086,3.07666,2.299833,335
FALSE,?,?,?,?,'Union Station, Stanton Park, Kingman Park',38.8995,-76.99188,'Entire home/apt',4,2,2,31,731,TRUE,0,14,44,319,3,0,0,5,5,5,5,5,5,5,TRUE,157,157,0,0,0.12,0.786314,4.073508,2.444496,119
FALSE,14,44,TRUE,TRUE,'Dupont Circle, Connecticut Avenue/K Street',38.91227,-77.04469,'Private room',2,1,1,2,799,TRUE,1,23,53,328,4,1,1,5,5,5,5,5,5,5,TRUE,12,2,10,0,0.12,0.195823,4.16824,0.541149,155
FALSE,9,14,TRUE,TRUE,'Douglas, Shipley Terrace',38.8482,-76.97704,'Private room',4,1,2,31,1125,TRUE,29,59,89,269,4,1,0,4.75,4.5,4.75,4.75,5,4.75,4.75,FALSE,4,0,4,0,0.12,0.501488,3.226064,5.161231,132
FALSE,?,?,?,?,'Dupont Circle, Connecticut Avenue/K Street',38.91398,-77.04622,'Entire home/apt',2,1,1,31,731,TRUE,30,60,90,365,3,1,0,4,5,5,5,3.67,5,3.33,TRUE,157,157,0,0,0.12,0.336405,4.293549,0.680332,124
FALSE,?,?,?,?,'Shaw, Logan Circle',38.9059,-77.02356,'Entire home/apt',2,?,1,31,731,TRUE,1,1,14,289,4,0,0,4.75,5,4.5,5,4.75,5,4.75,TRUE,157,157,0,0,0.12,0.094857,3.78706,0.712687,104
FALSE,35,36,TRUE,TRUE,'Union Station, Stanton Park, Kingman Park',38.89329,-76.99855,'Entire home/apt',2,1,2,31,1125,TRUE,1,14,44,319,4,2,0,4.75,4.75,4.25,5,5,5,4.5,FALSE,33,33,0,0,0.12,0.562629,3.518856,2.247767,85
FALSE,3,5,TRUE,TRUE,'Capitol Hill, Lincoln Park',38.88594,-76.9786,'Private room',1,1,1,31,1125,TRUE,30,60,90,151,1,1,0,4,4,4,4,4,4,4,FALSE,3,0,3,0,0.12,0.096272,3.906705,3.420438,74
FALSE,?,?,?,?,'Capitol Hill, Lincoln Park',38.89023,-77.0024,'Entire home/apt',2,?,?,31,731,TRUE,23,53,83,353,3,1,0,5,5,5,4.33,5,5,5,TRUE,157,157,0,0,0.12,0.384533,3.228262,2.171287,104
FALSE,1,3,TRUE,TRUE,'Union Station, Stanton Park, Kingman Park',38.90595,-77.0088,'Entire home/apt',3,1,1,31,1125,TRUE,0,0,0,0,4,0,0,5,5,4.5,5,4.75,5,4.75,FALSE,1,1,0,0,0.12,0.315035,4.018914,1.491795,80
FALSE,1,9,TRUE,FALSE,'Ivy City, Arboretum, Trinidad, Carver Langston',38.909,-76.98662,'Entire home/apt',2,1,2,31,1125,TRUE,19,49,79,79,4,0,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.12,0.879972,4.768915,2.667733,115
FALSE,1,2,TRUE,FALSE,'West End, Foggy Bottom, GWU',38.89983,-77.05151,'Entire home/apt',5,4,5,60,1125,TRUE,0,0,0,246,3,2,0,4.33,4.67,4,4.33,5,5,4,FALSE,1,1,0,0,0.12,0.088889,3.373758,0.926385,180
FALSE,?,?,?,?,'West End, Foggy Bottom, GWU',38.90137,-77.0558,'Entire home/apt',2,?,?,31,731,TRUE,5,35,65,340,3,1,0,4.67,5,5,5,4.67,5,4.33,TRUE,157,157,0,0,0.12,0.296126,3.532428,1.079455,91
FALSE,?,?,?,?,'West End, Foggy Bottom, GWU',38.90145,-77.05615,'Entire home/apt',4,2,2,31,731,TRUE,0,14,44,319,3,1,0,4.33,5,4.33,5,5,5,4,TRUE,157,157,0,0,0.12,0.315318,3.542816,1.094678,162
FALSE,?,?,?,?,'West End, Foggy Bottom, GWU',38.89945,-77.05435,'Entire home/apt',2,?,?,31,731,TRUE,5,35,65,340,2,1,0,3,4,4,4.5,3.5,4,3,TRUE,157,157,0,0,0.12,0.232461,3.384268,1.068319,91
FALSE,99,387,TRUE,TRUE,'Ivy City, Arboretum, Trinidad, Carver Langston',38.90172,-76.98676,'Private room',1,1,1,91,365,TRUE,28,58,88,362,1,1,0,3,4,5,5,4,4,2,TRUE,63,4,59,0,0.12,0.936404,4.360096,2.684186,65
FALSE,1,1,TRUE,TRUE,'Brightwood Park, Crestwood, Petworth',38.95754,-77.02515,'Entire home/apt',4,?,2,31,1125,FALSE,0,0,0,0,3,0,0,4,5,4.33,5,3.67,5,4.67,FALSE,1,1,0,0,0.12,1.277776,7.305688,3.528844,200
FALSE,2,2,TRUE,TRUE,'Historic Anacostia',38.86514,-76.98792,'Entire home/apt',2,1,1,2,500,TRUE,4,7,21,200,3,0,0,4.67,4.33,5,5,5,3.67,5,FALSE,2,2,0,0,0.12,0.422413,2.787394,3.893754,95
FALSE,201,253,TRUE,TRUE,'Dupont Circle, Connecticut Avenue/K Street',38.91173,-77.03802,'Entire home/apt',2,1,1,31,365,TRUE,28,54,84,359,2,1,1,4.5,5,5,5,4.5,5,4.5,FALSE,156,150,5,0,0.12,0.321388,4.114506,0.318157,108
FALSE,5,14,TRUE,TRUE,'Congress Heights, Bellevue, Washington Highlands',38.82462,-76.99695,'Private room',1,1,2,31,32,TRUE,30,60,90,90,2,1,0,4.5,4,5,5,5,3.5,5,TRUE,3,0,3,0,0.12,1.519408,2.873866,6.078701,44
FALSE,1,1,TRUE,TRUE,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92651,-77.03434,'Entire home/apt',4,2,2,31,1125,TRUE,0,0,0,257,1,1,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.12,0.132102,5.137372,1.33928,128
FALSE,35,158,TRUE,TRUE,'Georgetown, Burleith/Hillandale',38.90787,-77.05779,'Entire home/apt',5,3,3,31,1125,TRUE,0,0,0,0,1,1,0,5,5,5,5,5,5,5,FALSE,32,32,0,0,0.12,0.634657,3.992766,1.108135,316
FALSE,35,158,TRUE,TRUE,'Friendship Heights, American University Park, Tenleytown',38.956799,-77.081337,'Entire home/apt',6,3,4,31,1125,TRUE,8,8,8,82,1,1,0,5,5,5,5,5,5,5,TRUE,32,32,0,0,0.12,0.268646,7.585454,4.154411,267
FALSE,4,7,TRUE,FALSE,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93164,-77.02089,'Entire home/apt',10,3,2,32,360,TRUE,0,0,0,117,1,1,0,4,5,5,5,5,5,5,TRUE,1,1,0,0,0.12,0.422957,5.560078,1.887806,226
FALSE,1,2,TRUE,FALSE,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93306,-77.0241,'Entire home/apt',6,3,3,31,365,TRUE,30,60,90,364,1,1,0,2,2,2,3,3,4,3,FALSE,1,1,0,0,0.12,0.304265,5.632531,1.908951,110
TRUE,3,7,TRUE,TRUE,'Cathedral Heights, McLean Gardens, Glover Park',38.93064,-77.0777,'Entire home/apt',4,1,2,31,1125,TRUE,0,0,0,80,1,1,0,5,5,5,5,5,5,5,FALSE,3,1,0,2,0.12,1.080011,5.819231,2.700338,55
FALSE,1,3,TRUE,FALSE,'Union Station, Stanton Park, Kingman Park',38.90029,-76.98546,'Private room',2,1,1,31,365,TRUE,0,0,0,0,1,1,0,5,5,5,5,5,5,5,FALSE,1,0,1,0,0.12,1.036268,4.32681,2.767697,188
FALSE,1,2,TRUE,TRUE,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93346,-77.03116,'Private room',2,1,1,31,90,TRUE,10,40,70,345,1,1,0,5,5,5,5,5,5,5,TRUE,1,0,1,0,0.12,0.394369,5.624521,1.837301,70
FALSE,1,1,TRUE,TRUE,'Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill',38.97782,-77.00108,'Private room',2,1,1,1,1125,TRUE,0,0,0,256,10,0,0,5,4.9,5,5,5,4.9,5,FALSE,1,0,1,0,0.12,0.914107,8.889117,5.229544,60
FALSE,1,1,TRUE,TRUE,'Congress Heights, Bellevue, Washington Highlands',38.81623,-76.99623,'Private room',2,1,1,31,1125,TRUE,30,60,90,180,5,0,0,3.2,3.6,3,3.4,4,3,3,FALSE,1,0,1,0,0.12,2.050016,3.309967,6.636722,32
FALSE,2,2,TRUE,TRUE,'Georgetown, Burleith/Hillandale',38.89355,-77.07074,'Entire home/apt',2,1,1,60,1125,TRUE,0,0,4,279,6,0,0,4.5,4.83,4.67,4.33,4.83,4.83,4.33,FALSE,2,2,0,0,0.12,0.168389,3.353634,2.025783,68
FALSE,7,11,TRUE,TRUE,'Georgetown, Burleith/Hillandale',38.89409,-77.06991,'Entire home/apt',2,1,1,70,1125,TRUE,16,16,16,242,8,1,0,4.88,5,4.5,4.88,4.75,4.75,4.25,FALSE,4,4,0,0,0.12,0.141228,3.362921,1.969553,72
TRUE,4,4,TRUE,TRUE,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91195,-77.00456,'Private room',3,1,2,1,1125,TRUE,3,10,23,298,443,9,0,4.82,4.88,4.91,4.94,4.9,4.55,4.74,FALSE,4,0,4,0,2.73,0.349523,4.48759,1.745074,75
FALSE,25,30,TRUE,TRUE,'Ivy City, Arboretum, Trinidad, Carver Langston',38.906966,-76.983626,'Private room',2,1,1,1,365,TRUE,11,37,67,342,6,6,0,4.5,4.5,4.67,4.5,4.5,4.5,4.83,TRUE,11,4,6,1,2.73,1.028011,4.748084,2.823544,41
FALSE,120,175,TRUE,TRUE,'Howard University, Le Droit Park, Cardozo/Shaw',38.914748,-77.023078,'Entire home/apt',4,2,2,15,365,TRUE,25,51,81,355,5,5,2,4.8,4.8,5,4.8,5,4.8,5,FALSE,15,15,0,0,2.73,0.106767,4.391573,0.898817,234
