@relation 'dc_listings - full'

@attribute host_is_superhost {f,t}
@attribute host_listings_count numeric
@attribute host_total_listings_count numeric
@attribute host_has_profile_pic {t,f}
@attribute host_identity_verified {t,f}
@attribute neighbourhood_cleansed {'Historic Anacostia','Brightwood Park, Crestwood, Petworth','Edgewood, Bloomingdale, Truxton Circle, Eckington','Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street','Dupont Circle, Connecticut Avenue/K Street','Howard University, Le Droit Park, Cardozo/Shaw','Douglas, Shipley Terrace','Capitol Hill, Lincoln Park','Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill','Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View','Friendship Heights, American University Park, Tenleytown','Kalorama Heights, Adams Morgan, Lanier Heights','Ivy City, Arboretum, Trinidad, Carver Langston','Shaw, Logan Circle','West End, Foggy Bottom, GWU','Brookland, Brentwood, Langdon','Cathedral Heights, McLean Gardens, Glover Park','Takoma, Brightwood, Manor Park','Union Station, Stanton Park, Kingman Park','Congress Heights, Bellevue, Washington Highlands','Colonial Village, Shepherd Park, North Portal Estates','Georgetown, Burleith/Hillandale','Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point','Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir','Hawthorne, Barnaby Woods, Chevy Chase','Capitol View, Marshall Heights, Benning Heights','North Michigan Park, Michigan Park, University Heights','North Cleveland Park, Forest Hills, Van Ness','Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace','Mayfair, Hillbrook, Mahaning Heights','Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights','Fairfax Village, Naylor Gardens, Hillcrest, Summit Park','Eastland Gardens, Kenilworth','River Terrace, Benning, Greenway, Dupont Park','Near Southeast, Navy Yard','Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont','Sheridan, Barry Farm, Buena Vista','Woodland/Fort Stanton, Garfield Heights, Knox Hill','Woodridge, Fort Lincoln, Gateway'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Private room','Entire home/apt','Shared room','Hotel room'}
@attribute accommodates numeric
@attribute bedrooms numeric
@attribute beds numeric
@attribute minimum_nights numeric
@attribute maximum_nights numeric
@attribute has_availability {t,f}
@attribute availability_30 numeric
@attribute availability_60 numeric
@attribute availability_90 numeric
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute number_of_reviews_l30d numeric
@attribute review_scores_rating numeric
@attribute review_scores_accuracy numeric
@attribute review_scores_cleanliness numeric
@attribute review_scores_checkin numeric
@attribute review_scores_communication numeric
@attribute review_scores_location numeric
@attribute review_scores_value numeric
@attribute instant_bookable {f,t}
@attribute calculated_host_listings_count numeric
@attribute calculated_host_listings_count_entire_homes numeric
@attribute calculated_host_listings_count_private_rooms numeric
@attribute calculated_host_listings_count_shared_rooms numeric
@attribute reviews_per_month numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
t,1,1,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91854,-77.01168,'Entire home/apt',2,1,1,3,1125,t,0,6,12,81,96,8,0,4.95,5,4.94,4.99,5,4.77,4.93,f,1,1,0,0,1.23,0.489471,3.430578,2.190443,95
t,10,21,t,f,'Kalorama Heights, Adams Morgan, Lanier Heights',38.92388,-77.04436,'Entire home/apt',12,5,6,31,1125,t,30,60,90,364,58,7,0,4.74,4.79,4.64,4.91,4.93,4.98,4.66,f,10,10,0,0,0.74,1.685246,8.107143,4.372219,664
t,1,1,t,t,'Friendship Heights, American University Park, Tenleytown',38.95238,-77.07245,'Entire home/apt',4,1,1,2,1125,t,3,26,52,327,143,37,2,4.86,4.9,4.86,4.97,4.95,4.94,4.86,t,1,1,0,0,2.27,0.274751,2.168039,2.09543,108
f,1,1,t,t,'Near Southeast, Navy Yard',38.87841,-77.0005,'Entire home/apt',5,3,3,31,1125,t,0,0,0,0,146,0,0,4.92,4.99,4.93,4.96,4.92,4.91,4.88,t,1,1,0,0,1.82,0.227146,5.730383,1.98909,110
t,4,5,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.91793,-77.04301,'Private room',1,1,1,31,1125,t,1,2,2,169,20,5,0,5,5,4.9,5,5,5,4.95,f,3,0,3,0,0.26,0.430765,6.788301,3.334014,67
f,1,2,t,t,'Union Station, Stanton Park, Kingman Park',38.89519,-76.99882,'Entire home/apt',4,1,2,31,1125,t,0,1,1,85,13,0,0,4.92,4.92,5,5,4.92,5,4.77,f,1,1,0,0,0.19,0.142014,3.278628,1.203566,155
t,1,2,t,f,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92675,-77.02872,'Entire home/apt',6,1,4,1,1125,t,13,37,64,243,270,33,0,4.89,4.93,4.89,4.94,4.96,4.88,4.82,t,1,1,0,0,3.4,0.180668,5.05548,1.270607,154
f,1,1,t,t,'Brightwood Park, Crestwood, Petworth',38.94347,-77.03499,'Private room',2,1,1,31,1125,t,30,60,90,365,66,0,0,4.97,4.94,4.97,5,5,4.83,4.88,f,1,0,1,0,0.81,0.137535,3.211835,0.897973,75
t,1,1,t,t,'Capitol Hill, Lincoln Park',38.89165,-76.99154,'Entire home/apt',2,1,1,31,1125,t,2,2,2,256,18,4,0,4.94,4.94,5,5,5,4.94,4.88,f,1,1,0,0,0.22,0.199503,3.951699,0.561661,85
f,16,23,t,t,'West End, Foggy Bottom, GWU',38.90338,-77.05187,'Entire home/apt',4,?,2,31,355,t,30,60,90,108,280,41,0,4.82,4.91,4.82,4.91,4.92,4.95,4.79,t,16,16,0,0,3.55,0.057397,3.294375,1.303901,250
f,1,1,t,t,'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.91104,-77.08546,'Entire home/apt',2,2,2,3,1125,t,30,54,84,359,16,5,0,4.81,4.88,4.88,4.88,4.88,4.8,4.81,f,1,1,0,0,0.19,0.306666,7.823377,4.355002,264
t,1,1,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92322,-77.02655,'Entire home/apt',2,1,1,31,1125,t,1,13,22,22,304,5,0,4.79,4.89,4.72,4.93,4.95,4.86,4.82,t,1,1,0,0,4.28,0.168203,3.370777,0.853673,86
f,1,2,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.91801,-77.04049,'Entire home/apt',4,1,1,31,31,t,0,0,0,0,19,0,0,4.93,4.93,4.8,5,5,4.93,4.93,f,1,1,0,0,0.24,0.234368,5.084578,1.326602,99
f,1,1,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.9189,-77.04477,'Entire home/apt',4,2,2,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.152836,4.27997,0.786851,140
f,1,2,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91145,-77.01556,'Entire home/apt',4,2,2,31,1124,t,0,0,0,0,54,0,0,4.91,4.93,4.91,5,4.94,4.77,4.9,f,1,1,0,0,0.67,0.456246,3.788665,1.094827,180
f,1,1,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.9273,-77.03108,'Entire home/apt',2,1,2,31,1125,f,0,0,0,0,54,0,0,4.66,4.85,4.7,4.88,4.88,4.68,4.68,f,1,1,0,0,0.72,0.268528,3.825294,3.363833,114
t,12,18,t,t,'Capitol Hill, Lincoln Park',38.88759,-76.99931,'Hotel room',4,1,1,31,1125,t,7,28,58,333,31,1,0,4.84,4.9,4.84,5,4.9,4.97,4.77,f,11,8,0,0,0.4,0.025245,3.297011,1.001971,129
t,1,1,t,f,'Brightwood Park, Crestwood, Petworth',38.94478,-77.02662,'Entire home/apt',6,3,3,3,30,t,15,38,61,272,117,10,1,4.83,4.9,4.84,4.95,4.93,4.78,4.83,t,1,1,0,0,1.68,0.766281,5.17115,4.347771,205
f,1,1,t,f,'Kalorama Heights, Adams Morgan, Lanier Heights',38.92657,-77.03909,'Entire home/apt',3,1,1,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.224929,3.524659,3.134528,90
t,3,4,t,t,'Capitol View, Marshall Heights, Benning Heights',38.8845,-76.94345,'Entire home/apt',2,1,1,1,30,t,11,38,66,341,358,11,9,4.75,4.87,4.94,4.96,4.96,4.34,4.78,f,3,2,1,0,4.61,0.975669,8.061519,4.424819,79
t,4,8,t,t,'Brookland, Brentwood, Langdon',38.91879,-76.98569,'Entire home/apt',4,?,1,120,600,t,0,0,10,285,13,1,0,4.92,4.69,4.69,4.46,4.77,4.08,4.62,f,3,2,1,0,0.17,0.200501,3.315753,3.173777,100
t,2,2,t,t,'Capitol View, Marshall Heights, Benning Heights',38.8845,-76.92681,'Private room',1,1,1,14,365,t,0,0,0,269,64,2,0,4.94,4.94,4.98,4.98,4.97,4.31,4.92,f,2,0,2,0,0.83,0.433299,3.313288,2.241924,44
t,7,9,t,t,'Capitol Hill, Lincoln Park',38.88299,-77.00673,'Entire home/apt',4,1,2,1,100,t,2,24,45,125,443,71,2,4.96,4.97,4.95,4.95,4.95,4.98,4.88,t,3,3,0,0,5.67,0.182373,5.761819,2.029581,115
f,2,29,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90803,-77.03472,'Entire home/apt',6,1,3,31,1125,t,13,13,31,31,259,0,0,4.82,4.87,4.86,4.95,4.95,4.97,4.75,f,1,1,0,0,3.13,0.129338,4.215112,0.80328,99
f,4,6,t,t,'Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont',38.87394,-76.97241,'Entire home/apt',5,3,4,4,365,t,29,59,89,364,67,8,0,4.31,4.5,4.21,4.64,4.71,3.97,4.41,f,4,4,0,0,0.93,0.102244,3.308576,0.543242,95
t,1,1,t,t,'Union Station, Stanton Park, Kingman Park',38.89909,-76.98726,'Entire home/apt',4,1,2,3,340,t,1,15,16,61,248,32,3,4.97,4.98,4.98,4.98,4.99,4.85,4.94,t,1,1,0,0,3.27,0.560898,4.532543,1.463957,138
t,12,18,t,t,'Capitol Hill, Lincoln Park',38.88759,-76.99931,'Entire home/apt',2,?,1,31,1125,t,30,60,90,365,55,8,0,4.96,4.98,4.91,4.93,4.96,4.96,4.8,f,11,8,0,0,0.7,0.054799,6.024574,5.504147,270
f,1,4,t,f,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91458,-77.00711,'Entire home/apt',5,2,3,31,365,t,0,0,0,0,23,2,0,4.74,4.91,5,4.91,4.74,4.61,4.78,t,1,1,0,0,0.3,0.346143,4.167489,0.588012,150
t,4,4,t,t,'Capitol Hill, Lincoln Park',38.88981,-77.0011,'Private room',1,1,1,2,1125,t,11,22,48,323,52,13,2,4.9,4.83,4.73,4.94,4.94,4.96,4.82,f,3,0,3,0,0.68,0.19771,3.723844,1.8694,110
f,1,6,t,f,'Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont',38.87051,-76.97517,'Entire home/apt',5,2,3,14,180,t,30,60,90,365,316,0,0,4.79,4.89,4.81,4.98,4.93,4.36,4.83,f,1,1,0,0,4.01,0.291961,3.71262,0.763708,500
f,1,1,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92981,-77.03946,'Entire home/apt',4,1,2,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.451439,3.578955,2.573706,100
t,12,18,t,t,'Capitol Hill, Lincoln Park',38.887472,-76.999219,'Entire home/apt',4,1,2,31,1125,t,30,60,90,365,54,7,0,4.76,4.94,4.87,4.98,4.98,4.96,4.72,f,11,8,0,0,0.68,1.092262,7.31733,3.565847,389
t,12,18,t,t,'Capitol Hill, Lincoln Park',38.88745,-76.99925,'Hotel room',4,1,2,31,1125,t,5,35,65,340,60,8,0,4.83,4.95,4.85,4.92,4.85,5,4.73,f,11,8,0,0,0.76,1.162389,5.33283,2.335764,389
f,10,16,t,t,'Shaw, Logan Circle',38.90638,-77.01587,'Entire home/apt',6,2,2,31,1125,t,14,30,60,275,168,12,0,4.84,4.89,4.82,4.94,4.95,4.75,4.77,t,8,8,0,0,2.1,0.223401,5.133501,1.331454,225
f,4,4,t,f,'Capitol Hill, Lincoln Park',38.88986,-77.00232,'Entire home/apt',4,?,1,31,1125,t,0,0,0,0,97,0,0,4.84,4.86,4.98,4.96,4.88,4.99,4.76,t,1,1,0,0,1.23,0.445027,3.885641,2.100054,163
t,3,6,t,t,'Shaw, Logan Circle',38.91186,-77.01956,'Entire home/apt',4,1,2,3,30,t,3,23,53,130,244,25,4,4.95,4.98,4.95,4.98,4.99,4.9,4.93,f,3,2,1,0,3.08,0.314553,3.784056,0.581452,145
f,1,7,t,t,'Congress Heights, Bellevue, Washington Highlands',38.83988,-76.99506,'Entire home/apt',3,?,1,31,60,t,29,59,77,333,149,1,0,4.72,4.86,4.79,4.86,4.89,4.24,4.74,t,1,1,0,0,1.85,0.134542,5.933779,2.359415,85
f,1,1,t,t,'Capitol Hill, Lincoln Park',38.8896,-76.98117,'Entire home/apt',6,4,4,31,1125,t,6,8,27,127,35,7,2,4.94,4.97,4.97,5,5,4.86,4.91,f,1,1,0,0,0.45,0.469564,4.128241,0.335578,150
f,1,1,t,f,'Georgetown, Burleith/Hillandale',38.90355,-77.06336,'Entire home/apt',3,1,1,31,60,t,28,46,46,46,146,31,0,4.82,4.86,4.57,4.97,4.95,4.98,4.78,f,1,1,0,0,1.86,0.586251,4.860747,1.078054,200
f,1,3,t,t,'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.90719,-77.08389,'Entire home/apt',2,?,?,31,365,t,0,0,29,29,26,0,0,4.92,5,4.85,5,4.96,4.88,4.81,f,1,1,0,0,0.34,0.065618,5.185141,1.391118,120
t,1,1,t,t,'Capitol Hill, Lincoln Park',38.88231,-76.99749,'Entire home/apt',4,1,1,2,1125,t,1,11,11,11,126,18,0,4.92,4.98,4.93,4.98,5,4.98,4.83,f,1,1,0,0,1.59,0.414977,4.394044,0.681658,154
f,1,1,t,f,'North Michigan Park, Michigan Park, University Heights',38.93729,-76.99312,'Entire home/apt',2,1,1,31,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.01,0.606178,4.760284,1.000628,150
f,2,2,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.91336,-77.05096,'Private room',1,1,1,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,2,0,2,0,?,0.541875,3.525947,2.266607,75
f,2,2,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.91429,-77.05156,'Private room',1,1,1,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,2,0,2,0,?,0.676848,4.388752,2.503339,55
f,1,4,t,f,'Brightwood Park, Crestwood, Petworth',38.95378,-77.02572,'Private room',4,1,1,31,1125,t,0,0,0,0,7,0,0,4.43,4.43,4,4.86,4.71,4.29,4.14,t,1,0,1,0,0.09,0.194044,4.592502,1.01138,65
f,1,1,t,t,'Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point',38.88255,-77.02036,'Entire home/apt',9,4,4,31,1125,t,12,31,54,282,165,37,1,4.85,4.9,4.87,4.98,4.92,4.94,4.77,t,1,1,0,0,2.08,0.326769,3.675865,0.53963,385
f,1,1,t,t,'Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace',38.93678,-77.06091,'Entire home/apt',9,4,7,31,1125,f,0,0,0,0,2,0,0,4.5,4.5,4,5,4.5,5,5,f,1,1,0,0,0.03,0.145528,4.441677,0.861421,119
t,1,3,t,t,'Capitol Hill, Lincoln Park',38.88335,-76.9851,'Entire home/apt',2,?,1,2,14,t,5,21,45,110,351,61,4,4.87,4.95,4.86,4.97,4.96,4.94,4.9,t,1,1,0,0,4.39,0.114484,3.420537,0.752414,104
f,1,2,t,f,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91048,-77.01122,'Entire home/apt',3,1,1,31,1125,t,0,0,0,0,2,0,0,3.5,4.5,3,4,5,3.5,4,t,1,1,0,0,0.02,0.263216,3.218093,2.466364,71
t,4,4,t,t,'Capitol Hill, Lincoln Park',38.88856,-77.00089,'Private room',2,1,1,2,1125,t,6,23,32,32,70,21,3,4.93,4.97,4.96,5,4.96,4.97,4.94,f,3,0,3,0,0.91,0.347714,3.141616,3.203537,100
t,4,4,t,t,'Takoma, Brightwood, Manor Park',38.96748,-77.03124,'Entire home/apt',4,1,1,1,4,t,2,22,45,45,372,35,3,4.89,4.93,4.94,4.98,4.95,4.8,4.9,t,3,3,0,0,4.8,0.272594,3.223289,2.458303,96
t,2,4,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.9175,-77.03869,'Entire home/apt',9,4,5,4,30,t,30,60,90,365,20,0,0,5,5,5,5,4.95,5,5,f,2,2,0,0,0.25,0.658714,4.799402,1.583795,1128
f,1,1,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.922,-77.03745,'Entire home/apt',4,?,1,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,1.083121,7.324343,4.347173,99
f,1,1,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93213,-77.03441,'Entire home/apt',4,1,2,31,1125,t,0,0,0,0,5,0,0,4.6,4.8,4.2,4.8,5,4.6,4.6,f,1,1,0,0,0.06,0.459325,7.174786,3.672316,80
f,1,1,t,f,'Brightwood Park, Crestwood, Petworth',38.95301,-77.03484,'Private room',6,1,2,31,1125,f,0,0,0,0,40,0,0,4.82,4.85,4.82,4.97,4.97,4.69,4.79,f,1,0,1,0,0.5,0.283412,2.724046,2.810007,65
f,1,2,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.9201,-77.03467,'Entire home/apt',4,1,2,31,1125,f,0,0,0,0,3,0,0,4.33,4.67,4,5,5,5,4.33,f,1,1,0,0,0.04,0.676005,4.26169,2.464658,110
f,1,1,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91602,-77.00311,'Entire home/apt',4,2,2,20,60,t,2,19,37,306,19,2,0,4.94,5,4.8,5,5,4.4,4.7,f,1,1,0,0,0.25,0.11715,3.409973,3.219225,160
t,2,2,t,t,'Hawthorne, Barnaby Woods, Chevy Chase',38.9618,-77.07617,'Entire home/apt',2,1,1,31,700,t,0,0,0,107,121,22,0,4.78,4.84,4.83,4.91,4.95,4.87,4.75,f,2,2,0,0,1.69,0.203922,3.621953,0.85881,96
f,1,6,t,t,'Union Station, Stanton Park, Kingman Park',38.89606,-76.97972,'Private room',2,1,1,120,1125,t,29,59,89,179,9,0,0,4.22,4.33,4.63,4.38,5,3.78,4.75,f,1,0,1,0,0.11,0.832295,4.197206,1.236669,80
t,1,1,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91216,-77.00809,'Private room',2,1,1,1,7,t,1,1,1,146,127,19,1,4.8,4.91,4.59,4.94,4.95,4.72,4.72,t,1,0,1,0,1.6,0.469013,3.490383,2.187426,59
t,1,1,t,t,'Brightwood Park, Crestwood, Petworth',38.93834,-77.02664,'Entire home/apt',4,1,2,2,30,t,28,55,85,174,97,22,2,4.81,4.95,4.91,4.87,4.87,4.9,4.74,f,1,1,0,0,1.51,0.574795,4.551524,0.81206,156
t,1,1,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91726,-77.01146,'Entire home/apt',6,2,3,2,1125,t,0,12,35,241,419,77,8,4.9,4.97,4.95,4.92,4.97,4.84,4.89,f,1,1,0,0,5.22,0.502092,3.653186,2.238228,160
t,2,3,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93024,-77.03898,'Entire home/apt',5,2,2,1,28,t,2,21,31,115,132,27,2,4.91,4.95,4.87,4.95,4.93,4.96,4.81,f,1,1,0,0,1.81,0.431593,4.944878,1.241457,263
t,1,2,t,t,'Union Station, Stanton Park, Kingman Park',38.90561,-76.99999,'Entire home/apt',5,2,2,3,1125,t,4,20,31,31,167,60,4,4.87,4.92,4.92,4.9,4.89,4.91,4.89,f,1,1,0,0,2.89,0.222593,5.174118,1.420965,164
f,5,6,t,t,'West End, Foggy Bottom, GWU',38.90332,-77.05329,'Entire home/apt',4,1,2,2,1125,t,0,0,0,192,296,38,3,4.79,4.89,4.76,4.95,4.91,4.91,4.78,t,5,5,0,0,3.75,0.272594,3.223289,2.458303,150
f,5,6,t,t,'West End, Foggy Bottom, GWU',38.90292,-77.05319,'Entire home/apt',4,1,1,1,1125,t,2,17,47,313,328,63,2,4.8,4.9,4.8,4.95,4.88,4.94,4.76,t,5,5,0,0,4.15,0.75437,6.306262,2.504802,163
f,5,6,t,t,'West End, Foggy Bottom, GWU',38.90312,-77.05338,'Entire home/apt',4,1,2,1,1125,t,3,15,32,301,323,56,1,4.8,4.9,4.79,4.96,4.87,4.9,4.77,t,5,5,0,0,4.09,0.374258,4.269796,1.2015,155
f,16,23,t,t,'West End, Foggy Bottom, GWU',38.90282,-77.05185,'Entire home/apt',4,?,2,31,1000,t,2,2,2,47,296,38,0,4.77,4.92,4.81,4.9,4.92,4.88,4.78,t,16,16,0,0,3.75,0.152596,2.77888,2.424585,214
f,19,24,t,t,'Eastland Gardens, Kenilworth',38.90733,-76.94565,'Private room',2,1,1,31,1125,t,30,60,90,365,17,3,1,4.19,4.31,3.75,4.44,4.06,4.25,4.19,f,16,1,15,0,0.26,0.534828,6.423456,2.653073,45
t,23,30,t,t,'Capitol Hill, Lincoln Park',38.89067,-77.00155,'Entire home/apt',6,2,3,31,500,t,16,16,16,228,27,15,0,4.96,5,4.96,5,4.93,5,4.85,f,19,19,0,0,0.38,0.302729,2.742596,2.81657,354
f,1,3,t,t,'Cathedral Heights, McLean Gardens, Glover Park',38.92171,-77.07715,'Private room',2,1,1,31,1125,t,29,59,89,364,181,26,0,4.59,4.75,4.62,4.76,4.65,4.86,4.72,f,1,0,1,0,2.37,0.167702,2.720608,2.346076,80
f,1,1,t,t,'North Cleveland Park, Forest Hills, Van Ness',38.95104,-77.06893,'Entire home/apt',3,1,1,365,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.52645,5.61053,5.337366,71
f,1,1,t,t,'Brookland, Brentwood, Langdon',38.927807,-76.969704,'Entire home/apt',3,2,1,31,65,t,27,57,87,87,7,7,0,5,5,4.86,5,5,4.86,5,t,1,1,0,0,1.68,0.773508,6.043704,6.211633,110
f,1,2,t,t,'Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point',38.88118,-77.01748,'Private room',2,1,1,31,1125,f,0,0,0,0,46,0,0,4.86,4.82,4.8,4.93,4.95,4.93,4.86,f,1,0,1,0,0.59,1.018405,4.253977,2.767509,88
f,1,1,t,t,'Capitol Hill, Lincoln Park',38.88253,-76.9942,'Entire home/apt',6,3,3,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.232912,4.359693,0.631357,250
f,1,1,t,t,'West End, Foggy Bottom, GWU',38.9052,-77.04825,'Entire home/apt',1,?,1,31,93,t,0,0,0,0,3,0,0,4,4.67,4,5,5,4.67,4.33,f,1,1,0,0,0.04,0.567118,4.623291,1.704382,200
f,1,1,t,f,'Capitol Hill, Lincoln Park',38.88494,-76.98402,'Entire home/apt',4,2,2,31,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.01,0.22713,2.049297,2.163823,310
f,1,2,t,t,'Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace',38.92671,-77.05426,'Entire home/apt',4,1,2,2,1125,t,6,17,42,298,201,28,5,4.93,4.95,4.88,4.95,4.96,4.99,4.88,t,1,1,0,0,2.55,0.272594,3.223289,2.458303,169
f,1,5,t,t,'Ivy City, Arboretum, Trinidad, Carver Langston',38.902699,-76.979187,'Entire home/apt',7,2,4,1,1125,t,9,28,58,302,73,73,11,4.81,4.96,4.77,4.96,4.97,4.59,4.82,t,1,1,0,0,13.11,0.39453,3.280722,2.293591,123
f,1,1,t,t,'Howard University, Le Droit Park, Cardozo/Shaw',38.91603,-77.02888,'Entire home/apt',6,2,3,31,180,t,19,49,79,353,72,10,0,4.76,4.79,4.76,4.88,4.89,4.92,4.64,f,1,1,0,0,0.9,0.263213,3.220352,2.466933,400
f,1,1,t,t,'West End, Foggy Bottom, GWU',38.90405,-77.05401,'Entire home/apt',3,1,1,31,1125,t,0,0,0,0,2,0,0,0,?,?,?,?,?,?,f,1,1,0,0,0.02,0.441541,4.889982,2.006023,85
f,1,1,t,t,'Ivy City, Arboretum, Trinidad, Carver Langston',38.90529,-76.98822,'Entire home/apt',4,1,1,31,60,t,0,0,0,0,31,0,0,4.87,4.97,4.86,4.9,5,4.47,4.93,f,1,1,0,0,0.38,0.550144,5.178418,1.404322,89
f,1,1,t,f,'North Michigan Park, Michigan Park, University Heights',38.94997,-76.99762,'Entire home/apt',10,4,6,31,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.02,0.932359,3.642644,4.215333,500
f,1,2,t,f,'North Cleveland Park, Forest Hills, Van Ness',38.94297,-77.05767,'Entire home/apt',4,2,3,31,90,t,0,0,12,287,63,0,0,4.67,4.75,4.81,4.92,4.86,4.95,4.56,f,1,1,0,0,0.8,0.24472,2.557347,4.042839,165
f,1,2,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91844,-77.01206,'Entire home/apt',4,2,2,31,1125,t,30,45,75,349,90,2,0,4.86,4.9,4.97,4.99,4.94,4.85,4.82,f,1,1,0,0,1.13,0.458379,5.204126,1.516224,179
t,23,30,t,t,'Capitol Hill, Lincoln Park',38.89034,-77.00323,'Entire home/apt',4,1,2,31,500,t,30,60,90,365,51,19,0,4.78,4.84,4.76,4.88,4.9,4.98,4.73,f,19,19,0,0,0.65,0.263216,3.218093,2.466364,142
f,1,2,t,t,'Shaw, Logan Circle',38.90762,-77.03062,'Private room',1,1,1,31,1125,f,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.01,0.170547,4.240685,0.999875,100
t,3,3,t,t,'Union Station, Stanton Park, Kingman Park',38.89519,-76.98655,'Entire home/apt',2,?,1,2,14,t,8,19,49,311,438,40,4,4.9,4.95,4.92,4.99,4.96,4.84,4.87,f,2,1,1,0,5.32,0.330178,3.930356,1.149631,93
f,2,2,t,t,'Brightwood Park, Crestwood, Petworth',38.94813,-77.02496,'Entire home/apt',3,1,1,3,1125,t,12,40,70,344,163,19,1,4.27,4.67,4.51,4.78,4.67,4.45,4.42,t,2,2,0,0,2.23,0.810583,6.744095,2.988662,75
f,2,3,t,f,'Historic Anacostia',38.86442,-76.98809,'Private room',3,1,1,31,40,t,0,0,0,0,238,0,0,4.8,4.91,4.78,4.92,4.88,4.41,4.81,t,2,0,2,0,2.99,0.298617,4.027513,3.276241,40
t,3,3,t,t,'North Michigan Park, Michigan Park, University Heights',38.93529,-76.99276,'Entire home/apt',6,2,5,3,28,t,2,17,47,47,225,34,4,4.99,4.98,4.98,4.99,5,4.89,4.95,f,3,3,0,0,2.83,0.407147,4.961179,1.161405,180
t,4,8,t,t,'Brookland, Brentwood, Langdon',38.9195,-76.98467,'Entire home/apt',4,1,1,91,600,t,0,0,10,285,11,0,0,4.64,4.73,4.82,5,4.91,4.55,4.64,f,3,2,1,0,0.14,0.665064,3.816571,1.466504,65
