@relation 'dc_listings - full'

@attribute host_is_superhost {f,t}
@attribute host_listings_count numeric
@attribute host_total_listings_count numeric
@attribute host_has_profile_pic {t,f}
@attribute host_identity_verified {t,f}
@attribute neighbourhood_cleansed {'Historic Anacostia','Brightwood Park, Crestwood, Petworth','Edgewood, Bloomingdale, Truxton Circle, Eckington','Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street','Dupont Circle, Connecticut Avenue/K Street','Howard University, Le Droit Park, Cardozo/Shaw','Douglas, Shipley Terrace','Capitol Hill, Lincoln Park','Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill','Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View','Friendship Heights, American University Park, Tenleytown','Kalorama Heights, Adams Morgan, Lanier Heights','Ivy City, Arboretum, Trinidad, Carver Langston','Shaw, Logan Circle','West End, Foggy Bottom, GWU','Brookland, Brentwood, Langdon','Cathedral Heights, McLean Gardens, Glover Park','Takoma, Brightwood, Manor Park','Union Station, Stanton Park, Kingman Park','Congress Heights, Bellevue, Washington Highlands','Colonial Village, Shepherd Park, North Portal Estates','Georgetown, Burleith/Hillandale','Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point','Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir','Hawthorne, Barnaby Woods, Chevy Chase','Capitol View, Marshall Heights, Benning Heights','North Michigan Park, Michigan Park, University Heights','North Cleveland Park, Forest Hills, Van Ness','Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace','Mayfair, Hillbrook, Mahaning Heights','Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights','Fairfax Village, Naylor Gardens, Hillcrest, Summit Park','Eastland Gardens, Kenilworth','River Terrace, Benning, Greenway, Dupont Park','Near Southeast, Navy Yard','Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont','Sheridan, Barry Farm, Buena Vista','Woodland/Fort Stanton, Garfield Heights, Knox Hill','Woodridge, Fort Lincoln, Gateway'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Private room','Entire home/apt','Shared room','Hotel room'}
@attribute accommodates numeric
@attribute bedrooms numeric
@attribute beds numeric
@attribute minimum_nights numeric
@attribute maximum_nights numeric
@attribute has_availability {t,f}
@attribute availability_30 numeric
@attribute availability_60 numeric
@attribute availability_90 numeric
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute number_of_reviews_l30d numeric
@attribute review_scores_rating numeric
@attribute review_scores_accuracy numeric
@attribute review_scores_cleanliness numeric
@attribute review_scores_checkin numeric
@attribute review_scores_communication numeric
@attribute review_scores_location numeric
@attribute review_scores_value numeric
@attribute instant_bookable {f,t}
@attribute calculated_host_listings_count numeric
@attribute calculated_host_listings_count_entire_homes numeric
@attribute calculated_host_listings_count_private_rooms numeric
@attribute calculated_host_listings_count_shared_rooms numeric
@attribute reviews_per_month numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
t,1,2,t,t,'Historic Anacostia',38.86471,-76.99061,'Entire home/apt',6,3,3,4,1125,t,7,21,46,132,36,28,1,4.92,5,4.97,5,4.97,4.58,4.89,f,1,1,0,0,2.07,0.330776,4.326579,1.195905,214
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91212,-77.03956,'Entire home/apt',2,1,1,31,1125,t,0,0,21,296,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.009822,2.878648,2.305899,138
f,100,200,t,t,'Shaw, Logan Circle',38.91118,-77.03322,'Entire home/apt',2,?,1,31,1125,t,0,0,0,0,1,0,0,3,3,5,5,5,5,3,f,96,96,0,0,0.06,0.987718,4.690036,2.835368,103
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91508,-77.04099,'Entire home/apt',3,1,1,31,1125,t,1,1,1,1,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.34498,3.775227,0.093078,136
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91297,-77.03982,'Entire home/apt',6,3,3,31,1125,t,28,58,88,363,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,1.10735,4.621141,3.03089,220
f,1,2,t,t,'Woodridge, Fort Lincoln, Gateway',38.92631,-76.95291,'Entire home/apt',2,?,1,31,90,t,0,0,0,0,1,0,0,5,5,4,5,5,4,5,f,1,1,0,0,0.07,0.404262,3.853803,0.100498,150
f,1,1,t,t,'Brightwood Park, Crestwood, Petworth',38.94968,-77.02435,'Entire home/apt',3,1,2,31,1125,t,0,17,46,46,2,2,0,5,5,5,5,5,4.5,5,f,1,1,0,0,0.17,0.648631,7.79758,4.231589,86
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.9136,-77.03583,'Entire home/apt',2,1,1,31,1125,t,0,0,0,225,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.274343,5.79971,2.128339,110
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91588,-77.03601,'Entire home/apt',2,1,1,31,1125,t,28,58,88,363,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.981488,4.589581,3.121556,116
f,100,200,t,t,'Capitol Hill, Lincoln Park',38.89139,-76.99839,'Entire home/apt',5,2,2,31,1125,t,24,54,83,83,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.191583,2.141,2.438773,180
f,5,5,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93411,-77.03499,'Entire home/apt',12,4,4,1,1125,t,7,9,9,142,25,20,5,4.84,4.88,4.68,4.92,5,4.96,4.64,f,4,4,0,0,1.53,0.327313,3.730416,0.181609,621
t,2,2,t,f,'Brookland, Brentwood, Langdon',38.9331,-76.98374,'Entire home/apt',6,3,7,4,1125,t,14,39,64,272,46,36,4,4.89,4.98,4.7,5,5,4.89,4.96,t,2,2,0,0,2.96,0.592536,4.818002,1.841978,146
t,1,1,t,t,'Capitol Hill, Lincoln Park',38.890522,-77.001999,'Entire home/apt',6,2,4,3,7,t,0,11,37,99,115,80,5,5,4.99,4.99,5,5,5,4.99,f,1,1,0,0,6.78,0.391626,3.843878,0.08871,269
f,201,253,t,t,'Shaw, Logan Circle',38.90619,-77.03317,'Entire home/apt',4,1,2,31,365,t,0,13,43,318,30,22,0,4.73,4.83,4.8,4.9,4.77,4.93,4.7,f,156,150,5,0,1.69,0.31915,3.716,0.153438,137
f,99,387,t,t,'Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace',38.92689,-77.05301,'Private room',1,1,1,91,365,t,16,29,54,328,1,0,0,4,4,4,5,5,5,4,t,63,4,59,0,0.05,0.190166,2.149726,2.424965,55
t,8,8,t,f,'Capitol Hill, Lincoln Park',38.88494,-77.00384,'Entire home/apt',5,1,5,1,1125,t,14,43,73,347,68,51,5,4.96,4.9,4.94,5,5,5,4.85,t,8,8,0,0,3.77,0.304733,3.892328,0.108828,186
t,1,1,t,t,'Union Station, Stanton Park, Kingman Park',38.89266,-76.97853,'Entire home/apt',4,1,1,3,1125,t,5,24,54,54,41,29,2,4.98,4.98,4.95,4.98,4.98,4.85,4.88,f,1,1,0,0,1.98,0.467858,3.872231,0.197227,135
t,8,8,t,f,'Capitol Hill, Lincoln Park',38.88627,-77.00548,'Entire home/apt',3,?,2,1,1125,t,22,52,82,357,72,49,2,4.92,4.94,4.94,4.99,4.99,4.96,4.85,t,8,8,0,0,3.88,0.538929,3.99409,0.260601,179
f,201,253,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90678,-77.03528,'Entire home/apt',4,1,2,31,365,t,9,29,59,334,4,3,1,4.75,4.75,4.75,5,5,5,4.25,f,156,150,5,0,0.21,0.434661,3.838625,0.180028,123
t,8,8,t,f,'Capitol Hill, Lincoln Park',38.88705,-77.00361,'Entire home/apt',3,?,2,1,1125,t,23,53,83,357,55,36,2,4.96,4.95,4.95,5,5,5,4.84,t,8,8,0,0,2.92,0.681916,5.309454,2.038281,173
f,201,253,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90792,-77.0353,'Entire home/apt',5,2,3,30,365,t,0,0,0,227,1,1,0,3,4,5,5,3,5,4,f,156,150,5,0,0.63,0.154296,2.012081,2.506672,137
t,8,8,t,f,'Capitol Hill, Lincoln Park',38.88502,-77.00531,'Entire home/apt',5,1,5,1,1125,t,15,44,74,344,59,47,8,4.92,4.81,4.83,5,4.98,4.97,4.78,t,8,8,0,0,3.21,0.732481,5.424823,2.118929,179
t,1,2,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90975,-77.03842,'Entire home/apt',3,1,2,31,1125,t,0,0,0,0,40,7,0,5,5,4.95,5,5,5,4.95,f,1,1,0,0,1.77,0.538929,3.99409,0.260601,200
f,201,253,t,t,'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.90608,-77.03389,'Entire home/apt',5,2,3,30,365,t,6,20,42,304,0,0,0,?,?,?,?,?,?,?,f,156,150,5,0,?,0.376403,3.256805,2.243948,168
t,10,10,t,t,'Ivy City, Arboretum, Trinidad, Carver Langston',38.90234,-76.98173,'Entire home/apt',2,1,2,3,360,t,5,18,48,317,18,13,0,4.78,4.94,4.89,4.67,4.56,4.28,4.67,t,10,10,0,0,1.07,0.582253,4.503698,0.712295,130
t,10,10,t,t,'Ivy City, Arboretum, Trinidad, Carver Langston',38.90071,-76.98032,'Entire home/apt',2,1,2,3,360,t,12,36,66,334,14,12,1,4.71,4.93,4.79,4.57,4.86,4.21,4.79,t,10,10,0,0,0.96,0.253768,3.89292,0.145148,141
f,3,3,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91714,-77.00559,'Entire home/apt',8,4,4,6,130,t,0,0,0,0,10,3,0,4.9,5,4.8,5,5,4.8,4.9,f,3,2,1,0,0.46,0.531499,4.528555,0.726743,200
f,2,2,t,t,'Shaw, Logan Circle',38.908363,-77.026222,'Entire home/apt',2,1,3,31,1125,t,30,60,90,179,181,76,0,4.97,4.96,4.98,4.95,4.97,4.98,4.88,t,2,2,0,0,7.86,0.372179,4.941618,1.223188,202
t,1,10,t,t,'Union Station, Stanton Park, Kingman Park',38.89444,-76.99625,'Private room',1,1,?,90,180,t,0,0,0,0,46,38,0,4.83,4.8,4.8,4.87,4.87,4.96,4.89,f,1,0,1,0,2.6,0.481067,4.454087,0.713315,45
t,2,4,t,t,'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.92923,-77.10721,'Entire home/apt',2,1,1,2,1125,t,11,32,62,331,26,23,2,4.96,4.96,4.92,4.96,5,4.92,4.92,f,2,2,0,0,1.99,0.502902,4.54886,0.746737,121
f,4,6,t,t,'Friendship Heights, American University Park, Tenleytown',38.95944,-77.08666,'Entire home/apt',1,?,1,90,1125,t,0,0,0,118,2,0,0,5,5,5,5,5,5,5,f,4,4,0,0,0.09,0.538929,3.99409,0.260601,48
f,1,1,t,f,'Friendship Heights, American University Park, Tenleytown',38.95568,-77.08702,'Entire home/apt',4,1,2,31,1125,t,0,0,0,0,7,0,0,4.71,4.86,4.86,5,5,5,4.86,t,1,1,0,0,0.31,0.205277,2.996355,2.734982,99
f,2,2,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90851,-77.03801,'Entire home/apt',2,1,1,90,1125,t,24,54,84,358,0,0,0,?,?,?,?,?,?,?,f,2,2,0,0,?,0.033375,3.558238,0.281754,122
f,201,253,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90778,-77.03545,'Entire home/apt',6,2,3,30,365,t,10,35,65,332,2,2,0,5,4.5,4.5,5,5,5,4.5,f,156,150,5,0,0.28,0.383448,3.57953,2.791604,147
f,4057,4369,t,t,'Shaw, Logan Circle',38.909892,-77.033553,'Entire home/apt',2,1,1,32,1125,t,0,6,36,311,0,0,0,?,?,?,?,?,?,?,t,235,235,0,0,?,0.568577,4.744397,1.000958,189
f,4057,4369,t,t,'Shaw, Logan Circle',38.909892,-77.033553,'Entire home/apt',2,1,1,32,1125,t,0,0,20,295,0,0,0,?,?,?,?,?,?,?,t,235,235,0,0,?,0.409654,7.303182,3.671729,191
f,35,36,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91773,-77.03719,'Entire home/apt',2,1,1,31,1125,t,0,14,44,319,7,3,0,4.71,4.71,4.71,4.71,4.86,4.71,4,f,33,33,0,0,0.31,0.352402,4.641689,0.856634,70
f,1,1,t,t,'Ivy City, Arboretum, Trinidad, Carver Langston',38.90356,-76.9915,'Entire home/apt',6,3,4,31,1125,f,0,0,0,0,6,0,0,3.17,2.83,3.17,4.17,3.83,4.67,2.67,f,1,1,0,0,0.26,0.143888,3.666714,0.179603,84
f,39,65,t,t,'Mayfair, Hillbrook, Mahaning Heights',38.89721,-76.94549,'Private room',2,1,?,31,180,t,0,15,45,45,0,0,0,?,?,?,?,?,?,?,f,12,0,12,0,?,0.334334,4.182797,0.55296,43
f,1,2,t,t,'Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace',38.92358,-77.06011,'Entire home/apt',2,1,1,3,1125,t,10,15,15,77,60,39,4,4.85,4.95,4.93,4.95,5,4.92,4.88,t,1,1,0,0,2.69,0.668323,8.02451,4.243324,122
f,8,9,t,t,'West End, Foggy Bottom, GWU',38.90083,-77.05436,'Entire home/apt',2,?,1,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,2,2,0,0,?,0.327347,4.128358,0.333884,128
f,35,36,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91802,-77.03662,'Entire home/apt',2,1,1,31,1125,t,2,5,35,310,6,5,0,4.83,4.5,5,4.83,5,4.67,4.67,f,33,33,0,0,0.28,0.310796,4.091099,0.297566,68
f,201,253,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.9059,-77.03462,'Entire home/apt',6,1,3,30,365,t,8,12,24,225,1,1,1,5,5,5,5,5,5,5,f,156,150,5,0,1,0.171938,6.056946,5.124192,123
f,4057,4369,t,t,'Shaw, Logan Circle',38.909892,-77.033553,'Entire home/apt',4,2,2,32,1125,t,0,23,53,328,0,0,0,?,?,?,?,?,?,?,t,235,235,0,0,?,0.329096,4.114508,0.318496,209
f,3,5,t,t,'Takoma, Brightwood, Manor Park',38.95535,-77.00827,'Entire home/apt',10,5,6,31,1125,t,0,0,0,257,29,14,0,4.76,4.72,4.86,4.48,4.59,4.79,4.72,t,3,3,0,0,1.37,0.172025,3.261852,2.891828,509
t,9,9,t,t,'Takoma, Brightwood, Manor Park',38.96795,-77.02482,'Entire home/apt',5,5,4,32,120,t,0,0,0,83,5,0,0,4.6,5,5,5,4.8,5,4.6,f,8,3,5,0,0.24,0.352223,3.775302,0.790955,190
t,3,4,t,t,'Mayfair, Hillbrook, Mahaning Heights',38.89868,-76.94367,'Private room',1,1,1,31,90,t,0,0,0,264,4,4,1,5,5,4.5,5,5,5,5,f,3,0,3,0,0.33,0.828411,5.47875,5.434594,53
t,1,1,t,f,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92863,-77.02594,'Entire home/apt',4,2,2,1,29,t,4,18,27,39,121,60,6,4.89,4.94,4.93,4.98,4.94,4.93,4.91,f,1,1,0,0,5.2,0.260363,4.129661,0.359481,116
f,201,253,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90587,-77.03493,'Entire home/apt',4,1,2,31,365,t,9,29,59,334,83,44,7,4.71,4.77,4.77,4.83,4.82,4.87,4.63,f,156,150,5,0,3.62,0.761201,3.962333,2.836565,256
t,1,1,t,t,'Ivy City, Arboretum, Trinidad, Carver Langston',38.905,-76.97672,'Entire home/apt',8,2,2,3,250,t,11,29,59,238,19,19,2,4.89,5,4.95,4.95,4.89,4.11,4.53,t,1,1,0,0,3.77,0.321822,4.112474,0.317912,275
f,1,2,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91474,-77.00876,'Entire home/apt',4,2,2,4,28,t,5,24,44,75,14,14,1,4.5,4.43,4.86,5,4.86,4.57,4.57,f,1,1,0,0,2.28,0.759585,4.224858,2.982003,150
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91467,-77.0432,'Entire home/apt',4,2,2,31,1125,t,5,28,58,333,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.28641,2.714193,3.870844,143
f,1,1,t,t,'West End, Foggy Bottom, GWU',38.90575,-77.05127,'Entire home/apt',4,1,1,31,90,t,30,60,89,89,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.358549,3.553083,2.850867,185
f,201,253,t,t,'Shaw, Logan Circle',38.90812,-77.03348,'Entire home/apt',6,2,3,30,365,t,8,26,41,309,4,4,2,4.75,4.75,5,5,5,5,4.25,t,156,150,5,0,0.63,0.413457,3.290511,2.226115,330
f,1,2,t,f,'Union Station, Stanton Park, Kingman Park',38.89379,-76.98779,'Entire home/apt',10,5,6,31,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,t,1,1,0,0,?,0.393514,4.565505,1.833426,1200
f,201,253,t,t,'Capitol Hill, Lincoln Park',38.8878,-76.9908,'Entire home/apt',5,2,3,31,365,t,15,45,75,350,1,1,0,5,4,4,5,5,5,5,t,156,150,5,0,0.27,0.227923,2.677589,2.418014,123
f,201,253,t,t,'Shaw, Logan Circle',38.90764,-77.03365,'Entire home/apt',6,2,3,30,365,t,8,26,41,309,0,0,0,?,?,?,?,?,?,?,t,156,150,5,0,?,0.357621,5.779167,2.00051,134
f,1,1,t,f,'Georgetown, Burleith/Hillandale',38.91115,-77.06541,'Entire home/apt',4,1,2,31,1125,t,0,0,0,0,10,5,0,4.9,4.9,4.8,4.9,5,5,5,f,1,1,0,0,0.48,0.12811,5.227802,1.618496,110
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91508,-77.04274,'Entire home/apt',2,1,1,31,1125,t,14,44,74,349,2,2,0,4.5,4.5,5,4.5,4,5,5,f,96,96,0,0,0.19,0.353732,4.923103,1.16752,109
f,1,2,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91087,-77.00684,'Entire home/apt',7,3,3,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,1.477784,6.310672,3.913298,1100
f,1,1,t,f,'Capitol View, Marshall Heights, Benning Heights',38.8819,-76.94353,'Entire home/apt',4,1,2,2,1125,t,16,46,76,256,15,9,1,4.47,4.67,4.6,4.8,4.47,4.4,4.53,t,1,1,0,0,0.7,0.272998,3.978046,0.194541,98
f,100,200,t,t,'West End, Foggy Bottom, GWU',38.90723,-77.04768,'Entire home/apt',3,1,1,31,1125,t,0,0,0,269,2,0,0,3.5,4.5,4,4.5,3.5,4.5,4,f,96,96,0,0,0.11,0.383448,3.57953,2.791604,90
t,2,2,t,f,'Capitol Hill, Lincoln Park',38.88984,-77.00089,'Entire home/apt',4,2,2,2,1125,t,7,11,20,69,60,52,3,4.97,4.97,4.78,5,4.97,5,4.9,f,2,1,1,0,2.87,0.548107,4.437655,1.50697,247
f,201,253,t,t,'Capitol Hill, Lincoln Park',38.88189,-77.00627,'Entire home/apt',4,1,2,31,365,t,1,1,1,259,0,0,0,?,?,?,?,?,?,?,f,156,150,5,0,?,0.581389,5.360009,1.585229,93
t,2,2,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92318,-77.02987,'Entire home/apt',6,2,3,31,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,t,2,2,0,0,?,0.37096,4.309029,2.206647,125
t,10,13,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.92519,-77.00729,'Entire home/apt',8,3,3,91,1125,t,13,43,73,348,36,0,0,4.97,4.97,4.83,5,4.97,4.89,4.94,t,10,10,0,0,1.7,0.729407,4.083834,1.197133,199
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91736,-77.03921,'Entire home/apt',5,2,2,31,1125,t,6,36,66,341,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.177141,3.573595,0.912985,174
f,100,200,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90851,-77.03898,'Entire home/apt',4,1,1,31,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.347773,4.322763,0.604024,147
t,1,2,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.92342,-77.04594,'Entire home/apt',3,?,1,2,30,t,0,14,32,187,165,84,4,4.99,4.99,4.98,4.99,4.99,4.99,4.93,f,1,1,0,0,7.45,0.384793,4.364945,0.673846,162
t,1,5,t,t,'Brookland, Brentwood, Langdon',38.92575,-76.96917,'Entire home/apt',8,3,3,2,1125,t,11,41,59,59,73,53,2,4.89,4.88,4.86,4.93,4.92,4.74,4.82,f,1,1,0,0,3.49,0.269778,3.93238,0.588516,240
f,1,2,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92967,-77.04295,'Entire home/apt',4,1,2,31,35,t,0,12,41,41,3,3,0,3.67,4,4.67,4,3.67,4.67,3.67,f,1,1,0,0,0.25,0.651647,3.69542,2.387742,80
?,1,2,t,t,'Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point',38.88286,-77.019193,'Hotel room',0,?,?,1,365,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,0,0,?,2.026999,6.536704,4.128918,0
t,1,1,t,t,'Capitol Hill, Lincoln Park',38.882458,-77.005264,'Entire home/apt',5,3,3,3,1125,t,3,7,27,301,15,12,1,5,5,5,5,5,4.93,4.87,f,1,1,0,0,0.81,0.090809,7.874174,4.513798,750
t,3,6,t,t,'Capitol Hill, Lincoln Park',38.888802,-76.991364,'Entire home/apt',4,2,3,1,1125,t,3,14,40,219,56,54,7,4.98,4.96,4.98,4.96,4.98,4.98,4.89,f,3,3,0,0,2.74,0.201945,2.350651,1.937839,195
f,4057,4369,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.916821,-77.042776,'Entire home/apt',4,2,2,32,1125,t,0,0,0,61,0,0,0,?,?,?,?,?,?,?,t,235,235,0,0,?,0.285235,7.637561,4.321868,210
f,45,83,t,t,'Near Southeast, Navy Yard',38.87602,-76.99419,'Entire home/apt',2,?,1,2,365,t,4,15,40,311,18,10,0,4.39,4.61,4.56,4.78,4.44,4.89,4.44,t,37,29,8,0,1.02,0.673013,4.35546,2.491531,133
f,45,83,t,t,'Near Southeast, Navy Yard',38.8759,-76.99566,'Entire home/apt',4,?,1,2,365,t,12,42,72,347,86,61,3,4.71,4.69,4.81,4.84,4.65,4.79,4.67,t,37,29,8,0,5.15,0.153519,5.918989,5.038362,273
f,100,200,t,t,'Kalorama Heights, Adams Morgan, Lanier Heights',38.9207,-77.04361,'Entire home/apt',2,1,1,31,1125,t,7,7,36,311,0,0,0,?,?,?,?,?,?,?,f,96,96,0,0,?,0.355271,4.332161,0.671397,99
t,12,13,t,t,'Howard University, Le Droit Park, Cardozo/Shaw',38.91928,-77.03328,'Entire home/apt',3,1,2,31,365,t,0,0,0,0,27,15,0,4.78,4.78,4.85,4.89,5,4.96,4.74,f,3,3,0,0,1.4,0.274478,4.246154,0.53322,113
f,3,5,t,f,'Brightwood Park, Crestwood, Petworth',38.94044,-77.01521,'Entire home/apt',1,1,1,31,90,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,3,1,2,0,?,0.254214,4.233497,0.549324,130
t,47,138,t,t,'Georgetown, Burleith/Hillandale',38.90954,-77.06606,'Entire home/apt',3,1,2,1,1125,t,23,32,32,32,48,31,3,4.73,4.77,4.88,4.98,4.9,5,4.71,t,31,31,0,0,2.27,0.401186,4.378893,0.707873,104
f,1,1,t,f,'Dupont Circle, Connecticut Avenue/K Street',38.91129,-77.03767,'Entire home/apt',4,1,1,31,60,t,0,2,32,204,5,3,0,5,5,4.8,5,5,5,5,f,1,1,0,0,0.24,0.595906,2.892577,3.172802,300
t,1,1,t,f,'Brookland, Brentwood, Langdon',38.92217,-76.9932,'Entire home/apt',8,4,5,1,1125,t,30,60,90,365,3,2,0,5,5,4.33,5,5,5,4.67,t,1,1,0,0,0.24,0.171743,4.347929,0.684817,675
f,1,1,t,t,'Howard University, Le Droit Park, Cardozo/Shaw',38.9142,-77.02123,'Entire home/apt',4,1,4,31,1125,f,0,0,0,0,5,0,0,4.8,5,5,4.2,4.4,4.4,4.4,f,1,1,0,0,0.23,0.04476,4.501851,0.818404,100
t,1,1,t,f,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92411,-77.034,'Entire home/apt',3,1,2,3,1125,t,0,0,7,7,26,22,0,4.92,4.96,5,5,5,5,4.96,f,1,1,0,0,1.75,0.195613,4.34685,0.65396,179
t,3,3,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91471,-77.03716,'Entire home/apt',4,1,2,31,1125,t,0,0,0,106,13,7,0,4.77,4.92,4.85,5,5,5,4.92,f,3,3,0,0,0.59,0.43264,5.08167,1.698046,101
f,39,65,t,t,'Mayfair, Hillbrook, Mahaning Heights',38.89878,-76.9444,'Private room',1,1,?,31,365,t,0,0,0,106,6,6,0,4.5,4.5,4,4.83,5,4.33,4.67,f,12,0,12,0,0.54,0.516366,2.822208,3.120012,40
f,1,1,t,t,'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93319,-77.04258,'Entire home/apt',4,1,1,31,365,f,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.09,0.222931,3.483284,1.049761,125
f,4,4,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.90688,-77.04631,'Entire home/apt',7,3,2,5,365,t,24,54,84,359,0,0,0,?,?,?,?,?,?,?,t,4,4,0,0,?,0.165582,4.357863,0.68725,361
f,8,9,t,t,'West End, Foggy Bottom, GWU',38.89971,-77.05453,'Entire home/apt',2,?,1,31,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,2,2,0,0,?,0.185323,4.338059,0.668938,198
f,10,14,t,t,'Union Station, Stanton Park, Kingman Park',38.9023,-76.99277,'Entire home/apt',8,3,3,2,500,t,0,0,0,255,48,25,1,4.19,4.21,4.29,4.73,4.46,4.46,4.33,f,9,3,6,0,2.38,0.495825,6.217886,2.581264,150
t,1,1,t,t,'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91721,-77.00141,'Entire home/apt',4,1,2,1,31,t,5,11,40,40,134,69,3,4.9,4.92,4.91,4.97,4.98,4.85,4.83,f,1,1,0,0,6.05,0.157615,4.455144,0.730492,87
t,3,6,t,t,'Capitol Hill, Lincoln Park',38.88881,-76.99121,'Entire home/apt',6,2,5,1,365,t,1,13,35,120,34,34,7,4.97,5,4.97,5,5,4.97,4.97,f,3,3,0,0,5.57,0.135747,4.37968,0.723523,209
f,6,14,t,t,'Shaw, Logan Circle',38.91163,-77.02661,'Entire home/apt',4,2,2,31,365,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,t,5,5,0,0,?,0.131526,6.026884,5.083806,799
f,1,2,t,f,'West End, Foggy Bottom, GWU',38.89607,-77.04606,'Entire home/apt',2,?,1,90,1125,t,0,0,0,237,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.06,0.365178,5.319445,1.59517,65
f,201,253,t,t,'Dupont Circle, Connecticut Avenue/K Street',38.91193,-77.03819,'Entire home/apt',4,1,2,31,365,t,28,45,75,350,1,1,0,5,5,5,5,5,5,5,f,156,150,5,0,0.15,0.660017,5.601558,1.819929,164
