id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review,
2384,Hyde Park - Walk to UChicago,2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,110,3,207,9/9/2022,2.21,1,320,19,R17000015609,40,10/19/2022
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,,West Town,41.90166,-87.68021,Entire home/apt,91,2,459,8/28/2022,2.86,1,320,51,R21000075737,52,
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91196,-87.63981,Entire home/apt,157,4,56,8/23/2022,0.55,9,137,23,2209984,57,
12140,Lincoln Park Guest House,46734,Sharon And Robert,,Lincoln Park,41.92357,-87.64947,Private room,329,2,13,9/12/2022,0.15,1,165,6,R20000055258,37,
24833,Prime LincolnPark 1 Block Fullerton Express L Deck,101521,Red,,Lincoln Park,41.925961,-87.656364,Entire home/apt,86,32,40,4/23/2022,0.27,3,306,2,City registration pending,179,
25879,2/1 One  Block to Fullerton L Red Line Deck & Yard,101521,Red,,Lincoln Park,41.92499,-87.65573,Entire home/apt,94,32,49,5/14/2022,0.33,3,294,2,City registration pending,158,
28749,Quirky Bucktown Loft w/ Parking NO PARTIES,27506,Lauri,,Logan Square,41.92137191,-87.679323,Entire home/apt,203,2,157,9/11/2022,1.09,1,326,47,R22000079930,38,
37738,Andersonville - Perfect location!,162364,Mat And Randy,,Uptown,41.97303,-87.66567,Private room,110,3,250,3/15/2020,1.69,2,0,0,R20000059426,948,
67940,Lovely 1BR Private Condo Steps From McCormick Pl!,183546418,Molly,,Near South Side,41.84576,-87.61871,Entire home/apt,89,1,102,9/7/2022,0.74,1,133,71,City registration pending,42,
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,77,2,93,8/22/2022,0.68,2,328,14,R17000013986,58,
84042,The Explorer Room,334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,66,2,117,8/20/2022,0.84,2,304,27,R17000013986,60,
94450,Comfy Garden Suite in Andersonville,504470,Mark,,Edgewater,41.9796,-87.66512,Entire home/apt,113,14,3,8/28/2022,1.67,1,126,3,R22000082956,52,
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,266,2,50,8/29/2022,0.59,22,348,8,2209272,51,
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,236,3,584,7/15/2022,4.36,1,69,35,R21000062936,96,
207218,Historic Pullman Artist Flat - Artists & Explorers,1019125,Jb,,Pullman,41.68843,-87.60712,Entire home/apt,100,2,290,8/22/2022,2.16,3,0,17,R21000073121,58,
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68954,-87.60786,Entire home/apt,50,32,44,1/30/2022,0.33,3,178,2,R21000073121,262,
220333,Pullman School House Apartment - monthly rental,1019125,Jb,,Pullman,41.68912,-87.60725,Entire home/apt,100,32,2,8/13/2022,0.02,3,311,1,,67,
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92589,-87.69737,Private room,88,2,20,10/14/2019,0.16,1,344,0,R20000054219,1101,
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.85923,-87.62198,Entire home/apt,170,180,39,4/25/2018,0.3,1,358,0,City registration pending,1638,
258253,Studio Apartment Unit 4,1358243,June,,West Ridge,42.0076,-87.6825,Entire home/apt,48,33,28,7/31/2022,0.21,2,256,5,398144   Chicago:   R190000050938,80,
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88413,-87.64315,Entire home/apt,195,32,67,10/17/2021,0.53,1,362,1,City registration pending,367,
289689,"29 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97806,-87.65676,Private room,32,30,66,8/6/2022,0.51,1,164,3,R21000062931,74,
289884,"Rad, Sunny, Mid-Century House w/ Parking & Laundry",1500490,Hailey,,Logan Square,41.92063,-87.68353,Entire home/apt,479,1,100,8/10/2022,0.8,1,353,19,R21000075554,70,
290155,15 Minutes to Everything.  Skyline View. Quiet.,1505878,Bob,,Bridgeport,41.82712,-87.64046,Entire home/apt,130,32,50,3/17/2020,0.38,2,0,0,2074659,946,
312192,Winter Specials. You'll love this apartment.,1505878,Bob,,Bridgeport,41.82741,-87.63934,Entire home/apt,146,32,39,3/15/2020,0.41,2,0,0,2074660,948,
345075,"Spacious, Vintage Hyde Park Apt.3 COVID VAX PLS",1746524,Patricia,,Kenwood,41.80774,-87.59459,Private room,94,2,261,7/24/2022,2.05,1,322,22,R22000076583,87,
349265,Historic Chicago Home - Hyde Park,1517871,Jon,,Hyde Park,41.80241,-87.58825,Entire home/apt,449,32,9,6/8/2022,0.07,1,319,1,R18000030216,133,
350347,"Urban Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Mi Casa Su Casa Vacations,,Lake View,41.94107,-87.65492,Entire home/apt,248,3,645,9/11/2022,5.03,1,294,63,R21000062667,38,
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89629,-87.65704,Entire home/apt,285,2,260,9/5/2022,2.17,2,344,33,2510875,44,
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88947,-87.66933,Entire home/apt,194,5,202,8/20/2022,1.63,1,55,8,R18000024694,60,
450648,Luxury Space - Come & Relax,2204693,Dl,,Loop,41.86765,-87.62271,Private room,119,32,38,6/21/2018,0.3,1,0,0,City registration pending,1581,
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92518,-87.69549,Entire home/apt,48,2,644,6/13/2021,5.26,1,0,0,R17000017731,493,
484898,Charming 1906 cottage Northside,2400107,Allison,,Uptown,41.96978,-87.67389,Entire home/apt,230,7,17,7/24/2022,0.14,1,250,3,R17000013890,87,
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96678,-87.6973,Entire home/apt,101,2,351,9/12/2022,2.83,1,175,37,R17000017576,37,
532862,Spacious Photo Studio / Loft in Wicker Park,2611028,Rachel And Brian,,West Town,41.91032,-87.68746185,Entire home/apt,236,2,55,9/11/2022,0.44,1,205,5,R22000085472,38,
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,182,3,273,8/22/2022,2.19,1,335,9,R17000015045,58,
548905,Home Away From Home,2698691,LeeO'[Nardo],,Grand Boulevard,41.82295,-87.6156,Entire home/apt,91,32,255,7/6/2022,2.09,3,360,19,City registration pending,105,
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96528,-87.6831,Private room,58,32,55,5/1/2022,0.45,2,161,8,R17000015627,171,
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.88986,-87.66039,Private room,69,32,136,8/9/2022,1.1,6,288,6,R20000053637,71,
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.89001,-87.66069,Private room,90,1,150,9/11/2022,1.22,6,337,7,R20000053637,38,
589939,"Recent Price Drop, awesome area!",2885441,Tracy,,West Town,41.89171,-87.66237,Shared room,69,32,67,8/3/2022,0.54,6,348,1,City registration pending,77,
628149,Great for Students! Affordability+Location,2885441,Tracy,,West Town,41.89134,-87.66254,Private room,62,2,103,9/7/2022,0.84,6,273,5,R20000053637,42,
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99688,-87.66449,Private room,70,2,109,9/11/2022,0.89,2,256,22,R18000034164,38,
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,,Lake View,41.94256,-87.67171,Entire home/apt,280,7,70,8/29/2022,1.35,1,107,13,R21000061279,51,
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.99178,-87.75747,Private room,65,2,85,9/11/2022,0.73,2,343,15,R21000075759,38,
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.99405,-87.75746,Private room,81,2,79,9/12/2022,0.72,2,345,9,City registration pending,37,
668262,Room in Lakeview East,3382417,Heather,,Lake View,41.9331,-87.64919,Private room,99,7,28,5/1/2022,0.32,6,90,2,R18000023663,171,
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90437,-87.6335,Entire home/apt,75,32,156,8/6/2022,1.39,2,227,3,City registration pending,74,
724895,Close to Chicago music Fest! (Students discount),2885441,Tracy,,West Town,41.88999,-87.66227,Private room,62,32,136,7/25/2022,1.13,6,356,3,R20000053637,86,
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93903,-87.65196,Entire home/apt,127,2,722,9/12/2022,6,3,47,72,R22000080211,37,
727847,Palmer Treehouse - Bedroom 2,62150,Anne,,Logan Square,41.92278,-87.70422,Private room,70,32,74,3/20/2022,0.62,3,363,2,City registration pending,213,
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,,Lincoln Square,41.9765,-87.68144,Entire home/apt,132,7,199,7/31/2022,1.79,1,220,10,R17000020094,80,
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vas,,Logan Square,41.93115,-87.71836,Entire home/apt,88,32,25,8/6/2022,0.22,4,319,2,City registration pending,74,
790934,06. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,226,1,139,2/3/2020,1.16,17,177,0,R21000075752,989,
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.92218,-87.66079,Private room,85,2,117,9/13/2022,1.05,1,233,19,R21000072699,36,
872247,Modern and Spacious,3217184,Priti,,Lower West Side,41.85954,-87.65423,Entire home/apt,125,4,168,4/25/2022,1.47,1,8,1,R18000034913,177,
887038,MCM Prime LincolnPark 2 Bed 1 Block to Fullerton L,101521,Red,,Lincoln Park,41.92546,-87.6573,Entire home/apt,119,32,39,7/4/2022,0.34,3,365,2,City registration pending,107,
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92708,-87.71212,Private room,110,2,145,3/19/2020,1.29,1,3,0,R17000015433,944,
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.91215,-87.64006,Entire home/apt,125,2,400,8/29/2022,3.48,1,109,50,R21000073898,51,
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88538,-87.69801,Private room,136,5,23,11/2/2018,0.2,1,358,0,R17000015264,1447,
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.9055,-87.66685,Private room,50,32,133,3/2/2020,1.15,1,0,0,R17000017886,961,
960326,Stay in a Designer Penthouse with Art Gallery,5228189,Matthew,,West Town,41.89602,-87.65659,Entire home/apt,262,1,361,8/28/2022,3.19,19,343,42,2457501,52,
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",5016495,Erika,,Near West Side,41.86801,-87.67877,Entire home/apt,157,32,41,8/14/2022,0.35,1,104,1,city registration pending,66,
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00588,-87.66853,Private room,89,2,262,9/12/2022,2.28,4,341,39,R17000015436,37,
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00477,-87.66842,Private room,79,2,294,9/11/2022,2.58,4,341,37,R17000015436,38,
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00378,-87.66807,Private room,79,2,277,9/10/2022,2.41,4,351,30,R17000015436,39,
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00456,-87.67058,Entire home/apt,179,2,224,9/10/2022,1.98,4,326,29,R17000015436,39,
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.89395,-87.62593,Entire home/apt,96,32,35,7/31/2022,0.3,1,143,3,City registration pending,80,
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,,North Lawndale,41.85428,-87.70852,Private room,45,2,6,7/31/2016,0.07,4,0,0,R18000034125,2271,
1027463,Chicago Women's Residence Florence Comfy Rm,5654677,Urban Art,,North Lawndale,41.8544,-87.70852,Private room,45,32,11,9/5/2021,0.13,4,89,0,City registration pending,409,
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.85454,-87.70802,Private room,45,32,5,10/13/2019,0.1,4,0,0,R22000076746,1102,
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Rob,,Near South Side,41.85395,-87.62468,Entire home/apt,140,28,23,6/1/2021,0.2,68,348,0,City registration pending,505,
1096191,Studio at the Lake,6023157,Nataliya,,Uptown,41.97271,-87.65236,Entire home/apt,82,7,63,8/18/2022,0.55,1,2,14,R19000050458,62,
1138252,Gorgeous Lincoln Park walk up,4955989,Melissa,,Lake View,41.93597,-87.65182,Entire home/apt,323,4,11,9/11/2022,0.15,1,141,6,R18000023001,38,
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92655,-87.64226,Entire home/apt,127,2,624,9/12/2022,5.57,3,24,61,Pending,37,
1185749,3 Bdrm Vintage Hideaway  Little Italy/ UIC,1664593,Matt & Christy,,Near West Side,41.87096,-87.68338,Entire home/apt,243,32,339,9/5/2022,3,1,258,22,R22000081568,44,
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.90914,-87.67859,Entire home/apt,144,20,199,9/9/2022,1.76,2,342,11,R19000037818,40,
1242709,Beautiful/Large SE Evanston Apt,1254363,Mark,,Rogers Park,42.01938,-87.67985,Entire home/apt,149,7,15,6/15/2022,0.17,2,347,1,,126,
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.86967,-87.68284,Private room,103,1,112,7/30/2022,1.02,1,354,7,R17000015307,81,
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.93089,-87.66946,Entire home/apt,454,2,102,8/24/2022,0.94,1,316,10,2262746,56,
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,,Logan Square,41.91984,-87.68962,Private room,86,3,371,9/4/2022,3.39,1,301,44,R17000015398,45,
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.9459,-87.65461,Private room,270,32,42,5/23/2021,0.4,5,147,0,R20000058693,514,
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96909,-87.67407,Entire home/apt,175,4,26,8/2/2022,0.23,1,242,2,R22000079042,78,
1417110,Lovely 2 bedroom with parking close to Clark St,7622794,Leah,,Uptown,41.97515537,-87.6722681,Entire home/apt,114,32,0,,,1,0,0,,-1,
1461451,02b. Twin bed in Coed Space,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,27,1,172,8/19/2022,1.55,17,176,8,R21000075752,61,
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91175,-87.63834,Entire home/apt,192,4,80,9/1/2022,0.73,9,144,23,2209985,48,
1502700,The Biddle House,33004,At Home Inn,,Lincoln Park,41.91184,-87.63963,Entire home/apt,279,32,16,9/2/2019,0.16,9,40,0,"2120298, 2120297",1143,
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.71554,-87.67197,Private room,56,2,194,9/4/2022,1.77,2,295,20,R17000013891,45,
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85592,-87.66249,Private room,70,2,279,9/1/2022,4.92,2,107,66,R21000069179,48,
1584422,"Magic Factory, Chef kitchen, art, dine, relax 3bdr",2810938,Carole,,Near North Side,41.90532,-87.64761,Entire home/apt,236,3,34,7/20/2022,0.31,3,46,5,2555923,91,
1591370,Private Northside Chicago Apt Near Transit & Beach,8489460,Holly + Mark,,Rogers Park,42.01177,-87.67758,Entire home/apt,119,2,161,9/11/2022,1.47,1,353,29,R17000014405,38,
1614802,"Contemporary, private suite w fireplace",8595700,Carin,,Lake View,41.93455,-87.66141,Private room,64,4,311,9/6/2022,3.04,1,258,28,R17000014283,43,
1620098,Bedroom + apartment in Lincoln Park,8619275,Leszek,,Lincoln Park,41.92817,-87.64282,Private room,157,1,49,8/28/2022,0.45,1,74,26,R22000079040,52,
1623463,East Pilsen,8463536,Maximiliano,,Lower West Side,41.85922,-87.64592,Entire home/apt,103,2,53,4/3/2022,0.81,1,12,3,R21000072963,199,
1648786,Quiet Rooms2 in Quiet Neighborhood,1426804,Afri,,Chatham,41.72706,-87.61164,Private room,55,2,105,8/1/2022,0.96,1,252,10,R17000013914,79,
1663673,iKlektik House // Cardinal,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,80,32,350,4/26/2022,3.32,3,335,14,R17000015117,176,
1668481,Cozy 2BR Apt - Humboldt Park,531832,Evan,,West Town,41.89678,-87.6971,Entire home/apt,86,32,116,5/20/2021,1.41,1,0,0,R18000026178,517,
1678422,Room in Penthouse in Lakeview,8852597,Hector,,Lake View,41.93512,-87.65749,Private room,73,2,28,10/1/2019,0.26,6,73,0,City registration pending,1114,
1721045,*Recent Price Drop! Superb location!,2885441,Tracy,,West Town,41.89103,-87.66243,Private room,80,1,107,9/5/2022,0.99,6,336,12,R20000053637,44,
1732652,LUX Condo Downtown BEST LOCATION ON MAG MILE AVE,3965428,Rob,,Near North Side,41.89269,-87.62227,Entire home/apt,153,120,7,9/8/2014,0.07,68,365,0,,2963,
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.93396,-87.65897,Entire home/apt,242,2,59,9/5/2022,0.59,1,293,13,2209110,44,
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84801,-87.68127,Private room,96,2,132,9/11/2022,1.22,3,317,7,R20000054162,38,
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,,Lake View,41.94747,-87.65417,Entire home/apt,379,1,12,8/9/2022,0.83,6,75,7,2446867,71,
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,9297431,Inn At Wrigleyville,,Lake View,41.94842,-87.65307,Entire home/apt,693,1,13,8/21/2022,0.12,6,57,7,2446868,59,
1773021,4 Bedroom Across from Wrigley Field Stadium Suite,9297431,Inn At Wrigleyville,,Lake View,41.94774,-87.65421,Entire home/apt,879,1,24,8/14/2022,1.4,6,63,15,2446868,66,
1773025,4 Bedroom Across from Wrigley Field Legend Suite,9297431,Inn At Wrigleyville,,Lake View,41.9475,-87.6542,Entire home/apt,922,1,19,8/16/2022,1.11,6,72,13,2446867,64,
1810118,LARGE Private 1BR/Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77738,-87.60041,Private room,80,4,352,9/1/2022,3.37,2,131,15,R17000015592,48,
1837153,Musician's Quarters,9601147,Chester,,Hyde Park,41.79989,-87.59432,Entire home/apt,115,32,57,8/31/2022,0.54,1,365,4,City registration pending,49,
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,,Lincoln Park,41.93264,-87.64311,Entire home/apt,239,1,155,8/9/2022,1.46,1,359,1,R93749978238,71,
1921670,The Avondale Garden Unit,9959757,Jedidiah,,Avondale,41.94663,-87.70783,Entire home/apt,99,2,274,8/22/2022,2.97,7,298,15,R18000036958,58,
1931880,Charming Mid-Century Designed Apt in E Lakeview,4995578,George,,Lake View,41.93564,-87.6424,Entire home/apt,100,32,0,,,1,97,0,,-1,
1944802,High Floor South Loop GYM POOL,3965428,Rob,,Near South Side,41.85487,-87.62024,Entire home/apt,200,140,14,10/15/2016,0.14,68,348,0,City registration pending,2195,
2011301,Bucktown - Great Northside Location,5166793,Carrie & Brad,,Logan Square,41.92118,-87.68678,Private room,90,1,251,8/22/2022,2.36,2,68,32,R18000037035,58,
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,The Adventurers,,West Town,41.89821,-87.6572,Entire home/apt,265,2,181,8/26/2022,1.71,2,342,23,2510880,54,
2103986,Mid-Century Townhouse in Lakeview,1838943,Sunnie/Randolph,,Lake View,41.93338,-87.63913,Private room,75,1,137,2/8/2020,1.35,1,316,0,R17000013382,984,
2139407,Urban Farm Fun!  Walk to Metra/CTA,10917550,Nicky,,Humboldt Park,41.88849,-87.70648,Entire home/apt,88,1,508,8/16/2022,4.81,7,337,44,R22000078847,64,
2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84828,-87.68021,Private room,96,2,167,9/11/2022,1.62,3,330,18,R20000054162,38,
2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Patt,,Kenwood,41.80239,-87.60244,Private room,48,2,43,8/29/2022,0.42,15,222,15,R21000072908,51,
2305194,Wrigley Hostel - 4 Bed Private Room,7391164,Wrigley Hostel,,Lake View,41.94594,-87.65431,Private room,312,1,60,6/26/2022,0.59,5,108,4,2245608,115,
2305230,Wrigley Hostel - 10 Bed Shared Room,7391164,Wrigley Hostel,,Lake View,41.94594,-87.65431,Shared room,64,1,388,9/11/2022,4.11,5,106,58,2245608,38,
2320027,Distinctive wicker park attic,11848299,Anton,,West Town,41.90798,-87.68158,Entire home/apt,148,7,167,8/20/2022,1.6,2,0,6,R12345678901,60,
2396340,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,Matthew,,West Town,41.89634,-87.65608,Entire home/apt,318,1,442,8/27/2022,4.27,19,328,35,2385048,53,
2437230,City Hideaway,7000138,Brock & Kim,,North Center,41.94272,-87.68409,Entire home/apt,226,2,93,8/31/2022,0.92,2,231,12,R17000013482,49,
2459132,Conveniently Located!,12059561,Rick,,Portage Park,41.96703,-87.75087,Private room,325,2,67,5/21/2017,0.66,1,87,0,City registration pending,1977,
2471876,Bright&Modern Condo in the Heart of the Best Loop,6169870,Bora,,Near West Side,41.88209,-87.65127,Entire home/apt,168,5,57,9/6/2022,0.58,1,43,16,City registration pending,43,
2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,,Lincoln Square,41.96316,-87.69208,Entire home/apt,86,2,226,9/11/2022,2.21,1,72,28,R17000017830,38,
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,,West Town,41.90006,-87.68096,Entire home/apt,179,28,171,9/7/2022,1.65,2,163,15,R17000013566,42,
2515629,"Clean, Quiet, Private Room with private bathroom",12877384,Tanya,,East Garfield Park,41.88152,-87.69768,Private room,43,4,154,9/12/2022,1.55,3,257,21,R21000073422,37,
2519442,"Warm Cozy Guest Suite, Private Bath",7858620,Cynthia,,Washington Park,41.79606,-87.62382,Private room,87,2,97,8/21/2022,0.95,1,353,13,R17000013595,59,
2543231,Private room near Downtown,2850286,Amado,,Lower West Side,41.85669,-87.65132,Private room,65,32,245,5/30/2022,2.38,1,89,13,City registration pending,142,
2564678,Even Cowgirls Get The Blues Rm.,5654677,Urban Art,,South Lawndale,41.85295,-87.70686,Private room,45,32,7,9/13/2021,0.08,4,179,0,City registration pending,401,
2583929,Next to McCormick Desk WIFI w/ KING BED +Laundry,3965428,Rob,,Near South Side,41.85226,-87.62299,Entire home/apt,120,60,16,6/2/2018,0.16,68,318,0,City registration pending,1600,
2604454,Cozy Single-Family Home near University of Chicago,13339125,Greg,,Hyde Park,41.79077,-87.58937,Entire home/apt,125,1,103,2/16/2020,1.04,1,0,0,R17000013467,976,
2611538,Private Bedroom Near Lake,13374424,RaeGina,,South Shore,41.75205,-87.56057,Private room,35,1,10,8/22/2022,0.12,4,257,4,R18000030225,58,
2661465,GREAT LOCATION SPECTACULAR VIEWS + BALCONY,3965428,Rob,,Loop,41.88765,-87.61765,Entire home/apt,160,32,25,6/29/2018,0.25,68,361,0,City registration pending,1573,
2679456,2BD Great Views Modern Luxury  w/POOL,3965428,Rob,,Near South Side,41.85255,-87.62121,Entire home/apt,200,120,6,6/24/2015,0.06,68,365,0,City registration pending,2674,
2693387,"The Bucktown Penthouse Family, Business, Friends",13783917,Nora,,West Town,41.91387,-87.67182,Entire home/apt,248,1,129,7/13/2022,2.09,2,91,8,R20000051982,98,
2695259,Grand Vintage Lincoln Park Penthouse 3 Bedrooms,13793246,Kristi,,Lake View,41.93308,-87.6511,Entire home/apt,277,32,151,8/14/2022,2.47,1,263,13,City registration pending,66,
2715815,GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY,3965428,Rob,,Near South Side,41.85361,-87.62434,Entire home/apt,120,32,15,7/3/2020,0.15,68,343,0,City registration pending,838,
2730613,Sweet Spacious Suite: Country in the City,13975150,Janine,,Morgan Park,41.68451,-87.67925,Entire home/apt,103,7,144,8/12/2022,1.42,2,144,10,R21000073319,68,
2731202,"Cozy ""Faux"" Cabin Suite /Fireplace",13975150,Janine,,Morgan Park,41.68451,-87.67913,Entire home/apt,89,30,145,8/26/2022,1.61,2,110,3,R21000073319,54,
2819982,"McCormick Modern New 2 beds Luxury , Pool, HotTub",3965428,Rob,,Near South Side,41.85247,-87.62204,Entire home/apt,200,60,8,12/2/2016,0.08,68,341,0,City registration pending,2147,
2824585,#54-Home away from home- Safe place,13389580,Ed,,Dunning,41.9443,-87.79831,Private room,45,32,29,9/3/2022,0.29,2,105,4,R17000013486,46,
2832376,Modern 1 Bedroom w/POOL HOT TUB Luxury,3965428,Rob,,Near South Side,41.85434,-87.62194,Entire home/apt,135,32,7,7/7/2018,0.07,68,348,0,City registration pending,1565,
2836339,Stay In the Center w/ Pool Gym Long Term Furnished,3965428,Rob,,Near North Side,41.89098,-87.62238,Entire home/apt,155,100,5,1/18/2015,0.05,68,365,0,,2831,
2844042,"Relax in a Custom, Creative, Artsy, Unique Apartment in West Town",8813383,Mindy + Tony,,West Town,41.89288,-87.68458,Entire home/apt,84,32,157,6/26/2022,1.55,3,300,5,R21000073802,115,
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,,West Town,41.90026,-87.66871,Entire home/apt,236,2,187,8/26/2022,2.58,2,133,60,R21000071753,54,
2907112,West Loop Modern Urban Retreat,6264764,Jeff And Jennifer,,Near West Side,41.88445,-87.65146,Private room,136,5,67,7/3/2022,0.67,1,329,8,R21000075167,108,
2907500,The Red Room,11231030,Erik,,West Lawn,41.78225,-87.72806,Private room,37,1,330,7/30/2022,3.35,2,313,7,R17000014945,81,
2934604,"Cozy Wicker Park, Chicago Apartment",9791233,John,,West Town,41.90332,-87.6697,Entire home/apt,159,1,269,8/17/2020,2.68,1,0,0,City registration pending,793,
3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,,South Shore,41.77206,-87.56982,Entire home/apt,70,32,245,10/23/2019,2.42,1,302,0,City registration pending,1092,
3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,,Logan Square,41.91571,-87.67449,Entire home/apt,96,2,414,8/26/2022,4.09,1,144,72,R17000015736,54,
3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark And Collette,,North Center,41.96136,-87.6784,Entire home/apt,175,3,116,8/28/2022,1.35,1,301,21,R20000054730,52,
3083343,"Splendid Flat w/ Huge Porch, STEPS from 606 Trail",209564,Ami,,Logan Square,41.91533279,-87.67047882,Entire home/apt,245,2,111,9/5/2022,1.15,5,149,24,R18000036344,44,
3111197,"Beautiful, large, light-filled 1Bd",5863711,Masha,,Rogers Park,42.00729,-87.67708,Entire home/apt,150,32,45,12/26/2021,0.45,1,349,1,City registration pending,297,
3172794,LOFT606:  Gigantic Sunlit Former Factory Home,16090300,John,,Logan Square,41.91634,-87.69335,Entire home/apt,1234,1,70,9/5/2022,0.71,10,336,13,R17000015252,44,
3177497,Entire Condo Business/Study/Travel near Lake,13374424,RaeGina,,South Shore,41.75377,-87.56226,Entire home/apt,85,1,10,9/5/2019,0.12,4,256,0,R18000030225,1140,
