host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,days_since_last_review,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
FALSE,1,1,TRUE,TRUE,"West End, Foggy Bottom, GWU",38.89881,-77.05269,Entire home/apt,1,1,2,180,1125,TRUE,0,0,0,117,43,0,0,4.71,4.85,4.48,4.95,4.9,4.9,4.8,FALSE,1,1,0,0,0.46,49,0.182827,3.319503,1.017589,75
FALSE,2,2,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.90968,-77.03692,Entire home/apt,3,1,1,31,90,TRUE,0,0,0,0,44,0,0,4.88,4.93,4.7,4.81,4.93,4.91,4.67,FALSE,1,1,0,0,0.46,138,0.34436,3.973233,0.171123,99
FALSE,8,9,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93053,-77.03008,Entire home/apt,4,2,3,3,1125,TRUE,8,21,51,220,36,7,0,4.5,4.47,4.67,4.78,4.47,4.72,4.49,FALSE,8,8,0,0,0.46,45,0.226941,5.426707,1.649852,102
FALSE,9,15,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.91481,-77.04291,Entire home/apt,3,,2,31,1125,TRUE,0,9,39,314,39,9,0,4.53,4.63,4.47,4.63,4.71,4.89,4.5,FALSE,9,9,0,0,0.46,557,0.360089,4.335802,0.614151,85
TRUE,1,1,TRUE,TRUE,"River Terrace, Benning, Greenway, Dupont Park",38.89019,-76.93841,Entire home/apt,2,1,1,1,1125,TRUE,2,2,2,2,33,13,4,4.82,5,4.79,4.97,4.97,4.33,4.85,FALSE,1,1,0,0,0.46,2256,0.054796,5.882036,5.350293,85
FALSE,14,17,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9119,-77.01638,Entire home/apt,5,2,3,3,1125,TRUE,0,0,0,106,27,3,0,4.63,4.59,4.63,4.93,4.85,4.85,4.67,FALSE,12,5,7,0,0.46,143,0.31302,4.278081,1.134882,125
FALSE,1,1,TRUE,FALSE,"West End, Foggy Bottom, GWU",38.90089,-77.0506,Entire home/apt,3,,2,180,365,TRUE,30,60,89,89,25,0,0,4.44,4.6,4.04,4.88,4.8,5,4.28,TRUE,1,1,0,0,0.46,45,0.021193,3.435266,0.846632,157
FALSE,35,158,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.91323,-77.04696,Entire home/apt,5,2,4,1,1125,TRUE,4,20,37,266,21,7,1,4.74,4.89,4.95,4.42,4.63,5,4.58,FALSE,32,32,0,0,0.46,313,0.312732,4.246445,0.67631,200
FALSE,2,2,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.91191,-77.05395,Entire home/apt,2,1,2,31,1125,TRUE,0,0,24,299,2,2,1,5,5,4,5,5,5,5,FALSE,1,1,0,0,0.46,38,0.580465,4.215833,0.960313,119
FALSE,1,1,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.89109,-77.00218,Entire home/apt,2,,2,31,60,TRUE,0,0,0,0,11,1,0,4.82,4.82,4.64,5,5,5,5,TRUE,1,1,0,0,0.46,323,0.444032,3.283474,2.149842,99
FALSE,10,15,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.88683,-76.99496,Entire home/apt,4,1,2,4,365,TRUE,18,48,78,78,10,9,0,5,5,4.9,5,5,4.9,4.8,TRUE,10,10,0,0,0.46,44,0.161556,3.297437,2.629913,132
FALSE,3,3,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91714,-77.00559,Entire home/apt,8,4,4,6,130,TRUE,0,0,0,0,10,3,0,4.9,5,4.8,5,5,4.8,4.9,FALSE,3,2,1,0,0.46,44,0.578847,4.799549,1.795581,200
FALSE,201,253,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.91516,-77.04405,Entire home/apt,2,1,2,31,365,TRUE,0,0,13,288,9,6,1,4.33,4.11,4.11,5,4.56,4.89,4.33,FALSE,156,150,5,0,0.46,35,0.384704,4.364149,0.667284,115
FALSE,150,201,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,5,2,2,31,1125,TRUE,28,58,88,363,3,3,0,4.33,4.67,4,5,4.67,5,4.33,TRUE,6,6,0,0,0.46,-1,0.10207,3.308045,0.541044,426
FALSE,8,11,TRUE,FALSE,"Dupont Circle, Connecticut Avenue/K Street",38.91444,-77.03685,Entire home/apt,2,1,1,31,1125,TRUE,0,1,1,85,4,4,0,4.5,4.5,4.75,5,5,5,4.75,FALSE,5,5,0,0,0.46,1173,0.482065,4.301694,0.499567,95
FALSE,1,1,TRUE,TRUE,"Ivy City, Arboretum, Trinidad, Carver Langston",38.908046,-76.984229,Private room,1,1,1,1,365,TRUE,15,42,72,347,1,1,0,5,5,5,5,5,5,5,TRUE,1,0,1,0,0.46,69,0.998588,4.788775,2.7922,51
FALSE,1,4,TRUE,FALSE,"Takoma, Brightwood, Manor Park",38.98039,-77.01945,Entire home/apt,6,3,4,7,1125,TRUE,1,1,7,275,42,0,0,4.6,4.8,4.65,4.98,4.95,4.9,4.69,FALSE,1,1,0,0,0.46,-1,0.304498,8.904681,5.134098,150
FALSE,9,12,TRUE,TRUE,"Colonial Village, Shepherd Park, North Portal Estates",38.99881,-77.02538,Private room,1,1,1,4,365,TRUE,0,0,0,143,22,3,0,4.77,4.82,4.36,5,4.95,4.95,4.77,FALSE,7,0,7,0,0.46,56,0.448863,10.144017,6.350509,42
FALSE,71,79,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93664,-77.02298,Private room,1,1,1,31,800,TRUE,13,43,73,348,14,2,0,4.42,4.25,3.83,5,5,5,4.25,FALSE,46,0,46,0,0.13,199,0.061003,5.885178,2.161183,35
FALSE,327,383,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,5,2,2,31,1125,TRUE,28,58,88,362,14,0,0,4.79,4.57,4.85,4.71,4.64,4.93,4.71,TRUE,13,13,0,0,0.13,199,0.102028,3.308033,0.540986,364
FALSE,1,3,TRUE,TRUE,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92098,-77.03805,Entire home/apt,3,2,2,31,90,TRUE,0,0,0,0,13,6,0,4.92,4.92,4.83,4.75,4.83,5,4.75,FALSE,1,1,0,0,0.13,951,0.556114,4.752757,0.952772,95
FALSE,71,79,TRUE,TRUE,"Howard University, Le Droit Park, Cardozo/Shaw",38.91763,-77.01569,Private room,1,1,1,31,365,TRUE,0,0,3,278,11,0,0,4.36,4.64,3.91,4.8,4.7,4.9,4.5,FALSE,46,0,46,0,0.13,53,0.436609,4.669584,1.334763,37
FALSE,68,147,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89721,-77.01883,Entire home/apt,5,2,2,3,90,TRUE,3,15,42,83,10,2,0,4.9,4.8,4.9,4.7,5,5,4.9,FALSE,17,17,0,0,0.13,38,0.13908,3.269269,1.179982,436
FALSE,68,147,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89691,-77.01687,Entire home/apt,5,2,2,3,365,TRUE,4,19,37,82,10,0,0,4.3,4,4.5,4.8,4.5,5,4.3,FALSE,17,17,0,0,0.13,48,0.057318,3.283021,1.27714,445
FALSE,1,2,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.88287,-77.00486,Entire home/apt,2,,1,31,1125,TRUE,30,60,90,365,10,2,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.13,38,0.152552,2.745275,2.387861,150
FALSE,1,2,TRUE,TRUE,"Union Station, Stanton Park, Kingman Park",38.89733,-77.00083,Private room,2,1,1,31,1125,FALSE,0,0,0,0,8,0,0,4.88,4.88,4.63,5,4.88,5,4.88,FALSE,1,0,1,0,0.13,1092,0.350429,3.682086,2.029393,72
FALSE,1,2,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.90678,-77.03665,Entire home/apt,3,1,1,31,1125,FALSE,0,0,0,0,9,0,0,4.25,5,4.5,5,5,5,4.5,FALSE,1,1,0,0,0.13,779,0.29474,3.773328,0.031865,133
FALSE,2,3,TRUE,FALSE,"Colonial Village, Shepherd Park, North Portal Estates",38.98716,-77.03631,Private room,1,1,1,31,45,TRUE,28,58,88,178,8,3,0,5,5,4.88,5,5,4.75,4.88,FALSE,2,0,2,0,0.13,240,0.546415,9.31943,5.517329,75
FALSE,1,1,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.90308,-77.0486,Entire home/apt,2,,1,31,1125,TRUE,0,0,0,0,9,0,0,4.71,5,4.86,5,4.71,5,4.86,FALSE,1,1,0,0,0.13,44,0.186455,3.564768,0.682158,60
FALSE,1,1,TRUE,TRUE,"Brightwood Park, Crestwood, Petworth",38.95558,-77.02592,Entire home/apt,2,1,1,31,1125,TRUE,0,0,0,58,2,0,0,5,5,5,5,5,4.5,5,FALSE,1,1,0,0,0.13,42,1.258249,7.167351,3.388564,90
FALSE,1,1,TRUE,TRUE,"West End, Foggy Bottom, GWU",38.90753,-77.05238,Entire home/apt,2,,1,31,1125,FALSE,0,0,0,0,8,0,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.13,118,0.483845,3.903037,0.820756,99
FALSE,1,1,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.98246,-77.02436,Private room,2,1,1,31,1125,TRUE,0,0,0,256,1,1,0,5,5,5,5,5,5,5,FALSE,1,0,1,0,0.13,160,0.548386,9.022572,5.235298,54
TRUE,6,6,TRUE,TRUE,"West End, Foggy Bottom, GWU",38.89726,-77.04601,Entire home/apt,2,,2,90,1000,TRUE,0,0,0,120,6,1,1,5,5,4.83,4.83,5,5,4.83,FALSE,5,3,2,0,0.13,80,0.328248,3.147034,0.838766,80
FALSE,1,1,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.96448,-77.01987,Entire home/apt,4,,1,31,1125,TRUE,0,0,0,0,7,0,0,4.86,5,4.86,4.71,4.86,5,4.86,TRUE,1,1,0,0,0.13,68,0.805836,7.81157,4.054072,115
FALSE,33,45,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.87855,-76.9897,Shared room,6,1,1,1,90,TRUE,19,49,79,79,6,4,2,4,4.17,4.83,4.33,3.83,4.17,4.5,FALSE,33,0,2,16,0.13,207,0.291305,3.130804,3.188407,29
FALSE,1,17,TRUE,TRUE,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90458,-76.98716,Entire home/apt,4,2,3,31,1125,TRUE,30,60,90,179,7,1,0,4.71,5,5,5,4.71,5,5,FALSE,1,1,0,0,0.13,38,0.857471,4.504072,2.642411,112
TRUE,3,3,TRUE,FALSE,"Union Station, Stanton Park, Kingman Park",38.89374,-76.98732,Entire home/apt,3,,2,1,1125,TRUE,0,0,0,0,7,3,0,4.71,4.43,4.57,5,5,4.57,4.86,TRUE,3,1,2,0,0.13,1232,0.727142,3.922225,2.787037,95
FALSE,2,2,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92594,-77.0335,Entire home/apt,5,2,2,31,1125,TRUE,30,60,90,365,6,3,0,4.33,4.33,4.5,4.83,4.5,4.83,4.5,FALSE,2,2,0,0,0.13,75,0.140724,5.099813,1.305556,225
FALSE,1,5,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92522,-77.03236,Entire home/apt,4,1,3,31,1125,TRUE,0,0,0,0,6,0,0,4.67,5,4.5,5,5,4.83,5,FALSE,1,1,0,0,0.13,206,0.18147,5.053203,1.266449,65
FALSE,2,3,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.91518,-77.03684,Entire home/apt,2,,1,28,1125,TRUE,3,18,48,66,6,4,1,4.83,5,4.83,5,5,5,4.83,TRUE,1,1,0,0,0.13,1433,0.510967,4.352757,0.550629,150
FALSE,7,9,TRUE,TRUE,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86979,-76.98505,Private room,2,1,1,1,1125,TRUE,0,0,0,0,6,0,0,5,5,5,5,5,4.33,5,TRUE,7,4,3,0,0.13,38,0.721614,3.045589,3.770257,20
FALSE,2,2,TRUE,TRUE,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92271,-77.04603,Entire home/apt,4,2,2,31,1125,TRUE,0,0,0,255,5,1,0,4.6,5,4.6,5,5,5,5,TRUE,2,2,0,0,0.13,74,0.376488,4.892067,1.174503,158
FALSE,,,,,"Near Southeast, Navy Yard",38.87619,-77.00464,Entire home/apt,2,,,31,731,TRUE,0,21,51,326,5,2,0,4.8,5,5,4.6,5,5,4.6,TRUE,157,157,0,0,0.13,525,0.031446,2.415061,2.738909,105
FALSE,1,1,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.97172,-77.0252,Entire home/apt,5,1,2,31,1125,TRUE,0,0,0,0,5,0,0,4.6,4.8,5,5,4.6,4.8,4.8,TRUE,1,1,0,0,0.13,176,0.478786,8.280313,4.494859,80
FALSE,1,1,TRUE,FALSE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92424,-77.02841,Entire home/apt,6,2,3,31,1125,TRUE,30,60,90,365,5,0,0,4.8,5,4.8,4.8,4.8,5,4.8,TRUE,1,1,0,0,0.13,2730,0.331885,5.001937,1.258922,379
FALSE,,,,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91368,-77.04746,Entire home/apt,2,1,1,31,731,TRUE,0,0,0,272,4,1,0,4.75,4.5,4.5,4.75,4.5,5,4.5,TRUE,157,157,0,0,0.13,-1,0.353482,4.280411,0.71635,102
FALSE,,,,,"Dupont Circle, Connecticut Avenue/K Street",38.9136,-77.0469,Entire home/apt,2,1,1,31,731,TRUE,0,30,60,335,3,2,0,4.67,5,5,5,5,5,4,TRUE,157,157,0,0,0.13,103,0.331718,4.27144,0.689863,115
FALSE,1,2,TRUE,TRUE,"Near Southeast, Navy Yard",38.87753,-77.00038,Entire home/apt,2,,1,31,90,TRUE,29,59,89,179,5,0,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.13,50,0.259656,2.643967,2.817365,200
FALSE,,,,,"Shaw, Logan Circle",38.91081,-77.0251,Entire home/apt,2,1,1,31,731,TRUE,9,9,9,269,2,1,0,5,5,5,5,5,5,4.5,TRUE,157,157,0,0,0.13,116,0.250145,4.105638,0.67318,118
FALSE,438,682,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,3,1,2,1,1125,TRUE,22,51,81,356,1,1,0,5,5,5,5,5,5,5,TRUE,29,29,0,0,0.13,189,0.102028,3.308033,0.540986,294
FALSE,,,,,"Shaw, Logan Circle",38.9138,-77.03016,Entire home/apt,2,1,1,31,731,TRUE,0,0,24,299,3,2,0,5,5,5,5,5,5,5,TRUE,157,157,0,0,0.13,46,0.262614,4.276,0.578788,118
FALSE,,,,,"Near Southeast, Navy Yard",38.87857,-77.00778,Entire home/apt,2,1,1,31,731,TRUE,0,0,0,196,4,1,0,5,4.75,4.75,4.75,4.75,4.75,4.5,TRUE,157,157,0,0,0.13,51,0.20243,2.418673,2.506879,134
FALSE,,,,,"West End, Foggy Bottom, GWU",38.90054,-77.05437,Entire home/apt,2,,,31,731,TRUE,0,0,0,100,3,1,0,4.67,5,5,5,4.67,4.67,4,TRUE,157,157,0,0,0.13,831,0.21707,3.457201,1.033676,130
FALSE,,,,,"West End, Foggy Bottom, GWU",38.89929,-77.05652,Entire home/apt,2,,,31,731,TRUE,0,17,47,322,2,1,0,4.5,5,5,5,4,5,3.5,TRUE,157,157,0,0,0.13,61,0.344845,3.40551,1.174392,90
FALSE,71,79,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91737,-77.00884,Private room,1,1,,31,365,TRUE,0,0,0,191,3,1,0,3.67,3.67,3,4,4,4.33,3.33,FALSE,46,0,46,0,0.13,2245,0.72979,4.756239,1.644424,32
FALSE,201,253,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.8815,-76.99547,Entire home/apt,4,1,2,31,1125,TRUE,30,60,90,365,1,1,0,5,5,5,5,5,5,5,TRUE,156,150,5,0,0.13,104,0.217816,3.020596,2.822426,142
FALSE,68,147,TRUE,TRUE,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87684,-77.01403,Entire home/apt,5,2,2,3,90,TRUE,14,33,59,106,3,1,0,3,4.33,3.33,2.67,4,5,3.33,FALSE,17,17,0,0,0.13,82,0.18607,2.11836,2.420241,392
FALSE,1,1,TRUE,FALSE,"Brightwood Park, Crestwood, Petworth",38.94774,-77.02301,Entire home/apt,2,1,1,5,1125,TRUE,8,38,68,343,3,0,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.13,41,0.710939,6.644911,2.892509,85
TRUE,3,4,TRUE,TRUE,"Shaw, Logan Circle",38.91101,-77.02022,Entire home/apt,5,3,2,4,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,5,TRUE,3,1,2,0,0.13,1792,0.192917,4.168994,0.9223,180
FALSE,4057,4369,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.895522,-77.022761,Entire home/apt,2,1,1,32,1125,TRUE,0,0,0,223,1,1,0,5,5,5,5,5,5,5,TRUE,235,235,0,0,0.13,121,0.135202,3.098941,1.100385,170
FALSE,2641,7013,TRUE,TRUE,"Union Station, Stanton Park, Kingman Park",38.89779,-77.00875,Private room,4,1,2,2,1125,TRUE,16,40,70,89,2,0,0,5,4.5,5,5,5,5,4.5,TRUE,15,0,15,0,0.13,59,0.070681,3.506094,1.627112,226
FALSE,100,200,TRUE,TRUE,"Union Station, Stanton Park, Kingman Park",38.89464,-77.003,Entire home/apt,4,2,2,31,1125,TRUE,0,0,0,0,1,1,0,5,5,4,5,5,5,4,FALSE,96,96,0,0,0.13,89,0.318669,3.463734,1.994792,182
TRUE,3,4,TRUE,TRUE,"Capitol View, Marshall Heights, Benning Heights",38.88228,-76.94307,Entire home/apt,1,1,1,3,1125,TRUE,0,0,0,0,1,1,0,4,5,5,5,5,5,5,TRUE,3,2,1,0,0.13,2762,0.65021,5.430379,5.261867,60
FALSE,1,1,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.98797,-77.00203,Entire home/apt,5,3,3,5,1125,TRUE,0,0,0,71,15,0,0,4.87,4.8,4.79,4.86,5,4.93,4.86,FALSE,1,1,0,0,0.13,72,1.185291,9.563713,5.871566,125
TRUE,3,9,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.98937,-77.01753,Entire home/apt,4,2,2,7,30,TRUE,4,34,55,111,14,5,0,4.77,4.69,4.77,4.92,4.92,4.69,4.77,FALSE,3,3,0,0,0.13,52,0.781904,9.531748,5.761924,140
FALSE,3,5,TRUE,TRUE,"Friendship Heights, American University Park, Tenleytown",38.9565,-77.09602,Entire home/apt,1,1,1,30,180,TRUE,0,0,0,103,1,1,0,5,5,4,5,5,5,5,FALSE,1,1,0,0,0.13,70,0.61956,7.838805,4.624879,55
FALSE,71,79,TRUE,TRUE,"Colonial Village, Shepherd Park, North Portal Estates",38.99407,-77.01906,Private room,1,1,1,28,730,TRUE,1,31,61,336,5,2,0,5,5,4.8,5,5,5,5,FALSE,46,0,46,0,0.13,1094,0.633934,9.845604,6.068147,34
FALSE,1,2,TRUE,TRUE,"Colonial Village, Shepherd Park, North Portal Estates",38.99363,-77.0248,Entire home/apt,3,1,,125,153,TRUE,0,10,40,65,1,1,0,5,5,5,5,5,5,5,TRUE,1,1,0,0,0.13,-1,0.330438,9.789463,5.998052,70
TRUE,1,1,TRUE,TRUE,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238,-77.04709,Private room,3,2,2,5,100,TRUE,2,5,23,197,111,5,0,4.85,4.81,4.62,4.85,4.88,4.93,4.86,FALSE,1,0,1,0,0.91,60,0.338897,4.874806,1.178458,90
TRUE,4,4,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.88856,-77.00089,Private room,2,1,1,2,1125,TRUE,6,23,32,32,70,21,3,4.93,4.97,4.96,5,4.96,4.97,4.94,FALSE,3,0,3,0,0.91,53,0.329785,3.183466,2.301455,100
FALSE,1,1,TRUE,TRUE,"Colonial Village, Shepherd Park, North Portal Estates",38.98331,-77.03898,Entire home/apt,2,1,2,31,31,TRUE,0,0,0,0,68,0,0,4.99,5,4.96,4.94,4.99,4.88,4.85,FALSE,1,1,0,0,0.91,86,0.847169,9.053745,5.252747,87
TRUE,6,6,TRUE,TRUE,"Brightwood Park, Crestwood, Petworth",38.94414,-77.02641,Entire home/apt,2,1,2,31,365,TRUE,0,0,4,75,47,8,0,4.94,4.98,4.96,4.98,5,4.81,4.83,TRUE,6,6,0,0,0.91,151,0.487811,6.378872,2.608791,99
FALSE,1,1,TRUE,TRUE,"Brightwood Park, Crestwood, Petworth",38.9562,-77.01953,Entire home/apt,2,1,1,31,1125,TRUE,0,0,0,0,46,0,0,4.87,4.87,4.98,4.91,4.98,4.48,4.76,TRUE,1,1,0,0,0.91,84,0.965921,7.247147,3.504095,34
FALSE,1,1,TRUE,FALSE,"River Terrace, Benning, Greenway, Dupont Park",38.87276,-76.93656,Entire home/apt,4,1,2,2,3,TRUE,29,59,79,79,38,9,0,4.92,4.97,4.95,5,4.97,4.63,4.89,FALSE,1,1,0,0,0.91,46,1.261061,5.546581,5.824811,109
FALSE,1,1,TRUE,TRUE,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92605,-77.04057,Entire home/apt,4,1,1,31,1125,TRUE,0,0,0,0,38,0,0,4.95,4.89,4.95,4.97,4.95,4.92,4.84,FALSE,1,1,0,0,0.91,106,0.442527,5.104821,1.315114,120
FALSE,2,2,TRUE,FALSE,"Cathedral Heights, McLean Gardens, Glover Park",38.93023,-77.07412,Entire home/apt,2,1,1,3,31,TRUE,11,29,59,149,28,12,1,4.93,5,4.93,4.86,5,5,4.75,TRUE,1,1,0,0,0.91,49,0.907766,5.726175,2.533087,169
FALSE,1,1,TRUE,TRUE,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90145,-76.97645,Entire home/apt,2,1,2,1,1125,TRUE,7,25,50,317,12,11,2,4.5,4.58,4.42,4.75,4.92,4.25,4.33,TRUE,1,1,0,0,0.91,1033,1.017153,4.704482,3.228322,130
FALSE,201,253,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.9117,-77.04186,Entire home/apt,2,1,1,31,365,TRUE,0,0,0,272,1,1,0,5,5,5,5,5,5,5,TRUE,156,150,5,0,0.91,44,0.166391,4.118315,0.406837,88
FALSE,100,200,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.88358,-76.99639,Entire home/apt,5,2,3,31,1125,TRUE,0,0,0,0,8,8,0,4.75,4.75,5,4.75,4.5,5,4.88,FALSE,96,96,0,0,0.91,445,0.075295,3.083993,2.695537,150
FALSE,43,52,TRUE,FALSE,"Congress Heights, Bellevue, Washington Highlands",38.82256,-76.9747,Private room,1,1,1,31,365,TRUE,30,60,90,365,1,1,0,5,5,4,5,5,5,5,TRUE,11,0,11,0,0.91,1881,1.278955,3.911823,6.706343,30
FALSE,2,2,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.97894,-77.00675,Entire home/apt,3,1,1,1,1125,TRUE,6,25,55,330,26,5,0,4.38,4.62,4.31,4.81,4.88,4.96,4.46,FALSE,2,2,0,0,0.91,2590,0.636936,8.904326,5.20159,49
FALSE,4,12,TRUE,TRUE,"Hawthorne, Barnaby Woods, Chevy Chase",38.97995,-77.09384,Private room,3,1,2,7,180,TRUE,5,6,6,278,44,5,1,4.84,4.77,4.68,4.95,4.98,4.95,4.77,FALSE,3,2,1,0,0.91,957,0.307539,9.309972,5.857058,60
FALSE,2,2,TRUE,TRUE,"Colonial Village, Shepherd Park, North Portal Estates",38.998796,-77.026237,Entire home/apt,8,2,3,1,5,TRUE,9,21,51,51,1,1,0,1,5,5,1,1,5,5,TRUE,2,2,0,0,0.91,58,0.419213,10.140212,6.345323,206
TRUE,1,1,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934628,-77.029839,Entire home/apt,3,1,1,31,730,TRUE,0,0,14,289,161,5,1,4.5,4.69,4.48,4.71,4.75,4.6,4.53,FALSE,1,1,0,0,1.14,1151,0.389744,5.709642,1.929178,99
FALSE,1,5,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93395,-77.01625,Private room,2,1,1,31,365,TRUE,0,0,0,138,153,20,0,4.73,4.8,4.54,4.78,4.83,4.46,4.68,FALSE,1,0,1,0,1.14,1936,0.45191,5.760904,2.145836,47
FALSE,1,5,TRUE,TRUE,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92256,-77.05624,Entire home/apt,1,1,1,31,90,TRUE,14,14,14,240,103,8,0,4.55,4.73,4.61,4.81,4.77,4.95,4.69,TRUE,1,1,0,0,1.14,-1,0.267448,4.960078,1.474424,145
FALSE,6,11,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90476,-77.02751,Private room,1,1,1,31,180,TRUE,0,0,24,299,95,15,1,4.61,4.75,4.63,4.82,4.9,4.94,4.7,TRUE,6,0,6,0,1.14,44,0.318421,3.673434,0.525377,59
FALSE,1,1,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91611,-77.01106,Entire home/apt,2,1,1,2,31,TRUE,11,41,71,160,75,20,1,4.86,4.85,4.91,4.97,4.97,4.88,4.68,TRUE,1,1,0,0,1.14,57,0.603109,4.636833,1.501183,145
FALSE,1,2,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91411,-77.00855,Entire home/apt,4,1,2,2,90,TRUE,1,15,30,113,58,16,3,4.52,4.71,4.5,4.62,4.67,4.6,4.64,FALSE,1,1,0,0,1.14,50,0.569977,4.549018,1.576384,95
TRUE,82,250,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91384,-77.0153,Entire home/apt,4,1,2,2,100,TRUE,13,43,73,161,41,17,1,4.78,4.93,4.88,4.9,4.85,4.83,4.78,FALSE,79,79,0,0,1.14,399,0.351398,4.42235,1.233076,96
FALSE,1,8,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93167,-77.04379,Entire home/apt,3,1,2,5,1125,TRUE,11,12,37,157,40,24,0,4.85,5,4.88,5,4.95,4.95,4.88,TRUE,1,1,0,0,1.14,90,0.644338,5.499819,1.727468,103
FALSE,9,28,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.89407,-77.07542,Entire home/apt,6,2,2,2,230,TRUE,21,51,81,171,5,5,1,4.6,4.8,4.8,4.8,5,4.2,4,TRUE,4,4,0,0,1.14,110,0.273138,3.519046,2.233551,269
