host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,days_since_last_review,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
FALSE,2,2,TRUE,TRUE,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97887,-77.00559,Entire home/apt,3,1,1,1,365,TRUE,0,0,0,270,4,4,0,4.25,4,4.25,4.5,3.75,4.5,4,FALSE,2,2,0,0,1.25,-1,0.694313,8.911115,5.216225,87
TRUE,5,5,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.96725,-77.02451,Private room,1,1,1,1,1125,TRUE,6,36,66,341,15,1,0,4.87,4.87,4.67,4.93,5,4.6,4.93,FALSE,5,0,5,0,0.16,73,0.69594,7.976031,4.195163,75
TRUE,6,6,TRUE,TRUE,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,2,1,1,60,1000,TRUE,0,0,0,127,18,0,0,4.82,4.82,4.41,4.94,4.94,5,4.59,FALSE,5,3,2,0,0.16,36,0.101484,5.905799,2.298066,70
FALSE,71,79,TRUE,TRUE,"Brightwood Park, Crestwood, Petworth",38.93641,-77.02515,Private room,1,1,1,31,365,TRUE,0,0,9,284,14,2,0,4,4.29,3.86,4.57,4.5,4.71,3.86,FALSE,46,0,46,0,0.16,58,0.114312,5.855274,2.109506,39
FALSE,8,9,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93163,-77.0295,Entire home/apt,4,2,2,2,1125,TRUE,0,13,36,78,12,4,0,4.42,4.5,4.58,3.67,4.17,5,4.83,FALSE,8,8,0,0,0.16,66,0.307223,5.50474,1.730695,112
FALSE,3,4,TRUE,TRUE,"Brightwood Park, Crestwood, Petworth",38.94223,-77.02337,Entire home/apt,6,2,2,31,60,TRUE,0,0,0,0,10,0,0,5,4.89,5,5,5,4.88,4.88,FALSE,3,2,1,0,0.16,52,0.33038,6.265155,2.521199,112
FALSE,3,10,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92305,-77.02876,Private room,1,1,1,30,365,TRUE,7,37,67,342,12,4,0,4.55,4.64,4.55,4.91,4.82,4.91,4.73,FALSE,3,0,3,0,0.16,115,0.387224,4.918411,1.175667,65
FALSE,1,1,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92677,-77.02427,Entire home/apt,2,1,1,31,1125,TRUE,0,0,0,0,12,0,0,5,5,5,5,5,4.78,5,FALSE,1,1,0,0,0.16,35,0.445304,5.201143,1.507141,97
FALSE,1,1,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93136,-77.02113,Entire home/apt,3,1,2,2,30,TRUE,12,31,51,138,12,1,0,5,5,4.92,5,5,4.82,5,FALSE,1,1,0,0,0.16,1027,0.437526,5.538978,1.864833,160
FALSE,283,320,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,3,1,2,31,1125,TRUE,23,52,82,356,3,1,0,3.33,3.67,3.67,3.33,3.33,4,3.33,TRUE,11,11,0,0,0.16,1054,0.10207,3.308045,0.541044,342
FALSE,1,1,TRUE,FALSE,"North Cleveland Park, Forest Hills, Van Ness",38.9511,-77.0663,Entire home/apt,3,1,1,31,1125,FALSE,0,0,0,0,11,0,0,4.91,4.91,4.82,5,5,5,4.8,FALSE,1,1,0,0,0.16,97,0.567861,6.997192,3.406381,100
FALSE,7,14,TRUE,TRUE,"Howard University, Le Droit Park, Cardozo/Shaw",38.91732,-77.01571,Private room,1,2,1,1,1125,TRUE,6,22,52,327,10,1,0,4.4,4.5,4.6,5,4.9,5,4.5,TRUE,7,0,5,2,0.16,1003,0.422079,4.648609,1.322453,84
FALSE,1,2,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93205,-77.039,Entire home/apt,8,4,2,5,1125,TRUE,0,0,0,0,10,1,0,5,4.9,5,4.9,5,5,4.8,FALSE,1,1,0,0,0.16,40,0.448169,5.516982,1.718259,190
FALSE,6,6,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.90955,-77.05489,Entire home/apt,6,2,3,1,1125,TRUE,0,0,0,0,9,1,0,4.78,4.78,4.44,5,4.89,5,4.78,FALSE,5,2,3,0,0.16,80,0.6081,4.067435,0.96716,600
FALSE,3,4,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93797,-77.01725,Entire home/apt,2,1,1,3,1125,TRUE,0,0,0,248,9,0,0,5,5,5,5,5,4.78,5,FALSE,3,2,1,0,0.16,156,0.331305,6.023319,2.364804,120
FALSE,1,1,TRUE,TRUE,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8795,-77.01116,Entire home/apt,2,1,1,31,1125,TRUE,0,0,0,0,8,0,0,5,5,5,4.63,5,4.88,4.88,FALSE,1,1,0,0,0.16,928,0.383061,2.356375,2.348226,190
FALSE,35,36,TRUE,TRUE,"Union Station, Stanton Park, Kingman Park",38.89342,-76.9986,Entire home/apt,3,2,2,31,1125,TRUE,15,45,75,350,6,1,0,5,5,4.83,5,4.83,5,4.33,FALSE,33,33,0,0,0.16,367,0.555516,3.524546,2.241551,110
FALSE,1,2,TRUE,TRUE,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95128,-77.01312,Private room,4,2,2,31,1125,TRUE,0,0,0,0,6,0,0,5,5,4.83,5,5,5,5,FALSE,1,0,1,0,0.16,50,0.579833,6.966284,3.292309,465
FALSE,68,147,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90502,-77.02932,Entire home/apt,5,2,2,30,365,TRUE,2,3,3,3,6,2,0,4.83,4.83,4.5,5,5,4.83,5,FALSE,17,17,0,0,0.16,90,0.341748,3.678373,0.428977,298
FALSE,,,,,"Union Station, Stanton Park, Kingman Park",38.89939,-76.9921,Entire home/apt,2,1,1,31,731,TRUE,0,0,0,198,5,2,0,4.8,4.8,4.8,5,5,5,4.6,TRUE,157,157,0,0,0.16,335,0.782683,4.060466,2.434785,120
FALSE,,,,,"Union Station, Stanton Park, Kingman Park",38.89921,-76.992,Entire home/apt,2,1,1,31,731,TRUE,0,0,23,298,5,1,0,5,4.8,5,5,5,4.8,4.4,TRUE,157,157,0,0,0.16,110,0.794981,4.053657,2.442727,105
FALSE,71,79,TRUE,TRUE,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93633,-77.02303,Private room,1,1,1,31,300,TRUE,0,0,0,123,6,1,0,5,5,4.5,4.83,4.83,5,5,FALSE,46,0,46,0,0.16,82,0.080117,5.863626,2.140179,39
FALSE,10,10,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.90481,-77.04759,Private room,2,1,2,31,99,TRUE,30,60,90,365,3,1,0,5,5,4.67,5,4.67,5,5,TRUE,10,0,10,0,0.16,58,0.317054,3.674591,0.590082,422
FALSE,1,2,TRUE,TRUE,"Brookland, Brentwood, Langdon",38.92264,-76.99075,Entire home/apt,3,1,1,31,1125,FALSE,0,0,0,0,6,0,0,4.83,5,5,4.83,5,5,4.67,FALSE,1,1,0,0,0.16,-1,0.295657,5.46638,2.667895,75
FALSE,35,36,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.91759,-77.03644,Entire home/apt,2,1,2,31,1125,TRUE,0,0,0,243,5,1,0,4.8,5,5,5,5,5,4.4,FALSE,33,33,0,0,0.16,692,0.475602,4.519301,0.717324,65
FALSE,8,8,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90546,-77.02637,Shared room,1,1,2,1,365,TRUE,11,32,60,313,5,4,0,4.8,4.6,4.8,5,4.6,5,4.8,TRUE,8,0,0,8,0.16,601,0.245609,3.730462,0.570858,79
FALSE,1,1,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91278,-77.01123,Private room,1,1,1,2,1125,TRUE,0,21,32,96,5,3,1,4.8,5,4.8,5,5,4.6,4.8,TRUE,1,0,1,0,0.16,709,0.568335,4.415655,1.413941,130
FALSE,2,3,TRUE,TRUE,"Brightwood Park, Crestwood, Petworth",38.94291,-77.01304,Entire home/apt,3,1,1,31,365,TRUE,0,0,0,0,5,1,0,4.6,5,4.4,5,4.8,5,5,TRUE,2,2,0,0,0.16,113,0.668958,6.400715,2.76955,70
FALSE,35,36,TRUE,TRUE,"Dupont Circle, Connecticut Avenue/K Street",38.91778,-77.03852,Entire home/apt,2,1,1,31,1125,TRUE,0,24,54,329,3,1,0,4.33,4,4.33,4.33,4.67,5,3.67,FALSE,33,33,0,0,0.16,44,0.586566,4.53213,0.735052,60
FALSE,68,147,TRUE,TRUE,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87704,-77.0141,Entire home/apt,3,1,1,3,90,TRUE,3,23,53,103,2,1,0,5,5,5,5,5,5,5,FALSE,17,17,0,0,0.16,286,0.184835,2.127313,2.406441,220
TRUE,5,7,TRUE,FALSE,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91652,-77.04242,Entire home/apt,2,1,1,31,1125,TRUE,0,0,4,93,3,2,1,4.67,4.33,5,5,4.33,4.67,4,FALSE,5,5,0,0,0.16,114,0.479992,4.452023,0.706501,105
FALSE,2,2,TRUE,FALSE,"Mayfair, Hillbrook, Mahaning Heights",38.89749,-76.94658,Private room,6,5,5,31,1125,TRUE,29,59,89,179,3,1,0,5,5,5,5,5,4.33,4.67,FALSE,2,1,1,0,0.16,157,0.118265,5.75587,4.833619,235
FALSE,2,2,TRUE,TRUE,"Union Station, Stanton Park, Kingman Park",38.89801,-77.00184,Entire home/apt,8,4,4,31,84,TRUE,0,0,0,0,3,0,0,5,5,5,5,5,5,5,FALSE,2,1,1,0,0.16,46,0.296007,3.694116,1.963397,250
FALSE,39,41,TRUE,TRUE,"Shaw, Logan Circle",38.90951,-77.02293,Private room,4,,1,1,29,TRUE,14,26,26,26,3,1,0,5,5,4.67,5,5,5,5,TRUE,39,0,39,0,0.16,142,0.218225,4.037866,0.757372,103
FALSE,8,10,TRUE,TRUE,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9161,-77.04416,Private room,2,1,1,2,365,TRUE,24,45,75,350,3,0,0,3,4,2.67,4,2.67,4.33,3.33,TRUE,8,7,1,0,0.16,181,0.449825,4.429265,0.724689,189
FALSE,1366,2342,TRUE,FALSE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89566,-77.02272,Entire home/apt,5,2,3,1,365,TRUE,3,18,36,82,1,1,0,5,5,5,5,5,5,4,TRUE,6,6,0,0,0.16,1060,0.143561,3.108691,1.094917,387
TRUE,2,3,TRUE,TRUE,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95502,-76.9859,Private room,1,1,2,31,180,TRUE,6,6,6,259,6,0,0,5,5,4.5,5,5,4.5,5,FALSE,2,0,2,0,0.16,801,0.865018,7.61363,4.265377,40
FALSE,1,1,TRUE,TRUE,"Capitol View, Marshall Heights, Benning Heights",38.8816,-76.91631,Private room,2,1,1,30,90,TRUE,29,59,89,364,2,1,0,5,5,5,5,5,4.5,5,FALSE,1,0,1,0,0.16,55,0.59332,5.54046,6.630875,70
FALSE,1,1,TRUE,TRUE,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97389,-77.01107,Private room,2,1,3,30,180,TRUE,27,57,87,177,13,2,0,4.69,4.62,4.54,4.92,4.62,4.85,4.54,FALSE,1,0,1,0,0.16,949,0.406112,8.521183,4.800932,42
FALSE,1,1,TRUE,TRUE,"Hawthorne, Barnaby Woods, Chevy Chase",38.9853,-77.06347,Entire home/apt,4,4,4,2,7,TRUE,10,19,31,31,8,4,1,4.71,4.71,3.71,5,5,5,5,FALSE,1,1,0,0,0.16,-1,1.626242,9.291753,5.569856,220
FALSE,71,79,TRUE,TRUE,"Colonial Village, Shepherd Park, North Portal Estates",38.99408,-77.01902,Private room,1,1,1,14,730,TRUE,14,44,74,349,15,0,0,4.5,4.43,3.93,4.86,4.93,4.86,4.57,FALSE,46,0,46,0,0.16,51,0.636063,9.846503,6.069159,31
TRUE,3,4,TRUE,TRUE,"Colonial Village, Shepherd Park, North Portal Estates",39.00735,-77.02554,Private room,1,1,1,28,1125,TRUE,0,18,48,323,10,2,0,4.7,4.7,4.9,5,5,5,4.8,FALSE,1,0,1,0,0.16,308,0.968674,10.73161,6.936529,99
FALSE,6,8,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.89327,-77.06786,Entire home/apt,3,1,1,77,365,TRUE,0,0,0,84,6,2,0,4.17,4.17,4.33,4.33,4.67,4.67,4.33,TRUE,6,6,0,0,0.16,36,0.247569,3.259662,1.901666,137
FALSE,3,3,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.99003,-77.00547,Private room,1,1,1,14,1125,TRUE,24,54,84,359,9,0,0,4.89,5,4.78,5,4.89,4.89,4.89,FALSE,3,1,2,0,0.16,43,1.174465,9.669224,5.953081,49
FALSE,71,79,TRUE,TRUE,"Colonial Village, Shepherd Park, North Portal Estates",38.99302,-77.02085,Private room,1,1,1,31,365,TRUE,5,35,65,155,7,2,1,4,4,3.86,4.71,4.29,4.43,4,FALSE,46,0,46,0,0.16,37,0.542881,9.76439,5.982367,26
FALSE,31,42,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.89123,-77.07008,Entire home/apt,2,,1,90,1125,TRUE,0,0,0,209,2,1,0,5,5,5,5,5,5,5,FALSE,31,31,0,0,0.16,36,0.331166,3.1993,2.075262,62
FALSE,2,4,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.88947,-77.07233,Entire home/apt,2,,2,185,1125,TRUE,0,0,0,123,2,1,1,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.16,45,0.455911,3.165131,2.241145,55
TRUE,5,6,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.89218,-77.0687,Entire home/apt,2,1,1,180,1125,TRUE,0,1,17,274,20,0,0,4.95,4.95,4.95,4.85,5,5,4.85,FALSE,5,5,0,0,0.16,54,0.287628,3.216842,1.978549,68
FALSE,1,1,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92317,-77.00073,Entire home/apt,2,,1,2,28,TRUE,13,43,73,73,369,58,3,4.7,4.78,4.8,4.94,4.96,4.56,4.7,FALSE,1,1,0,0,3.5,51,0.292435,5.28074,2.211148,91
FALSE,1,1,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.8883,-76.99515,Entire home/apt,4,1,2,1,40,TRUE,3,21,40,180,79,38,4,4.95,4.95,4.92,4.99,5,5,4.85,FALSE,1,1,0,0,3.5,81,0.257234,3.365114,2.568451,180
FALSE,1,2,TRUE,TRUE,"Howard University, Le Droit Park, Cardozo/Shaw",38.91457,-77.02123,Entire home/apt,6,2,3,2,365,TRUE,4,23,45,121,72,48,3,4.96,4.94,4.99,4.96,4.93,4.89,4.79,TRUE,1,1,0,0,3.5,759,0.083201,4.397897,0.973832,223
TRUE,1,2,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.88677,-76.97949,Entire home/apt,4,1,2,3,14,TRUE,2,3,3,3,30,30,2,5,5,5,5,5,5,5,FALSE,1,1,0,0,3.5,55,0.127191,3.90382,3.353412,95
FALSE,6,6,TRUE,TRUE,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90836,-76.98422,Entire home/apt,6,2,2,1,365,TRUE,22,46,76,351,16,16,3,4.38,4.56,4.38,4.38,4.69,3.31,4.38,FALSE,5,5,0,0,3.5,143,1.000799,4.806517,2.793187,179
FALSE,10,17,TRUE,TRUE,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89444,-76.91503,Private room,3,1,1,1,365,TRUE,10,10,10,207,21,21,0,4.67,4.71,4.86,4.76,4.76,4.1,4.71,TRUE,9,2,7,0,3.5,-1,0.382814,6.307767,6.51884,41
FALSE,1,1,TRUE,TRUE,"Capitol View, Marshall Heights, Benning Heights",38.884197,-76.930147,Entire home/apt,10,4,5,2,365,TRUE,16,37,67,342,7,7,2,4.57,4.71,5,5,5,4.29,4.43,FALSE,1,1,0,0,3.5,197,0.639588,6.07049,5.876303,458
TRUE,1,1,TRUE,TRUE,"Brightwood Park, Crestwood, Petworth",38.95356,-77.03007,Entire home/apt,4,1,2,7,365,TRUE,7,28,58,333,138,15,2,4.99,4.98,4.99,4.99,5,4.77,4.98,TRUE,1,1,0,0,1.37,61,1.165937,7.012401,3.219257,69
FALSE,1,1,TRUE,TRUE,"West End, Foggy Bottom, GWU",38.90514,-77.05187,Entire home/apt,3,,1,31,1125,TRUE,0,0,0,0,102,1,0,4.82,4.85,4.93,4.9,4.9,4.95,4.78,TRUE,1,1,0,0,1.37,47,0.317353,3.736054,0.806042,129
TRUE,4,4,TRUE,TRUE,"Woodridge, Fort Lincoln, Gateway",38.93205,-76.96768,Entire home/apt,12,6,8,2,1125,TRUE,0,0,1,18,94,18,2,4.95,4.93,4.96,4.99,4.95,4.8,4.88,FALSE,2,2,0,0,1.37,-1,1.42568,6.648542,4.049579,549
TRUE,2,2,TRUE,TRUE,"Brookland, Brentwood, Langdon",38.92366,-76.98084,Private room,2,1,1,2,1125,TRUE,6,6,6,6,94,18,1,4.95,4.96,4.91,4.98,4.97,4.84,4.92,TRUE,2,1,1,0,1.37,59,0.820007,5.784548,3.180851,99
FALSE,2,2,TRUE,FALSE,"North Cleveland Park, Forest Hills, Van Ness",38.9423,-77.05962,Entire home/apt,4,1,2,2,1125,TRUE,7,28,58,333,84,13,0,4.8,4.86,4.86,4.88,4.95,4.94,4.69,FALSE,2,2,0,0,1.37,94,0.190738,6.33133,2.704737,157
FALSE,1,1,TRUE,TRUE,"Brookland, Brentwood, Langdon",38.9202,-76.98762,Private room,1,1,1,31,360,TRUE,0,0,0,0,58,0,0,4.78,4.97,4.43,4.86,4.88,4.76,4.83,FALSE,1,0,1,0,1.37,464,0.444961,5.396648,2.761579,29
FALSE,1,2,TRUE,TRUE,"Kalorama Heights, Adams Morgan, Lanier Heights",38.924332,-77.042625,Entire home/apt,2,1,1,7,90,TRUE,21,51,72,161,16,16,1,4.88,4.88,5,4.94,5,4.94,4.81,TRUE,1,1,0,0,1.37,-1,0.5218,4.990847,1.220429,139
TRUE,1,1,TRUE,TRUE,"Congress Heights, Bellevue, Washington Highlands",38.8392,-77.00063,Entire home/apt,6,2,3,31,120,TRUE,13,13,26,301,34,4,0,4.88,4.94,4.94,5,4.97,4.76,4.88,FALSE,1,1,0,0,1.37,498,0.781896,2.156789,5.070517,188
FALSE,3,5,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.95535,-77.00827,Entire home/apt,10,5,6,31,1125,TRUE,0,0,0,257,29,14,0,4.76,4.72,4.86,4.48,4.59,4.79,4.72,TRUE,3,3,0,0,1.37,39,0.401852,7.292968,3.652462,509
FALSE,1,5,TRUE,TRUE,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90404,-76.92958,Entire home/apt,5,2,3,31,1125,TRUE,4,34,64,244,28,26,0,4.39,4.5,4.64,4.96,4.89,3.79,4.29,FALSE,1,1,0,0,1.37,92,0.415264,6.758643,5.692138,159
FALSE,4,14,TRUE,FALSE,"Sheridan, Barry Farm, Buena Vista",38.86085,-76.99553,Entire home/apt,4,,3,31,365,TRUE,30,60,90,199,27,14,1,4.19,4.41,4.33,4.63,4.44,3.59,4.41,TRUE,4,4,0,0,1.37,934,0.146578,2.314967,3.87759,55
TRUE,1,1,TRUE,FALSE,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90622,-76.98531,Entire home/apt,2,1,1,2,14,TRUE,5,26,50,215,19,10,3,5,5,5,5,5,5,4.84,FALSE,1,1,0,0,1.37,340,0.940412,4.653371,2.735106,130
TRUE,2,23,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.88114,-76.9838,Entire home/apt,4,2,2,31,1000,TRUE,4,34,64,339,17,15,0,4.94,4.94,5,4.94,5,4.88,4.71,FALSE,2,2,0,0,1.37,-1,0.090426,3.489252,3.339699,139
TRUE,4,6,TRUE,FALSE,"Shaw, Logan Circle",38.91361,-77.03112,Entire home/apt,4,1,2,1,1125,TRUE,8,31,59,333,12,12,1,4.58,4.75,4.5,4.92,4.75,5,4.5,TRUE,4,4,0,0,1.37,110,0.303135,4.258481,0.538019,200
TRUE,10,10,TRUE,TRUE,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90265,-76.97968,Entire home/apt,4,2,2,3,360,TRUE,26,56,86,354,12,12,2,4.5,4.75,4.58,4.67,4.67,4.5,4.75,TRUE,10,10,0,0,1.37,957,1.107914,4.649818,3.048867,163
FALSE,12,14,TRUE,TRUE,"Woodridge, Fort Lincoln, Gateway",38.93591,-76.96106,Entire home/apt,5,2,2,10,200,TRUE,29,59,89,108,96,12,1,4.48,4.73,4.74,4.82,4.86,4.61,4.52,FALSE,3,3,0,0,1.37,41,1.395575,7.066804,4.481168,91
TRUE,1,2,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.90912,-77.05487,Entire home/apt,4,2,2,31,1125,TRUE,0,0,0,0,97,5,0,4.9,4.95,4.91,4.98,4.94,4.95,4.83,FALSE,1,1,0,0,1.29,43,0.607953,4.038286,0.96158,195
TRUE,16,24,TRUE,TRUE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91421,-77.00732,Entire home/apt,9,4,5,3,60,TRUE,14,28,58,237,8,8,1,5,5,5,5,5,4.75,4.88,FALSE,16,16,0,0,1.29,58,0.545641,4.578026,1.64066,370
FALSE,2,2,TRUE,TRUE,"Capitol View, Marshall Heights, Benning Heights",38.889,-76.91926,Entire home/apt,8,3,4,31,1125,TRUE,20,43,73,342,92,22,0,4.54,4.66,4.62,4.88,4.63,4.37,4.62,TRUE,1,1,0,0,1.29,38,0.396181,6.065308,6.360131,228
FALSE,1,1,TRUE,FALSE,"Georgetown, Burleith/Hillandale",38.90988,-77.05521,Entire home/apt,6,2,4,31,1125,TRUE,0,0,0,0,82,0,0,4.48,4.66,4.71,4.78,4.72,4.95,4.53,TRUE,1,1,0,0,1.29,427,0.625334,4.093442,0.987892,239
TRUE,4,4,TRUE,TRUE,"Brookland, Brentwood, Langdon",38.93401,-76.99097,Private room,3,1,2,1,7,TRUE,5,29,59,59,32,29,2,4.94,4.91,5,4.91,4.94,4.81,4.94,FALSE,4,1,3,0,1.29,59,0.196753,6.17057,3.057427,64
FALSE,120,175,TRUE,TRUE,"Howard University, Le Droit Park, Cardozo/Shaw",38.9146,-77.02144,Entire home/apt,4,2,2,10,60,TRUE,29,59,89,106,8,8,0,4.75,4.88,4.75,4.75,4.88,4.75,4.63,FALSE,15,15,0,0,1.29,82,0.080955,4.397732,0.965451,248
FALSE,778,1341,TRUE,TRUE,"Capitol View, Marshall Heights, Benning Heights",38.87472,-76.92503,Entire home/apt,8,4,4,2,1125,TRUE,22,52,80,349,8,8,0,3.25,3.38,3.75,4.38,3.75,4,3.38,TRUE,20,20,0,0,1.29,49,1.23581,5.377097,6.33853,253
FALSE,1,2,TRUE,TRUE,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.89337,-77.08556,Entire home/apt,4,1,1,3,6,TRUE,13,17,23,23,8,8,2,5,5,5,5,5,5,5,TRUE,1,1,0,0,1.29,43,0.235166,3.813665,2.749867,137
FALSE,2,4,TRUE,TRUE,"Brightwood Park, Crestwood, Petworth",38.96023,-77.03934,Entire home/apt,6,2,3,31,1125,TRUE,0,0,0,75,54,20,0,4.89,4.94,4.76,4.98,4.87,4.93,4.85,FALSE,2,2,0,0,1.29,50,1.5668,7.461478,3.661355,120
FALSE,1,1,TRUE,TRUE,"Shaw, Logan Circle",38.9136,-77.02838,Entire home/apt,2,,1,10,120,TRUE,2,2,19,163,64,2,0,4.85,4.9,4.92,4.9,4.98,4.81,4.77,TRUE,1,1,0,0,0.61,53,0.2399,4.272134,0.631599,125
FALSE,1,2,TRUE,TRUE,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92263,-77.04492,Entire home/apt,3,1,2,90,180,TRUE,30,60,90,365,66,0,0,4.46,4.86,4.63,4.36,4.58,4.88,4.65,FALSE,1,1,0,0,0.61,39,0.432319,4.881604,1.146385,120
FALSE,7,10,TRUE,TRUE,"Union Station, Stanton Park, Kingman Park",38.89426,-76.98875,Entire home/apt,4,1,3,31,1125,TRUE,4,11,41,130,60,0,0,4.6,4.63,4.6,4.77,4.71,4.88,4.61,FALSE,4,4,0,0,0.61,51,0.76766,3.897735,2.703636,120
TRUE,23,30,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.89067,-77.00155,Entire home/apt,2,,1,31,500,TRUE,30,60,90,365,52,14,1,4.88,4.83,4.96,4.98,4.92,5,4.73,FALSE,19,19,0,0,0.61,353,0.430728,3.279166,2.19342,160
FALSE,3,3,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.87987,-76.99696,Entire home/apt,8,3,3,31,1125,FALSE,0,0,0,0,43,0,0,4.83,4.86,4.88,4.88,4.98,4.9,4.9,FALSE,3,3,0,0,0.61,130,0.332334,2.886711,2.83497,199
FALSE,2,2,TRUE,FALSE,Historic Anacostia,38.8624,-76.98879,Private room,2,1,1,31,90,TRUE,29,59,89,364,38,1,0,4.71,4.89,4.89,4.92,4.84,4.37,4.71,FALSE,2,0,2,0,0.61,329,0.351116,2.687736,4.007137,296
TRUE,1,1,TRUE,TRUE,"Georgetown, Burleith/Hillandale",38.90475,-77.06279,Entire home/apt,3,2,2,4,1125,TRUE,15,34,53,225,39,10,1,4.95,4.92,4.95,5,4.9,5,4.84,FALSE,1,1,0,0,0.61,-1,0.719358,3.868632,1.382544,332
FALSE,33,45,TRUE,TRUE,"Capitol Hill, Lincoln Park",38.8772,-76.98764,Hotel room,6,1,6,1,90,TRUE,25,55,85,85,37,12,2,4.54,4.54,4.54,4.68,4.51,4.49,4.51,FALSE,33,0,2,16,0.61,72,0.302985,3.16828,3.331827,29
FALSE,2,2,TRUE,TRUE,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.9049,-76.93657,Entire home/apt,2,1,2,31,1125,TRUE,0,0,0,0,25,0,0,4.6,4.8,4.6,4.96,4.88,4.84,4.6,FALSE,1,1,0,0,0.61,66,0.23716,6.480712,5.319858,69
FALSE,1,1,TRUE,TRUE,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89578,-77.02021,Entire home/apt,2,1,1,31,115,TRUE,19,49,54,144,21,5,1,4.67,4.9,4.76,4.81,4.81,4.95,4.76,TRUE,1,1,0,0,0.61,37,0.171225,3.153204,1.184642,106
FALSE,2,7,TRUE,TRUE,"Takoma, Brightwood, Manor Park",38.97342,-77.0172,Entire home/apt,6,4,5,30,1125,TRUE,12,42,72,162,19,11,0,4.58,4.79,4.42,4.89,4.84,4.95,4.74,FALSE,2,2,0,0,0.61,74,0.191153,8.441275,4.686955,289
