@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R1-5,10-18,22-30,32-34-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute calculated_host_listings_count numeric
@attribute reviews_per_month numeric
@attribute days_since_last_review numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',0,2,0,1,0.03,327,0.205625,5.971041,2.405222,119
'Entire home/apt',0,2,0,1,0.03,98,0.384564,2.916385,2.935385,190
'Private room',0,2,0,1,0.03,52,0.22075,3.695846,0.624736,100
'Entire home/apt',0,2,1,1,0.03,-1,0.308211,6.109973,2.335206,84
'Entire home/apt',0,2,0,1,0.03,-1,0.262812,3.733394,1.022273,75
'Entire home/apt',0,2,0,1,0.03,38,0.397381,3.915005,0.429949,125
'Entire home/apt',0,2,0,1,0.03,669,0.223536,3.639047,1.902586,325
'Entire home/apt',0,2,0,1,0.03,588,0.462441,6.884026,3.308623,60
'Entire home/apt',0,2,1,1,0.03,44,0.53068,5.815354,2.427112,750
'Entire home/apt',0,2,0,5,0.03,38,0.551366,3.529819,2.238153,5000
'Private room',0,2,0,2,0.03,57,1.010862,5.991415,3.380582,75
'Entire home/apt',0,2,0,1,0.03,1122,0.303285,2.173434,2.917834,99
'Entire home/apt',0,1,0,1,0.03,226,0.477971,3.915056,0.352126,210
'Entire home/apt',364,2,1,1,0.03,307,0.25681,3.91202,0.567932,2500
'Entire home/apt',0,2,0,1,0.03,45,0.244115,8.541653,4.802626,200
'Private room',0,2,0,1,0.03,1167,0.834482,6.957093,3.235833,75
'Private room',0,2,0,2,0.03,50,0.197126,4.120442,0.785566,90
'Entire home/apt',0,2,0,1,0.03,613,1.070608,4.430244,2.833626,150
'Entire home/apt',0,2,0,1,0.03,199,0.302957,3.525928,1.187157,79
'Private room',0,2,0,1,0.03,102,0.563827,4.280787,3.184632,150
'Entire home/apt',0,1,0,20,0.03,74,0.984532,4.826317,5.573365,134
'Entire home/apt',0,2,0,1,0.03,37,0.442587,5.496412,1.698255,40
'Entire home/apt',356,1,0,13,0.03,358,0.102028,3.308033,0.540986,294
'Private room',287,1,0,2,0.03,475,0.347934,2.603814,5.185213,45
'Private room',0,1,0,12,0.03,38,0.354505,4.293254,0.527203,85
'Private room',89,1,0,2,0.03,83,0.343813,7.277733,3.812725,150
'Entire home/apt',269,1,0,157,0.03,-1,0.289133,6.150932,2.558921,140
'Entire home/apt',296,1,0,235,0.03,45,0.431467,4.042653,0.473953,173
'Private room',326,1,0,8,0.03,56,0.074161,2.909295,2.31969,345
'Entire home/apt',0,1,0,2,0.03,1179,0.323262,4.918912,1.142365,150
'Private room',0,1,0,1,0.03,62,0.253857,6.87804,5.641255,60
'Entire home/apt',0,1,0,1,0.03,66,0.383909,3.70491,1.13864,71
'Private room',0,1,0,2,0.03,69,0.382314,4.877686,1.137093,45
'Entire home/apt',250,1,0,1,0.03,-1,0.600353,4.414862,3.309798,80
'Entire home/apt',0,1,0,1,0.03,81,0.97188,4.835816,2.75864,100
'Entire home/apt',0,1,0,1,0.03,141,0.269541,3.682434,0.722578,65
'Entire home/apt',0,1,0,1,0.03,-1,0.873456,4.826855,2.64836,150
'Entire home/apt',255,1,0,32,0.03,38,1.092445,4.354753,1.567247,260
'Entire home/apt',0,1,0,1,0.03,52,0.360902,4.153805,0.353741,75
'Entire home/apt',0,1,0,7,0.03,44,0.787175,3.142851,3.936654,100
'Entire home/apt',0,1,0,1,0.03,38,0.170035,4.399238,1.071829,180
'Entire home/apt',0,1,0,1,0.03,81,0.464551,4.230955,0.439654,70
'Entire home/apt',0,1,0,1,0.03,73,0.858529,4.829519,2.63166,51
'Private room',218,1,0,8,0.03,64,0.716551,7.967806,4.184845,50
'Private room',89,1,0,5,0.03,-1,0.67995,6.453706,2.809377,67
'Private room',0,1,0,2,0.03,185,1.182051,4.84284,2.977582,55
'Entire home/apt',166,1,0,235,0.03,-1,0.499028,4.473884,0.733303,171
'Entire home/apt',0,1,0,1,0.03,73,0.214906,3.92961,0.622659,67
'Private room',288,2,0,2,0.03,689,0.231032,5.203903,7.814817,55
'Entire home/apt',45,1,0,4,0.03,557,0.268493,3.237225,1.908733,107
'Entire home/apt',365,15,0,1,0.14,36,1.218926,6.004164,3.007461,325
'Entire home/apt',356,15,5,13,0.14,-1,0.102028,3.308033,0.540986,294
'Private room',78,10,2,46,0.14,53,0.372617,4.344804,0.612198,55
'Private room',282,13,5,46,0.14,59,0.029075,5.917104,2.190034,35
'Entire home/apt',28,12,1,1,0.14,74,0.190791,2.830169,2.462866,395
'Entire home/apt',285,11,0,3,0.14,60,0.606981,5.433839,2.89537,65
'Entire home/apt',83,11,0,17,0.14,35,0.165097,3.366238,0.837692,436
'Private room',344,11,0,2,0.14,56,0.023664,5.108035,1.502664,275
'Entire home/apt',0,11,0,1,0.14,80,0.534186,5.178021,1.402343,79
'Entire home/apt',266,11,0,9,0.14,-1,0.239735,4.218311,0.530879,96
'Entire home/apt',3,9,0,17,0.14,159,0.404154,3.787928,0.332834,298
'Entire home/apt',0,9,0,1,0.14,185,0.760194,4.600173,2.555666,100
'Entire home/apt',0,8,0,2,0.14,80,0.558654,4.560748,1.447925,400
'Entire home/apt',0,7,0,1,0.14,39,0.271227,4.391585,0.629836,375
'Private room',0,6,0,3,0.14,-1,1.109119,5.828,3.424853,29
'Shared room',0,7,0,3,0.14,40,0.097859,4.20971,1.706293,35
'Private room',0,7,0,1,0.14,685,0.166766,2.570033,2.752467,150
'Entire home/apt',0,7,0,3,0.14,165,1.068662,4.404821,1.702993,165
'Entire home/apt',0,7,0,1,0.14,797,0.386415,4.356596,0.618111,105
'Entire home/apt',271,3,2,157,0.14,-1,0.184592,3.882505,0.625814,91
'Private room',300,5,2,46,0.14,-1,0.109804,5.985251,2.234362,39
'Entire home/apt',355,5,4,157,0.14,-1,0.291043,3.662079,0.365393,183
'Entire home/apt',161,5,3,2,0.14,-1,1.053709,4.668062,2.845444,128
'Private room',36,2,0,4,0.14,1151,0.231068,3.458964,0.607947,239
'Entire home/apt',284,3,0,157,0.14,37,0.260705,3.528526,1.042745,86
'Entire home/apt',61,2,1,235,0.14,372,0.499028,4.473884,0.733303,157
'Entire home/apt',298,3,1,157,0.14,997,0.173318,3.318684,3.353959,72
'Entire home/apt',349,2,1,157,0.14,74,0.171846,3.311017,3.344154,77
'Entire home/apt',340,3,1,11,0.14,79,0.260256,3.180915,2.41653,145
'Entire home/apt',283,3,1,156,0.14,135,0.154415,4.367929,0.687978,98
'Entire home/apt',365,3,1,156,0.14,-1,0.344384,2.817307,2.723135,164
'Private room',89,2,1,15,0.14,212,0.131522,3.497412,1.565262,452
'Entire home/apt',0,2,0,1,0.14,-1,0.15703,4.583893,0.974852,165
'Entire home/apt',0,2,0,1,0.14,949,0.550954,5.727858,1.925791,85
'Private room',359,1,1,3,0.14,133,0.527933,4.684597,1.849311,150
'Entire home/apt',291,1,1,235,0.14,44,0.113986,3.05539,1.111566,208
'Private room',64,24,1,2,0.14,1165,0.87307,9.522474,5.759129,40
'Private room',355,11,1,2,0.14,310,0.69521,4.084933,2.488592,90
'Entire home/apt',365,11,2,2,0.14,36,1.397473,8.696165,5.033496,1495
'Entire home/apt',314,5,2,157,0.14,66,0.124136,3.84132,3.284628,121
'Entire home/apt',107,10,0,1,0.14,377,0.085775,3.635773,2.92226,130
'Entire home/apt',167,1,1,3,0.14,66,0.096458,3.417759,1.998202,80
'Private room',306,13,6,3,0.14,39,1.228314,8.656194,5.479975,69
'Entire home/apt',353,1,1,1,0.14,309,0.955235,8.383308,5.183358,94
'Entire home/apt',267,2,1,31,0.14,71,0.248454,3.258378,1.903628,70
'Private room',209,2,1,2,0.14,63,0.743963,10.133524,6.356802,125
'Entire home/apt',350,2,1,31,0.14,990,0.228399,3.302026,2.053455,75
'Entire home/apt',205,11,0,5,0.14,529,0.287052,3.220444,1.997969,67
'Private room',345,348,25,4,3.56,-1,0.579253,8.140218,4.601335,72
'Private room',0,291,0,2,3.56,78,0.46131,2.825867,3.898892,77
'Entire home/apt',341,204,49,4,3.56,79,1.977247,6.175322,3.730318,89
'Entire home/apt',46,203,46,1,3.56,495,0.234245,3.67141,0.94482,132
'Entire home/apt',170,142,60,1,3.56,40,0.216093,3.902579,0.542883,213
'Entire home/apt',344,72,49,156,3.56,176,0.244569,4.223586,0.538675,188
'Entire home/apt',318,23,23,1,3.56,1045,0.158001,5.120485,1.346704,102
'Entire home/apt',8,23,23,1,3.56,66,0.682741,3.442606,3.890456,95
'Entire home/apt',159,117,24,1,2.12,731,0.318382,6.20332,2.502136,120
'Entire home/apt',54,156,0,1,2.12,524,0.186328,4.38664,0.829162,158
'Private room',2,154,0,10,2.12,810,0.465509,5.201888,1.51435,50
'Private room',324,140,43,5,2.12,449,0.591739,4.6986,1.496287,70
'Private room',325,110,18,3,2.12,542,0.257681,4.080969,1.946074,81
'Entire home/apt',317,34,19,2,2.12,151,0.641868,4.115674,2.967526,239
'Private room',16,17,17,4,2.12,116,0.192609,2.98738,2.749083,59
'Private room',349,7,7,15,2.12,439,0.780452,6.940987,3.229714,81
'Entire home/apt',0,8,8,1,2.12,98,0.130232,4.632089,0.926834,266
'Entire home/apt',150,13,13,1,2.12,255,0.955916,4.700337,6.596709,125
'Entire home/apt',257,38,6,2,0.52,472,0.296204,5.856384,2.079114,100
'Entire home/apt',0,48,2,2,0.52,-1,0.377073,4.348782,0.614549,127
'Entire home/apt',48,50,9,2,0.52,479,0.377073,4.348782,0.614549,104
'Entire home/apt',173,34,10,1,0.52,302,1.13415,4.719154,1.85618,93
'Entire home/apt',317,32,7,1,0.52,78,0.56172,8.775868,4.981213,135
'Shared room',358,31,12,33,0.52,310,0.277922,3.192921,3.331528,25
'Shared room',340,31,12,33,0.52,45,0.336428,3.111097,3.282351,25
'Private room',87,31,3,3,0.52,40,0.278441,5.877788,5.141257,56
'Entire home/apt',0,26,0,1,0.52,80,0.517549,3.931768,0.21934,75
'Entire home/apt',0,22,0,1,0.52,445,0.157097,3.405656,3.399152,72
'Private room',290,20,4,2,0.52,1159,0.472623,6.658736,3.206632,82
'Entire home/apt',0,20,0,1,0.52,45,0.212445,4.118607,0.368487,125
'Private room',25,10,7,39,0.52,459,0.104845,3.913477,0.734828,103
'Private room',0,10,0,1,0.52,51,0.325553,4.725365,0.953107,40
'Entire home/apt',57,8,6,10,0.52,255,0.155528,3.010765,2.261507,221
'Entire home/apt',220,1,1,20,0.52,50,0.137339,3.456921,0.34632,595
'Entire home/apt',274,5,5,1,0.52,62,0.9972,6.915879,3.145384,125
'Private room',193,54,0,4,0.52,49,0.590637,9.148534,5.408177,35
'Entire home/apt',290,2,2,2,0.52,36,0.73921,7.749776,4.581953,95
'Entire home/apt',364,45,0,1,0.52,-1,0.26087,5.357071,1.728765,109
'Entire home/apt',308,137,14,1,1.07,948,0.105361,6.001412,5.444414,75
'Entire home/apt',336,65,21,1,1.07,41,0.482387,6.281222,5.247927,89
'Private room',364,56,0,1,1.07,950,0.267077,6.078733,2.393678,150
'Entire home/apt',317,18,13,10,1.07,396,1.105676,4.562421,2.943176,130
'Entire home/apt',217,20,15,2,1.07,58,0.276226,3.545919,1.058189,352
'Private room',356,8,8,1,1.07,690,1.826439,2.560284,5.995217,45
'Entire home/apt',318,4,4,2,1.07,110,0.930568,6.629101,3.73632,71
'Entire home/apt',19,6,6,1,1.07,74,0.09618,3.933408,0.287039,289
'Entire home/apt',197,46,12,2,1.07,941,0.762545,7.986706,5.159189,45
'Entire home/apt',168,149,15,1,1.16,44,0.110633,2.855541,2.382966,175
'Shared room',119,75,8,15,1.16,830,0.254159,4.054767,0.724476,54
'Entire home/apt',0,42,15,1,1.16,54,0.54589,4.283115,3.205584,79
'Entire home/apt',0,37,9,1,1.16,821,1.143979,4.989372,2.067695,100
'Entire home/apt',343,19,16,5,1.16,37,0.459841,3.529706,2.488564,118
'Entire home/apt',30,14,14,3,1.16,419,0.630683,2.077552,4.803564,102
'Entire home/apt',85,5,5,1,1.16,64,0.564173,3.962839,0.975935,705
'Entire home/apt',0,260,10,1,2.05,-1,0.445274,3.524604,2.50637,175
'Entire home/apt',149,79,30,79,2.05,-1,0.262606,4.16189,2.008472,90
'Entire home/apt',84,21,21,15,2.05,141,0.110805,4.426617,0.965289,237
'Entire home/apt',255,15,15,1,2.05,123,0.641531,3.757924,2.617807,130
'Entire home/apt',353,48,20,3,2.05,-1,0.791682,4.633183,3.601239,122
'Entire home/apt',66,165,19,1,2.22,152,0.635227,6.416934,2.767336,90
'Entire home/apt',13,196,3,1,2.22,37,0.508775,4.350316,1.429169,143
'Entire home/apt',159,152,13,1,2.22,38,0.456734,4.065313,0.428381,169
'Private room',140,138,25,2,2.22,-1,1.242773,4.644619,1.929364,75
'Entire home/apt',233,104,19,1,2.22,407,0.748863,5.032498,1.747197,114
'Entire home/apt',174,99,32,79,2.22,-1,0.063124,4.255706,0.877588,175
'Entire home/apt',47,60,23,1,2.22,44,1.0893,5.35187,2.289763,319
'Entire home/apt',304,36,31,37,2.22,-1,0.477479,2.858656,2.998551,196
'Private room',350,23,23,4,2.22,1053,1.55243,6.273465,3.898908,83
'Entire home/apt',338,4,4,2,2.22,36,0.674474,3.031427,4.117892,131
'Entire home/apt',226,81,39,1,2.22,126,0.845985,8.563236,4.905658,67
'Entire home/apt',121,551,24,1,4.34,800,0.121392,3.113137,2.777228,126
'Entire home/apt',176,260,67,1,4.34,-1,0.072537,4.467853,0.774474,98
'Private room',99,218,72,2,4.34,512,0.455044,3.990016,0.42666,191
'Entire home/apt',135,192,55,1,4.34,-1,0.372366,4.682948,0.894607,112
'Entire home/apt',209,89,52,3,4.34,-1,0.042396,3.4338,3.30157,167
'Private room',364,105,1,2,0.83,-1,0.450493,2.787817,4.063582,396
'Private room',269,64,2,2,0.83,-1,0.758499,5.992532,6.041344,44
'Private room',284,59,6,10,0.83,-1,0.564322,5.214794,1.560454,52
'Private room',347,19,13,14,0.83,121,0.090486,3.346862,0.473212,331
'Entire home/apt',0,38,5,2,0.83,80,0.712728,3.904452,2.368981,115
'Entire home/apt',173,30,12,1,0.83,942,0.434172,4.772818,0.981611,167
'Entire home/apt',121,26,6,6,0.83,262,1.230575,3.715141,4.559962,170
'Entire home/apt',60,15,11,10,0.83,352,0.222285,3.371551,2.696668,132
'Private room',1,16,4,3,0.83,-1,0.656861,7.786297,4.19806,45
'Entire home/apt',159,12,6,2,0.83,44,0.435521,4.229987,3.261858,90
'Entire home/apt',321,4,4,1,0.83,1133,0.435525,6.709913,3.153625,100
'Private room',0,30,1,2,0.39,-1,0.313585,5.048414,1.30744,45
'Entire home/apt',337,37,6,4,0.39,-1,0.394816,4.301347,0.76246,395
'Private room',256,34,6,2,0.39,143,0.519342,6.27645,5.855981,48
'Entire home/apt',285,35,4,32,0.39,88,0.480872,3.336104,2.254203,159
'Entire home/apt',365,28,3,19,0.39,-1,0.425976,3.276305,2.205689,224
'Entire home/apt',263,26,0,1,0.39,51,0.274315,4.427329,1.16909,1250
'Entire home/apt',32,26,7,1,0.39,44,0.410079,4.145466,0.432229,161
'Entire home/apt',86,26,4,1,0.39,-1,0.704746,5.301026,1.984928,125
'Entire home/apt',198,24,4,1,0.39,-1,0.553564,6.474112,2.757866,144
'Entire home/apt',330,16,12,156,0.39,35,0.092811,4.043613,0.474037,295
'Entire home/apt',316,22,0,1,0.39,-1,0.24292,6.01934,2.24844,69
'Entire home/apt',0,17,0,1,0.39,705,0.381718,3.936517,0.138355,145
'Entire home/apt',307,13,4,33,0.39,735,0.618342,3.578943,2.30887,72
'Private room',365,9,0,10,0.39,1089,0.317054,3.674591,0.590082,332
'Entire home/apt',106,5,4,3,0.39,39,0.118867,2.858486,2.154149,882
'Entire home/apt',353,9,5,14,0.39,-1,0.096064,3.304711,0.533168,264
'Entire home/apt',143,8,5,1,0.39,-1,0.333647,4.181286,0.543481,110
'Entire home/apt',309,1,1,156,0.39,-1,0.354779,4.331147,0.663265,88
'Private room',27,7,5,39,0.39,-1,0.125609,3.952164,0.7615,115
'Entire home/apt',0,7,6,3,0.39,153,0.534622,2.113192,4.675244,200
'Private room',27,7,2,39,0.39,-1,0.162647,3.91019,0.664499,109
'Entire home/apt',198,7,4,32,0.39,-1,0.308038,3.600813,1.999536,146
'Entire home/apt',0,2,2,1,0.39,-1,0.215072,3.926998,0.555242,499
'Private room',333,1,1,14,0.39,-1,0.054105,3.351357,0.506892,348
'Private room',365,1,1,11,0.39,78,1.369754,4.03736,6.827943,30
'Private room',89,6,3,15,0.39,-1,0.129319,3.40844,1.670616,677
'Private room',4,5,4,3,0.39,74,1.046844,4.719743,7.461898,64
'Entire home/apt',146,26,2,1,0.39,-1,0.559773,2.118855,4.490913,203
'Private room',37,267,73,3,2.44,-1,0.033052,4.306086,0.873873,71
'Entire home/apt',140,232,50,2,2.44,199,0.789947,5.823559,2.042385,79
'Private room',71,166,23,18,2.44,-1,0.169223,5.215606,1.450556,91
'Entire home/apt',129,148,39,5,2.44,-1,0.523528,3.421678,2.267404,125
'Entire home/apt',342,95,30,11,2.44,38,0.36609,4.322174,0.7075,151
'Entire home/apt',357,50,32,4,2.44,763,0.206381,2.306222,3.930802,56
'Entire home/apt',95,41,26,1,2.44,-1,0.589177,7.186375,3.812978,99
'Entire home/apt',342,20,20,37,2.44,53,0.537452,3.777928,1.203653,229
'Entire home/apt',166,55,28,2,2.44,511,0.510766,9.345087,5.551083,114
'Entire home/apt',282,331,36,1,2.67,747,0.246438,3.305384,3.42111,133
'Private room',0,128,48,1,2.67,-1,0.229243,3.618873,1.914999,100
'Entire home/apt',315,124,32,1,2.67,107,1.26469,4.668038,1.943886,401
'Entire home/apt',157,111,51,1,2.67,35,0.836258,6.210025,2.408845,132
'Entire home/apt',336,89,38,2,2.67,513,0.349812,5.485628,1.683607,140
'Private room',134,36,34,5,2.67,-1,0.1144,4.490121,0.770562,125
'Entire home/apt',90,49,22,2,2.67,47,0.779817,1.712963,3.145544,161
'Entire home/apt',65,12,12,3,2.67,55,0.148592,3.005343,2.68445,206
'Entire home/apt',362,26,0,13,0.25,49,0.102028,3.308033,0.540986,364
'Private room',77,17,1,1,0.25,60,0.824527,4.091968,1.346829,95
'Entire home/apt',362,17,4,29,0.25,992,0.102028,3.308033,0.540986,364
'Entire home/apt',365,20,0,2,0.25,60,0.594129,4.512907,0.717004,1128
'Entire home/apt',306,19,2,1,0.25,202,0.515496,4.776257,1.89145,160
'Entire home/apt',0,18,0,1,0.25,44,0.198394,3.433495,3.076964,110
'Entire home/apt',10,13,7,1,0.25,718,0.394846,3.82001,1.181711,89
'Private room',271,15,2,12,0.25,710,0.235645,4.156822,0.611924,125
'Hotel room',339,15,3,33,0.25,976,0.175199,3.255745,3.257698,25
'Hotel room',361,15,2,33,0.25,44,0.307591,3.153269,3.313072,29
'Entire home/apt',0,14,0,1,0.25,37,0.377519,4.713291,0.926614,99
'Private room',290,11,3,2,0.25,66,1.723096,2.27782,5.722516,48
'Entire home/apt',258,10,3,1,0.25,141,0.094524,4.073979,0.439331,95
'Entire home/apt',364,11,0,1,0.25,49,0.391586,5.619751,1.822569,250
'Private room',356,12,2,2,0.25,120,1.720702,2.271894,5.716509,116
'Entire home/apt',0,11,0,1,0.25,-1,0.391276,4.92151,1.987031,115
'Entire home/apt',0,11,0,1,0.25,131,0.419958,3.811778,2.054107,105
'Entire home/apt',335,2,2,157,0.25,44,0.305614,3.693691,0.31854,170
'Entire home/apt',365,9,2,1,0.25,152,1.066085,6.930915,3.142091,189
'Entire home/apt',124,2,2,157,0.25,38,0.234703,3.375998,1.071573,124
'Entire home/apt',41,3,3,1,0.25,115,0.565162,5.359566,1.58324,80
'Entire home/apt',349,5,3,156,0.25,142,0.184314,4.336547,0.660796,130
'Entire home/apt',265,4,2,1,0.25,829,0.893159,6.829786,3.087383,95
'Entire home/apt',364,5,3,1,0.25,141,0.587813,3.64911,2.471387,98
'Entire home/apt',32,4,2,1,0.25,54,0.481724,3.987706,1.316505,60
'Entire home/apt',0,3,3,3,0.25,522,0.481281,4.96716,1.317329,178
'Private room',348,4,2,10,0.25,810,0.574026,5.21079,1.560284,45
'Entire home/apt',365,1,1,4,0.25,945,1.187185,2.444179,5.591127,279
'Entire home/apt',108,2,2,3,0.25,43,0.352054,4.096887,2.052569,165
'Entire home/apt',105,1,1,1,0.25,-1,0.684825,7.988449,4.207513,50
'Entire home/apt',57,7,2,1,0.25,53,2.331729,6.289582,4.62412,180
'Private room',51,40,1,2,0.25,-1,0.89354,9.625163,5.864693,40
'Private room',349,8,2,46,0.25,-1,0.531623,9.822812,6.04007,29
'Private room',0,11,0,2,0.25,125,1.89394,3.585806,6.789717,40
'Private room',360,78,17,3,1.08,69,0.604322,7.090728,3.729473,70
'Entire home/apt',89,112,30,1,1.08,432,0.674163,3.999411,1.621899,199
'Entire home/apt',0,75,0,1,1.08,53,0.460126,4.625067,1.838297,104
'Private room',176,72,5,18,1.08,184,0.169223,5.215606,1.450556,78
'Entire home/apt',364,68,12,1,1.08,62,0.348189,4.200983,0.49347,400
'Entire home/apt',17,49,12,79,1.08,156,0.31569,4.595004,1.205272,191
'Entire home/apt',365,12,12,156,1.08,37,0.356278,4.328241,0.597505,208
'Entire home/apt',358,11,11,1,1.08,1030,0.219963,3.534261,1.911178,390
'Entire home/apt',360,4,4,2,1.08,67,0.530399,7.377658,3.955367,70
'Private room',364,137,0,2,1.31,52,0.244171,3.758736,3.353617,69
'Entire home/apt',269,126,32,1,1.31,-1,0.614332,5.394525,1.763156,95
'Entire home/apt',251,107,17,1,1.31,949,0.1484,4.276571,0.770396,99
'Entire home/apt',182,88,5,1,1.31,37,0.263853,2.148428,2.092597,85
'Entire home/apt',142,81,29,16,1.31,179,0.616398,4.068278,2.284958,163
'Entire home/apt',161,82,18,1,1.31,178,0.681142,6.226009,2.886808,89
'Hotel room',363,79,5,33,1.31,133,0.304106,3.155108,3.310078,29
'Entire home/apt',147,72,20,1,1.31,1073,0.405078,5.292453,1.498648,107
'Private room',61,68,13,1,1.31,-1,0.298333,4.648566,0.873312,76
'Entire home/apt',134,34,22,79,1.31,1047,0.46572,4.089181,0.380064,106
'Entire home/apt',42,18,15,3,1.31,113,1.456493,6.936921,4.355212,68
'Entire home/apt',59,12,12,1,1.31,1095,0.23013,9.686067,5.890511,115
'Entire home/apt',176,182,4,3,1.76,-1,0.367672,3.948869,1.935704,128
'Entire home/apt',56,11,11,1,1.76,300,0.550114,5.783306,2.910064,100
'Entire home/apt',0,99,0,1,1.76,52,0.248488,5.163179,1.414353,70
'Entire home/apt',155,98,21,79,1.76,116,0.273768,4.505254,1.178535,80
'Entire home/apt',17,90,35,1,1.76,41,0.548723,3.966389,2.154709,119
'Entire home/apt',141,74,25,1,1.76,44,0.420958,5.516354,1.800191,120
'Private room',100,27,19,8,1.76,114,0.138079,5.953892,5.457806,39
'Entire home/apt',339,11,11,10,1.76,121,1.135583,4.635974,3.001373,182
'Entire home/apt',250,15,15,1,1.76,417,0.056016,7.065133,3.70186,500
'Entire home/apt',311,4,4,20,1.76,527,0.942747,4.235614,2.651642,243
'Entire home/apt',301,2,2,2,1.76,67,1.075606,4.731329,5.389172,87
'Entire home/apt',172,463,57,2,4.21,48,0.308091,5.703904,1.939375,151
'Private room',318,39,39,8,4.21,892,0.351577,4.899226,2.092449,46
'Entire home/apt',92,23,23,1,4.21,39,0.311314,2.841743,2.596431,132
'Entire home/apt',299,230,33,1,2.33,305,0.571821,7.285021,3.741133,139
'Entire home/apt',140,151,37,4,2.33,136,0.227339,4.204958,0.552023,439
'Private room',162,121,62,3,2.33,39,0.504716,5.545936,5.289023,50
'Entire home/apt',37,112,0,1,2.33,-1,0.943937,4.145429,2.709835,86
'Entire home/apt',117,51,36,1,2.33,1085,0.498035,5.197784,1.416355,145
'Entire home/apt',108,24,24,16,2.33,40,0.20711,3.625807,0.770456,250
'Entire home/apt',1,14,14,1,2.33,59,0.464328,4.985476,1.920998,139
'Private room',341,9,9,4,2.33,44,0.412412,5.625769,1.847855,99
'Entire home/apt',277,52,30,1,2.33,641,1.22881,9.578397,5.807639,175
'Entire home/apt',269,160,15,1,2.33,45,0.644567,9.403003,5.620435,150
'Entire home/apt',28,139,15,1,1.62,68,0.350279,8.670167,4.884193,84
'Private room',2,106,32,7,1.62,951,0.24655,5.26478,1.46286,58
'Private room',343,93,24,4,1.62,289,0.438847,5.773225,1.98321,76
'Entire home/apt',204,77,21,1,1.62,43,0.461762,4.707293,1.025746,86
'Entire home/apt',88,74,0,1,1.62,52,0.156486,5.346403,1.568948,239
'Entire home/apt',166,58,13,1,1.62,-1,0.684685,6.595259,2.826366,100
'Entire home/apt',153,21,17,1,1.62,-1,0.203266,6.134433,2.390342,149
'Private room',71,18,18,1,1.62,1104,0.708399,6.018989,5.970028,45
'Entire home/apt',364,18,18,1,1.62,56,0.447755,5.345491,2.175208,140
'Entire home/apt',69,6,6,3,1.62,64,0.277808,5.879972,5.143226,108
'Private room',84,2,2,5,1.62,270,0.665933,9.323193,5.538725,60
'Private room',154,72,18,1,1.62,142,1.917125,7.798236,5.077139,80
'Entire home/apt',294,97,47,3,1.62,952,0.830979,10.439947,6.647237,138
'Entire home/apt',343,21,18,1,1.62,299,0.460066,9.146248,5.679691,179
'Entire home/apt',173,14,14,4,1.62,45,0.250739,3.493661,2.208223,197
'Entire home/apt',365,26,6,19,0.33,-1,0.463195,3.312213,2.197234,247
'Entire home/apt',0,35,2,1,0.33,72,0.230312,3.860371,0.530189,93
'Entire home/apt',279,30,5,8,0.33,742,0.519248,4.999309,1.216571,95
'Private room',363,24,1,2,0.33,-1,1.460094,6.84661,4.236527,33
'Private room',89,24,5,2,0.33,-1,0.11512,4.4557,0.848287,100
